GEO_ID,B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,NAME,B25015_001EA,B25015_001MA,B25015_002MA,B25015_002EA,B25015_003MA,B25015_003EA,B25015_004MA,B25015_004EA,B25015_005MA,B25015_005EA,B25015_006MA,B25015_006EA,B25015_007EA,B25015_007MA,B25015_008EA,B25015_008MA,B25015_009EA,B25015_009MA,B25015_010MA,B25015_010EA,B25015_011EA,B25015_011MA,B25015_012EA,B25015_012MA,B25015_013MA,B25015_013EA,B25015_014EA,B25015_014MA,B25015_015MA,B25015_015EA,B25015_016EA,B25015_016MA,B25015_017MA,B25015_017EA,B25015_018MA,B25015_018EA,B25015_019EA,B25015_019MA,B25015_020EA,B25015_020MA,B25015_021MA,B25015_021EA,B25015_022EA,B25015_022MA,B25015_023MA,B25015_023EA,B25015_024MA,B25015_024EA,B25015_025EA,B25015_025MA,B25015_026MA,B25015_026EA,B25015_027EA,B25015_027MA,state
0400000US01,1788692,9253,1261475,13183,163343,6941,159737,6712,3145,978,461,390,779513,8886,769432,8614,8680,1556,1401,655,318619,5358,317326,5377,1042,372,251,323,527217,11869,229233,7822,221105,7705,6575,1468,1553,511,233134,8052,224981,7696,7603,2078,550,298,64850,3804,64778,3800,72,87,0,270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,18245,1695,15970,1539,1790,756,485,256,109175,2918,104579,2868,2811,634,1785,513,19599,1182,18825,1165,582,223,192,106,86233,3244,36218,2313,31946,2474,2840,1133,1432,550,44056,2732,41277,2779,1751,528,1028,408,5959,871,5909,865,50,43,0,233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,220493,6817,207228,6358,10429,2048,2836,813,882930,10935,852519,11061,22980,2965,7431,1137,399034,6221,395677,6377,1970,710,1387,609,701556,12519,334493,8406,293924,8039,27307,3503,13262,3021,298972,10364,278700,10596,14075,2053,6197,1357,68091,3689,67506,3671,379,290,206,194,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,96310,4304,93060,4286,2854,858,396,312,441142,8347,433254,8354,6923,1217,965,510,199373,3976,199032,3990,341,208,0,260,350717,8790,147603,5314,138893,5316,7323,1433,1387,604,160906,6923,151510,6432,7772,1928,1624,904,42208,2477,41913,2503,269,247,26,46,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,798481,15470,742097,14931,43003,3955,13381,2260,4601750,33726,4377583,31914,176366,8364,47801,3611,1669907,14559,1651827,14510,12562,1642,5518,1901,5027756,31936,1864979,21960,1577782,21151,189257,8771,97940,5573,2596053,29538,2234606,27738,233014,9629,128433,6615,566724,11312,551208,11315,8279,2060,7237,2228,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,201383,6683,196870,6411,3794,1227,719,552,803321,9245,794545,9141,7689,1243,1087,583,228991,4179,228121,4184,650,418,220,189,585342,11059,278686,8666,263705,8456,10558,2196,4423,1812,249834,7286,239901,7320,6590,1483,3343,1752,56822,3211,56731,3218,57,88,34,54,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,92629,4719,91012,4743,1536,823,81,129,609061,8449,602408,8579,6134,1166,519,369,218253,4479,217880,4525,373,266,0,274,403895,8863,133832,5890,126149,6010,5029,1389,2654,1179,199847,7101,193219,7107,5345,1235,1283,723,70216,3464,70042,3489,135,134,39,65,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,30341,2149,29950,2200,322,252,69,95,142340,3460,140998,3427,1198,567,144,142,57179,1962,57002,1970,177,235,0,262,87780,3942,38440,2671,36242,2769,1746,747,452,400,38479,2986,36315,2912,1782,734,382,273,10861,1452,10861,1452,0,262,0,262,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,16911,1724,16788,1728,53,87,70,118,61327,2430,59948,2394,1191,582,188,204,27280,1963,26926,1908,305,278,49,81,142695,3688,53875,2758,49517,2759,2543,951,1815,723,69308,2679,64315,2820,2780,1034,2213,703,19512,1707,19256,1728,89,104,167,221,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,517277,12418,500940,12047,12809,2336,3528,1303,2857246,20549,2812248,20972,36569,3985,8429,1703,1529426,13151,1523847,13174,4501,931,1078,534,2144851,23516,849719,12722,793943,12912,39295,4448,16481,2876,1011769,18648,954250,17667,44668,4205,12851,2084,283363,8273,281053,8324,1538,653,772,451,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
