GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001MA,B01001H_001EA,B01001H_002EA,B01001H_002MA,B01001H_003EA,B01001H_003MA,B01001H_004EA,B01001H_004MA,B01001H_005EA,B01001H_005MA,B01001H_006MA,B01001H_006EA,B01001H_007EA,B01001H_007MA,B01001H_008EA,B01001H_008MA,B01001H_009EA,B01001H_009MA,B01001H_010EA,B01001H_010MA,B01001H_011MA,B01001H_011EA,B01001H_012MA,B01001H_012EA,B01001H_013EA,B01001H_013MA,B01001H_014EA,B01001H_014MA,B01001H_015EA,B01001H_015MA,B01001H_016EA,B01001H_016MA,B01001H_017MA,B01001H_017EA,B01001H_018EA,B01001H_018MA,B01001H_019MA,B01001H_019EA,B01001H_020EA,B01001H_020MA,B01001H_021EA,B01001H_021MA,B01001H_022EA,B01001H_022MA,B01001H_023MA,B01001H_023EA,B01001H_024MA,B01001H_024EA,B01001H_025EA,B01001H_025MA,B01001H_026EA,B01001H_026MA,B01001H_027EA,B01001H_027MA,B01001H_028MA,B01001H_028EA,B01001H_029MA,B01001H_029EA,B01001H_030MA,B01001H_030EA,B01001H_031EA,B01001H_031MA,state
0400000US01,3093833,1501,1516750,1586,92298,1037,91280,3984,103865,3946,62146,1229,36486,1429,98705,1673,95851,1367,96491,1100,225736,1606,231126,1465,185882,377,119991,685,62133,1580,14760,1584,1577083,1898,88296,1085,90174,3815,92867,3720,58118,1010,32391,1497,95607,1678,97793,1233,98485,1188,226879,1334,237317,847,198282,9,139586,328,90721,2274,30567,2267,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,428220,688,220562,840,13455,492,15486,1229,14727,1265,10261,309,6091,403,16021,576,11866,405,13363,352,34992,322,41301,249,27721,275,10222,384,4040,367,1016,335,207658,926,13759,556,15079,1628,14545,1579,9330,305,6304,552,12751,765,11885,547,13462,340,33112,244,39016,244,22904,193,8986,197,4727,539,1798,555,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3507357,3181,1723523,1983,100341,714,97952,4410,106946,4405,65875,536,38483,1144,102498,1509,106695,912,109305,849,244360,802,255985,907,214616,373,159694,243,98769,1746,22004,1720,1783834,1784,95443,888,97090,4673,98054,4636,62391,474,34264,1312,104851,1526,106171,1014,104569,987,241385,989,265131,577,235139,605,174272,440,127295,2428,37779,2434,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2080710,2035,1021740,1804,65199,980,68066,2435,65005,2485,43067,929,26926,1946,64546,2027,65157,1302,62217,1162,147884,1322,149258,760,124888,276,84263,535,44759,1254,10505,1123,1058970,2016,60695,1246,58299,2913,66105,2865,39758,911,22301,1645,66233,1895,64961,1449,63014,719,149482,869,153960,552,133717,213,96955,228,63731,1840,19759,1838,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15274256,10014,7530119,6054,407947,2348,413724,9070,475091,8892,299581,1406,165687,1973,423169,2778,415220,1828,456910,1531,1172929,1848,1289178,1354,977558,1068,554172,655,370881,4460,108072,4482,7744137,5815,384951,1721,391585,9109,449123,8733,284994,1465,158400,2289,427381,2303,409533,2006,448557,1717,1148513,2336,1285228,1315,1010535,1231,622483,745,525643,5691,197211,5740,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3281823,2312,1633071,1945,104129,998,100176,3808,109175,3783,66073,976,37460,1197,105905,1468,116260,1034,122805,725,257496,881,266799,515,181025,247,97696,557,55602,1507,12470,1406,1648752,1885,98497,895,94419,4060,103373,3980,63514,1100,33859,984,104762,1702,111920,1493,116482,766,254547,731,272002,288,185295,209,106898,620,75293,1714,27891,1727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2555434,2862,1239682,1596,69481,154,75481,3463,88577,3457,53860,389,26226,438,64282,338,59072,308,66851,202,199796,571,215813,352,156471,104,81214,156,63489,1451,19069,1451,1315752,1578,65538,550,72984,3014,83011,3096,51430,253,24012,111,63281,355,58681,332,68873,331,207819,716,223530,266,167180,172,99010,274,94345,2545,36058,2547,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,570027,1163,278297,603,16105,87,15197,1588,18027,1592,11017,260,5791,262,17548,262,17410,80,16462,262,42195,162,44188,273,34507,262,22589,262,14107,631,3154,631,291730,583,15009,262,15210,1259,16344,1279,10343,275,4576,262,17555,262,18373,262,16960,108,43320,76,45795,277,37357,86,25891,262,20415,784,4582,784,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,152879,1654,75689,1192,3408,415,1993,445,1633,406,1017,286,440,217,5031,217,10151,109,9772,163,15254,83,10233,432,9194,76,4533,286,2263,287,767,287,77190,632,3498,286,1699,417,1814,429,884,286,269,152,6431,191,12899,377,10027,406,12273,286,8786,70,9374,213,4331,286,4115,356,790,356,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10774504,6542,5252200,5003,269516,2117,290953,7911,315146,8184,198590,2189,110834,1930,290716,2330,260339,2000,280712,1770,732057,2309,796575,909,681254,901,539206,759,385505,4800,100797,4863,5522304,4167,256070,2229,267234,6968,305833,6957,188155,1900,106338,2272,285255,3197,267403,2281,282017,1923,734095,1724,818804,948,745598,995,599408,686,501000,5079,165094,5052,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
