GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003EA,B13004_003MA,B13004_004EA,B13004_004MA,B13004_005EA,B13004_005MA,B13004_006MA,B13004_006EA,B13004_007MA,B13004_007EA,state
0400000US01,1137910,3989,67199,4840,41334,3624,25865,3271,1070711,6148,559171,8208,511540,7989,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,169280,1528,9541,1571,6668,1283,2873,695,159739,2101,84364,3106,75375,3086,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1432827,3485,99993,5097,67222,4579,32771,3596,1332834,6161,667384,11208,665450,11414,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,673963,3299,41858,2964,28079,2689,13779,2159,632105,4591,341689,5867,290416,6640,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9133497,9205,533931,12081,387626,10294,146305,8263,8599566,16848,4285573,28179,4313993,30972,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1194777,3533,72113,5480,53128,4518,18985,2649,1122664,6042,595729,8850,526935,9776,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,860004,2570,40981,3388,29095,2523,11886,1999,819023,4590,415618,7241,403405,7391,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,211400,1481,10223,1579,7277,1431,2946,797,201177,2061,102447,3293,98730,3506,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,142319,1090,8824,1469,4674,965,4150,1062,133495,1752,36691,2702,96804,2987,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4181753,7873,228040,7684,147453,5434,80587,5549,3953713,9405,1940837,16430,2012876,18177,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2391789,5378,145284,7508,92950,5884,52334,4850,2246505,8456,1157152,12907,1089353,13073,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297897,1924,16618,2143,12191,1785,4427,1007,281279,2700,142626,4329,138653,3894,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,355431,2411,21079,2132,15837,1662,5242,1259,334352,3218,188307,4557,146045,4538,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3218142,5401,191336,7912,128713,6440,62623,5077,3026806,9153,1522644,13722,1504162,12445,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1536785,4140,85240,4639,56305,3810,28935,2805,1451545,6616,764909,10141,686636,9942,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,710015,2587,42816,3285,29971,2499,12845,1864,667199,4167,363655,6588,303544,6747,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678457,3095,40210,3319,29568,2586,10642,1798,638247,4411,348446,6146,289801,6159,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1042979,3703,58889,3873,40682,3601,18207,2176,984090,5143,549043,7710,435047,7453,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1164192,3869,65174,4305,34827,3185,30347,3282,1099018,6045,513800,10487,585218,9981,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,323324,1634,15089,1878,11337,1615,3752,834,308235,2644,156076,4779,152159,4000,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1444933,3765,79046,5028,53783,3763,25263,3231,1365887,6219,663175,9098,702712,9896,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1615623,3892,81264,5736,61528,4453,19736,2638,1534359,6130,748260,11000,786099,11061,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2526593,4566,144404,6206,96971,4642,47433,3877,2382189,8019,1180821,9964,1201368,9927,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1298146,3475,75641,4874,58526,4030,17115,2220,1222505,6142,634389,7519,588116,8147,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,736744,3499,43321,4027,23913,2874,19408,2553,693423,5566,338670,7096,354753,7641,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1445964,3902,79016,4585,53248,3731,25768,2612,1366948,6100,711209,9864,655739,10300,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,226052,1881,12561,1718,8901,1317,3660,1068,213491,2133,114994,3211,98497,3489,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,427564,2172,29564,2234,22760,1896,6804,1295,398000,3074,212393,4633,185607,4517,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,595503,2599,34430,3181,24904,2784,9526,1795,561073,4396,292582,6539,268491,6938,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,328256,2042,14535,1667,11125,1511,3410,840,313721,2687,165362,3933,148359,3705,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2170753,3935,119608,6822,91119,5782,28489,3523,2051145,8064,1046615,12943,1004530,12096,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477390,2662,27246,2705,16304,2300,10942,2155,450144,3979,216566,6293,233578,6387,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4847881,6499,247124,8123,172534,6915,74590,5312,4600757,11003,2167516,18784,2433241,18529,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2166134,5382,116804,5996,75564,4634,41240,3977,2049330,7212,1114616,10256,934714,10986,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,151961,1296,8689,1328,6404,1191,2285,720,143272,1829,77194,2152,66078,2286,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2832421,5353,156574,6313,106575,5378,49999,3954,2675847,8218,1354896,14016,1320951,13611,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,872183,3823,55123,3545,37529,3134,17594,2511,817060,5235,439819,7163,377241,7891,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,896416,2821,51176,3804,40284,3473,10892,1656,845240,4664,427894,7257,417346,7388,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2974503,4925,152013,6117,101537,4884,50476,3640,2822490,8227,1425660,14655,1396830,14868,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,266589,2063,14342,2250,9630,1746,4712,1210,252247,3054,121943,4084,130304,3517,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1058086,3699,58762,4066,36607,3248,22155,2951,999324,5583,512626,8868,486698,8911,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,185823,1441,12344,1597,8088,1351,4256,996,173479,2042,93018,2980,80461,3190,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1508041,3852,89825,5919,59757,4092,30068,3864,1418216,6072,748557,9901,669659,10815,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5858687,8096,393363,10259,277839,8937,115524,6859,5465324,13535,2961811,18827,2503513,19934,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,649720,2428,56659,3729,48053,3409,8606,1759,593061,4150,331145,7081,261916,6836,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152964,1234,6572,1017,4606,829,1966,663,146392,1691,72195,2558,74197,2883,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1910819,4716,104388,6067,80199,5349,24189,2331,1806431,7546,958172,10512,848259,10548,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1603514,4503,88105,4927,64133,4205,23972,3209,1515409,6884,778928,10978,736481,11734,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
