GEO_ID,C19131_001E,C19131_001M,C19131_002E,C19131_002M,C19131_003E,C19131_003M,C19131_004E,C19131_004M,C19131_005E,C19131_005M,C19131_006E,C19131_006M,C19131_007E,C19131_007M,C19131_008E,C19131_008M,C19131_009E,C19131_009M,C19131_010E,C19131_010M,C19131_011E,C19131_011M,C19131_012E,C19131_012M,C19131_013E,C19131_013M,C19131_014E,C19131_014M,C19131_015E,C19131_015M,C19131_016E,C19131_016M,C19131_017E,C19131_017M,C19131_018E,C19131_018M,C19131_019E,C19131_019M,C19131_020E,C19131_020M,C19131_021E,C19131_021M,C19131_022E,C19131_022M,C19131_023E,C19131_023M,C19131_024E,C19131_024M,C19131_025E,C19131_025M,C19131_026E,C19131_026M,C19131_027E,C19131_027M,C19131_028E,C19131_028M,C19131_029E,C19131_029M,C19131_030E,C19131_030M,C19131_031E,C19131_031M,C19131_032E,C19131_032M,C19131_033E,C19131_033M,C19131_034E,C19131_034M,C19131_035E,C19131_035M,C19131_036E,C19131_036M,C19131_037E,C19131_037M,C19131_038E,C19131_038M,C19131_039E,C19131_039M,C19131_040E,C19131_040M,C19131_041E,C19131_041M,C19131_042E,C19131_042M,C19131_043E,C19131_043M,C19131_044E,C19131_044M,C19131_045E,C19131_045M,C19131_046E,C19131_046M,C19131_047E,C19131_047M,C19131_048E,C19131_048M,C19131_049E,C19131_049M,C19131_050E,C19131_050M,C19131_051E,C19131_051M,C19131_052E,C19131_052M,C19131_053E,C19131_053M,C19131_054E,C19131_054M,C19131_055E,C19131_055M,C19131_056E,C19131_056M,C19131_057E,C19131_057M,C19131_058E,C19131_058M,C19131_059E,C19131_059M,C19131_060E,C19131_060M,C19131_061E,C19131_061M,C19131_062E,C19131_062M,C19131_063E,C19131_063M,C19131_064E,C19131_064M,C19131_065E,C19131_065M,C19131_066E,C19131_066M,C19131_067E,C19131_067M,C19131_068E,C19131_068M,C19131_069E,C19131_069M,C19131_070E,C19131_070M,C19131_071E,C19131_071M,NAME,C19131_001MA,C19131_001EA,C19131_002MA,C19131_002EA,C19131_003EA,C19131_003MA,C19131_004EA,C19131_004MA,C19131_005MA,C19131_005EA,C19131_006MA,C19131_006EA,C19131_007MA,C19131_007EA,C19131_008EA,C19131_008MA,C19131_009EA,C19131_009MA,C19131_010MA,C19131_010EA,C19131_011MA,C19131_011EA,C19131_012MA,C19131_012EA,C19131_013MA,C19131_013EA,C19131_014EA,C19131_014MA,C19131_015EA,C19131_015MA,C19131_016MA,C19131_016EA,C19131_017MA,C19131_017EA,C19131_018MA,C19131_018EA,C19131_019EA,C19131_019MA,C19131_020EA,C19131_020MA,C19131_021MA,C19131_021EA,C19131_022MA,C19131_022EA,C19131_023MA,C19131_023EA,C19131_024MA,C19131_024EA,C19131_025EA,C19131_025MA,C19131_026EA,C19131_026MA,C19131_027MA,C19131_027EA,C19131_028EA,C19131_028MA,C19131_029EA,C19131_029MA,C19131_030EA,C19131_030MA,C19131_031EA,C19131_031MA,C19131_032MA,C19131_032EA,C19131_033MA,C19131_033EA,C19131_034MA,C19131_034EA,C19131_035MA,C19131_035EA,C19131_036EA,C19131_036MA,C19131_037EA,C19131_037MA,C19131_038MA,C19131_038EA,C19131_039MA,C19131_039EA,C19131_040MA,C19131_040EA,C19131_041EA,C19131_041MA,C19131_042EA,C19131_042MA,C19131_043MA,C19131_043EA,C19131_044MA,C19131_044EA,C19131_045MA,C19131_045EA,C19131_046MA,C19131_046EA,C19131_047EA,C19131_047MA,C19131_048EA,C19131_048MA,C19131_049MA,C19131_049EA,C19131_050MA,C19131_050EA,C19131_051MA,C19131_051EA,C19131_052EA,C19131_052MA,C19131_053EA,C19131_053MA,C19131_054MA,C19131_054EA,C19131_055MA,C19131_055EA,C19131_056MA,C19131_056EA,C19131_057MA,C19131_057EA,C19131_058EA,C19131_058MA,C19131_059EA,C19131_059MA,C19131_060MA,C19131_060EA,C19131_061MA,C19131_061EA,C19131_062MA,C19131_062EA,C19131_063EA,C19131_063MA,C19131_064EA,C19131_064MA,C19131_065MA,C19131_065EA,C19131_066MA,C19131_066EA,C19131_067MA,C19131_067EA,C19131_068MA,C19131_068EA,C19131_069EA,C19131_069MA,C19131_070EA,C19131_070MA,C19131_071MA,C19131_071EA,state
0400000US01,1223725,12107,891157,11928,356092,8189,7928,2279,8478,1636,26740,3015,35252,3451,60016,4312,88722,5339,59018,3930,46622,3302,11621,1553,11695,1942,535065,8525,12992,1863,17634,1935,57356,3498,63071,3092,91896,4426,122179,4698,72314,4161,65236,4150,17826,1901,14561,1640,332568,9213,71026,5019,33659,3650,4691,1405,2370,875,7752,1741,5481,1237,6318,1562,3700,961,1364,587,1584,792,165,156,234,273,37367,3444,3844,1385,2824,722,6505,1402,5392,1226,6554,1227,6930,1248,3457,961,1045,503,278,343,538,465,261542,8531,153815,7045,47628,4398,25057,3485,32727,3384,20665,2415,15485,2312,8996,1953,1787,605,1184,431,197,169,89,124,107727,5842,13508,2313,10852,1553,23418,3135,15571,2082,20418,2503,15095,1961,5478,1103,2585,875,412,337,390,390,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,116353,3601,57334,2706,555,312,483,278,2237,713,3037,797,7188,1259,13431,1782,11552,1479,12425,1637,3849,935,2577,665,59019,2851,1334,481,903,369,3217,775,3087,730,7795,1161,12586,1278,9905,1222,13735,1467,3832,771,2625,727,40834,2803,13173,1591,8527,1340,1021,570,448,243,1197,550,1330,585,1157,542,1402,533,1497,606,327,250,131,161,17,29,4646,943,108,75,218,145,454,242,361,256,969,538,911,358,1111,548,282,182,193,225,39,63,27661,2535,17981,2030,2782,871,1313,532,3900,1287,2790,782,2363,563,2893,1002,1220,451,446,284,217,301,57,97,9680,1310,619,305,699,411,1901,650,1246,409,1326,574,2100,641,950,346,729,400,47,76,63,88,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,1078453,13654,462206,9628,11049,1757,10321,2157,35431,3763,43721,4245,71373,4951,100444,5601,74399,3808,72523,4002,22037,2653,20908,1820,616247,9699,16055,2161,15484,2084,55075,3862,67567,4116,98683,4671,139432,5706,90846,4995,81586,4418,28140,2596,23379,2267,381007,11082,110233,6522,61869,4103,6606,1479,2997,787,13430,2360,9435,1896,13123,2424,10148,1918,2968,1029,1808,718,869,419,485,257,48364,4129,2800,853,2218,716,5643,1422,6676,1577,8126,1378,13167,2180,5538,1436,3184,1038,447,296,565,314,270774,8204,165924,6724,36200,4121,17283,2365,32282,3663,28391,2895,27849,3768,17489,2689,3010,806,2591,778,458,295,371,259,104850,6065,8760,1522,5836,1425,15459,2184,16528,2311,19101,2057,24531,2928,8712,1402,4364,1239,1033,520,526,321,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,555545,9778,220408,6592,6337,1671,7352,1440,18151,2216,25130,2432,39407,3071,55736,3947,33761,2773,23055,2196,6954,1229,4525,970,335137,6777,9552,1381,13571,1362,41614,2803,46218,2894,59600,3574,79788,3722,40947,2806,30074,2256,7232,1431,6541,1087,186899,7250,46317,3305,24921,2858,3120,974,2465,1025,6039,1122,4713,1308,4128,1264,2941,1011,926,502,264,215,180,292,145,207,21396,1978,1806,664,1465,599,4400,1020,3602,890,4165,1034,3915,1025,1271,472,330,240,339,292,103,202,140582,6270,86994,4390,25223,2534,11709,1886,19294,2519,13612,1891,10351,1867,4643,898,903,489,604,339,274,246,381,555,53588,3738,6884,1183,5384,1123,10064,1531,8567,1191,11315,2044,7391,1460,2616,683,1101,423,200,187,66,97,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,6011121,34735,2969746,26812,55107,4762,71842,5528,219250,8847,248987,10707,373424,11742,578949,13005,455071,12165,537703,14962,202886,6799,226527,8189,3041375,26462,64440,4958,64099,4973,217448,8387,235019,7727,365650,10781,576342,10618,474009,11056,577590,13243,236615,7507,230163,6384,2269998,24199,713873,16325,342975,11472,25954,3296,22812,2926,55156,5505,54911,4684,58977,5128,61770,4655,30352,3374,21995,2729,5434,1407,5614,1153,370898,10707,16964,2750,13468,2305,35198,4064,43120,3612,65603,5372,80847,4904,54377,4953,43717,3248,10694,1663,6910,1295,1556125,19970,892079,16740,169016,9855,95998,6324,172730,7568,129838,8248,127405,6315,117084,6728,40285,3128,28015,2604,5695,1463,6013,1386,664046,13072,44321,4463,32390,3399,88356,4915,82156,4765,113600,5703,143872,6944,82931,5189,58258,3973,10550,1681,7612,1672,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,907833,12213,413056,8446,6621,1335,5887,1295,23792,2889,30812,3065,54948,4461,92157,5238,75699,3708,74012,3818,26154,2284,22974,2165,494777,9221,8646,1540,10441,1466,27686,2290,36548,2702,65240,3324,112094,5014,86375,3810,94027,4153,27942,2434,25778,2568,256388,8602,79977,5026,43911,4227,3106,966,2593,840,5265,1232,6790,1402,9636,2175,8423,1785,3860,1177,2887,1139,889,433,462,364,36066,3022,1810,776,819,369,5686,1870,4635,1152,6119,1265,8789,1886,4240,890,1934,665,856,588,1178,693,176411,6353,117558,5715,26467,2911,12977,2364,21165,2523,20521,2976,16174,2108,13094,2023,4142,736,1920,568,219,182,879,497,58853,3662,4457,1106,3875,940,8379,1820,7805,1401,12369,1429,12940,1836,5897,1224,2084,555,787,310,260,217,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,675144,9946,295307,6377,3828,1233,3908,1402,5330,1183,10445,1599,22911,2513,52671,3589,60099,3622,71224,3371,27074,2353,37817,2534,379837,8207,4015,1025,4745,1077,16688,1671,27792,2375,42309,2485,74354,4246,67182,4219,75864,4142,32520,3026,34368,3022,218144,6568,56395,4161,24624,3116,1710,912,673,470,1873,866,2716,1080,4734,1242,6324,1736,3725,1075,1774,679,589,285,506,287,31771,2974,1156,635,731,392,2368,886,3629,1208,4460,1099,8658,1636,5497,1409,4177,1084,877,445,218,143,161749,6239,96939,5422,17505,2632,8197,1611,16856,2516,14687,2199,15367,2804,14569,2211,5159,1392,3425,885,429,240,745,444,64810,4052,4420,1249,2283,775,5416,1173,8060,1850,11167,1544,16235,2037,8776,1624,6977,1754,934,600,542,319,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,159638,4594,65537,3483,1196,744,206,202,2246,882,3168,761,8193,1313,15880,1860,14917,1764,12928,1665,3589,849,3214,727,94101,3549,892,386,1508,640,4808,768,7132,1234,13603,1802,21856,2195,15900,1825,17402,1707,6274,1049,4726,1036,56544,3532,14012,1814,6858,1170,422,350,372,354,1031,541,942,434,1592,683,1566,663,381,247,338,243,61,102,153,250,7154,1331,374,268,13,24,606,351,779,579,1911,860,1804,566,1155,559,337,217,62,110,113,88,42532,2818,27867,2463,4262,930,3897,1085,4012,997,4963,1257,3802,1004,4398,1161,1329,589,626,458,405,485,173,170,14665,1583,721,433,497,299,1437,465,2206,589,3334,990,3453,934,1871,691,1003,416,26,43,117,140,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,54212,3314,18943,1833,531,325,223,300,681,414,1159,629,2176,915,2544,740,2071,742,3169,860,2023,616,4366,825,35269,3097,1053,530,895,585,2241,599,1519,562,3480,853,4830,1202,4678,1171,5486,971,4690,1019,6397,927,54271,3265,10078,1683,4431,1153,262,337,56,89,1114,560,1199,597,858,531,169,163,246,266,211,162,253,218,63,106,5647,1187,520,341,260,312,224,172,1026,475,1264,625,662,399,865,599,488,350,281,186,57,96,44193,2723,23546,2053,7295,1567,1673,599,3758,973,4772,1342,3251,986,1620,644,774,468,222,164,49,79,132,126,20647,2081,2364,737,1808,652,2795,935,2640,750,2328,717,4028,883,1650,578,2053,872,631,315,350,305,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,3379273,23619,1250776,14402,19962,2480,22393,3527,75549,5218,116640,5938,184930,8430,301754,9943,212698,8971,193854,6461,60063,4186,62933,3366,2128497,17923,56875,4174,64267,4673,202746,6433,243732,7987,370498,8352,455138,11509,294904,9876,264399,7470,85430,4215,90508,4808,1215530,17751,322952,10052,151314,8710,12147,2120,9903,2192,28944,4100,29486,3614,28541,3143,24228,3398,8064,1587,6307,1561,1504,635,2190,872,171638,7535,8720,1703,7700,1654,20996,2685,27303,3585,36693,3909,39239,4618,16544,2437,8825,1673,3101,1030,2517,1218,892578,15323,517478,12667,101980,5506,58309,4859,115919,7712,90200,5228,78628,4411,48747,3417,11989,2182,8516,1637,2000,790,1190,426,375100,11820,33558,3396,29244,3805,63623,4515,56654,4604,76826,5167,69949,5027,26607,2746,13896,2046,2477,724,2266,789,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
