GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,NAME,B13014_001EA,B13014_001MA,B13014_002MA,B13014_002EA,B13014_003MA,B13014_003EA,B13014_004EA,B13014_004MA,B13014_005EA,B13014_005MA,B13014_006EA,B13014_006MA,B13014_007EA,B13014_007MA,B13014_008MA,B13014_008EA,B13014_009MA,B13014_009EA,B13014_010EA,B13014_010MA,B13014_011EA,B13014_011MA,B13014_012EA,B13014_012MA,B13014_013MA,B13014_013EA,B13014_014MA,B13014_014EA,B13014_015EA,B13014_015MA,B13014_016EA,B13014_016MA,B13014_017EA,B13014_017MA,B13014_018EA,B13014_018MA,B13014_019MA,B13014_019EA,B13014_020MA,B13014_020EA,B13014_021EA,B13014_021MA,B13014_022EA,B13014_022MA,B13014_023EA,B13014_023MA,B13014_024MA,B13014_024EA,B13014_025MA,B13014_025EA,B13014_026EA,B13014_026MA,B13014_027EA,B13014_027MA,state
0400000US01,1137910,3989,67199,4840,41334,3624,4735,1254,8464,1661,15109,2230,9532,1783,3494,797,25865,3271,8156,1618,10001,2138,6630,1335,823,479,255,416,1070711,6148,559171,8208,69992,4675,174455,7533,175497,6475,94292,4782,44935,2757,511540,7989,158034,4689,130192,6270,152139,6808,53266,4270,17909,1917,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,169280,1528,9541,1571,6668,1283,1104,723,2123,523,1663,593,1156,489,622,330,2873,695,821,407,1138,531,734,357,113,141,67,113,159739,2101,84364,3106,6002,1199,22405,1941,32029,2417,16808,1850,7120,1061,75375,3086,23375,1431,19013,1902,21748,2103,7130,1324,4109,1103,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1432827,3485,99993,5097,67222,4579,14410,2639,16687,2292,19859,2412,11146,1571,5120,1007,32771,3596,10615,1530,12617,2561,8355,1723,774,485,410,272,1332834,6161,667384,11208,106127,7064,164908,7134,225195,7272,119283,6222,51871,3422,665450,11414,188562,6282,157590,7264,220749,9142,69729,4522,28820,2608,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,673963,3299,41858,2964,28079,2689,3482,1242,8134,1318,9094,1619,5663,1201,1706,599,13779,2159,3576,1277,6094,1480,3437,976,672,471,0,260,632105,4591,341689,5867,42446,3246,120393,4159,105150,4489,54435,3136,19265,2123,290416,6640,84741,3806,85911,4402,83180,4373,28098,3248,8486,1423,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9133497,9205,533931,12081,387626,10294,76523,4968,87757,5971,104338,5147,81205,4886,37803,3214,146305,8263,53860,5414,46613,4539,36311,3653,7579,1929,1942,689,8599566,16848,4285573,28179,866410,19495,924124,19674,1254342,17728,852370,15379,388327,9154,4313993,30972,1263890,18716,876779,21190,1323130,23203,623985,13151,226209,7140,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1194777,3533,72113,5480,53128,4518,6590,1425,10411,2328,13990,2345,15394,1704,6743,1443,18985,2649,5915,1417,5519,1395,5924,1721,1329,642,298,277,1122664,6042,595729,8850,64803,4581,136565,5877,181825,6421,148512,5873,64024,3530,526935,9776,136165,5323,106063,5369,157650,7187,94688,4768,32369,2938,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,860004,2570,40981,3388,29095,2523,1331,569,4561,968,6590,1077,9324,1371,7289,1356,11886,1999,3017,1202,4476,1243,3066,1092,590,328,737,997,819023,4590,415618,7241,28731,3113,96778,5258,120272,5555,101947,4341,67890,3780,403405,7391,107139,4246,93820,5262,104777,4752,66941,4183,30728,2930,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,211400,1481,10223,1579,7277,1431,1230,589,1566,804,1031,430,2368,843,1082,434,2946,797,1062,531,1038,620,636,362,44,71,166,162,201177,2061,102447,3293,9195,1556,32676,3130,28480,2561,21742,1792,10354,1461,98730,3506,25410,1863,29017,2911,26637,2572,12041,1631,5625,1013,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,142319,1090,8824,1469,4674,965,741,454,616,420,437,393,1046,582,1834,616,4150,1062,1491,700,1836,702,595,337,164,195,64,106,133495,1752,36691,2702,4613,1204,5613,1292,6664,1276,8426,1320,11375,1519,96804,2987,15305,1714,21059,2711,18362,1861,23969,2015,18109,1937,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4181753,7873,228040,7684,147453,5434,15084,2136,34090,3523,43991,3543,39812,3337,14476,2189,80587,5549,26983,3193,30406,3943,18416,2342,3941,1158,841,432,3953713,9405,1940837,16430,202306,8410,558147,12828,647115,13005,374241,8894,159028,7021,2012876,18177,555285,11352,518448,13587,617252,11762,243176,8148,78715,4477,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2391789,5378,145284,7508,92950,5884,11865,2141,22312,3121,25350,2459,22598,2433,10825,1792,52334,4850,16434,2505,17687,2696,15557,3245,2311,955,345,249,2246505,8456,1157152,12907,134127,7228,316958,9793,351153,9552,240884,7728,114030,5746,1089353,13073,317372,7736,278488,9449,296280,11250,142415,8027,54798,4943,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297897,1924,16618,2143,12191,1785,946,635,3542,1269,3950,1071,2612,663,1141,469,4427,1007,425,243,2331,800,1475,666,196,168,0,264,281279,2700,142626,4329,9117,1497,39956,3237,49218,3156,31776,2528,12559,1612,138653,3894,28131,1976,41605,3433,42491,3224,19871,2752,6555,1369,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,355431,2411,21079,2132,15837,1662,2319,816,2632,778,7114,1214,2852,811,920,338,5242,1259,2067,828,1752,892,1305,590,118,170,0,256,334352,3218,188307,4557,20166,2328,53311,3276,72542,3983,32676,2648,9612,1717,146045,4538,46810,2718,35327,2932,45146,2869,13736,1853,5026,1336,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3218142,5401,191336,7912,128713,6440,14295,2772,26686,3125,31257,3119,38848,2944,17627,2264,62623,5077,19265,3358,21270,2686,18190,2621,3348,1241,550,324,3026806,9153,1522644,13722,157731,6821,368617,8113,492449,8701,341482,9104,162365,6924,1504162,12445,405208,7338,321202,9141,466864,11802,226651,9138,84237,5399,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1536785,4140,85240,4639,56305,3810,6862,1248,14365,1914,16685,1935,14767,1815,3626,703,28935,2805,9736,1572,11313,1729,6470,1480,1225,543,191,273,1451545,6616,764909,10141,79405,4970,248915,7471,246291,7034,136349,6668,53949,3301,686636,9942,206560,5743,181969,7296,206351,6973,68515,4055,23241,2326,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,710015,2587,42816,3285,29971,2499,2216,845,6282,1070,9793,1326,9418,1450,2262,656,12845,1864,4202,1136,4133,1061,4344,1257,144,136,22,43,667199,4167,363655,6588,20945,2162,100072,4097,135454,4871,80128,4171,27056,2038,303544,6747,81424,2659,68947,4303,102942,4326,40669,3060,9562,1527,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678457,3095,40210,3319,29568,2586,2806,1088,6992,1290,10017,1684,6999,956,2754,700,10642,1798,2968,936,3998,1004,3165,855,506,376,5,10,638247,4411,348446,6146,29859,2459,92744,4481,116447,4555,80324,3502,29072,2111,289801,6159,80886,3108,65257,4517,92591,4589,37387,3031,13680,1706,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1042979,3703,58889,3873,40682,3601,6766,1820,9379,1944,13525,1974,8427,1335,2585,794,18207,2176,5854,1509,6722,1465,5505,1131,126,162,0,270,984090,5143,549043,7710,64828,4511,187358,5743,169956,6220,80159,4840,46742,3029,435047,7453,127100,4684,116033,5577,129795,6100,45788,3132,16331,2062,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1164192,3869,65174,4305,34827,3185,4163,1158,9105,1339,10246,2126,7580,1116,3733,893,30347,3282,11804,2395,10937,1823,6578,1867,791,561,237,215,1099018,6045,513800,10487,53966,3800,175129,7346,159757,6985,88812,4889,36136,3294,585218,9981,175575,6309,169253,7947,162955,7183,57644,4687,19791,2576,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,323324,1634,15089,1878,11337,1615,1423,715,2525,764,3612,873,2837,769,940,427,3752,834,1163,423,1579,657,939,386,71,76,0,229,308235,2644,156076,4779,6023,1044,53006,3241,52314,3156,32754,2862,11979,1513,152159,4000,38094,1856,42488,3802,45358,2650,20683,2210,5536,1388,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1444933,3765,79046,5028,53783,3763,3305,866,8923,1684,13806,1814,17182,1946,10567,1628,25263,3231,5810,1364,10796,2696,6399,1334,1781,822,477,253,1365887,6219,663175,9098,51132,4209,160524,6430,190725,7134,157219,6440,103575,4419,702712,9896,172404,5717,166072,7107,199931,8607,111791,5516,52514,4014,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1615623,3892,81264,5736,61528,4453,3895,1127,8959,1930,13134,2151,20262,2727,15278,2095,19736,2638,5223,1921,6829,1552,5270,1496,1482,591,932,530,1534359,6130,748260,11000,50546,4601,171841,7067,202467,7693,199192,6932,124214,4783,786099,11061,183363,4393,166673,8187,207005,8625,157748,6589,71310,4466,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
