GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001EA,B08412_001MA,B08412_002EA,B08412_002MA,B08412_003MA,B08412_003EA,B08412_004EA,B08412_004MA,B08412_005MA,B08412_005EA,B08412_006EA,B08412_006MA,B08412_007EA,B08412_007MA,B08412_008MA,B08412_008EA,B08412_009EA,B08412_009MA,B08412_010EA,B08412_010MA,B08412_011EA,B08412_011MA,B08412_012EA,B08412_012MA,B08412_013EA,B08412_013MA,B08412_014MA,B08412_014EA,B08412_015EA,B08412_015MA,B08412_016EA,B08412_016MA,B08412_017EA,B08412_017MA,B08412_018EA,B08412_018MA,B08412_019MA,B08412_019EA,B08412_020EA,B08412_020MA,B08412_021EA,B08412_021MA,B08412_022EA,B08412_022MA,B08412_023MA,B08412_023EA,B08412_024EA,B08412_024MA,B08412_025MA,B08412_025EA,B08412_026MA,B08412_026EA,B08412_027EA,B08412_027MA,B08412_028MA,B08412_028EA,B08412_029EA,B08412_029MA,B08412_030MA,B08412_030EA,B08412_031MA,B08412_031EA,B08412_032EA,B08412_032MA,B08412_033EA,B08412_033MA,B08412_034MA,B08412_034EA,B08412_035EA,B08412_035MA,B08412_036MA,B08412_036EA,B08412_037MA,B08412_037EA,B08412_038EA,B08412_038MA,B08412_039EA,B08412_039MA,state
0400000US01,1858709,17017,67209,4457,217688,7614,286318,10553,312352,9515,284667,10113,116261,5935,249588,8387,53462,4096,53016,3675,119082,5865,69411,4685,29655,2823,1007530,10292,37371,3210,109813,5930,146445,6564,160425,6426,148888,7260,62930,4417,140794,6399,29621,2762,30096,2652,73796,4150,45132,3765,22219,2362,851179,11009,29838,2613,107875,5659,139873,6220,151927,6393,135779,5351,53331,3550,108794,5329,23841,2788,22920,2410,45286,3858,24279,2380,7436,1579,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,286856,5845,26306,2546,53981,3563,54632,3743,54224,3453,38960,2787,12153,1633,16604,2096,2467,845,5004,1151,9017,1298,8085,1266,5423,1002,159349,3904,14317,1747,28677,2472,29499,2647,29076,2317,20478,2110,7226,1254,9703,1395,1337,503,2644,832,5949,1034,6065,1133,4378,827,127507,3269,11989,1738,25304,2551,25133,2444,25148,2291,18482,1747,4927,950,6901,1359,1130,588,2360,664,3068,696,2020,522,1045,524,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2452522,15202,77824,6144,252065,10016,335199,9996,372701,11103,372674,10083,153534,7259,378044,13656,69249,4567,100545,6574,187900,8973,109589,6571,43198,4193,1382580,10458,42408,4051,124102,6934,171883,6446,200215,7895,214791,6940,84515,4616,229056,10296,41540,3902,59816,5419,110889,6006,73918,5616,29447,3315,1069942,11512,35416,3525,127963,6521,163316,8304,172486,6523,157883,6676,69019,4654,148988,7363,27709,2619,40729,3511,77011,4955,35671,2873,13751,2561,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1169606,12785,64731,4813,168782,6672,210359,7040,197190,7479,164818,6922,58916,4030,130140,6877,25927,2422,25965,2600,66896,4185,38120,3066,17762,2418,631119,8454,34399,3409,83960,5007,108864,5592,101348,4279,90516,5105,32492,3227,73027,4405,13527,1566,14794,1771,39558,2700,25825,2682,12809,1814,538487,8814,30332,2943,84822,4363,101495,4747,95842,5417,74302,4239,26424,2412,57113,4234,12400,1785,11171,1803,27338,2575,12295,1591,4953,1310,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884842,39442,393907,11148,1404948,24915,2007054,27075,2263378,26366,2125995,23563,867889,20522,2159073,30573,409653,12136,569584,13947,1166590,23235,1056185,20555,460586,13000,8415803,31100,201122,8502,693042,17162,1067941,21033,1238198,20886,1176608,19415,492050,13419,1279510,21937,236563,9978,347526,10741,698350,16628,670948,14853,313945,9557,6469039,29273,192785,6647,711906,15998,939113,14826,1025180,19124,949387,17162,375839,13768,879563,19454,173090,7469,222058,9162,468240,13125,385237,11093,146641,7025,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139134,12205,91270,5336,239419,7916,310690,9514,336123,8743,319164,9847,142506,6148,290186,10442,61065,4594,74533,4992,158443,6290,86713,6469,29022,3095,1184375,8083,46664,3908,116783,5248,162316,7212,180825,5874,174714,7423,80081,4267,169717,7920,34822,3617,44273,3927,96975,4799,55998,4700,21207,2697,954759,9957,44606,3471,122636,5819,148374,6185,155298,6172,144450,6520,62425,3990,120469,6738,26243,2585,30260,2692,61468,4068,30715,3477,7815,1154,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1594100,15435,45702,3777,170780,7109,248204,8315,266593,9558,242461,8277,112228,6255,201202,7853,46537,3875,55664,3838,103735,5627,71851,4911,29143,2365,838382,10613,22389,2464,78176,4619,118540,5171,132635,6659,124396,5274,61878,4203,109498,5147,27370,3059,33994,3474,63572,4482,47416,3843,18518,1886,755718,9855,23313,2348,92604,4685,129664,6269,133958,6252,118065,5979,50350,3936,91704,5206,19167,2159,21670,2191,40163,3302,24435,2519,10625,1907,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,391216,6853,9986,1787,41763,3136,57186,3793,68141,3738,67062,4348,28093,2384,45443,3397,11401,1537,13650,1920,25305,2591,16551,2236,6635,1304,206848,4689,5203,1050,22656,2309,28271,2624,35171,2915,35716,3219,15119,1853,22998,2427,5026,938,6729,1311,14581,1772,10739,1745,4639,957,184368,4857,4783,1277,19107,1949,28915,2587,32970,2724,31346,2720,12974,1696,22445,2196,6375,1224,6921,1262,10724,1597,5812,1352,1996,691,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,657958,13180,3919,1324,12527,2103,23984,2484,45767,3856,63799,4450,36023,3394,112706,6332,30912,3524,46642,3678,120585,6857,117586,6595,43508,4427,345231,9038,2072,802,6323,1638,12730,1856,23047,2519,36021,3185,18633,2169,59005,4367,15853,2681,24677,2687,62381,4105,61882,4242,22607,2662,312727,7835,1847,875,6204,1332,11254,1594,22720,2348,27778,2860,17390,2499,53701,4057,15059,2188,21965,2163,58204,3902,55704,4239,20901,2797,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7395500,26483,200013,9100,645792,15617,943367,20208,1124026,22734,1113056,17909,457358,13816,1217022,23237,224695,9049,303117,10977,633211,13546,398312,13431,135531,6453,4007370,21947,106012,6175,319139,10634,472677,13418,588157,16626,592570,12932,243572,9347,680838,17176,129165,6731,170834,7968,368075,11895,245942,11133,90389,4468,3388130,20372,94001,5481,326653,11600,470690,11867,535869,12917,520486,11785,213786,9058,536184,12479,95530,5325,132283,6373,265136,7720,152370,7636,45142,4047,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
