GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,C24010_074E,C24010_074M,C24010_075E,C24010_075M,NAME,C24010_001MA,C24010_001EA,C24010_002MA,C24010_002EA,C24010_003MA,C24010_003EA,C24010_004EA,C24010_004MA,C24010_005MA,C24010_005EA,C24010_006MA,C24010_006EA,C24010_007MA,C24010_007EA,C24010_008EA,C24010_008MA,C24010_009EA,C24010_009MA,C24010_010EA,C24010_010MA,C24010_011MA,C24010_011EA,C24010_012MA,C24010_012EA,C24010_013EA,C24010_013MA,C24010_014MA,C24010_014EA,C24010_015EA,C24010_015MA,C24010_016MA,C24010_016EA,C24010_017MA,C24010_017EA,C24010_018EA,C24010_018MA,C24010_019EA,C24010_019MA,C24010_020EA,C24010_020MA,C24010_021EA,C24010_021MA,C24010_022MA,C24010_022EA,C24010_023MA,C24010_023EA,C24010_024EA,C24010_024MA,C24010_025MA,C24010_025EA,C24010_026EA,C24010_026MA,C24010_027MA,C24010_027EA,C24010_028EA,C24010_028MA,C24010_029EA,C24010_029MA,C24010_030EA,C24010_030MA,C24010_031EA,C24010_031MA,C24010_032EA,C24010_032MA,C24010_033MA,C24010_033EA,C24010_034MA,C24010_034EA,C24010_035MA,C24010_035EA,C24010_036EA,C24010_036MA,C24010_037EA,C24010_037MA,C24010_038MA,C24010_038EA,C24010_039MA,C24010_039EA,C24010_040MA,C24010_040EA,C24010_041MA,C24010_041EA,C24010_042EA,C24010_042MA,C24010_043EA,C24010_043MA,C24010_044EA,C24010_044MA,C24010_045EA,C24010_045MA,C24010_046MA,C24010_046EA,C24010_047EA,C24010_047MA,C24010_048EA,C24010_048MA,C24010_049MA,C24010_049EA,C24010_050EA,C24010_050MA,C24010_051MA,C24010_051EA,C24010_052MA,C24010_052EA,C24010_053EA,C24010_053MA,C24010_054EA,C24010_054MA,C24010_055EA,C24010_055MA,C24010_056MA,C24010_056EA,C24010_057MA,C24010_057EA,C24010_058MA,C24010_058EA,C24010_059EA,C24010_059MA,C24010_060MA,C24010_060EA,C24010_061MA,C24010_061EA,C24010_062MA,C24010_062EA,C24010_063EA,C24010_063MA,C24010_064EA,C24010_064MA,C24010_065EA,C24010_065MA,C24010_066MA,C24010_066EA,C24010_067MA,C24010_067EA,C24010_068EA,C24010_068MA,C24010_069MA,C24010_069EA,C24010_070EA,C24010_070MA,C24010_071MA,C24010_071EA,C24010_072MA,C24010_072EA,C24010_073EA,C24010_073MA,C24010_074EA,C24010_074MA,C24010_075EA,C24010_075MA,state
0400000US01,1984267,15275,1068947,9287,286268,9007,131067,5824,102602,5101,28465,2872,155201,6460,23688,3248,34690,3454,8275,1369,13209,1767,9915,1563,26136,2745,13113,1782,26175,2513,20036,2088,6139,1167,122149,6234,3874,1090,30583,3750,16100,2503,14483,2311,36735,3930,39315,3361,11642,2152,177923,6412,112570,5174,65353,4096,10936,2143,212557,7776,125611,6702,86946,5720,259114,8804,131449,5810,127665,7743,11534,2084,62270,4526,53861,4987,915320,10582,311791,9216,91010,4668,55602,3464,35408,2940,220781,7922,10407,1930,4733,1043,5195,1469,17589,2106,8721,1598,83441,4700,11971,1863,78724,4597,49049,3600,29675,2485,174400,7713,38236,3844,6662,1209,4822,986,1840,698,61184,4923,28131,2832,40187,3629,332014,7823,120232,6181,211782,7121,3013,809,10825,1991,7139,1819,3686,951,83277,4930,64550,4466,18727,2308,1678,660,7455,1354,9594,1597,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,302307,5308,161389,3342,49921,3290,21738,2098,17468,1905,4270,1037,28183,2394,3320,822,6597,1168,2251,643,2972,716,1100,507,5871,958,2823,742,3249,873,2277,685,972,470,19784,1820,650,465,6254,1082,4367,995,1887,501,4715,930,5636,1169,2529,799,25367,2268,14123,1817,11244,1334,2643,752,38134,3083,22912,2512,15222,1710,25540,1988,7746,1355,17794,2026,3905,797,6526,1121,7363,1370,140918,3433,57250,2927,20917,1997,13542,1609,7375,1488,36333,2354,869,314,1887,649,1726,692,3498,695,2048,621,13386,1739,2329,815,10590,1506,7475,1280,3115,889,27240,2302,4751,1092,1630,524,1273,510,357,240,8761,1569,3555,822,8543,1286,50189,2807,15401,1759,34788,2772,681,418,1297,482,898,395,399,313,4261,866,1907,552,2354,704,685,347,1240,521,429,245,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2629872,15924,1466622,10006,436124,8804,204508,7043,152596,6189,51912,3983,231616,7214,41684,3166,54359,4212,10356,1818,16494,2564,12418,1812,37908,3857,23073,2179,35324,3142,26110,2754,9214,1451,221041,10648,7331,1996,52801,3644,27638,3024,25163,2802,65829,5081,75241,6712,19839,2824,275169,9373,171096,8540,104073,7306,11956,2491,304441,8984,210786,8183,93655,5967,217891,8653,96448,5949,121443,6355,14911,1782,62320,4655,44212,4437,1163250,11032,425710,8396,161258,6316,93250,4685,68008,4533,264452,7506,14091,1891,7304,1192,9073,1665,22349,2270,14798,1861,97923,5298,17162,1921,81752,4186,56366,3262,25386,2848,235153,7897,37518,3679,13964,1916,7315,1340,6649,1291,78835,5264,40254,3909,64582,4678,435474,11428,154427,7627,281047,7787,2152,766,9608,1863,5523,1145,4085,1318,55153,4995,33391,4130,21762,3023,2224,876,8618,2156,10920,2138,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1232278,11901,655029,6944,158711,5547,79088,4416,62993,4023,16095,2061,79623,4201,13428,2042,12652,1421,4149,963,8112,1215,4518,1058,13889,1892,7802,1534,15073,1803,10711,1477,4362,1005,76893,4143,5539,1446,17267,2220,7796,1411,9471,1783,20609,2815,28206,3044,5272,1024,109383,4649,65339,4027,44044,3361,14656,1741,127526,5367,79571,4408,47955,3377,167860,6801,82727,4761,85133,4906,7522,1561,40456,3005,37155,3355,577249,9140,195889,6170,60972,3782,37799,3167,23173,2242,134917,4923,4608,1082,1792,570,3202,861,11383,1504,4055,1107,57146,3364,6262,1399,46469,3489,26904,2702,19565,2270,119908,6426,23959,2709,4567,1114,1819,708,2748,834,42562,4276,19552,2357,29268,2823,200172,7305,65841,4361,134331,5764,2828,603,4498,1180,3101,1026,1397,574,53954,3873,41157,3142,12797,1912,1679,895,3243,705,7875,1558,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16008544,36742,8908997,27413,2960189,26852,1341255,17221,980696,16681,360559,10507,1618934,20705,304207,9772,319031,9250,94164,5615,92154,5237,108115,6790,254189,9844,238343,8851,208731,7204,154600,6123,54131,4676,1225895,22313,43581,3746,260061,11426,150746,8058,109315,6141,381943,13354,416111,13903,124199,7110,1642417,22165,1000462,17009,641955,15034,152843,7806,1493648,23145,1004262,18193,489386,12736,1434005,24979,662273,16963,771732,17732,67093,5289,398546,12421,306093,11840,7099547,26078,2718686,24385,982046,15818,586200,13566,395846,11770,1736640,20540,105547,5922,58901,5315,76531,3910,134963,6055,103703,4544,623091,14570,190941,6963,442963,11145,309983,10052,132980,6412,1361692,19943,233972,9450,68038,4944,39640,4085,28398,2512,372302,12188,251460,10414,435920,12379,2483628,25341,886133,17108,1597495,23731,51025,4626,48121,4012,24600,3029,23521,2998,436395,12796,305547,11108,130848,7287,9982,1856,38729,3847,82137,5838,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2333593,13197,1276200,8518,459297,9820,213704,7486,162142,6636,51562,3272,245593,6767,63109,4820,51550,3954,16841,1882,12181,1819,14588,2126,35894,3061,24755,2296,26675,2598,20458,2179,6217,1560,164991,6996,4856,1266,34247,3279,18974,2605,15273,2354,59226,4393,50386,4497,16276,2048,232406,8574,148647,7435,83759,4853,9692,1738,238936,8060,160976,6667,77960,5512,170878,6825,70781,3930,100097,6015,13735,2070,50099,4065,36263,3268,1057393,9775,427731,8469,162035,6285,97444,5599,64591,3598,265696,6894,22614,2227,7989,1605,12232,1684,18274,1839,13737,1894,91906,5112,23019,1893,75925,4415,50614,3555,25311,2682,197464,7095,31832,2940,11132,1749,7920,1654,3212,757,67300,5093,31156,3599,56044,4178,370602,8768,131810,5659,238792,7290,2785,982,10454,1819,5373,1368,5081,1381,48357,4670,29254,3458,19103,2551,2513,1214,7400,1151,9190,1839,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1703428,11632,889670,7800,333676,6902,164142,5436,115078,5001,49064,3778,169534,5834,30427,2641,36628,2938,11658,1710,10397,1722,12472,1552,29773,2804,18000,2122,20179,2836,16422,2443,3757,1015,111677,5742,4897,1228,24604,2399,12732,1721,11872,1621,30540,3127,39018,4279,12618,1863,163531,6763,106213,5332,57318,4291,2231,717,144155,7558,91970,5381,52185,4275,134400,6314,74840,4288,59560,4677,6931,1313,33869,3666,18760,2432,813758,8095,338153,7659,113265,4850,67803,3558,45462,3701,224888,6185,12694,1770,5375,1330,10508,1668,18434,2129,12807,1777,77415,4605,19918,2000,67737,3560,46409,3656,21328,2040,152348,6489,40311,3446,6835,1557,4620,1404,2215,780,42369,3378,23739,3321,39094,3170,273504,7549,91053,4549,182451,6345,729,336,4964,1071,2178,673,2786,825,44060,4409,30895,2861,13165,2794,974,467,7211,2255,4980,1200,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405078,5381,210840,3051,70846,3751,32541,3008,23297,2319,9244,1535,38305,2801,6943,1376,5793,972,4979,1013,3512,890,2187,763,6737,1295,3410,877,4744,983,3857,946,887,479,24308,3229,596,266,6562,1265,3737,1079,2825,876,6571,1494,7940,1806,2639,807,36398,2851,21712,2249,14686,2296,3066,1020,40269,2514,25603,2107,14666,1799,35953,2808,14648,2259,21305,2057,2240,646,12931,1600,6134,1495,194238,4193,77613,3246,25813,2579,14359,1594,11454,2069,51800,2882,3495,919,1556,898,2664,738,4907,1058,2141,611,16727,1812,2497,739,17813,2150,12280,1764,5533,1270,35527,3123,7498,1577,2759,1125,2212,1026,547,406,10229,1572,5638,1231,9403,1632,68387,3764,21143,2058,47244,3033,303,231,1907,665,796,372,1111,504,10501,1876,6351,1349,4150,1191,332,379,2058,934,1760,752,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255385,4277,128391,2796,68879,2918,24932,2563,17693,2002,7239,1224,43947,2335,5301,1121,2675,859,5468,1285,2690,878,10668,1846,4498,1196,8894,1528,3753,1426,2041,666,1712,1271,18713,2214,799,355,3582,941,3109,908,473,291,6048,1559,6172,1253,2112,765,19126,1894,7934,1505,11192,1554,0,286,11590,1951,9376,1575,2214,903,10083,1738,2165,979,7918,1565,816,529,5032,1209,2070,685,126994,3708,74744,3209,26857,2043,16985,1946,9872,1359,47887,2904,3485,916,1383,534,5582,1108,3296,744,9156,1387,12863,1830,7370,1507,4752,1201,3348,967,1404,683,20593,2435,2774,1063,3749,1267,3242,1115,507,352,4645,1318,5633,1438,3792,1073,28984,2624,7637,1294,21347,2160,86,145,793,489,185,184,608,453,1794,651,967,418,827,462,0,286,507,359,320,305,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7896650,27718,4247578,21728,1246206,16508,623040,11108,478501,10220,144539,6769,623166,12155,108246,5860,114933,5583,27582,3424,41449,3400,42884,3834,95849,5761,82403,5357,109820,6653,79425,5463,30395,3125,650465,16533,17554,2996,147124,7602,84290,5379,62834,4661,196073,9650,221726,10342,67988,5390,841829,15735,542971,12020,298858,10354,40995,6200,876851,19232,600614,17256,276237,9921,591232,14352,213468,8565,377764,13261,40612,3514,202962,9343,134190,8536,3649072,20009,1257505,17265,438968,11438,272534,8530,166434,6631,818537,14310,40997,2939,17973,2025,21001,2702,59005,4023,54929,3739,270658,9124,68672,4678,285302,9692,182251,7280,103051,5236,764248,18833,144368,7022,48718,4132,26365,3199,22353,2704,247810,10521,142348,7099,181004,8385,1414973,20263,523097,13294,891876,15785,11718,2390,36368,4209,23532,3527,12836,2247,164260,8386,101323,6496,62937,5280,7660,1986,25474,2803,29803,3840,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
