GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,B08501_057E,B08501_057M,B08501_058E,B08501_058M,B08501_059E,B08501_059M,B08501_060E,B08501_060M,B08501_061E,B08501_061M,B08501_062E,B08501_062M,B08501_063E,B08501_063M,NAME,B08501_001EA,B08501_001MA,B08501_002MA,B08501_002EA,B08501_003MA,B08501_003EA,B08501_004EA,B08501_004MA,B08501_005EA,B08501_005MA,B08501_006EA,B08501_006MA,B08501_007EA,B08501_007MA,B08501_008EA,B08501_008MA,B08501_009EA,B08501_009MA,B08501_010MA,B08501_010EA,B08501_011EA,B08501_011MA,B08501_012EA,B08501_012MA,B08501_013EA,B08501_013MA,B08501_014EA,B08501_014MA,B08501_015EA,B08501_015MA,B08501_016EA,B08501_016MA,B08501_017EA,B08501_017MA,B08501_018EA,B08501_018MA,B08501_019MA,B08501_019EA,B08501_020EA,B08501_020MA,B08501_021MA,B08501_021EA,B08501_022EA,B08501_022MA,B08501_023EA,B08501_023MA,B08501_024MA,B08501_024EA,B08501_025EA,B08501_025MA,B08501_026EA,B08501_026MA,B08501_027EA,B08501_027MA,B08501_028EA,B08501_028MA,B08501_029EA,B08501_029MA,B08501_030MA,B08501_030EA,B08501_031EA,B08501_031MA,B08501_032EA,B08501_032MA,B08501_033EA,B08501_033MA,B08501_034EA,B08501_034MA,B08501_035MA,B08501_035EA,B08501_036EA,B08501_036MA,B08501_037EA,B08501_037MA,B08501_038EA,B08501_038MA,B08501_039MA,B08501_039EA,B08501_040EA,B08501_040MA,B08501_041MA,B08501_041EA,B08501_042MA,B08501_042EA,B08501_043EA,B08501_043MA,B08501_044MA,B08501_044EA,B08501_045EA,B08501_045MA,B08501_046MA,B08501_046EA,B08501_047MA,B08501_047EA,B08501_048EA,B08501_048MA,B08501_049EA,B08501_049MA,B08501_050EA,B08501_050MA,B08501_051EA,B08501_051MA,B08501_052MA,B08501_052EA,B08501_053MA,B08501_053EA,B08501_054EA,B08501_054MA,B08501_055EA,B08501_055MA,B08501_056EA,B08501_056MA,B08501_057EA,B08501_057MA,B08501_058EA,B08501_058MA,B08501_059EA,B08501_059MA,B08501_060EA,B08501_060MA,B08501_061MA,B08501_061EA,B08501_062EA,B08501_062MA,B08501_063EA,B08501_063MA,state
0400000US01,1902128,16556,75782,3653,187760,5959,872384,12487,451412,6431,161357,4463,41617,2971,45900,2747,65916,3629,1599861,17665,59920,3528,150481,6063,732248,12429,388489,6370,140152,4570,35668,2685,38908,2687,53995,3238,205436,9440,12566,1748,27307,3208,98335,5740,42594,3249,13139,1571,2945,811,3629,844,4921,1221,7827,1923,468,334,644,471,3217,1578,1579,651,531,297,571,351,163,177,654,342,22998,3159,816,370,4020,1404,10414,1947,3174,894,1612,577,302,208,1067,420,1593,653,22587,2713,1385,704,3853,1352,10285,2197,4219,1011,1391,490,431,275,528,333,495,397,43419,3740,627,470,1455,738,17885,2412,11357,1704,4532,907,1700,618,1605,523,4258,982,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,15807,1845,29975,1858,130247,3919,79700,2565,24516,2168,7013,983,5508,1015,6157,821,201624,5975,9172,1567,18987,2040,86673,3771,56499,2230,17675,1892,4720,902,3829,911,4069,670,44617,3248,4005,1121,5594,1228,20749,2023,11155,1596,1573,538,722,369,351,204,468,216,3701,987,175,200,854,499,1344,608,502,289,446,275,204,175,143,116,33,54,19766,1970,1465,479,1890,711,7936,1125,4314,640,2243,621,750,370,573,337,595,255,17148,2055,890,399,2313,710,8037,1555,3965,818,1024,409,256,263,283,138,380,293,12067,1657,100,105,337,316,5508,1254,3265,730,1555,563,361,242,329,169,612,298,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,124157,5067,276811,5717,1216059,10834,548586,6885,191510,6164,54628,3856,61252,3934,83541,4857,1932189,18646,78524,4310,198371,5444,916598,13398,430806,7888,154518,6353,43936,3541,47742,3651,61694,3975,363623,11781,28995,3203,54585,4139,184276,8119,61221,4661,16939,2025,5174,1077,5498,1022,6935,1734,48737,5031,3964,1279,6765,1774,24031,3485,8841,1898,2765,929,852,528,558,320,961,502,53420,4515,5720,1389,5871,1338,23540,2612,10161,1973,3348,916,1113,524,1016,430,2651,875,54553,5021,4933,1553,8161,1655,26096,3449,8704,1535,3203,900,571,290,1302,1140,1583,519,104022,5974,2021,1069,3058,864,41518,3838,28853,3359,10737,1616,2982,737,5136,1037,9717,1829,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,58856,3972,118959,5116,548914,8009,268279,5056,100205,3986,26911,2168,30859,2730,47875,3128,980236,12802,44249,3097,93569,5063,443921,7536,225753,5594,84315,3316,22774,2111,26457,2525,39198,2786,150065,7767,9900,1762,20080,2464,75356,4583,29976,3331,7860,1311,1578,572,2020,678,3295,742,3750,1331,187,222,306,236,2406,1188,167,132,505,410,0,268,131,163,48,87,18668,2396,1873,745,2310,920,7771,1538,2407,741,1964,791,549,259,678,372,1116,397,16887,2166,1787,756,1743,747,8111,1616,3460,803,872,419,246,183,444,325,224,147,31252,3349,860,482,951,462,11349,2189,6516,1255,4689,1256,1764,785,1129,444,3994,849,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,584575,11554,1548808,14141,7519524,24380,3499216,19773,1229680,15850,322107,8435,345988,11919,497457,10168,11508503,41760,360062,9474,1088651,16492,5586786,29980,2682268,22272,943902,13781,243557,7700,255467,9632,347810,7797,1949509,26101,125303,6026,248270,9575,985021,18210,376501,9563,114800,6092,27669,2845,30324,3669,41621,3815,733206,18253,39307,4889,92199,5724,364961,12078,137136,7207,47850,3491,16102,3115,14977,2422,20674,3450,383022,11896,31130,3023,56680,4214,168682,7164,66514,4903,25576,2480,6959,1285,11778,2022,15703,2046,310602,13093,22547,2756,43674,4680,147702,8547,58746,4129,20990,2650,3638,882,5007,990,8298,1902,662513,13426,6226,1832,19334,2984,266372,9007,178051,7138,76562,4357,24182,2429,28435,2706,63351,4312,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,88147,3755,223971,5635,1098087,10432,525909,5771,179255,5999,44241,2497,45908,3389,70647,3565,1740733,15175,60881,3285,162318,5810,841355,12314,415493,6929,140725,5430,33613,2301,33401,2831,52947,3277,228894,10199,14440,1890,34461,4095,114993,7067,43507,3906,10504,1540,2561,756,4537,1023,3891,837,61559,4764,3252,950,8202,1823,29515,3461,12062,1487,5786,1269,691,298,658,333,1393,479,66179,4096,5894,1306,10747,2054,27577,2904,11496,1635,4797,1122,1268,438,1870,880,2530,709,41769,3442,1746,634,4628,1091,22461,2857,9235,1536,2061,743,617,324,496,317,525,333,137031,6572,1934,790,3615,1448,62186,5043,34116,2433,15382,1829,5491,1418,4946,1075,9361,1430,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,63161,3239,131477,3940,714521,9677,422009,7162,157608,5218,42250,2805,46687,2835,70570,3161,1357015,16525,40728,2810,100857,4439,592829,11044,355598,6576,134983,4910,34667,2844,40497,2844,56856,2885,137578,7316,11573,2132,14510,2119,62507,4194,30526,3181,8891,1658,3146,1086,2371,678,4054,1074,48737,4664,4203,959,7466,1816,22168,3100,8751,1564,3266,850,1019,405,709,337,1155,446,32626,4057,3485,977,4957,1593,13113,2444,5909,1400,2480,854,596,276,606,381,1480,501,18144,2222,2603,944,3001,1095,7030,1402,3429,889,982,548,417,236,175,167,507,254,54183,3413,569,310,686,365,16874,2235,17796,2182,7006,1209,2405,773,2329,655,6518,1277,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,15694,1706,37809,2383,190349,4249,95703,3758,32163,2028,9556,1403,9921,1314,14573,1584,328212,6410,10240,1331,28212,2434,155120,4185,80271,3859,26939,2082,7812,1175,8037,1249,11581,1434,42603,3539,3736,905,5934,1395,19949,2389,8010,1515,2379,649,620,368,940,408,1035,599,7511,1408,283,257,1708,750,2795,744,1852,689,594,319,55,91,50,84,174,178,7393,1632,376,309,1052,526,3640,1066,1154,482,438,287,230,190,88,103,415,295,5497,1413,854,673,518,448,2044,739,1169,535,360,231,252,416,168,172,132,151,14552,2167,205,258,385,322,6801,1532,3247,809,1453,690,587,364,638,306,1236,530,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,5111,1262,42172,3936,329626,8038,170907,6149,64436,4089,17380,1968,16453,1989,22983,2573,290822,9233,947,487,12653,2034,141134,6733,77364,4298,30669,2693,8069,1641,7703,1283,12283,1878,86128,6647,1136,598,4401,1342,40666,4116,24709,3714,9620,1721,2180,622,1697,586,1719,589,243180,7521,2359,951,21680,2528,122100,5432,59723,3715,20033,2180,5934,920,5502,1110,5849,1291,25990,2306,520,341,2234,672,14484,1812,4165,980,1943,655,785,404,586,378,1273,661,11838,1680,51,85,450,302,6352,1243,2503,749,1144,454,204,202,472,259,662,405,11110,1973,98,76,754,640,4890,1370,2443,698,1027,398,208,175,493,256,1197,510,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,311589,8724,726369,9956,3480052,17861,1791891,13083,645373,12574,185468,5827,207134,8336,326949,9490,6145295,33344,205648,7408,539889,10082,2811781,20237,1483802,15393,527108,11693,154089,5483,169681,7404,253297,8764,853275,18966,67371,5199,117192,6562,398479,13510,163342,7183,53753,3750,13128,1859,14355,1726,25655,3066,136085,8558,11046,2394,18441,3973,56033,5147,28711,3460,9626,1642,2987,960,2732,923,6509,2022,118815,8668,12269,2249,18784,3728,44173,4834,20024,2916,9306,1910,2895,849,3487,1130,7877,1417,142030,7773,12426,1909,21954,2914,61828,6481,25668,3219,10557,1658,1939,766,2716,1013,4942,1064,279325,9541,2829,916,10109,2186,107758,6765,70344,4704,35023,3294,10430,1693,14163,1849,28669,2386,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
