GEO_ID,C18001_001E,C18001_001M,C18001_002E,C18001_002M,C18001_003E,C18001_003M,C18001_004E,C18001_004M,C18001_005E,C18001_005M,C18001_006E,C18001_006M,C18001_007E,C18001_007M,C18001_008E,C18001_008M,C18001_009E,C18001_009M,C18001_010E,C18001_010M,C18001_011E,C18001_011M,C18001_012E,C18001_012M,C18001_013E,C18001_013M,C18001_014E,C18001_014M,C18001_015E,C18001_015M,C18001_016E,C18001_016M,C18001_017E,C18001_017M,C18001_018E,C18001_018M,C18001_019E,C18001_019M,C18001_020E,C18001_020M,C18001_021E,C18001_021M,C18001_022E,C18001_022M,C18001_023E,C18001_023M,C18001_024E,C18001_024M,C18001_025E,C18001_025M,C18001_026E,C18001_026M,C18001_027E,C18001_027M,C18001_028E,C18001_028M,C18001_029E,C18001_029M,C18001_030E,C18001_030M,C18001_031E,C18001_031M,C18001_032E,C18001_032M,C18001_033E,C18001_033M,C18001_034E,C18001_034M,C18001_035E,C18001_035M,NAME,C18001_001MA,C18001_001EA,C18001_002MA,C18001_002EA,C18001_003MA,C18001_003EA,C18001_004EA,C18001_004MA,C18001_005EA,C18001_005MA,C18001_006MA,C18001_006EA,C18001_007MA,C18001_007EA,C18001_008MA,C18001_008EA,C18001_009EA,C18001_009MA,C18001_010EA,C18001_010MA,C18001_011MA,C18001_011EA,C18001_012MA,C18001_012EA,C18001_013MA,C18001_013EA,C18001_014MA,C18001_014EA,C18001_015EA,C18001_015MA,C18001_016EA,C18001_016MA,C18001_017MA,C18001_017EA,C18001_018MA,C18001_018EA,C18001_019MA,C18001_019EA,C18001_020EA,C18001_020MA,C18001_021EA,C18001_021MA,C18001_022MA,C18001_022EA,C18001_023MA,C18001_023EA,C18001_024MA,C18001_024EA,C18001_025MA,C18001_025EA,C18001_026EA,C18001_026MA,C18001_027EA,C18001_027MA,C18001_028MA,C18001_028EA,C18001_029MA,C18001_029EA,C18001_030MA,C18001_030EA,C18001_031EA,C18001_031MA,C18001_032EA,C18001_032MA,C18001_033MA,C18001_033EA,C18001_034MA,C18001_034EA,C18001_035MA,C18001_035EA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,306285,4468,30421,2887,7878,1440,1400730,3580,1152173,9351,97369,5475,151188,6963,146565,1667,92740,2591,29038,2370,24787,1639,93498,1411,40490,1976,19695,1789,33313,2188,2152631,3095,326564,4140,306692,4166,15027,2063,4845,1335,1493446,3663,1248260,6973,95263,4821,149923,4977,178667,1398,108364,2705,33805,2289,36498,2598,153954,1160,57270,2807,28155,2071,68529,3427,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,53727,1841,4924,1337,434,272,215078,1716,184233,2749,17687,1803,13158,1571,13670,705,8736,1031,2762,647,2172,553,6405,489,2192,471,1558,469,2655,467,291025,1333,57032,1004,54978,1238,1749,651,305,245,211912,1410,183846,2268,13101,1336,14965,1846,12732,630,7813,704,2255,512,2664,555,9349,651,3474,676,1549,500,4326,771,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,451443,4361,28695,2990,8186,1370,1833391,4074,1623257,9218,98760,5804,111374,5423,192897,1246,140674,2713,28764,2164,23459,2113,137761,1100,73442,3209,28919,2294,35400,2532,2700739,2374,461564,3483,440965,3922,15683,2329,4916,1444,1834436,4195,1620054,8973,93822,5120,120560,5800,214327,1346,158676,3287,31057,2510,24594,2441,190412,1145,95897,3065,34720,2646,59795,2774,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,184228,3133,18475,1958,5630,1545,851747,3173,695031,6114,64023,3429,92693,4677,95103,1317,56582,2469,19317,1608,19204,1727,61201,1053,25120,1592,13288,1497,22793,1644,1293365,2646,199551,2571,183837,2995,11718,1845,3996,1344,886477,2695,729143,6910,54902,3401,102432,4640,111721,1186,66157,2313,22143,1889,23421,1850,95616,792,37772,2461,17152,1689,40692,2130,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,2847002,10918,131563,6455,44701,3346,11433111,9799,10295745,22978,520729,12760,616637,16800,894914,2596,636695,7006,143576,5087,114643,5549,700166,1690,364436,7455,137271,5206,198459,7569,16467821,4123,2888601,8950,2781159,10351,80866,5862,26576,3508,11473196,9456,10253489,21319,532634,12206,687073,12927,1047029,2656,736684,7784,152447,5700,157898,5515,1058995,1916,481664,7954,194728,7293,382603,7836,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,339984,3667,19073,1881,2873,920,1543958,3372,1388276,7595,75981,4789,79701,4740,116234,1465,87102,2519,18514,1650,10618,1475,78088,1097,42100,1951,14753,1383,21235,1595,2109310,2739,351189,3375,337625,3639,10446,1717,3118,834,1509546,3490,1367890,6501,62058,4346,79598,3726,128662,1472,93185,2591,20329,1799,15148,1737,119913,1345,56039,2270,24008,2227,39866,2238,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,247720,3303,14704,1831,3303,993,1083900,2348,978235,6033,52089,3689,53576,3737,94525,892,73192,1674,12928,1458,8405,1091,89425,552,52206,2167,17066,1782,20153,1752,1645714,1325,255547,2278,244654,3400,7365,1530,3528,1476,1131538,2943,1019041,5341,52066,3240,60431,3667,116756,760,87782,2392,16975,1787,11999,1640,141873,716,74092,2567,26827,2545,40954,2434,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,53981,1436,5105,1000,1342,484,259566,1407,228738,2595,15143,1835,15685,1767,27357,551,20034,1044,4174,839,3149,810,19625,527,11041,1071,3461,694,5123,1045,393868,752,58355,1170,54910,1626,3150,903,295,249,275704,1312,242432,2985,15753,2143,17519,2078,31199,518,22224,1108,4887,991,4088,748,28610,368,15387,1194,5326,941,7897,994,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,28276,974,3142,739,333,256,165999,999,148847,2521,7723,1399,9429,1628,13869,379,11008,717,1449,503,1412,610,10795,383,5613,736,2182,563,3000,683,253821,578,32322,851,30977,1216,1345,814,0,286,183669,761,161831,2111,9826,1409,12012,1767,18040,353,13138,854,2068,524,2834,699,19790,448,9362,1145,3685,815,6743,1074,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,1158800,8518,80903,4931,19618,2812,5325666,7920,4682184,16634,273619,9284,369863,11010,693610,2342,501489,6190,112217,5242,79904,4700,581093,2510,307498,5919,124699,4864,148896,5457,8363840,6175,1203951,6010,1143530,7264,47257,3834,13164,1800,5553379,6540,4872437,15024,282339,9273,398603,11244,795650,2205,582015,5188,119299,4908,94336,4101,810860,2114,408224,7370,153845,5772,248791,6833,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8094915,4412,3941892,6200,721328,5120,670101,6256,41863,3821,9364,1847,2879370,5821,2532925,10617,154613,6436,191832,8019,222855,3132,146695,3966,40126,2364,36034,2630,118339,2039,56683,2944,24611,2196,37045,2297,4153023,5229,688010,5570,658714,6152,21866,2535,7430,1476,2994704,6142,2617886,13072,152154,7265,224664,8158,260697,2459,169800,3658,45683,3160,45214,2769,209612,2772,81353,3435,41138,2734,87121,3541,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1126390,2568,546836,2346,90778,1295,86658,1534,3337,879,783,416,385631,2387,345082,3581,19419,2010,21130,2207,35396,657,26439,1430,5457,944,3500,880,35031,349,19196,1183,6757,986,9078,1082,579554,1848,85665,1360,82586,1491,1894,846,1185,482,395421,1874,359338,3768,17566,2556,18517,1976,41897,408,32880,1261,4979,893,4038,914,56571,523,29338,2122,8675,1301,18558,1780,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
