GEO_ID,B16006_001E,B16006_001M,B16006_002E,B16006_002M,B16006_003E,B16006_003M,B16006_004E,B16006_004M,B16006_005E,B16006_005M,B16006_006E,B16006_006M,B16006_007E,B16006_007M,B16006_008E,B16006_008M,NAME,B16006_001EA,B16006_001MA,B16006_002EA,B16006_002MA,B16006_003EA,B16006_003MA,B16006_004MA,B16006_004EA,B16006_005MA,B16006_005EA,B16006_006EA,B16006_006MA,B16006_007EA,B16006_007MA,B16006_008EA,B16006_008MA,state
0400000US20,199068,1029,71411,5042,126835,4945,57735,5399,25166,2623,25296,2715,18638,2980,822,449,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,60017,2445,17184,3255,42659,2967,17250,2084,9265,1750,7785,1438,8359,1638,174,186,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113510,1661,45214,3662,67407,3478,39249,2565,14164,1870,9523,1593,4471,1229,889,456,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,10792,818,6779,875,3651,953,2366,667,813,493,223,197,249,322,362,235,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,279170,1388,46267,4305,230116,4588,102066,5520,46850,3961,52716,5257,28484,5000,2787,977,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,438087,690,85965,6813,346800,7092,176452,9523,79542,6404,57192,5650,33614,4055,5322,1351,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,333362,1280,143389,7073,188113,6965,93414,5838,45371,3996,33180,3605,16148,2625,1860,688,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,158737,1628,47054,4098,110334,4250,51251,3981,24220,2928,22124,2933,12739,2884,1349,572,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,39357,2373,12892,2166,26289,2374,9921,1564,4059,1217,8296,1979,4013,1293,176,162,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,131319,1814,52226,4238,78876,3747,41373,3643,13642,1691,14978,2046,8883,2262,217,213,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,18326,1073,14511,1290,3778,890,2955,810,277,197,444,308,102,113,37,64,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,106802,897,27696,2574,78930,2680,30369,2886,17652,1906,17768,2000,13141,2107,176,157,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,500437,891,108968,7425,390104,7396,184651,9596,69892,5003,85422,6749,50139,6086,1365,523,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24964,799,9544,1786,14739,1540,8903,1631,2188,816,3124,1459,524,456,681,780,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1176201,770,182045,8962,986680,9338,494433,13558,201406,10429,200695,8183,90146,6124,7476,2559,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,751339,632,288583,10037,461517,9997,320272,8969,58404,4678,51330,4579,31511,4757,1239,490,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2752175,987,489779,15872,2246674,15734,1162589,19656,447795,13268,446341,13351,189949,11211,15722,2606,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,460999,2805,73536,5336,386303,5736,132547,7039,79139,5853,114453,6197,60164,4880,1160,685,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7484,800,5070,898,2391,651,1825,683,327,241,122,120,117,94,23,43,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,226896,2156,104382,5094,120266,5038,63894,3979,24495,2515,22266,2815,9611,1947,2248,879,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,198251,1218,59474,4200,136859,4233,60033,4013,27896,2971,31485,3237,17445,2562,1918,1086,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,312134,816,79806,7689,230936,7551,89819,6004,49493,5235,59049,5933,32575,4398,1392,692,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,428858,1320,115980,6738,310676,6784,175595,7417,56409,4047,50285,5221,28387,3776,2202,1179,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,100285,445,17018,3051,82641,3121,38587,3305,13571,2676,19393,2631,11090,2474,626,378,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119404,2476,24340,2785,94279,3513,31974,3750,18426,2151,25969,2473,17910,2646,785,467,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11953,822,5280,1083,6673,1120,3439,884,1077,419,1373,430,784,388,0,219,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150234,2364,35600,4135,112704,4423,40572,3890,23854,3066,31029,3576,17249,2753,1930,1089,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7009692,1591,1397452,28605,5601976,28546,2982687,33494,980196,20899,950040,20334,689053,21125,10264,1801,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,229680,574,74414,6671,153943,6601,66888,5391,33595,3237,38009,4122,15451,2319,1323,650,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4840,609,3041,642,1506,437,1244,423,114,113,113,107,35,53,293,272,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,389553,3142,77512,5283,310021,5365,137360,6436,65703,4741,74477,5481,32481,4264,2020,943,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,475772,580,141725,7134,329672,6990,145546,7432,65727,4980,68967,4895,49432,5109,4375,1341,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9231,1090,4916,1216,4246,1098,2845,1009,1023,416,278,151,100,104,69,123,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,215205,1506,65913,4172,148463,4411,69342,4231,29272,2773,30396,3213,19453,3061,829,475,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,29718,769,18305,1763,11359,1851,6693,1301,2090,765,1808,703,768,674,54,101,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3555962,4971,157606,8339,3395809,9645,530330,13202,546106,12742,742778,12286,1576595,17400,2547,1301,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
