GEO_ID,B23007_001E,B23007_001M,B23007_002E,B23007_002M,B23007_003E,B23007_003M,B23007_004E,B23007_004M,B23007_005E,B23007_005M,B23007_006E,B23007_006M,B23007_007E,B23007_007M,B23007_008E,B23007_008M,B23007_009E,B23007_009M,B23007_010E,B23007_010M,B23007_011E,B23007_011M,B23007_012E,B23007_012M,B23007_013E,B23007_013M,B23007_014E,B23007_014M,B23007_015E,B23007_015M,B23007_016E,B23007_016M,B23007_017E,B23007_017M,B23007_018E,B23007_018M,B23007_019E,B23007_019M,B23007_020E,B23007_020M,B23007_021E,B23007_021M,B23007_022E,B23007_022M,B23007_023E,B23007_023M,B23007_024E,B23007_024M,B23007_025E,B23007_025M,B23007_026E,B23007_026M,B23007_027E,B23007_027M,B23007_028E,B23007_028M,B23007_029E,B23007_029M,B23007_030E,B23007_030M,B23007_031E,B23007_031M,B23007_032E,B23007_032M,B23007_033E,B23007_033M,B23007_034E,B23007_034M,B23007_035E,B23007_035M,B23007_036E,B23007_036M,B23007_037E,B23007_037M,B23007_038E,B23007_038M,B23007_039E,B23007_039M,B23007_040E,B23007_040M,B23007_041E,B23007_041M,B23007_042E,B23007_042M,B23007_043E,B23007_043M,B23007_044E,B23007_044M,B23007_045E,B23007_045M,B23007_046E,B23007_046M,B23007_047E,B23007_047M,B23007_048E,B23007_048M,B23007_049E,B23007_049M,B23007_050E,B23007_050M,B23007_051E,B23007_051M,B23007_052E,B23007_052M,B23007_053E,B23007_053M,B23007_054E,B23007_054M,B23007_055E,B23007_055M,B23007_056E,B23007_056M,B23007_057E,B23007_057M,B23007_058E,B23007_058M,B23007_059E,B23007_059M,NAME,B23007_001EA,B23007_001MA,B23007_002MA,B23007_002EA,B23007_003EA,B23007_003MA,B23007_004EA,B23007_004MA,B23007_005EA,B23007_005MA,B23007_006EA,B23007_006MA,B23007_007EA,B23007_007MA,B23007_008EA,B23007_008MA,B23007_009EA,B23007_009MA,B23007_010EA,B23007_010MA,B23007_011EA,B23007_011MA,B23007_012EA,B23007_012MA,B23007_013MA,B23007_013EA,B23007_014EA,B23007_014MA,B23007_015EA,B23007_015MA,B23007_016EA,B23007_016MA,B23007_017EA,B23007_017MA,B23007_018EA,B23007_018MA,B23007_019EA,B23007_019MA,B23007_020MA,B23007_020EA,B23007_021MA,B23007_021EA,B23007_022EA,B23007_022MA,B23007_023EA,B23007_023MA,B23007_024EA,B23007_024MA,B23007_025MA,B23007_025EA,B23007_026MA,B23007_026EA,B23007_027EA,B23007_027MA,B23007_028EA,B23007_028MA,B23007_029EA,B23007_029MA,B23007_030MA,B23007_030EA,B23007_031MA,B23007_031EA,B23007_032MA,B23007_032EA,B23007_033EA,B23007_033MA,B23007_034EA,B23007_034MA,B23007_035MA,B23007_035EA,B23007_036MA,B23007_036EA,B23007_037MA,B23007_037EA,B23007_038EA,B23007_038MA,B23007_039EA,B23007_039MA,B23007_040EA,B23007_040MA,B23007_041MA,B23007_041EA,B23007_042MA,B23007_042EA,B23007_043EA,B23007_043MA,B23007_044EA,B23007_044MA,B23007_045EA,B23007_045MA,B23007_046MA,B23007_046EA,B23007_047MA,B23007_047EA,B23007_048EA,B23007_048MA,B23007_049EA,B23007_049MA,B23007_050EA,B23007_050MA,B23007_051EA,B23007_051MA,B23007_052MA,B23007_052EA,B23007_053EA,B23007_053MA,B23007_054EA,B23007_054MA,B23007_055EA,B23007_055MA,B23007_056EA,B23007_056MA,B23007_057MA,B23007_057EA,B23007_058EA,B23007_058MA,B23007_059EA,B23007_059MA,state
0400000US01,1223725,12107,543566,8744,356092,8189,327413,7875,318495,7835,214386,7230,203560,7183,10826,2070,104109,5142,8918,1814,6061,1303,5257,1199,804,499,2857,1240,28679,2517,17094,1919,15785,1952,1309,544,11585,1735,187474,7844,33659,3650,29306,3320,27013,3123,2293,816,4353,1194,153815,7045,119082,6891,106699,6641,12383,2154,34733,3478,680159,10375,535065,8525,316923,6901,309627,6938,199664,6723,192709,6554,6955,1274,109963,4426,7296,1281,5136,896,4777,902,359,284,2160,732,218142,5943,54084,3281,51717,3119,2367,734,164058,4877,145094,6880,37367,3444,23585,2488,20777,2233,2808,1366,13782,2054,107727,5842,50507,4123,47693,4046,2814,722,57220,3739,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,83842,2864,57334,2706,53752,2742,51468,2777,34578,2437,33117,2401,1461,493,16890,1893,2284,655,1749,566,1642,564,107,72,535,277,3582,690,2114,534,1959,550,155,112,1468,381,26508,2291,8527,1340,7408,1273,6865,1215,543,253,1119,453,17981,2030,15109,1798,13765,1833,1344,604,2872,832,73345,2984,59019,2851,41211,2656,39526,2686,29332,2185,28187,2067,1145,478,10194,1281,1685,495,1114,408,885,359,229,157,571,305,17808,1376,5838,933,5683,912,155,125,11970,1155,14326,1599,4646,943,3680,844,3120,794,560,267,966,317,9680,1310,5844,1155,5301,1102,543,362,3836,798,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,689999,8481,462206,9628,427730,9181,414847,8621,250927,7025,236766,6642,14161,2114,163920,6190,12883,2778,7548,2031,6087,1633,1461,1049,5335,1658,34476,2958,18648,2176,17025,2050,1623,568,15828,1979,227793,7715,61869,4103,55591,3975,52425,3604,3166,1387,6278,1252,165924,6724,133797,6020,119969,5464,13828,2133,32127,3150,769461,12431,616247,9699,335494,8290,324991,8056,224196,7819,217208,7719,6988,1442,100795,4398,10503,1771,7175,1548,6136,1396,1039,434,3328,806,280753,6888,56914,3366,54165,3331,2749,872,223839,6414,153214,7456,48364,4129,36320,3795,33534,3454,2786,1156,12044,1794,104850,6065,59431,4538,57544,4341,1887,742,45419,3584,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,332323,7054,220408,6592,203213,6109,198210,6146,143161,5677,135502,5343,7659,1658,55049,3904,5003,1175,3940,1078,3532,1005,408,419,1063,497,17195,1885,9325,1339,8492,1266,833,418,7870,1379,111915,5220,24921,2858,21610,2574,19759,2400,1851,694,3311,1081,86994,4390,66558,3648,60000,3594,6558,1291,20436,2851,410121,6897,335137,6777,194715,5649,189256,5590,129567,5258,124710,5327,4857,1036,59689,3310,5459,1038,3717,875,3408,863,309,233,1742,536,140422,4600,38215,2345,36801,2227,1414,593,102207,4076,74984,4470,21396,1978,12804,1831,11854,1771,950,423,8592,1219,53588,3738,28503,3043,27305,2928,1198,585,25085,2313,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,4204800,27261,2969746,26812,2716498,27620,2623151,26247,1579647,23033,1493112,23087,86535,5262,1043504,16553,93347,6774,63842,5434,54635,4874,9207,1801,29505,3724,253248,8581,126395,6635,117324,6678,9071,1426,126853,5238,1235054,18094,342975,11472,306846,11015,289881,11465,16965,2562,36129,3867,892079,16740,687765,15471,621254,15501,66511,4594,204314,7981,4076319,26086,3041375,26462,1893161,23363,1817714,23040,1242001,16730,1190886,16429,51115,4099,575713,12976,75447,4171,54560,3812,47380,3479,7180,1294,20887,2457,1148214,14305,285273,7945,270674,7991,14599,2032,862941,12058,1034944,16238,370898,10707,272264,9805,252532,9370,19732,3215,98634,5160,664046,13072,380864,12127,359590,12027,21274,2783,283182,9257,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,574525,9012,413056,8446,385468,8185,374699,8205,256434,7466,245218,7246,11216,1849,118265,4981,10769,1934,7949,1689,6771,1480,1178,648,2820,964,27588,2714,16509,2317,16099,2281,410,258,11079,1642,161469,7806,43911,4227,40507,4041,38223,4158,2284,804,3404,1085,117558,5715,96145,4557,87291,4381,8854,1503,21413,3053,589696,9821,494777,9221,339397,8800,327786,8387,246753,7192,238078,7198,8675,1486,81033,4261,11611,1990,8937,1839,7728,1647,1209,510,2674,780,155380,4028,40559,2391,38744,2295,1815,647,114821,3667,94919,5189,36066,3022,27625,3008,26376,3041,1249,588,8441,1318,58853,3662,36540,3216,33797,3330,2743,878,22313,2362,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,416870,7047,295307,6377,276242,6317,267621,6133,188454,5712,182294,5492,6160,1129,79167,3587,8621,1605,6434,1439,5919,1417,515,308,2187,665,19065,1884,11538,1616,10788,1606,750,407,7527,1084,121563,5340,24624,3116,20934,2667,20269,2635,665,358,3690,1530,96939,5422,77416,5047,70469,5067,6947,1617,19523,2333,476418,8219,379837,8207,248162,5930,239483,6089,182781,6144,176661,6052,6120,1070,56702,3730,8679,1406,7040,1226,6947,1229,93,112,1639,553,131675,5056,36240,2523,35143,2537,1097,410,95435,4074,96581,5138,31771,2974,23707,2652,22275,2651,1432,714,8064,1344,64810,4052,40340,3354,37984,3316,2356,1056,24470,2095,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,100262,3156,65537,3483,60669,3267,59211,3205,44254,3007,42904,2964,1350,482,14957,1607,1458,667,931,428,821,419,110,126,527,506,4868,1061,3017,819,2731,817,286,288,1851,621,34725,2752,6858,1170,6010,1127,5513,1013,497,360,848,472,27867,2463,23927,2483,21990,2485,1937,1002,3940,1110,115920,3742,94101,3549,57840,3319,56701,3207,40044,2439,38929,2397,1115,536,16657,1786,1139,419,785,353,744,337,41,66,354,207,36261,2044,9291,1160,9082,1177,209,126,26970,1695,21819,2102,7154,1331,5401,1098,5183,1077,218,214,1753,644,14665,1583,8547,1287,8197,1280,350,219,6118,1011,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,46920,2820,18943,1833,16682,1761,16072,1746,11723,1560,11288,1520,435,291,4349,987,610,458,476,398,402,371,74,127,134,213,2261,656,1317,556,1239,545,78,131,944,456,27977,2270,4431,1153,3677,977,3398,913,279,355,754,567,23546,2053,17085,1920,13613,1735,3472,1095,6461,1477,61563,3560,35269,3097,24432,2346,23206,2205,17131,1938,16633,1894,498,302,6075,1185,1226,629,1080,609,674,423,406,415,146,179,10837,1603,3163,797,2961,772,202,205,7674,1474,26294,2284,5647,1187,3424,963,3263,940,161,123,2223,696,20647,2081,9579,1612,8756,1530,823,472,11068,1381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,1919568,19369,1250776,14402,1153157,14480,1126296,14642,756824,12650,722783,12701,34041,3163,369472,10073,26861,2987,19209,2531,16278,2443,2931,1015,7652,1548,97619,4923,51454,3468,48197,3289,3257,952,46165,3815,668792,14625,151314,8710,136373,8273,131032,8120,5341,1338,14941,1962,517478,12667,423655,12169,391819,11470,31836,3783,93823,5515,2675235,20031,2128497,17923,1117833,15263,1082533,15103,740643,12238,713473,12113,27170,2627,341890,9931,35300,2935,23170,2549,20147,2405,3023,748,12130,1680,1010664,13936,195195,7480,187060,7043,8135,1346,815469,11143,546738,14144,171638,7535,122033,6627,113155,6559,8878,2305,49605,3853,375100,11820,207826,8002,194050,7979,13776,1929,167274,8256,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
