GEO_ID,B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,NAME,B19215_001MA,B19215_001EA,B19215_002EA,B19215_002MA,B19215_003EA,B19215_003MA,B19215_004EA,B19215_004MA,B19215_005MA,B19215_005EA,B19215_006MA,B19215_006EA,B19215_007EA,B19215_007MA,B19215_008EA,B19215_008MA,B19215_009MA,B19215_009EA,B19215_010EA,B19215_010MA,B19215_011MA,B19215_011EA,B19215_012MA,B19215_012EA,B19215_013EA,B19215_013MA,B19215_014MA,B19215_014EA,B19215_015EA,B19215_015MA,state
0400000US01,20627,509,25988,1007,24328,1002,26414,1207,18052,1236,39941,4106,40262,4000,34117,10824,16509,521,15314,510,19970,1229,12474,373,37268,3736,37912,3593,29617,7868,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,36302,1843,40588,2588,31710,4048,34091,3166,19214,7284,67530,11227,67281,11433,75928,48903,32744,2247,28253,3615,32060,2029,19099,2131,57870,7213,58001,7019,53155,29989,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,30384,533,35148,1048,30131,953,32053,1123,21801,1284,52067,2783,52947,3019,41032,5268,26540,834,23361,751,29807,1125,17672,648,48447,3125,49221,3422,41947,4221,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19894,608,23088,1122,21085,1016,22874,1536,15863,1268,32332,2699,31937,2407,40514,3107,17039,1070,15450,1050,21017,1573,12760,562,31243,2227,31609,2720,23800,7297,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36077,368,42296,505,36380,612,40424,591,23271,864,64409,2091,65751,2048,52722,5807,30319,423,25641,528,36431,597,17379,343,57319,1625,58941,2083,49248,3891,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,32189,524,36296,1032,31944,874,33667,1285,22660,2234,54908,1742,54885,1750,55855,12337,28459,967,24597,774,31518,822,16705,608,47575,2463,48080,2637,38378,4890,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,33193,1367,42024,1491,36551,1556,42210,2161,21274,1539,65605,4591,66470,6134,46151,13937,27641,1263,24398,1117,34801,1765,17279,651,62677,5672,64829,6098,47282,19639,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31132,1403,39032,2506,33340,3791,39313,3688,20008,4196,55428,7927,57901,5955,42297,12933,26206,1508,23377,1577,32309,2286,17151,1132,61558,6505,62359,9544,44647,26255,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42334,2405,48212,3659,39956,3100,44378,4704,16345,5421,94035,13991,91364,13442,111002,18423,40428,1628,35147,2955,41878,2534,18745,3028,73750,10194,75121,11428,46750,35203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,28096,429,33663,772,29928,698,31806,547,21761,735,51081,1400,52545,1637,39038,2735,23487,411,20753,372,27075,492,16030,307,47514,1516,48525,1621,36579,2291,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28609,679,33560,1162,30749,855,32673,1348,18603,1175,48164,3183,48943,3276,31235,7540,24035,648,21512,574,29188,1088,13981,457,44280,3215,45088,3231,34457,4356,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35124,1732,41484,2435,36980,1609,39060,3287,29576,6472,63858,5954,65159,5599,47023,8693,27154,2522,22873,1737,30764,2426,15501,1842,56575,9646,55398,9747,61921,15482,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23797,1107,29343,1576,25317,1629,26713,1898,20365,2703,44649,4476,44508,4469,46875,17526,20180,1029,17726,940,20193,1406,14646,933,39721,8272,41579,8013,29222,14431,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,30108,384,36317,719,32431,768,36222,849,21437,717,56660,2140,57233,2075,39761,9413,25135,567,22872,570,31341,627,16944,316,50936,1925,51850,2147,38299,7416,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25584,433,31669,648,28321,1033,30789,738,21799,990,46858,2455,47619,2525,38030,3011,20937,506,19181,497,24207,1115,15921,419,41312,2864,41703,2969,35289,6702,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25047,699,30563,832,28140,1309,30490,760,19871,1297,43867,2456,44378,2593,34109,3458,21041,612,19043,702,24849,1160,15822,394,39819,2549,39891,2605,37500,9278,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,24607,683,29106,1101,26499,986,28416,1525,19945,1393,45587,3060,46386,3901,36309,4645,21216,603,20022,811,24493,1666,16249,597,34227,2639,34226,2700,34254,13436,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20979,544,26390,990,24722,1184,27073,1462,15943,1302,40330,3074,40728,3226,34674,6215,16799,620,15243,609,20692,1109,13166,358,36226,3882,36257,4665,36114,6078,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,20407,716,26032,1187,22645,1302,26104,1199,15050,1035,43088,3086,43472,3088,36667,14171,16394,649,14797,598,18730,1317,12344,323,36901,2973,38027,3447,26326,3030,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24844,902,28755,2010,23349,2261,25864,1785,18230,1455,44160,5895,45973,7115,33867,3105,22549,1063,18745,1085,24416,1203,14714,854,45057,4289,47080,6119,31896,3836,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38028,1122,43942,1502,39246,1820,41814,1048,25205,1885,68612,3449,69912,3529,47511,9131,32572,1195,28753,956,38238,1567,18408,845,62550,4113,63091,4243,56131,10250,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,33602,1050,40888,1029,34095,1614,40095,1858,19795,1032,69457,2972,69988,3075,52062,9043,27645,1125,23409,833,35868,1468,15889,522,67384,3381,69261,3566,47358,5999,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,26693,445,33434,800,31060,608,34383,946,21060,853,46007,2103,46877,2686,35557,3922,22120,374,20597,386,26362,812,16764,352,41376,1760,42143,1990,34486,3910,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
