GEO_ID,C08115_001E,C08115_001M,C08115_002E,C08115_002M,C08115_003E,C08115_003M,C08115_004E,C08115_004M,C08115_005E,C08115_005M,C08115_006E,C08115_006M,C08115_007E,C08115_007M,C08115_008E,C08115_008M,C08115_009E,C08115_009M,C08115_010E,C08115_010M,C08115_011E,C08115_011M,C08115_012E,C08115_012M,C08115_013E,C08115_013M,C08115_014E,C08115_014M,C08115_015E,C08115_015M,C08115_016E,C08115_016M,C08115_017E,C08115_017M,C08115_018E,C08115_018M,C08115_019E,C08115_019M,C08115_020E,C08115_020M,C08115_021E,C08115_021M,C08115_022E,C08115_022M,C08115_023E,C08115_023M,C08115_024E,C08115_024M,C08115_025E,C08115_025M,C08115_026E,C08115_026M,C08115_027E,C08115_027M,C08115_028E,C08115_028M,C08115_029E,C08115_029M,C08115_030E,C08115_030M,NAME,C08115_001EA,C08115_001MA,C08115_002EA,C08115_002MA,C08115_003MA,C08115_003EA,C08115_004MA,C08115_004EA,C08115_005MA,C08115_005EA,C08115_006EA,C08115_006MA,C08115_007EA,C08115_007MA,C08115_008MA,C08115_008EA,C08115_009MA,C08115_009EA,C08115_010MA,C08115_010EA,C08115_011EA,C08115_011MA,C08115_012EA,C08115_012MA,C08115_013EA,C08115_013MA,C08115_014MA,C08115_014EA,C08115_015MA,C08115_015EA,C08115_016MA,C08115_016EA,C08115_017EA,C08115_017MA,C08115_018EA,C08115_018MA,C08115_019MA,C08115_019EA,C08115_020MA,C08115_020EA,C08115_021MA,C08115_021EA,C08115_022EA,C08115_022MA,C08115_023EA,C08115_023MA,C08115_024EA,C08115_024MA,C08115_025MA,C08115_025EA,C08115_026MA,C08115_026EA,C08115_027MA,C08115_027EA,C08115_028EA,C08115_028MA,C08115_029EA,C08115_029MA,C08115_030MA,C08115_030EA,state
0400000US01,1941250,15984,451812,10725,1157420,17200,289096,11186,42922,3671,1629930,17410,363480,10457,984737,15989,245651,10765,36062,3395,211259,9675,61261,4785,117091,7003,28975,3079,3932,961,8368,1974,3422,1434,2265,734,2273,1124,408,299,48274,3893,18168,2182,21419,2831,7517,1519,1170,595,43419,3740,5481,1378,31908,3112,4680,1126,1350,487,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,76226,4170,167626,5603,46366,3231,4472,892,200952,5850,47071,3400,117040,4508,34058,2550,2783,686,44555,3263,12646,2168,26151,2658,5214,1266,544,419,3573,956,1675,717,934,413,832,454,132,132,33543,2467,13437,1543,14855,1597,4713,949,538,236,12067,1657,1397,610,8646,1517,1549,618,475,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,739113,15023,1404032,18830,392199,12791,39720,3175,1945061,18773,531533,13222,1072577,16093,309739,12150,31212,2686,366261,11954,124577,7828,193498,9540,44624,5181,3562,1328,48964,5040,22013,3101,17068,2964,8336,1728,1547,1138,110756,6118,46753,4458,48847,3679,14183,2304,973,408,104022,5974,14237,2162,72042,4997,15317,2418,2426,717,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,250138,7278,731645,12510,191323,8549,27780,2768,981220,13090,193768,6702,604462,11949,159645,8354,23345,2649,147902,7532,37996,4116,87170,4836,20363,2772,2373,796,4007,1402,2625,1149,684,504,627,424,71,120,36505,3253,12446,1842,16420,1968,6573,1533,1066,501,31252,3349,3303,846,22909,2910,4115,1293,925,419,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,4710619,43878,8594790,48063,1993272,26267,248653,8461,11503746,41684,3341292,35560,6453419,44024,1529064,23691,179971,7206,1946177,25740,607038,17276,1130468,21576,187002,9440,21669,2663,734704,18065,335111,14006,292430,11255,92160,5930,15003,2190,700194,18129,297053,12644,305582,10236,85006,6314,12553,2461,662513,13426,130125,8063,412891,12536,100040,6433,19457,2006,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,615115,13149,1321873,17124,311498,11050,31775,2761,1741595,15152,452097,12775,1019499,15538,244483,8926,25516,2601,229018,10071,70012,5499,133509,7220,23864,3013,1633,691,61884,4755,26995,3365,22480,2502,11483,2049,926,485,110733,4874,45645,3290,48666,3861,15190,2548,1232,631,137031,6572,20366,3346,97719,5819,16478,2268,2468,814,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,436984,9931,980607,13510,207422,7978,32329,3229,1343489,15545,335776,10316,807029,12048,173039,7269,27645,3188,136359,7808,42324,3863,77436,5908,14662,2653,1937,648,70427,5133,26384,3507,34959,3139,8013,1414,1071,461,52884,4729,25380,3061,22867,2933,4066,900,571,326,54183,3413,7120,1239,38316,3098,7642,1562,1105,429,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,103784,4549,230066,5924,55073,3253,8110,1183,318734,5922,79091,4522,187400,5908,45499,2959,6744,1173,42058,3003,12450,1733,24469,2547,4639,1249,500,367,8588,1576,3774,980,2390,847,2058,938,366,266,13101,2349,6567,1709,4674,1255,1609,554,251,246,14552,2167,1902,722,11133,2001,1268,531,249,180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,127379,4818,83637,4187,33203,2707,5646,1031,93803,3992,41883,2823,35716,2825,13641,1965,2563,770,19246,2459,8313,1817,8446,1687,1754,624,733,529,94260,4338,54321,3982,25112,2905,13220,1693,1607,535,31446,2664,18841,2265,8834,1409,3314,1000,457,369,11110,1973,4021,1266,5529,1203,1274,500,286,288,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,2052225,25859,4194077,31162,1293942,17822,160641,6809,6158873,32660,1545503,25153,3409076,28257,1071932,16394,132362,6491,851610,19203,280898,11699,453772,13435,106073,6152,10867,1865,138505,8946,69397,6193,38515,4696,27226,3293,3367,934,272572,11036,116303,7119,104016,6329,45604,4805,6649,1627,279325,9541,40124,3302,188698,7624,43107,4329,7396,1507,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
