GEO_ID,B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,NAME,B20001_001MA,B20001_001EA,B20001_002MA,B20001_002EA,B20001_003MA,B20001_003EA,B20001_004EA,B20001_004MA,B20001_005EA,B20001_005MA,B20001_006MA,B20001_006EA,B20001_007MA,B20001_007EA,B20001_008MA,B20001_008EA,B20001_009EA,B20001_009MA,B20001_010EA,B20001_010MA,B20001_011MA,B20001_011EA,B20001_012MA,B20001_012EA,B20001_013MA,B20001_013EA,B20001_014MA,B20001_014EA,B20001_015EA,B20001_015MA,B20001_016EA,B20001_016MA,B20001_017MA,B20001_017EA,B20001_018MA,B20001_018EA,B20001_019MA,B20001_019EA,B20001_020EA,B20001_020MA,B20001_021EA,B20001_021MA,B20001_022MA,B20001_022EA,B20001_023MA,B20001_023EA,B20001_024MA,B20001_024EA,B20001_025MA,B20001_025EA,B20001_026EA,B20001_026MA,B20001_027EA,B20001_027MA,B20001_028MA,B20001_028EA,B20001_029MA,B20001_029EA,B20001_030MA,B20001_030EA,B20001_031EA,B20001_031MA,B20001_032EA,B20001_032MA,B20001_033MA,B20001_033EA,B20001_034MA,B20001_034EA,B20001_035MA,B20001_035EA,B20001_036MA,B20001_036EA,B20001_037EA,B20001_037MA,B20001_038EA,B20001_038MA,B20001_039MA,B20001_039EA,B20001_040MA,B20001_040EA,B20001_041MA,B20001_041EA,B20001_042EA,B20001_042MA,B20001_043EA,B20001_043MA,state
0400000US01,2299717,12443,1213651,8455,78583,5622,45380,3559,44326,3507,35256,3857,55728,4208,34300,3527,55166,4863,41634,4118,66656,4934,43845,4145,97883,5328,95122,5639,79422,4811,75383,4065,51930,3811,57268,3454,66065,3986,47960,3513,66408,4162,75336,4005,1086066,9727,110210,5199,69614,4132,70881,4560,57500,4753,93039,5439,51196,3682,75763,4373,53869,3946,63764,4533,45355,3919,88411,4314,71106,4788,52991,3789,52412,3909,30425,2828,27619,2835,26088,2256,14782,1692,19424,2467,11617,1709,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,369155,4177,198321,2704,11530,1516,9234,1244,9396,1644,5036,864,8082,1403,3092,800,5171,903,4545,1078,7812,1106,6046,1088,12144,1716,12119,1663,9618,1506,12662,1558,10573,1394,11693,1849,14414,1571,13456,1596,16471,1817,15227,1873,170834,3003,18466,1786,9277,1272,9291,1410,7093,1182,10812,1549,5746,1085,7501,1174,5875,1261,9769,1471,6079,1205,9883,1569,14066,1764,10999,1629,9292,1309,7202,1149,6120,1002,9204,1305,5088,1027,5592,897,3479,880,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3014040,15574,1656204,8465,90242,4562,56653,4031,59324,4414,43490,3548,85983,6699,48264,5476,84142,4897,56027,4511,81222,5710,64914,4774,129282,6790,122049,6832,101930,5791,107821,5513,70209,4903,76599,5007,92645,4807,67635,4073,94272,5305,123501,4980,1357836,11751,120237,5822,77231,4621,76863,4768,60658,4689,93985,5960,51700,3685,72328,4665,49354,4651,74192,4931,57522,4054,113168,5047,109455,5231,84466,4790,75820,4532,49368,4071,45387,3570,50434,3292,31958,3084,34240,2877,29470,2985,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1428906,11253,746811,6801,48989,2814,35507,2584,31268,3005,23640,2301,40029,3745,27998,2753,35065,3582,31943,3022,44461,3198,35939,3318,63510,3592,62033,3646,42798,3412,45136,3257,30248,2788,32058,2584,32862,2659,21197,2029,31843,2409,30287,2312,682095,8713,69005,3914,45658,2799,48048,3287,35762,3270,56830,3279,33521,3489,45187,3355,33052,2998,41479,2676,32756,2897,56332,4629,50317,3511,31012,2740,28303,2306,17265,1654,15045,1729,17226,2128,8134,1398,10426,1763,6737,1184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18398163,36518,10091778,23518,473800,12510,318698,10298,351546,11694,268627,9448,503966,14104,314718,12518,457231,13392,306624,10887,474647,12125,329348,11730,602395,13944,632866,14720,541769,13103,566383,14744,404817,11508,494373,13247,647184,13422,508010,16284,777876,13857,1116900,17882,8306385,26222,663860,15182,459294,11723,507231,14830,355977,10322,578165,12376,320617,10563,408351,11527,275780,9818,408730,11947,287103,11742,526526,13375,544788,13933,431639,11175,433704,12924,309316,9405,318525,8936,441314,10393,299648,8705,390012,9959,345805,10214,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2675145,11040,1448313,6468,77127,4393,48986,4188,53724,4118,37648,3202,66964,5077,29087,2652,56667,5067,37597,3838,69745,4782,47133,4681,92230,5670,109199,6765,88605,4557,91926,4756,71776,4509,75081,4416,98234,5053,69065,4393,102024,5083,125495,4934,1226832,9286,107069,5284,68891,4125,70016,4341,48866,3524,78855,4655,41918,3939,61267,4741,44976,4098,71202,4394,48723,3762,94438,5366,106535,5431,70109,4758,66959,4106,43122,2870,49156,3620,54016,3890,31715,2872,39036,3061,29963,2307,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1933949,10490,1003873,7035,49584,3627,34950,3121,28937,3220,19953,2208,32918,3165,15183,2053,26294,2992,17426,2522,37931,3383,23373,2786,56240,4747,63451,4546,55680,3677,69845,5101,43464,3530,62677,4259,79480,4388,60225,3605,86588,4202,139674,4967,930076,7509,64225,3716,43446,3646,45079,3696,31608,2973,52131,3481,26021,2686,42357,3769,30314,3204,44371,3015,28217,2844,71223,3905,70332,4384,61284,4310,57904,3755,39794,2849,44851,3644,50867,3332,42386,2979,44053,3648,39613,2942,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,463445,5092,239153,2789,11524,1688,9582,1442,8250,1346,5940,1342,7320,1307,4050,927,7424,1568,6361,1227,10977,1603,8399,1672,16103,2007,17104,1999,15263,2546,15977,2175,11468,1501,14186,2208,18273,1992,12187,1755,17755,1830,21010,1895,224292,3776,17064,2021,11543,1526,11259,1395,7765,1357,13290,1716,7394,1261,8828,1499,9374,1475,15068,1877,8849,1322,18875,2293,18024,1967,13400,1754,15624,2127,8363,1342,8641,1437,12180,1836,6533,1169,7588,1249,4630,935,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,298531,3668,149635,2612,8040,1458,3595,995,4919,1243,3011,953,4324,857,2566,1092,4416,1292,4254,1200,8592,2392,3411,942,11490,2055,8007,1557,9462,1780,8305,1725,5506,1218,7851,1346,9069,1690,6333,1121,12037,1584,24447,2106,148896,2841,10211,1439,4717,1017,4180,1096,3391,811,6452,1382,4105,1037,4644,1105,3845,994,5969,1339,4641,934,9851,1560,10666,1757,9993,1507,8344,1488,7093,1244,7891,1239,11718,1695,6836,1008,12051,1506,12298,1238,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9069145,27402,4802897,18755,226351,8212,157246,8035,175718,8105,140479,8066,253941,9590,140644,8140,235070,9167,174195,8462,264648,10739,184670,8846,391945,11116,398566,11062,289980,9866,283597,8928,197155,8520,234624,8451,255964,7393,178607,6256,254620,8348,364877,9245,4266248,22150,328671,9124,229423,8798,242541,8063,192688,8280,323375,13167,191120,9185,263692,8073,184936,7021,259687,9302,191056,7405,354966,11315,350962,9044,252014,8438,212403,6711,140686,6025,141044,7269,141098,7151,80937,4948,101445,5879,83504,4655,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
