GEO_ID,B22005I_001E,B22005I_001M,B22005I_002E,B22005I_002M,B22005I_003E,B22005I_003M,NAME,B22005I_001EA,B22005I_001MA,B22005I_002EA,B22005I_002MA,B22005I_003MA,B22005I_003EA,state
0400000US01,27464,1578,2547,783,24917,1565,Alabama,null,null,null,null,null,null,01
0400000US02,8878,946,447,287,8431,1066,Alaska,null,null,null,null,null,null,02
0400000US04,467693,5324,59710,4013,407983,5846,Arizona,null,null,null,null,null,null,04
0400000US05,32115,2110,2699,852,29416,2059,Arkansas,null,null,null,null,null,null,05
0400000US06,3115208,16010,261228,9756,2853980,17542,California,null,null,null,null,null,null,06
0400000US08,273252,4588,30789,3738,242463,6009,Colorado,null,null,null,null,null,null,08
0400000US09,113571,3016,23594,2751,89977,3277,Connecticut,null,null,null,null,null,null,09
0400000US10,12522,892,1472,590,11050,920,Delaware,null,null,null,null,null,null,10
0400000US11,15540,1073,727,416,14813,1041,District of Columbia,null,null,null,null,null,null,11
0400000US12,1129006,8236,165026,7555,963980,11662,Florida,null,null,null,null,null,null,12
0400000US13,165865,5369,9239,1944,156626,5227,Georgia,null,null,null,null,null,null,13
0400000US15,24751,1817,3226,876,21525,1969,Hawaii,null,null,null,null,null,null,15
0400000US16,33256,1601,5218,1178,28038,1909,Idaho,null,null,null,null,null,null,16
0400000US17,463127,5948,53394,4725,409733,6357,Illinois,null,null,null,null,null,null,17
0400000US18,80543,3409,11186,2122,69357,3359,Indiana,null,null,null,null,null,null,18
0400000US19,30961,1911,4238,1055,26723,2025,Iowa,null,null,null,null,null,null,19
0400000US20,64857,2069,5607,1332,59250,2424,Kansas,null,null,null,null,null,null,20
0400000US21,21801,1623,3015,711,18786,1657,Kentucky,null,null,null,null,null,null,21
0400000US22,41960,2332,7456,1648,34504,1988,Louisiana,null,null,null,null,null,null,22
0400000US23,3342,664,535,352,2807,616,Maine,null,null,null,null,null,null,23
0400000US24,84198,3058,5085,1453,79113,3321,Maryland,null,null,null,null,null,null,24
0400000US25,156044,4755,36468,3536,119576,4918,Massachusetts,null,null,null,null,null,null,25
0400000US26,109410,3450,16428,2352,92982,3876,Michigan,null,null,null,null,null,null,26
0400000US27,49164,2419,6837,1394,42327,2393,Minnesota,null,null,null,null,null,null,27
0400000US28,13323,1304,966,533,12357,1313,Mississippi,null,null,null,null,null,null,28
0400000US29,44045,2212,4523,1283,39522,1955,Missouri,null,null,null,null,null,null,29
0400000US30,7354,953,1257,606,6097,952,Montana,null,null,null,null,null,null,30
0400000US31,35187,1667,4572,1051,30615,1642,Nebraska,null,null,null,null,null,null,31
0400000US32,153235,3825,7832,1944,145403,3711,Nevada,null,null,null,null,null,null,32
0400000US33,8277,1064,821,637,7456,1200,New Hampshire,null,null,null,null,null,null,33
0400000US34,384572,6045,38403,3690,346169,7134,New Jersey,null,null,null,null,null,null,34
0400000US35,277818,4258,41063,3287,236755,5008,New Mexico,null,null,null,null,null,null,35
0400000US36,948478,9501,208015,6465,740463,9930,New York,null,null,null,null,null,null,36
0400000US37,146471,4447,15833,2303,130638,3962,North Carolina,null,null,null,null,null,null,37
0400000US38,2700,462,509,255,2191,458,North Dakota,null,null,null,null,null,null,38
0400000US39,77987,2404,14262,1841,63725,2456,Ohio,null,null,null,null,null,null,39
0400000US40,67802,2640,10317,1534,57485,2776,Oklahoma,null,null,null,null,null,null,40
0400000US41,90422,3055,20567,2698,69855,3698,Oregon,null,null,null,null,null,null,41
0400000US42,143262,3503,38002,3263,105260,4165,Pennsylvania,null,null,null,null,null,null,42
0400000US44,33200,1768,7308,1253,25892,1946,Rhode Island,null,null,null,null,null,null,44
0400000US45,38694,2019,3228,787,35466,1852,South Carolina,null,null,null,null,null,null,45
0400000US46,3697,739,759,494,2938,521,South Dakota,null,null,null,null,null,null,46
0400000US47,51805,2601,8587,1659,43218,2851,Tennessee,null,null,null,null,null,null,47
0400000US48,2245471,12748,395678,10776,1849793,15161,Texas,null,null,null,null,null,null,48
0400000US49,68211,2597,7111,1251,61100,2701,Utah,null,null,null,null,null,null,49
0400000US50,1906,403,276,205,1630,382,Vermont,null,null,null,null,null,null,50
0400000US51,123159,3870,7583,1715,115576,4232,Virginia,null,null,null,null,null,null,51
0400000US53,148613,4324,25606,3142,123007,4695,Washington,null,null,null,null,null,null,53
0400000US54,3290,806,432,292,2858,751,West Virginia,null,null,null,null,null,null,54
0400000US55,69568,2800,10247,1766,59321,2946,Wisconsin,null,null,null,null,null,null,55
0400000US56,10424,1023,956,437,9468,922,Wyoming,null,null,null,null,null,null,56
0400000US72,1232543,8676,354960,7801,877583,10463,Puerto Rico,null,null,null,null,null,null,72
