GEO_ID,B18020G_001E,B18020G_001M,B18020G_002E,B18020G_002M,B18020G_003E,B18020G_003M,B18020G_004E,B18020G_004M,B18020G_005E,B18020G_005M,B18020G_006E,B18020G_006M,B18020G_007E,B18020G_007M,B18020G_008E,B18020G_008M,B18020G_009E,B18020G_009M,B18020G_010E,B18020G_010M,B18020G_011E,B18020G_011M,B18020G_012E,B18020G_012M,B18020G_013E,B18020G_013M,B18020G_014E,B18020G_014M,B18020G_015E,B18020G_015M,B18020G_016E,B18020G_016M,B18020G_017E,B18020G_017M,B18020G_018E,B18020G_018M,B18020G_019E,B18020G_019M,B18020G_020E,B18020G_020M,B18020G_021E,B18020G_021M,B18020G_022E,B18020G_022M,B18020G_023E,B18020G_023M,B18020G_024E,B18020G_024M,B18020G_025E,B18020G_025M,B18020G_026E,B18020G_026M,B18020G_027E,B18020G_027M,B18020G_028E,B18020G_028M,B18020G_029E,B18020G_029M,B18020G_030E,B18020G_030M,B18020G_031E,B18020G_031M,NAME,B18020G_001EA,B18020G_001MA,B18020G_002EA,B18020G_002MA,B18020G_003MA,B18020G_003EA,B18020G_004MA,B18020G_004EA,B18020G_005MA,B18020G_005EA,B18020G_006EA,B18020G_006MA,B18020G_007EA,B18020G_007MA,B18020G_008MA,B18020G_008EA,B18020G_009MA,B18020G_009EA,B18020G_010MA,B18020G_010EA,B18020G_011MA,B18020G_011EA,B18020G_012EA,B18020G_012MA,B18020G_013EA,B18020G_013MA,B18020G_014MA,B18020G_014EA,B18020G_015MA,B18020G_015EA,B18020G_016MA,B18020G_016EA,B18020G_017EA,B18020G_017MA,B18020G_018EA,B18020G_018MA,B18020G_019MA,B18020G_019EA,B18020G_020MA,B18020G_020EA,B18020G_021MA,B18020G_021EA,B18020G_022MA,B18020G_022EA,B18020G_023MA,B18020G_023EA,B18020G_024EA,B18020G_024MA,B18020G_025MA,B18020G_025EA,B18020G_026MA,B18020G_026EA,B18020G_027MA,B18020G_027EA,B18020G_028MA,B18020G_028EA,B18020G_029EA,B18020G_029MA,B18020G_030EA,B18020G_030MA,B18020G_031EA,B18020G_031MA,state
0400000US01,25985,2796,8777,1516,4166,1135,929,535,431,375,498,347,3237,905,1129,562,2108,713,4611,1011,873,434,286,205,587,333,3738,899,1452,759,2286,587,17208,2116,7847,1542,3921,1284,2951,1011,970,497,3926,873,3528,887,398,278,9361,1563,3803,978,2339,791,1464,664,5558,1270,4334,1236,1224,506,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22244,2468,3918,984,1835,609,718,346,409,232,309,240,1117,457,446,265,671,357,2083,629,904,366,376,224,528,321,1179,478,392,281,787,381,18326,2239,8953,1259,6228,1209,4208,1173,2020,670,2725,644,2237,583,488,295,9373,1430,6319,1212,3048,843,3271,937,3054,657,1996,655,1058,393,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,63205,4579,9780,1812,5103,1356,1926,800,521,401,1405,691,3177,895,1378,684,1799,702,4677,1079,1406,569,447,330,959,445,3271,909,1032,475,2239,728,53425,4226,24220,2475,14671,2057,10321,1824,4350,836,9549,1468,8296,1363,1253,600,29205,3085,17620,2458,9884,1722,7736,1655,11585,1736,9360,1736,2225,551,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18539,2875,6714,1860,3384,1113,1077,648,58,68,1019,625,2307,797,923,498,1384,555,3330,1108,1006,567,427,376,579,376,2324,871,786,490,1538,612,11825,2256,5712,1418,3081,966,2004,714,1077,460,2631,837,1986,685,645,337,6113,1429,3093,1079,1642,574,1451,948,3020,814,2340,729,680,319,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,549013,13939,77033,4947,34312,3204,13236,1803,5899,1390,7337,1297,21076,2846,7524,1615,13552,2020,42721,3478,11467,1653,4587,1079,6880,1307,31254,2901,11002,1745,20252,2239,471980,12854,231731,8970,137042,7392,88560,6038,48482,3663,94689,5009,81354,4616,13335,1752,240249,9151,138355,7205,82461,5167,55894,4369,101894,4814,71580,4004,30314,2415,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,59938,4508,9918,1782,4334,1067,1241,599,299,252,942,509,3093,950,1718,684,1375,516,5584,1166,1501,607,989,565,512,304,4083,1042,1855,596,2228,846,50020,4367,26009,2943,16025,2697,11940,2384,4085,1313,9984,1255,8868,1236,1116,468,24011,2307,14139,1902,9333,1532,4806,1122,9872,1411,6868,1262,3004,837,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,25879,3074,3659,946,932,431,604,397,247,213,357,329,328,234,0,274,328,234,2727,897,794,434,516,293,278,315,1933,730,499,283,1434,668,22220,2869,10078,1800,5938,1321,3199,928,2739,885,4140,1116,3388,990,752,441,12142,1840,7319,1452,4274,1018,3045,1008,4823,1009,3531,919,1292,612,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5579,1189,1892,759,1091,679,612,566,258,283,354,369,479,335,164,210,315,203,801,375,258,203,151,187,107,113,543,362,308,310,235,205,3687,986,1803,672,1162,587,843,556,319,259,641,320,542,302,99,88,1884,516,755,356,684,352,71,100,1129,393,731,311,398,222,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,4856,1236,851,641,531,538,109,135,72,121,37,63,422,473,367,458,55,91,320,313,63,107,0,286,63,107,257,292,0,286,257,292,4005,1049,2027,740,766,427,457,316,309,261,1261,550,884,499,377,283,1978,655,1122,499,769,468,353,259,856,400,661,367,195,167,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,143120,9475,24307,2526,12237,1797,2785,800,1217,520,1568,522,9452,1769,3788,1174,5664,1370,12070,1820,2357,737,518,432,1839,641,9713,1640,3325,943,6388,1228,118813,9001,59746,5334,31852,3435,22930,3124,8922,1619,27894,3143,24713,3119,3181,814,59067,5176,28881,3205,16449,2325,12432,2043,30186,3174,20334,2423,9852,1775,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
