GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001MA,B20017G_001EA,B20017G_002EA,B20017G_002MA,B20017G_003EA,B20017G_003MA,B20017G_004MA,B20017G_004EA,B20017G_005MA,B20017G_005EA,B20017G_006MA,B20017G_006EA,B20017G_007EA,B20017G_007MA,state
0400000US01,17940,3897,19105,4238,35739,10507,8463,2260,16490,4878,29408,7500,5798,1704,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22192,2184,26638,7273,38667,5052,15910,5153,18253,2616,31489,2410,9785,3616,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21491,1141,24418,3268,31332,3836,10874,3564,18192,3159,29758,2569,7592,1734,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15636,3713,18145,7759,33066,8658,6438,1891,14707,4264,23057,3338,5225,1464,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25319,1011,30802,982,45655,1439,11021,701,20524,1127,35717,1372,10201,564,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,25173,2618,30854,2430,38684,2893,10139,2359,16915,2611,32009,3195,8558,1912,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,23780,4836,31309,3259,42428,6244,4784,2968,17198,4193,29264,3677,8403,2763,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23947,5180,22141,8865,37267,13235,3947,1800,25197,4711,31379,12049,11786,3938,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34868,15137,35571,37455,73090,21219,6229,6717,34523,17403,44736,26350,2499,0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,"2,500-",***,11
0400000US12,22176,1177,24561,1538,31448,1525,10954,1676,19673,1651,30995,2348,8807,1303,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,21042,1554,24638,3347,38243,6653,13259,2882,16875,2809,30065,3993,7440,1495,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,26487,1059,31824,2314,41292,2689,10997,1596,23254,1409,31029,1197,9336,1878,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,16943,2944,18750,6318,29763,6737,9821,8645,15155,6812,26998,5985,6440,1744,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,22528,3184,24756,4076,41125,2636,8547,3311,20267,3156,32834,1885,8254,1318,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,18553,2196,23055,3840,32097,2248,8201,1796,13389,4331,26112,2793,6366,1205,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,18110,3913,22739,4494,30148,3965,8251,3706,12016,6116,26858,14093,6725,1684,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18751,2137,22122,3075,32184,6110,7139,1891,13485,4784,25933,7470,7126,1395,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,16815,2626,19617,3410,37475,8000,6052,2701,15295,3716,25311,3935,10391,6290,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16122,4590,29449,4269,35430,5342,12279,8295,10120,2240,22354,6338,5666,1690,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21489,6625,21678,9348,31190,2270,8640,2126,21175,11905,24708,6144,10617,3668,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,30390,2773,36215,6059,46541,10237,9165,3953,27669,3420,41846,3854,7887,2071,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,27071,2181,29721,3077,43417,6750,16263,3672,23466,3844,37218,10457,9227,2883,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21391,1288,26552,3536,36974,2389,10038,1950,17162,2978,30228,3482,8446,2031,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,19113,3539,24814,6873,38333,6361,9010,6316,16415,3169,31224,3622,7753,2477,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19417,3239,19266,7572,26617,9934,10114,9595,19571,3320,28306,10673,6991,4651,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,16788,1943,21204,3301,32705,4373,7136,3140,14131,2676,22328,3941,6744,1127,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15840,1761,17258,7397,33196,10209,9141,7053,12611,4613,25096,10946,5633,2227,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16519,3197,22113,4186,26448,4879,7628,7940,11831,3043,25189,9605,6313,5512,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22185,2373,25790,2532,33226,7987,11499,2478,18654,4397,30066,5763,7607,4405,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28136,5105,31418,10074,39914,18933,16724,18552,19018,10120,32083,4469,10186,9857,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,24231,3074,28795,5484,45189,7308,12259,5328,21390,2479,35244,3758,11387,1987,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
