GEO_ID,B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,NAME,B25013_001MA,B25013_001EA,B25013_002MA,B25013_002EA,B25013_003EA,B25013_003MA,B25013_004EA,B25013_004MA,B25013_005MA,B25013_005EA,B25013_006MA,B25013_006EA,B25013_007MA,B25013_007EA,B25013_008EA,B25013_008MA,B25013_009MA,B25013_009EA,B25013_010EA,B25013_010MA,B25013_011MA,B25013_011EA,state
0400000US01,1788692,9253,1261475,13183,220306,6871,380925,8667,349025,7887,311219,7790,527217,11869,131314,7047,163691,7211,153809,5184,78403,5121,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,11437,1356,35805,2424,51073,2651,48704,2611,86233,3244,9052,1665,27380,2535,34850,2465,14951,1773,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,183692,6578,329945,8848,521592,10884,467228,9843,701556,12519,133334,7034,190837,7930,248375,8386,129010,7158,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,127450,4682,241612,6175,206080,6825,161683,6030,350717,8790,76823,4166,125868,6117,104875,5882,43151,3481,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,898241,16788,1292143,16437,2234113,21298,2645641,25564,5027756,31936,1153172,19847,1138196,19511,1527700,20521,1208688,19204,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,94263,4535,258754,8256,363241,7812,517437,8954,585342,11059,90320,5806,158663,6976,195049,8148,141310,5870,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,76829,4260,234352,7003,224955,5711,383807,8722,403895,8863,81656,5084,135828,6859,92339,4769,94072,4894,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,25874,2032,67250,3535,62660,2988,74076,3202,87780,3942,19055,2255,29243,2933,22358,2584,17124,1922,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,9101,1324,13017,1621,18860,1631,64540,2834,142695,3688,28107,2620,35280,3218,25381,2429,53927,2806,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,582427,12485,1340857,14877,1506372,18548,1474293,18948,2144851,23516,417378,11162,672908,16009,656830,14812,397735,10142,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
