GEO_ID,B19301C_001E,B19301C_001M,NAME,B19301C_001MA,B19301C_001EA,state
0400000US01,18885,2111,Alabama,null,null,01
0400000US02,14287,997,Alaska,null,null,02
0400000US04,10518,443,Arizona,null,null,04
0400000US05,14894,1558,Arkansas,null,null,05
0400000US06,23112,1184,California,null,null,06
0400000US08,21250,2212,Colorado,null,null,08
0400000US09,20432,5984,Connecticut,null,null,09
0400000US10,20277,6793,Delaware,null,null,10
0400000US11,38476,15355,District of Columbia,null,null,11
0400000US12,20222,2870,Florida,null,null,12
0400000US13,17965,2102,Georgia,null,null,13
0400000US15,33316,12622,Hawaii,null,null,15
0400000US16,14957,2357,Idaho,null,null,16
0400000US17,21136,2443,Illinois,null,null,17
0400000US18,21790,4240,Indiana,null,null,18
0400000US19,16539,3707,Iowa,null,null,19
0400000US20,15710,1640,Kansas,null,null,20
0400000US21,18386,4160,Kentucky,null,null,21
0400000US22,16804,2683,Louisiana,null,null,22
0400000US23,13613,2289,Maine,null,null,23
0400000US24,24081,4250,Maryland,null,null,24
0400000US25,23350,4801,Massachusetts,null,null,25
0400000US26,18382,1497,Michigan,null,null,26
0400000US27,17464,1860,Minnesota,null,null,27
0400000US28,11538,2027,Mississippi,null,null,28
0400000US29,21644,5235,Missouri,null,null,29
0400000US30,13538,2090,Montana,null,null,30
0400000US31,11237,1684,Nebraska,null,null,31
0400000US32,17456,2268,Nevada,null,null,32
0400000US33,18269,3614,New Hampshire,null,null,33
0400000US34,19133,4351,New Jersey,null,null,34
0400000US35,11211,612,New Mexico,null,null,35
0400000US36,19619,1846,New York,null,null,36
0400000US37,14620,973,North Carolina,null,null,37
0400000US38,13627,1437,North Dakota,null,null,38
0400000US39,16898,2089,Ohio,null,null,39
0400000US40,14433,522,Oklahoma,null,null,40
0400000US41,15658,1827,Oregon,null,null,41
0400000US42,19964,3786,Pennsylvania,null,null,42
0400000US44,13799,3826,Rhode Island,null,null,44
0400000US45,15610,2645,South Carolina,null,null,45
0400000US46,8458,639,South Dakota,null,null,46
0400000US47,20532,6214,Tennessee,null,null,47
0400000US48,20362,1976,Texas,null,null,48
0400000US49,11843,1587,Utah,null,null,49
0400000US50,23650,10110,Vermont,null,null,50
0400000US51,26898,2997,Virginia,null,null,51
0400000US53,15895,996,Washington,null,null,53
0400000US54,10185,4821,West Virginia,null,null,54
0400000US55,16624,1232,Wisconsin,null,null,55
0400000US56,13639,2255,Wyoming,null,null,56
0400000US72,9176,2386,Puerto Rico,null,null,72
