GEO_ID,B17001I_001E,B17001I_001M,B17001I_002E,B17001I_002M,B17001I_003E,B17001I_003M,B17001I_004E,B17001I_004M,B17001I_005E,B17001I_005M,B17001I_006E,B17001I_006M,B17001I_007E,B17001I_007M,B17001I_008E,B17001I_008M,B17001I_009E,B17001I_009M,B17001I_010E,B17001I_010M,B17001I_011E,B17001I_011M,B17001I_012E,B17001I_012M,B17001I_013E,B17001I_013M,B17001I_014E,B17001I_014M,B17001I_015E,B17001I_015M,B17001I_016E,B17001I_016M,B17001I_017E,B17001I_017M,B17001I_018E,B17001I_018M,B17001I_019E,B17001I_019M,B17001I_020E,B17001I_020M,B17001I_021E,B17001I_021M,B17001I_022E,B17001I_022M,B17001I_023E,B17001I_023M,B17001I_024E,B17001I_024M,B17001I_025E,B17001I_025M,B17001I_026E,B17001I_026M,B17001I_027E,B17001I_027M,B17001I_028E,B17001I_028M,B17001I_029E,B17001I_029M,B17001I_030E,B17001I_030M,B17001I_031E,B17001I_031M,B17001I_032E,B17001I_032M,B17001I_033E,B17001I_033M,B17001I_034E,B17001I_034M,B17001I_035E,B17001I_035M,B17001I_036E,B17001I_036M,B17001I_037E,B17001I_037M,B17001I_038E,B17001I_038M,B17001I_039E,B17001I_039M,B17001I_040E,B17001I_040M,B17001I_041E,B17001I_041M,B17001I_042E,B17001I_042M,B17001I_043E,B17001I_043M,B17001I_044E,B17001I_044M,B17001I_045E,B17001I_045M,B17001I_046E,B17001I_046M,B17001I_047E,B17001I_047M,B17001I_048E,B17001I_048M,B17001I_049E,B17001I_049M,B17001I_050E,B17001I_050M,B17001I_051E,B17001I_051M,B17001I_052E,B17001I_052M,B17001I_053E,B17001I_053M,B17001I_054E,B17001I_054M,B17001I_055E,B17001I_055M,B17001I_056E,B17001I_056M,B17001I_057E,B17001I_057M,B17001I_058E,B17001I_058M,B17001I_059E,B17001I_059M,NAME,B17001I_001MA,B17001I_001EA,B17001I_002EA,B17001I_002MA,B17001I_003EA,B17001I_003MA,B17001I_004EA,B17001I_004MA,B17001I_005EA,B17001I_005MA,B17001I_006MA,B17001I_006EA,B17001I_007EA,B17001I_007MA,B17001I_008EA,B17001I_008MA,B17001I_009EA,B17001I_009MA,B17001I_010EA,B17001I_010MA,B17001I_011EA,B17001I_011MA,B17001I_012MA,B17001I_012EA,B17001I_013MA,B17001I_013EA,B17001I_014MA,B17001I_014EA,B17001I_015EA,B17001I_015MA,B17001I_016EA,B17001I_016MA,B17001I_017MA,B17001I_017EA,B17001I_018MA,B17001I_018EA,B17001I_019MA,B17001I_019EA,B17001I_020MA,B17001I_020EA,B17001I_021EA,B17001I_021MA,B17001I_022EA,B17001I_022MA,B17001I_023MA,B17001I_023EA,B17001I_024MA,B17001I_024EA,B17001I_025MA,B17001I_025EA,B17001I_026EA,B17001I_026MA,B17001I_027EA,B17001I_027MA,B17001I_028MA,B17001I_028EA,B17001I_029MA,B17001I_029EA,B17001I_030MA,B17001I_030EA,B17001I_031EA,B17001I_031MA,B17001I_032EA,B17001I_032MA,B17001I_033MA,B17001I_033EA,B17001I_034MA,B17001I_034EA,B17001I_035MA,B17001I_035EA,B17001I_036EA,B17001I_036MA,B17001I_037EA,B17001I_037MA,B17001I_038MA,B17001I_038EA,B17001I_039MA,B17001I_039EA,B17001I_040MA,B17001I_040EA,B17001I_041EA,B17001I_041MA,B17001I_042EA,B17001I_042MA,B17001I_043MA,B17001I_043EA,B17001I_044MA,B17001I_044EA,B17001I_045MA,B17001I_045EA,B17001I_046EA,B17001I_046MA,B17001I_047EA,B17001I_047MA,B17001I_048MA,B17001I_048EA,B17001I_049MA,B17001I_049EA,B17001I_050MA,B17001I_050EA,B17001I_051EA,B17001I_051MA,B17001I_052EA,B17001I_052MA,B17001I_053EA,B17001I_053MA,B17001I_054EA,B17001I_054MA,B17001I_055EA,B17001I_055MA,B17001I_056MA,B17001I_056EA,B17001I_057EA,B17001I_057MA,B17001I_058EA,B17001I_058MA,B17001I_059EA,B17001I_059MA,state
0400000US01,98298,1980,28096,3637,13388,2280,2868,778,464,255,1389,539,1068,419,17,32,461,287,1094,459,3123,917,2006,665,279,181,161,216,313,308,145,148,14708,1974,1686,693,532,316,2315,690,785,395,148,144,564,411,2492,769,4092,1145,1200,498,285,171,282,241,125,154,202,208,70202,4271,41705,2854,3095,700,696,297,3472,898,1698,711,267,215,753,315,7460,1538,12208,1172,5934,1132,3387,934,1803,626,512,323,420,299,28497,2333,3746,924,263,174,3978,1066,1338,679,546,278,528,261,3215,812,4805,889,5174,1092,2449,637,1201,606,657,364,597,375,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30545,564,4657,2014,2286,1320,201,311,0,233,279,269,119,184,0,233,168,210,769,643,350,290,286,296,0,233,114,132,0,233,0,233,2371,1053,423,532,290,255,296,300,234,248,0,233,168,188,335,323,140,133,267,249,49,84,139,135,30,56,0,233,25888,2101,13154,1724,1797,736,344,273,1334,505,1359,546,74,109,279,167,1521,627,1714,732,2093,716,1798,700,673,279,168,137,0,233,12734,1562,1147,596,388,390,997,479,1106,536,220,177,580,271,1460,671,1887,597,2043,628,1827,753,701,391,161,127,217,167,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1657324,4660,372959,21690,172888,12346,35056,3497,5792,1528,30003,3864,14364,2403,4059,1120,5496,1181,17602,2482,24415,3789,15964,2774,10016,1538,5380,1168,3217,949,1524,558,200071,11672,30656,3586,4930,1263,28952,3856,12259,2283,3921,1382,5481,1059,28811,3211,39235,4126,22353,2202,10438,1671,5996,1271,4371,1022,2668,770,1284365,21933,681661,12924,67003,3905,13751,2266,72119,4665,35118,3313,11952,1511,22546,1804,86144,2831,141036,3555,104629,2744,65032,1747,34935,1145,17782,1049,9614,710,602704,11632,65305,3647,13370,2318,67902,4908,34042,3257,10416,1736,23008,1869,66593,3239,102210,4324,85330,2284,64417,1733,36041,1448,19907,1144,14163,977,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,126453,2143,31016,4157,14393,2363,1941,712,547,450,2147,707,1004,433,262,201,350,194,3121,1029,2792,977,1467,558,563,346,143,163,56,88,0,260,16623,2434,3580,1132,277,187,2358,692,808,349,233,190,1007,545,2304,945,3326,1202,1322,649,828,473,228,230,114,170,238,229,95437,4407,51783,3021,6597,1080,818,417,5071,1083,2118,751,868,364,1657,566,7152,1416,12068,1267,7689,1049,5113,1376,1500,555,969,440,163,202,43654,2694,4425,976,1333,507,5634,915,2590,779,434,317,1164,472,5948,1138,8113,1321,7008,1217,3798,1307,2423,701,475,342,309,259,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12432277,10477,2485541,60524,1145339,33007,180165,9957,35446,3719,193996,9672,96891,6664,28631,3274,53499,4619,122338,7157,155869,7923,133571,7358,74858,5492,38200,3743,19365,2947,12510,2349,1340202,33692,178634,9055,36501,4558,188796,8819,94545,8308,29814,3872,50886,3746,159402,8182,229859,9218,182650,7987,88852,5733,51180,3904,26842,3184,22241,2909,9946736,62378,5179487,34138,493403,9496,84826,5436,548360,13252,289664,9098,89133,3953,171545,5422,627365,7511,994801,8635,840157,7562,541795,5464,271425,3715,136066,3270,90947,2537,4767249,34225,467017,9657,91045,5920,522033,12387,268327,9194,89302,5336,162054,6412,535198,8463,787049,9160,712505,8246,533457,5980,296876,3979,169223,3656,133163,2991,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,886465,1863,187722,12174,88990,6443,15301,2040,2681,1244,12850,2572,6161,1422,2392,855,3750,815,10164,1854,16437,3045,8003,1753,5504,1541,3220,746,1275,624,1252,431,98732,7200,14303,2179,2882,955,12813,2329,4946,1205,2052,747,2581,720,12751,2092,20154,2392,11053,1763,5384,1075,4733,1067,2315,676,2765,665,698743,12277,371061,6649,34343,2298,6792,1349,35247,2557,22646,2678,3864,909,11151,1440,43742,2263,81954,3400,58673,2055,36431,1817,20179,1270,10215,1030,5824,853,327682,7388,35632,2493,5657,1053,37778,3046,18408,2335,5990,1232,10302,1435,34294,2375,57924,2449,47577,2423,35925,1819,18956,1117,11251,1020,7988,903,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,367719,1475,83081,8810,33650,4140,5133,1398,1109,592,5782,1275,2105,858,979,483,1282,530,3629,1297,4974,1827,3732,1070,2077,869,1326,615,1010,393,512,353,49431,5594,6135,1273,1521,946,5399,1176,3340,994,1332,503,1886,659,5953,1331,8113,1550,6187,1245,3703,1102,2509,781,2638,939,715,522,284638,8616,149051,4244,12546,1404,2799,766,15206,1600,7032,1140,3053,741,4914,886,17097,1392,29422,2105,26694,1241,16634,1100,8308,733,3784,582,1562,468,135587,5475,11319,1432,2019,649,13290,1818,7951,1520,2669,798,3578,846,13684,1384,23546,1600,25488,1456,16076,1249,9621,983,3600,969,2746,575,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,49997,239,14195,3180,6744,1540,1169,458,257,249,887,371,182,148,51,91,229,297,1261,547,1089,595,1365,587,60,102,117,194,77,90,0,262,7451,1935,1260,564,225,322,936,481,520,400,105,117,124,131,942,421,1851,536,876,546,298,227,209,210,40,71,65,119,35802,3172,19358,1611,1799,476,176,156,1897,553,912,367,534,235,440,205,1917,513,4341,654,3911,812,1846,684,790,357,342,221,453,323,16444,1876,2138,523,73,97,1989,607,973,461,406,225,451,277,1798,580,2431,517,3059,589,1609,337,893,352,361,310,263,228,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,45623,451,8031,2182,3385,1419,154,218,0,286,290,269,396,378,0,286,0,286,223,288,1628,914,563,294,78,132,0,286,0,286,53,91,4646,1301,321,272,74,116,573,481,157,176,89,146,0,286,435,202,1333,541,425,484,259,221,359,396,205,257,416,323,37592,2246,20905,1444,2492,218,243,311,1380,567,508,395,0,286,300,384,2233,288,5496,914,3750,294,2420,132,1393,363,308,338,382,277,16687,1371,1889,508,0,286,2145,688,550,419,0,286,213,235,935,202,3967,540,2948,484,2045,221,1145,396,466,271,384,215,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3397291,3722,595612,26906,262095,14953,36153,4481,6590,1348,34828,4092,13596,2547,4584,1147,10293,1925,29294,3664,33191,4690,31967,3839,19078,2638,16646,2573,12931,2306,12944,2100,333517,14457,33626,4373,5408,1508,27940,3535,12749,2067,5455,1230,10505,2152,39547,3127,53657,4871,43153,4267,26340,2787,24756,2688,25664,2745,24717,2115,2801679,26954,1442855,15950,107432,4578,17106,2401,114399,4897,59442,4370,18868,2208,41634,3032,154190,3925,261416,5007,258748,3927,181830,3067,106783,3097,74924,2354,46083,2141,1358824,14035,103543,4283,18215,2672,112343,4315,57512,3992,18986,2736,34594,2419,117251,3460,207916,5246,235513,4212,184312,3095,119124,2676,85310,2794,64205,2031,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
