GEO_ID,B18025_001E,B18025_001M,B18025_002E,B18025_002M,B18025_003E,B18025_003M,B18025_004E,B18025_004M,B18025_005E,B18025_005M,B18025_006E,B18025_006M,B18025_007E,B18025_007M,B18025_008E,B18025_008M,B18025_009E,B18025_009M,B18025_010E,B18025_010M,B18025_011E,B18025_011M,B18025_012E,B18025_012M,B18025_013E,B18025_013M,B18025_014E,B18025_014M,B18025_015E,B18025_015M,B18025_016E,B18025_016M,B18025_017E,B18025_017M,B18025_018E,B18025_018M,B18025_019E,B18025_019M,B18025_020E,B18025_020M,B18025_021E,B18025_021M,B18025_022E,B18025_022M,B18025_023E,B18025_023M,B18025_024E,B18025_024M,B18025_025E,B18025_025M,B18025_026E,B18025_026M,B18025_027E,B18025_027M,B18025_028E,B18025_028M,B18025_029E,B18025_029M,B18025_030E,B18025_030M,B18025_031E,B18025_031M,NAME,B18025_001MA,B18025_001EA,B18025_002MA,B18025_002EA,B18025_003MA,B18025_003EA,B18025_004MA,B18025_004EA,B18025_005MA,B18025_005EA,B18025_006MA,B18025_006EA,B18025_007MA,B18025_007EA,B18025_008MA,B18025_008EA,B18025_009MA,B18025_009EA,B18025_010MA,B18025_010EA,B18025_011MA,B18025_011EA,B18025_012EA,B18025_012MA,B18025_013EA,B18025_013MA,B18025_014MA,B18025_014EA,B18025_015MA,B18025_015EA,B18025_016MA,B18025_016EA,B18025_017EA,B18025_017MA,B18025_018EA,B18025_018MA,B18025_019MA,B18025_019EA,B18025_020MA,B18025_020EA,B18025_021MA,B18025_021EA,B18025_022EA,B18025_022MA,B18025_023EA,B18025_023MA,B18025_024EA,B18025_024MA,B18025_025MA,B18025_025EA,B18025_026MA,B18025_026EA,B18025_027EA,B18025_027MA,B18025_028EA,B18025_028MA,B18025_029EA,B18025_029MA,B18025_030MA,B18025_030EA,B18025_031MA,B18025_031EA,state
0400000US01,2894176,5043,129327,4797,60694,3860,13582,2139,1575,661,12007,2115,47112,3024,5135,1198,41977,2807,68633,3447,11143,1685,1490,638,9653,1519,57490,3295,4528,1207,52962,2995,2764849,6163,1340036,5207,533278,4413,379670,6543,153608,5963,806758,4482,642030,6726,164728,5662,1424813,4042,554059,4657,319592,7504,234467,8289,870754,4645,560724,7718,310030,7532,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426990,1889,11914,1650,4891,1045,890,445,227,233,663,414,4001,944,632,271,3369,875,7023,1226,1007,478,343,244,664,396,6016,1164,824,374,5192,1015,415076,2726,210187,2028,79004,1608,53389,1853,25615,1831,131183,1876,103484,2832,27699,2242,204889,1739,79697,1257,47568,2245,32129,2311,125192,1557,89264,2386,35928,2241,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3667827,4564,100951,5933,42093,3283,10595,1515,2565,794,8030,1298,31498,2773,4223,1045,27275,2517,58858,4776,12454,1998,2490,832,9964,1805,46404,4068,6916,1324,39488,3592,3566876,7994,1791298,5322,775409,4472,589042,6521,186367,7272,1015889,3968,819775,7888,196114,6685,1775578,7028,742020,4533,438232,7679,303788,7931,1033558,4712,677305,7101,356253,7061,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1738224,3831,79221,4642,35578,3257,6890,1322,1577,573,5313,1330,28688,3072,3103,928,25585,2727,43643,2943,8859,1320,1593,626,7266,1278,34784,2437,3862,1174,30922,2498,1659003,6120,816169,4364,331836,4446,241216,5529,90620,4867,484333,3743,381154,5013,103179,3971,842834,4107,331917,3443,203334,5392,128583,5167,510917,3896,346698,5963,164219,5286,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22906307,11669,577016,14018,241980,8797,62187,5296,12690,2227,49497,4666,179793,7386,31702,3018,148091,6375,335036,9310,59336,4790,12639,2231,46697,4219,275700,9075,41097,3752,234603,8521,22329291,18225,11191131,13768,4680163,11911,3264241,18760,1415922,20564,6510968,9075,5298506,17501,1212462,17277,11138160,13005,4542388,10303,2567986,17948,1974402,20856,6595772,9751,4261859,20840,2333913,20919,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3053504,4420,62213,3977,26109,2290,8708,1340,2690,820,6018,1159,17401,1772,3474,821,13927,1491,36104,3142,6192,1339,1324,465,4868,1288,29912,2672,5577,1181,24335,2521,2991291,5938,1517849,3860,633065,3805,488347,6014,144718,5837,884784,3675,738999,5689,145785,5303,1473442,5201,597186,3882,389419,7513,207767,7795,876256,4138,630909,6158,245347,7204,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2215438,3697,55058,4357,24808,2838,6351,1446,2399,1024,3952,949,18457,2596,5427,1705,13030,2428,30250,2733,5746,1210,2137,847,3609,910,24504,2704,5606,1367,18898,2127,2160380,5891,1059092,3689,369217,3063,261106,4737,108111,4772,689875,3037,580405,5309,109470,4641,1101288,4155,368531,3124,236686,5203,131845,5217,732757,3166,537076,5812,195681,5735,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,535270,1881,14562,1843,5730,952,1533,664,367,318,1166,611,4197,787,999,427,3198,658,8832,1541,1205,552,363,274,842,455,7627,1360,1576,641,6051,1202,520708,2736,253836,1748,97082,1483,71532,2125,25550,2006,156754,1005,129058,2265,27696,1991,266872,2155,99668,1451,67096,2821,32572,2819,167204,1644,118196,3160,49008,2459,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,349668,1304,10752,1713,3834,1084,1346,709,260,231,1086,664,2488,832,320,245,2168,773,6918,1127,1375,756,793,636,582,403,5543,937,571,301,4972,985,338916,2166,162165,1496,67960,1170,47732,1633,20228,1847,94205,915,73391,2435,20814,2198,176751,1286,75849,1036,52417,2112,23432,1993,100902,1038,68398,2628,32504,2517,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10879045,9146,338900,10329,149893,7316,30453,4520,6708,1867,23745,4013,119440,6091,19293,2840,100147,5466,189007,7284,29705,2897,7357,1559,22348,2230,159302,5876,20883,2558,138419,5524,10540145,13855,5175773,11685,1975865,8210,1428493,12019,547372,11282,3199908,8262,2591331,15051,608577,13261,5364372,9758,1975416,7719,1210379,11744,765037,11799,3388956,6538,2261980,15116,1126976,13617,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
