GEO_ID,C18013_001E,C18013_001M,C18013_002E,C18013_002M,C18013_003E,C18013_003M,C18013_004E,C18013_004M,C18013_005E,C18013_005M,C18013_006E,C18013_006M,C18013_007E,C18013_007M,C18013_008E,C18013_008M,C18013_009E,C18013_009M,C18013_010E,C18013_010M,C18013_011E,C18013_011M,C18013_012E,C18013_012M,C18013_013E,C18013_013M,C18013_014E,C18013_014M,C18013_015E,C18013_015M,C18013_016E,C18013_016M,C18013_017E,C18013_017M,C18013_018E,C18013_018M,C18013_019E,C18013_019M,NAME,C18013_001MA,C18013_001EA,C18013_002MA,C18013_002EA,C18013_003EA,C18013_003MA,C18013_004EA,C18013_004MA,C18013_005EA,C18013_005MA,C18013_006MA,C18013_006EA,C18013_007MA,C18013_007EA,C18013_008EA,C18013_008MA,C18013_009EA,C18013_009MA,C18013_010EA,C18013_010MA,C18013_011MA,C18013_011EA,C18013_012MA,C18013_012EA,C18013_013EA,C18013_013MA,C18013_014EA,C18013_014MA,C18013_015EA,C18013_015MA,C18013_016EA,C18013_016MA,C18013_017MA,C18013_017EA,C18013_018MA,C18013_018EA,C18013_019MA,C18013_019EA,state
0400000US01,989923,5026,44536,3686,7292,1382,3377,973,3915,869,37244,3337,18504,2498,11792,1948,5557,1214,1391,615,945387,6543,236148,6842,41138,3511,195010,5963,709239,9230,135131,7628,255392,8405,191608,7128,127108,6061,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138421,1810,6539,1347,1842,775,1068,513,774,508,4697,1090,920,446,2214,671,1290,641,273,235,131882,2052,30111,2761,9345,1342,20766,2263,101771,2883,11842,2044,44032,2820,30451,2720,15446,1686,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1376250,3156,39840,3641,10881,1909,3712,886,7169,1760,28959,3009,9493,1765,12044,1914,5832,1352,1590,494,1336410,5092,317157,10380,56300,4454,260857,9646,1019253,10841,217771,8382,348797,10362,276234,10409,176451,7790,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,601456,4266,28731,3428,5518,1571,2244,722,3274,1290,23213,2917,7229,1658,12416,1983,2956,940,612,436,572725,5967,133472,5374,26048,2580,107424,5323,439253,6932,77001,5268,178244,5791,112702,5795,71306,4385,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8280110,7277,202274,9564,57330,5385,19705,2737,37625,4098,144944,7460,49694,4837,53405,4089,32207,3242,9638,1824,8077836,11862,2229150,27849,325587,10804,1903563,25486,5848686,29527,1363027,28828,1739767,30287,1406996,21621,1338896,20048,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1120749,3806,33040,3032,7999,1543,2923,951,5076,1145,25041,2603,8159,1581,9293,1722,5775,1221,1814,733,1087709,4894,265758,7001,42824,3706,222934,7064,821951,7858,137442,6374,231511,8819,212289,8623,240709,8120,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,651205,1909,18975,2255,5706,1219,2457,641,3249,863,13269,1978,3336,834,6911,1508,2219,626,803,389,632230,3046,169547,5665,27370,2463,142177,5520,462683,5675,54890,4926,156359,6483,103775,5330,147659,5199,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,178206,1196,5936,1485,1395,558,666,362,729,451,4541,1375,1545,871,2013,752,933,491,50,83,172270,1832,40799,3320,7278,1292,33521,3086,131471,3738,22628,2578,47256,3555,27686,2786,33901,2537,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,136787,565,4367,1194,700,460,474,410,226,193,3667,1134,1473,717,1568,853,284,235,342,209,132420,1369,29852,2553,2931,881,26921,2371,102568,2729,12019,2161,22020,2480,14366,1727,54163,2831,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3540211,7309,113880,5731,27482,3067,13165,2094,14317,2165,86398,5180,32575,3202,34723,3599,14915,2438,4185,1168,3426331,9396,875638,16092,154627,6527,721011,14293,2550693,19137,443527,13474,922745,18531,669625,17498,514796,13081,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2142658,5635,69740,4779,14728,2351,6670,1699,8058,1803,55012,3918,21845,2801,22151,2793,8307,1518,2709,848,2072918,8153,478641,11925,86826,4932,391815,11564,1594277,14007,300491,10639,534716,14823,383454,12773,375616,9597,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,248610,2418,5750,1417,1268,543,393,350,875,434,4482,1213,1597,726,2024,725,655,347,206,155,242860,2922,64353,3391,8947,1373,55406,2917,178507,4268,12975,2525,75554,4609,54058,3543,35920,3059,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,329626,2270,14977,2552,2609,825,1215,537,1394,575,12368,2719,2662,905,6300,1997,3321,1325,85,147,314649,3481,76129,3254,13829,1681,62300,2949,238520,4054,42436,3492,84503,5091,73255,3709,38326,2843,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2867723,3878,76233,5107,20114,2537,7917,1742,12197,2040,56119,3958,17464,2473,26086,2763,9718,1575,2851,796,2791490,6777,751572,13046,117156,6205,634416,12464,2039918,13857,307494,11660,621624,14934,543167,12860,567633,11783,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1355845,4048,51885,3882,10723,1448,6255,1252,4468,1014,41162,3436,18451,2316,14022,1725,7524,1445,1165,491,1303960,5206,322665,8519,58273,3073,264392,7458,981295,10052,152047,6679,364727,11509,272244,8260,192277,8229,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,631480,2834,27339,2760,6158,1287,2960,1061,3198,746,21181,2517,5219,1262,9308,1654,5807,1476,847,499,604141,3692,162146,5209,29701,2275,132445,5165,441995,5808,46744,4297,139692,5601,145298,4468,110261,5072,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,613002,3627,22236,2521,4867,1096,2355,811,2512,735,17369,2080,4860,1190,8654,1464,3009,908,846,446,590766,4182,166939,4988,27169,2018,139770,4902,423827,6274,57604,4366,137769,6398,128378,5364,100076,4419,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
