GEO_ID,B23004_001E,B23004_001M,B23004_002E,B23004_002M,B23004_003E,B23004_003M,B23004_004E,B23004_004M,B23004_005E,B23004_005M,B23004_006E,B23004_006M,B23004_007E,B23004_007M,B23004_008E,B23004_008M,B23004_009E,B23004_009M,B23004_010E,B23004_010M,B23004_011E,B23004_011M,B23004_012E,B23004_012M,B23004_013E,B23004_013M,B23004_014E,B23004_014M,B23004_015E,B23004_015M,B23004_016E,B23004_016M,B23004_017E,B23004_017M,B23004_018E,B23004_018M,B23004_019E,B23004_019M,NAME,B23004_001MA,B23004_001EA,B23004_002EA,B23004_002MA,B23004_003EA,B23004_003MA,B23004_004MA,B23004_004EA,B23004_005MA,B23004_005EA,B23004_006MA,B23004_006EA,B23004_007EA,B23004_007MA,B23004_008EA,B23004_008MA,B23004_009EA,B23004_009MA,B23004_010MA,B23004_010EA,B23004_011MA,B23004_011EA,B23004_012EA,B23004_012MA,B23004_013EA,B23004_013MA,B23004_014EA,B23004_014MA,B23004_015MA,B23004_015EA,B23004_016MA,B23004_016EA,B23004_017EA,B23004_017MA,B23004_018EA,B23004_018MA,B23004_019EA,B23004_019MA,state
0400000US18,727171,1996,138878,4647,109836,3769,87122,3384,85590,3332,1532,514,22714,2225,29042,2115,22269,1873,21970,1861,299,219,6773,1002,588293,4991,271963,3993,1273,402,270690,3977,316330,2335,451,218,315879,2314,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,402167,1534,88735,3750,68730,3273,53209,2706,52215,2715,994,427,15521,1762,20005,1629,14163,1456,13897,1452,266,193,5842,940,313432,3775,131244,3297,548,314,130696,3333,182188,1892,368,248,181820,1918,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,330128,1631,75485,3672,56828,2915,45373,2863,44469,2808,904,412,11455,1436,18657,1678,14376,1395,14132,1404,244,193,4281,813,254643,3633,110853,2768,628,268,110225,2783,143790,2142,145,140,143645,2132,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,495885,1811,82478,3577,66873,3147,53079,3220,51847,3262,1232,417,13794,1444,15605,2080,12149,1768,11671,1738,478,380,3456,704,413407,3641,215435,3246,715,365,214720,3278,197972,2285,163,175,197809,2283,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,498883,2359,84551,3843,68524,3602,55115,3075,54302,3023,813,402,13409,1646,16027,1656,11720,1655,11619,1637,101,155,4307,764,414332,4147,209412,4137,651,356,208761,4119,204920,2819,123,147,204797,2823,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,181315,684,34499,2347,27633,1921,20898,1486,20056,1487,842,487,6735,1320,6866,1290,4835,1006,4614,1031,221,206,2031,666,146816,2405,66680,1905,287,175,66393,1919,80136,1350,215,276,79921,1392,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,609450,1888,126639,4953,102506,4215,84616,3976,83292,4008,1324,453,17890,1979,24133,1997,18848,1877,18459,1895,389,258,5285,869,482811,5172,219589,4265,1540,555,218049,4186,263222,2431,535,414,262687,2459,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,796788,1392,154757,5561,119595,4652,97260,4546,94965,4535,2295,594,22335,2619,35162,2804,27938,2607,27181,2633,757,383,7224,1295,642031,5810,264135,4528,2311,1030,261824,4802,377896,3186,978,492,376918,3220,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1194502,2166,183814,5344,143347,4896,112323,4544,108300,4498,4023,930,31024,2166,40467,2387,29395,2130,28574,2072,821,413,11072,1200,1010688,5503,458944,4921,2106,594,456838,4990,551744,2713,855,424,550889,2774,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,577318,1511,119756,3611,94765,3144,73732,2771,72148,2783,1584,445,21033,1488,24991,1952,17836,1791,17428,1728,408,269,7155,942,457562,3784,202330,3306,667,332,201663,3378,255232,1999,198,155,255034,1993,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,337462,2123,58359,3538,50455,3352,40050,2982,38744,2893,1306,530,10405,1709,7904,1122,5672,924,5672,924,0,288,2232,712,279103,3938,144640,3574,432,251,144208,3590,134463,2516,318,246,134145,2483,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,721138,2255,135548,5019,106134,3938,84377,3307,82750,3283,1627,644,21757,1843,29414,2468,21821,1965,21586,1974,235,181,7593,1356,585590,5151,283272,4084,768,331,282504,4152,302318,2887,1079,978,301239,3209,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,121064,846,23476,1547,18930,1373,13868,1398,13235,1344,633,284,5062,797,4546,857,3196,685,3196,685,0,231,1350,460,97588,1807,47736,1621,114,100,47622,1609,49852,1019,16,27,49836,1020,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,217917,1118,58087,2292,43980,1789,35867,1911,35359,1930,508,256,8113,1027,14107,1399,10227,1235,10008,1195,219,185,3880,630,159830,2609,65850,1980,509,310,65341,1989,93980,1752,91,102,93889,1752,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,267676,1232,62163,3461,50256,2895,40669,2829,39324,2798,1345,590,9587,1622,11907,1780,9006,1525,8679,1530,327,247,2901,892,205513,3500,109596,2743,599,301,108997,2659,95917,2280,48,78,95869,2284,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,151321,652,32066,1785,26172,1563,21300,1541,21112,1579,188,168,4872,903,5894,1008,4233,831,4088,821,145,148,1661,541,119255,1847,54354,1586,216,212,54138,1586,64901,1082,122,138,64779,1098,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1068010,2206,201572,5124,156895,5332,130898,5180,127067,5113,3831,760,25997,2254,44677,2928,35404,2507,34290,2405,1114,496,9273,1646,866438,5718,372752,5775,3339,905,369413,5723,493686,3295,204,149,493482,3327,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,227685,1797,38126,2270,32258,2267,25866,2177,25597,2131,269,203,6392,1064,5868,1116,4382,900,4382,900,0,282,1486,586,189559,2764,97346,2640,592,318,96754,2641,92213,2159,118,123,92095,2153,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2370873,2310,398264,8673,309218,7410,260292,7244,252597,7081,7695,1157,48926,2894,89046,4279,70670,3893,69257,3976,1413,552,18376,1750,1972609,8952,889371,7512,5361,1139,884010,7592,1083238,4574,934,380,1082304,4668,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,985875,2887,187027,5938,151136,5327,121876,5244,118930,5224,2946,682,29260,2302,35891,2747,28420,2321,27909,2287,511,307,7471,1208,798848,6320,399690,6055,1488,498,398202,6044,399158,3508,519,284,398639,3488,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,86655,608,22323,1593,16988,1363,12603,1224,12331,1234,272,183,4385,727,5335,754,3453,645,3438,646,15,25,1882,530,64332,1631,24564,1438,111,119,24453,1423,39768,860,27,32,39741,859,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1430984,2125,254767,5365,200990,4679,159336,3904,155752,3830,3584,769,41654,2458,53777,3683,38590,2927,37992,2838,598,279,15187,1838,1176217,5647,525126,5238,2607,642,522519,5336,651091,3986,874,401,650217,4017,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,441763,2536,86162,2942,68440,2738,55674,2645,54856,2627,818,409,12766,1274,17722,1467,12952,1234,12756,1231,196,161,4770,904,355601,3592,183612,3265,814,333,182798,3292,171989,2339,134,136,171855,2345,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,447408,1752,71853,3507,59359,3228,45273,2969,44188,2906,1085,388,14086,1557,12494,1504,8610,1322,8210,1295,400,330,3884,839,375555,3682,168602,3211,682,336,167920,3271,206953,1780,263,209,206690,1792,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1754466,1926,281223,6569,213028,5765,172732,5114,168225,5154,4507,1265,40296,2679,68195,3480,52000,2979,51190,2958,810,362,16195,1929,1473243,6695,615872,6059,3095,732,612777,6159,857371,3831,1215,486,856156,3840,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,139961,878,23336,2004,17771,1696,15202,1572,15148,1587,54,91,2569,619,5565,1078,4504,1032,4443,1009,61,101,1061,457,116625,2300,44688,1984,553,512,44135,2063,71937,1364,0,284,71937,1364,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,505588,1595,91558,4041,76125,3750,62213,3465,60142,3369,2071,680,13912,1449,15433,1409,12284,1361,11971,1332,313,227,3149,869,414030,4617,215077,4359,1115,486,213962,4351,198953,2732,471,269,198482,2732,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,101090,685,25347,1716,19394,1562,14469,1325,13967,1323,502,316,4925,773,5953,915,4180,740,4170,742,10,19,1773,466,75743,1795,31385,1524,151,171,31234,1539,44358,1104,18,32,44340,1101,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,708653,2415,123823,4802,99214,4550,79290,3770,77392,3735,1898,650,19924,2228,24609,2149,18546,1922,17955,1860,591,355,6063,1040,584830,5123,310785,4762,867,452,309918,4746,274045,2340,261,206,273784,2368,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2147849,4677,430909,10127,354500,8174,289174,7179,283145,7380,6029,1176,65326,3984,76409,4124,58137,3762,57135,3722,1002,421,18272,2030,1716940,10581,863039,9144,6506,1484,856533,9080,853901,5414,1596,501,852305,5468,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,205548,902,39165,2420,32351,2221,25500,1935,24947,1890,553,336,6851,1185,6814,878,5224,737,5185,746,39,66,1590,482,166383,2524,80965,2376,395,260,80570,2279,85418,1072,54,69,85364,1072,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,76815,431,17271,1605,13979,1290,11488,1280,11131,1262,357,240,2491,530,3292,753,2639,736,2618,737,21,37,653,250,59544,1521,26662,1213,124,122,26538,1204,32882,742,0,211,32882,742,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,823048,2563,167473,4941,138095,4177,111110,3641,109549,3554,1561,585,26985,2261,29378,2196,22041,2226,21709,2141,332,244,7337,1223,655575,4842,318780,4690,2419,754,316361,4672,336795,3302,386,238,336409,3291,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,683774,1915,110603,3967,89963,3683,71530,3245,69669,3214,1861,644,18433,1907,20640,1990,15395,1907,14818,1935,577,306,5245,919,573171,4201,271137,4081,864,414,270273,4034,302034,2494,115,134,301919,2507,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,266385,1132,30804,2288,24828,2058,18662,1689,18347,1677,315,189,6166,1015,5976,978,4652,864,4652,864,0,266,1324,427,235581,2511,117749,2242,105,94,117644,2241,117832,1328,46,81,117786,1334,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,674464,1647,127883,3527,100179,3000,78712,2845,76519,2728,2193,535,21467,1629,27704,1929,20638,1720,20225,1686,413,388,7066,935,546581,3780,244816,3317,885,469,243931,3327,301765,2147,138,115,301627,2164,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,59221,805,14042,1449,11211,1125,9187,1087,8991,1057,196,208,2024,537,2831,782,1920,683,1920,683,0,258,911,421,45179,1530,20982,1176,73,119,20909,1169,24197,1122,69,108,24128,1120,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,479272,0,36872,2768,30196,2506,24558,2107,24012,2050,546,343,5638,1168,6676,1097,5067,930,4998,943,69,86,1609,483,442400,2770,244313,2801,1155,533,243158,2825,198087,1579,436,226,197651,1639,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
