GEO_ID,B19121_001E,B19121_001M,B19121_002E,B19121_002M,B19121_003E,B19121_003M,B19121_004E,B19121_004M,B19121_005E,B19121_005M,NAME,B19121_001EA,B19121_001MA,B19121_002MA,B19121_002EA,B19121_003MA,B19121_003EA,B19121_004MA,B19121_004EA,B19121_005MA,B19121_005EA,state
0400000US01,46086,694,22696,887,32654,910,61481,833,79835,2000,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,67084,2192,25934,7333,46051,2386,80312,2805,94019,6580,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,51458,583,30695,891,37492,904,68335,1085,81350,2047,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,43134,747,21880,836,30793,642,56368,1076,70746,2978,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,61476,280,27168,638,43107,622,79153,586,88566,1019,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,62470,758,30968,1695,41544,920,74682,1104,90940,2103,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,75541,1039,31936,1391,51877,1261,89273,1459,106214,2362,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,63863,1969,36918,2984,45182,2911,77895,2368,93691,5322,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51411,4400,11514,2277,35349,3843,91787,8298,96071,15422,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,50465,334,31778,629,36796,478,65597,654,80545,1159,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,53744,637,21452,677,36412,637,69605,850,82763,1884,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,66472,1675,32349,2537,45306,1739,78382,2314,103828,3552,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,48775,1089,28891,1584,34898,1441,57189,1171,70948,3694,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,61174,480,27988,720,41650,622,75382,590,91325,1465,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,54077,584,28241,673,37552,868,66629,571,84570,1646,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,54971,598,30275,988,36099,828,64003,839,79845,1992,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,53998,760,29085,1271,36631,842,64676,1087,80301,2540,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,46214,508,21182,744,32647,914,61928,805,78525,2310,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45730,686,19713,684,31968,813,63555,1095,80720,1918,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,52338,1076,24441,1730,35700,1314,63358,1498,80349,3472,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,74879,1064,35481,1340,48929,1323,90166,1168,106501,1995,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,71655,747,25312,1174,49930,1161,86478,1353,104539,1702,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,57277,519,29378,577,41263,532,71900,542,89683,1369,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,63998,616,31752,877,42766,879,73963,734,90539,1406,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,40917,798,17989,776,28382,1038,57029,1063,70437,2194,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,51477,427,27056,829,35423,723,64511,600,81800,1340,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,47959,1287,29221,1415,31763,1814,57162,1221,72788,3134,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,55073,791,26045,1412,36138,1045,62132,851,80135,2529,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,57079,1062,32547,2105,39409,1851,70787,1461,84945,4216,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,67354,1440,29902,3195,45608,2112,76590,1684,99533,4090,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,75311,751,31307,1019,51881,794,91705,1121,110383,1900,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,44097,855,25279,2056,31672,942,60395,1570,69692,2421,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,59686,520,23585,628,41554,438,77401,675,96893,1262,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,49339,512,24456,754,33265,630,63423,619,76558,1692,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,53103,1408,27135,2178,36952,1715,59087,1269,74442,2875,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,54086,438,26664,458,38502,621,68139,529,86398,1097,Ohio,null,null,null,null,null,null,null,null,null,null,39
