GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001MA,B17001A_001EA,B17001A_002MA,B17001A_002EA,B17001A_003EA,B17001A_003MA,B17001A_004EA,B17001A_004MA,B17001A_005MA,B17001A_005EA,B17001A_006MA,B17001A_006EA,B17001A_007MA,B17001A_007EA,B17001A_008EA,B17001A_008MA,B17001A_009EA,B17001A_009MA,B17001A_010MA,B17001A_010EA,B17001A_011MA,B17001A_011EA,B17001A_012MA,B17001A_012EA,B17001A_013EA,B17001A_013MA,B17001A_014EA,B17001A_014MA,B17001A_015MA,B17001A_015EA,B17001A_016MA,B17001A_016EA,B17001A_017MA,B17001A_017EA,B17001A_018EA,B17001A_018MA,B17001A_019EA,B17001A_019MA,B17001A_020EA,B17001A_020MA,B17001A_021MA,B17001A_021EA,B17001A_022MA,B17001A_022EA,B17001A_023EA,B17001A_023MA,B17001A_024EA,B17001A_024MA,B17001A_025EA,B17001A_025MA,B17001A_026EA,B17001A_026MA,B17001A_027EA,B17001A_027MA,B17001A_028EA,B17001A_028MA,B17001A_029EA,B17001A_029MA,B17001A_030EA,B17001A_030MA,B17001A_031EA,B17001A_031MA,B17001A_032EA,B17001A_032MA,B17001A_033EA,B17001A_033MA,B17001A_034MA,B17001A_034EA,B17001A_035MA,B17001A_035EA,B17001A_036EA,B17001A_036MA,B17001A_037EA,B17001A_037MA,B17001A_038EA,B17001A_038MA,B17001A_039EA,B17001A_039MA,B17001A_040MA,B17001A_040EA,B17001A_041MA,B17001A_041EA,B17001A_042EA,B17001A_042MA,B17001A_043EA,B17001A_043MA,B17001A_044EA,B17001A_044MA,B17001A_045MA,B17001A_045EA,B17001A_046MA,B17001A_046EA,B17001A_047EA,B17001A_047MA,B17001A_048EA,B17001A_048MA,B17001A_049EA,B17001A_049MA,B17001A_050MA,B17001A_050EA,B17001A_051MA,B17001A_051EA,B17001A_052MA,B17001A_052EA,B17001A_053EA,B17001A_053MA,B17001A_054EA,B17001A_054MA,B17001A_055MA,B17001A_055EA,B17001A_056MA,B17001A_056EA,B17001A_057MA,B17001A_057EA,B17001A_058EA,B17001A_058MA,B17001A_059EA,B17001A_059MA,state
0400000US01,3144844,5095,361386,15463,153013,9250,15790,2057,2316,683,17653,2562,9448,2344,2272,709,5266,1198,26639,3096,17525,2157,19755,2787,13321,1954,11789,1666,7556,1318,3683,740,208373,8374,14424,1984,2727,852,16004,1768,7859,1569,2533,810,5220,1398,33003,2547,30803,3196,25410,3223,18782,1966,18161,1532,14264,1595,19183,1745,2783458,15855,1393552,9926,79313,1994,16646,2128,96203,4215,55000,4033,20393,1929,34915,2188,113979,3205,184205,2801,210996,3078,220047,2899,175048,1878,113032,1580,73775,835,1389906,8507,76450,2221,16021,1839,92572,3817,49618,3352,16250,1751,35231,1853,98032,2750,170904,2965,205195,3311,219914,2114,181053,1618,125954,1605,102712,1840,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,440821,2664,33664,3586,17118,2269,1188,502,421,311,1799,546,736,300,253,191,469,339,3705,1223,1450,532,2122,701,2071,619,1831,571,515,345,558,265,16546,2136,577,372,501,351,1827,762,708,446,363,282,491,282,2762,820,2091,703,2442,658,2055,597,1635,538,418,232,676,264,407157,5005,208797,3101,12422,892,2893,862,17253,1416,7504,1192,3044,746,6669,800,19090,1256,24675,804,34106,891,40240,861,26528,722,9875,505,4498,342,198360,3085,13238,923,2936,823,16061,1555,8213,1318,3013,596,5953,660,17490,1139,24617,1060,31804,810,38428,920,21923,712,8710,272,5974,310,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4422286,22798,503940,22751,220126,11444,30156,3648,3836,1363,27812,3454,13110,2169,3984,1117,6264,1373,32198,3778,27217,3582,23423,2791,19871,2259,16262,2010,8066,1370,7927,1144,283814,15014,31448,5102,4805,1341,26952,4057,11325,2344,3844,1350,6408,1460,46100,4057,46027,4451,29476,3175,23137,2851,22457,2290,14688,1762,17147,1863,3918346,29379,1971678,14227,124429,4330,24722,2704,142848,5401,80445,4051,27253,2648,50823,2813,166364,4542,282495,5191,287685,3936,278233,3247,221299,2281,164788,1635,120294,1444,1946668,18814,118306,5569,23882,2666,140537,6144,71640,4118,25114,2843,51676,3364,144313,4574,244858,5449,269796,4128,282784,3338,238685,2995,175292,1857,159785,2102,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2128092,7546,286715,11981,125180,7203,14059,1958,1703,468,14882,2204,7072,1321,2101,765,4788,1071,17979,2365,14806,1738,12477,1890,13141,1481,11534,1510,5523,1041,5115,889,161535,6624,13837,2083,1803,589,13004,1814,7303,1273,2830,746,4857,962,21971,2087,22196,2322,17944,2047,15910,1762,13611,1610,12142,1427,14127,1490,1841377,13910,922770,7734,52978,1973,11913,1718,68688,3269,31947,2501,12985,1508,24315,2011,77541,2788,119824,2311,139686,2435,139229,1912,113866,1532,79486,1281,50312,914,918607,7952,48798,2166,9918,1555,58331,3136,35963,2352,10581,1110,22580,1425,69608,2221,111958,2710,135447,2466,139641,1909,120949,1571,85134,1456,69699,1515,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21404731,79506,2382691,63092,1075477,35196,123495,9190,23507,2771,138690,9293,67420,5771,25301,3504,44018,4798,149100,7645,135964,8239,132130,8657,102875,6985,72912,4550,31450,3812,28615,2863,1307214,33341,125163,7928,23852,3298,129374,8468,66001,7252,22336,3338,46443,4099,187535,8665,191143,9329,173114,8404,122408,7741,98989,6154,49232,3703,71624,4590,19022040,85489,9566818,48120,610221,10792,115430,7024,746929,15280,408101,11838,133276,5127,264742,7796,803208,12548,1296944,13583,1514395,13776,1475467,10279,1066175,6316,618288,4936,513642,3783,9455222,43815,578983,9122,113589,7194,706665,14812,391371,11450,131870,5878,244181,6677,731685,11216,1152879,12433,1410670,12227,1468884,10199,1097311,8010,684764,5394,742370,5571,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3800540,16367,373811,18851,171104,9638,20157,2833,3130,1373,19643,3057,7831,1565,2696,873,5912,1574,32774,3392,24000,3012,16820,2265,16648,2355,11624,1614,4658,1057,5211,1252,202707,11377,19748,3170,2949,949,17418,3002,5885,1195,2653,889,4581,1083,37170,3477,35317,3919,23796,2630,16824,2112,14814,1904,9090,1565,12462,1715,3426729,21599,1736854,12923,113867,3051,22984,2345,130568,3725,75536,3825,23819,1807,45838,2115,143269,3867,275718,5256,279393,2928,273852,2763,183701,2165,100865,1495,67444,1447,1689875,12536,107519,3473,21579,2569,127508,4306,68250,3507,23484,1931,44123,2185,127426,3928,239958,4332,262727,3346,277805,2489,184624,2248,106805,1872,98067,1899,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2748308,10821,160436,12550,67872,6611,5954,1703,1796,789,7681,1992,2270,927,817,413,3230,1085,7239,1830,7864,2214,9471,2151,7406,1621,6353,1492,3536,967,4255,972,92564,7396,6437,1403,1411,970,5772,1674,3502,1016,1325,656,2199,734,10578,2269,12214,2104,11295,1846,9685,1590,9783,1953,5831,1025,12532,1971,2587872,13707,1269192,7972,72920,1796,14655,1803,101236,3492,53094,2932,18781,1888,35675,2133,95752,2655,134417,3066,205432,2370,219963,2067,156573,1600,80753,964,79941,1020,1318680,7508,67650,1937,13111,1209,93067,3157,54493,3202,18155,1943,34185,2162,86186,2353,132353,2331,213326,2358,224949,1796,164151,2065,96336,1423,120718,2105,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,601052,3314,48442,5254,20245,2931,1568,673,207,184,1823,640,630,351,579,290,853,558,4606,1228,1955,816,2246,778,2228,784,1501,509,1133,541,916,382,28197,3393,2168,1008,274,335,1813,683,1311,593,349,278,867,524,6484,1799,3603,961,3433,920,1993,689,2359,673,1634,463,1909,627,552610,5520,274184,3001,16211,752,3450,1102,18287,1368,11185,1179,3829,593,6779,737,20957,1233,35088,830,42933,1026,43338,1030,33752,614,21639,578,16736,533,278426,3637,14679,923,2614,693,19145,1302,9181,1214,3768,782,5864,792,17775,1930,34675,925,42233,870,44659,822,35843,739,24602,588,23388,629,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,166485,2861,15016,2932,5937,1357,181,234,151,243,55,95,166,268,0,286,47,78,2112,513,1240,546,451,309,655,520,483,368,175,168,221,179,9079,2038,769,611,74,116,351,319,74,116,130,122,168,228,1866,580,2092,732,640,399,568,300,854,509,817,704,676,449,151469,3218,75513,1981,3813,728,728,392,2000,552,1150,414,165,156,874,195,4254,623,20076,833,15662,511,10085,673,9249,501,4434,187,3023,270,75956,1977,3402,650,397,275,2536,599,1077,415,193,137,536,368,5297,634,22733,779,12618,653,8933,531,9415,466,4064,620,4755,408,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13288461,25406,1352891,37769,570326,19646,48856,5339,9528,1879,51022,4565,27040,3421,10894,2009,23236,3187,81346,6396,56254,5005,64307,5383,59571,4629,61427,5037,40090,3251,36755,3270,782565,21485,53105,5241,10295,1909,51536,4943,25794,3419,10490,1802,20267,3017,108679,6021,94674,5668,88494,5574,83561,5741,84002,4522,66807,4288,84861,5535,11935570,42631,5923623,24519,316897,6178,63808,5029,395435,10123,216385,9476,72825,4244,143697,3837,448317,7441,690298,8605,883207,6641,892562,5719,722942,5313,574345,4093,502905,2880,6011947,22469,298142,5952,59930,4635,371339,8456,208555,6893,68765,4453,137730,4830,395901,6908,645272,7137,855433,5864,902376,6608,780716,4927,629497,4386,658291,4957,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
