GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001MA,B21005_001EA,B21005_002EA,B21005_002MA,B21005_003MA,B21005_003EA,B21005_004EA,B21005_004MA,B21005_005EA,B21005_005MA,B21005_006MA,B21005_006EA,B21005_007EA,B21005_007MA,B21005_008MA,B21005_008EA,B21005_009MA,B21005_009EA,B21005_010EA,B21005_010MA,B21005_011EA,B21005_011MA,B21005_012MA,B21005_012EA,B21005_013MA,B21005_013EA,B21005_014MA,B21005_014EA,B21005_015EA,B21005_015MA,B21005_016EA,B21005_016MA,B21005_017MA,B21005_017EA,B21005_018MA,B21005_018EA,B21005_019MA,B21005_019EA,B21005_020EA,B21005_020MA,B21005_021EA,B21005_021MA,B21005_022EA,B21005_022MA,B21005_023MA,B21005_023EA,B21005_024MA,B21005_024EA,B21005_025EA,B21005_025MA,B21005_026EA,B21005_026MA,B21005_027EA,B21005_027MA,B21005_028MA,B21005_028EA,B21005_029MA,B21005_029EA,B21005_030MA,B21005_030EA,B21005_031EA,B21005_031MA,B21005_032EA,B21005_032MA,B21005_033MA,B21005_033EA,B21005_034MA,B21005_034EA,state
0400000US01,2772037,3030,989923,5026,33070,3447,28116,3309,25833,3284,2283,696,4954,1604,956853,5952,728597,10046,647981,10985,80616,5058,228256,7921,1287880,4448,125099,5367,106920,5334,100545,4941,6375,1544,18179,2139,1162781,7577,893583,9103,850955,9500,42628,3422,269198,6841,494234,2571,97695,3980,61371,3896,59485,3780,1886,587,36324,2508,396539,4481,207493,5526,201432,5702,6061,1048,189046,5069,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,404813,1496,138421,1810,9921,1584,8511,1422,8326,1440,185,149,1410,603,128500,2310,99613,2759,87016,2799,12597,1698,28887,2249,201863,1756,31272,2453,28046,2194,26224,2205,1822,686,3226,771,170591,2947,139506,3508,130167,3658,9339,1310,31085,2413,64529,1111,19417,1356,13214,1310,12406,1297,808,303,6203,927,45112,1509,27078,1629,25407,1493,1671,628,18034,1576,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3503599,2614,1376250,3156,43012,3893,36819,3284,34050,3355,2769,1225,6193,1375,1333238,4703,1042306,10006,956193,10883,86113,6135,290932,9131,1549074,2629,144762,7150,124619,7076,119621,7094,4998,1169,20143,2226,1404312,7574,1120491,10164,1068482,10733,52009,4306,283821,7729,578275,1189,125954,4064,79129,4132,75000,4138,4129,993,46825,2982,452321,4086,253505,6229,245116,6037,8389,1321,198816,5187,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1660178,2397,601456,4266,23203,2685,20443,2626,18233,2473,2210,887,2760,781,578253,5059,451674,7630,407258,7872,44416,3289,126579,6007,759172,3922,76590,4292,62615,4009,59843,4125,2772,671,13975,2120,682582,5716,539853,6355,513136,6281,26717,2880,142729,5418,299550,1760,62182,3041,38303,2889,36045,2761,2258,687,23879,1828,237368,3612,129861,4817,125793,4711,4068,946,107507,4153,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21842343,5133,8280110,7277,190592,8840,163995,8687,150594,8424,13401,2325,26597,2815,8089518,10997,6117747,24385,5533232,24240,584515,14914,1971771,23399,10231273,6104,566943,12770,482311,12123,456948,11600,25363,2798,84632,4359,9664330,14841,7616074,27190,7204880,28303,411194,11674,2048256,23178,3330960,3126,553167,10922,376391,9174,359922,9056,16469,1787,176776,6256,2777793,11119,1696939,14907,1611414,14434,85525,4715,1080854,15405,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2929102,2621,1120749,3806,40103,4203,35307,4080,33406,3915,1901,860,4796,1416,1080646,5994,881207,10200,814624,10812,66583,4726,199439,7809,1367005,3574,127493,5529,113972,5002,107705,5077,6267,1458,13521,1863,1239512,6227,1043296,8138,992998,8350,50298,4393,196216,6435,441348,2077,103193,3190,73106,2915,69493,2924,3613,945,30087,1844,338155,3834,218559,5248,208763,5339,9796,1270,119596,4485,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2116798,1766,651205,1909,15725,2258,13686,2199,12631,2099,1055,637,2039,995,635480,2865,511906,6177,462583,6538,49323,4068,123574,5877,1082674,2094,60341,3402,53510,3071,50816,2985,2694,956,6831,1691,1022333,3551,858536,6384,820738,7303,37798,2962,163797,5478,382919,910,69663,3133,51143,3155,49409,3103,1734,459,18520,1971,313256,3185,217237,5012,207551,5390,9686,1326,96019,4352,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,513988,1148,178206,1196,6491,1569,5519,1519,5015,1430,504,416,972,586,171715,1817,139313,3768,127832,3665,11481,1874,32402,3140,245743,1147,22390,2332,19996,2281,19350,2239,646,453,2394,746,223353,2565,184681,3280,176693,3268,7988,1584,38672,2663,90039,746,19696,1404,13372,1453,13021,1417,351,236,6324,1085,70343,1624,41951,2220,40765,2192,1186,423,28392,1965,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,339925,726,136787,565,3251,1116,3213,1110,2888,1051,325,305,38,64,133536,1262,107765,3029,97316,2878,10449,1669,25771,2658,147590,506,8592,1486,6463,1257,5860,1243,603,393,2129,862,138998,1577,113100,2810,103678,2649,9422,1556,25898,2491,55548,563,6737,1064,4478,923,4168,910,310,300,2259,744,48811,1178,31701,1720,28974,1912,2727,935,17110,1650,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10407817,5527,3540211,7309,122532,6253,107545,5912,100911,5649,6634,1678,14987,2009,3417679,9249,2672867,16420,2438263,15635,234604,9684,744812,14650,4921513,6620,435976,10598,373530,10497,357985,10779,15545,2605,62446,3594,4485537,12588,3609482,18699,3442973,19298,166509,7216,876055,14854,1946093,3504,381340,8009,244704,7060,235258,6701,9446,1715,136636,5758,1564753,8582,896639,11254,857271,11147,39368,3560,668114,10208,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
