GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,C08124_043E,C08124_043M,C08124_044E,C08124_044M,C08124_045E,C08124_045M,C08124_046E,C08124_046M,C08124_047E,C08124_047M,C08124_048E,C08124_048M,NAME,C08124_001EA,C08124_001MA,C08124_002MA,C08124_002EA,C08124_003MA,C08124_003EA,C08124_004EA,C08124_004MA,C08124_005EA,C08124_005MA,C08124_006EA,C08124_006MA,C08124_007EA,C08124_007MA,C08124_008MA,C08124_008EA,C08124_009MA,C08124_009EA,C08124_010MA,C08124_010EA,C08124_011EA,C08124_011MA,C08124_012EA,C08124_012MA,C08124_013MA,C08124_013EA,C08124_014EA,C08124_014MA,C08124_015EA,C08124_015MA,C08124_016EA,C08124_016MA,C08124_017EA,C08124_017MA,C08124_018EA,C08124_018MA,C08124_019MA,C08124_019EA,C08124_020MA,C08124_020EA,C08124_021EA,C08124_021MA,C08124_022EA,C08124_022MA,C08124_023EA,C08124_023MA,C08124_024MA,C08124_024EA,C08124_025EA,C08124_025MA,C08124_026EA,C08124_026MA,C08124_027EA,C08124_027MA,C08124_028EA,C08124_028MA,C08124_029MA,C08124_029EA,C08124_030MA,C08124_030EA,C08124_031EA,C08124_031MA,C08124_032EA,C08124_032MA,C08124_033EA,C08124_033MA,C08124_034EA,C08124_034MA,C08124_035MA,C08124_035EA,C08124_036EA,C08124_036MA,C08124_037EA,C08124_037MA,C08124_038EA,C08124_038MA,C08124_039MA,C08124_039EA,C08124_040MA,C08124_040EA,C08124_041MA,C08124_041EA,C08124_042MA,C08124_042EA,C08124_043MA,C08124_043EA,C08124_044MA,C08124_044EA,C08124_045MA,C08124_045EA,C08124_046MA,C08124_046EA,C08124_047MA,C08124_047EA,C08124_048MA,C08124_048EA,state
0400000US01,1941250,15984,584727,15037,286410,10599,500560,11074,13061,2307,217273,7868,333792,10985,5427,1184,1629930,17410,507944,13646,229549,9769,436080,10733,7086,1285,169418,6963,275289,10860,4564,1128,211259,9675,48325,3674,35825,3672,42754,3877,4117,1436,38416,3614,41439,3723,383,294,8368,1974,1799,867,3107,1515,844,503,16,31,582,307,2020,657,0,270,48274,3893,9147,1391,11885,2366,8934,1555,1163,785,5601,1281,11220,2043,324,204,43419,3740,17512,2101,6044,1524,11948,1696,679,414,3256,1058,3824,1031,156,209,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,102271,4376,45248,3138,73372,3701,2877,829,38168,2981,28915,2153,3839,949,200952,5850,70616,3930,27519,2414,53678,3578,1402,601,25925,2780,18573,1634,3239,882,44555,3263,13660,1646,8421,1627,10092,1556,530,338,6437,1465,5194,1243,221,158,3573,956,798,414,841,402,1002,509,0,233,252,240,680,468,0,233,33543,2467,11833,1341,5499,955,6271,1092,807,468,4645,839,4109,928,379,303,12067,1657,5364,1131,2968,857,2329,658,138,154,909,557,359,230,0,233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,838769,12957,443933,13151,695551,13898,13478,2608,309597,9399,266499,9760,7237,1501,1945061,18773,662516,12512,306759,10072,548518,13551,6939,1392,213945,7643,200260,9139,6124,1427,366261,11954,86087,6655,77948,6626,80721,6336,3965,2411,73251,6619,43689,4941,600,366,48964,5040,10676,2752,15755,2933,12553,2198,1003,647,3395,1726,5529,1502,53,88,110756,6118,31014,3451,28938,3698,23347,3706,1175,740,13207,2452,12615,1812,460,272,104022,5974,48476,3958,14533,2278,30412,3199,396,263,5799,1582,4406,1165,0,291,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,345131,9008,191780,7329,299559,9016,17156,1901,129127,5520,216105,7182,2028,627,981220,13090,294181,8286,150052,6322,259883,8143,11010,1603,94720,4746,169882,6269,1492,565,147902,7532,32752,3414,25211,2739,25567,3197,3694,1070,27068,3151,33444,3657,166,147,4007,1402,350,365,1015,561,944,516,48,64,358,425,1292,1045,0,260,36505,3253,7187,1254,9399,1869,5593,1219,1259,597,3889,936,8808,1670,370,260,31252,3349,10661,1780,6103,1136,7572,1735,1145,594,3092,1062,2679,966,0,260,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,5490424,37093,2506662,26877,3998292,35063,195116,9888,1500180,22921,1814512,27400,42148,4009,11503746,41684,4247235,31247,1673019,22429,3078177,32282,96174,5144,1060484,19527,1316954,23436,31703,3708,1946177,25740,499354,14745,339483,13217,428664,13128,71805,6925,310926,12668,291020,12138,4925,1337,734704,18065,207880,7987,197157,9183,186756,7272,4464,1824,40751,5053,96583,6794,1113,570,700194,18129,212821,9050,174935,8026,146824,7927,17509,2893,57300,5165,86508,5790,4297,1153,662513,13426,323134,9700,122068,6818,157871,5873,5164,1768,30719,4312,23447,3043,110,127,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,863756,13802,352886,10240,587543,11503,12427,1959,240662,8307,215166,8345,7821,1378,1741595,15152,667997,12172,252315,8330,468836,9968,7168,1321,172142,7288,167166,7112,5971,1144,229018,10071,66613,5109,42848,4507,45150,3531,2278,910,47248,4034,24088,2861,793,557,61884,4755,20794,2926,14947,2383,16273,2175,184,242,3258,1055,6384,1771,44,74,110733,4874,40928,3344,25279,2922,19868,2320,1825,1053,10212,2180,11737,2037,884,485,137031,6572,67424,4238,17497,2449,37416,3771,972,536,7802,1569,5791,1557,129,210,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,652308,11039,255428,9360,427504,9706,2960,760,144295,8077,172862,7583,1985,766,1343489,15545,537868,10930,195593,8443,349584,9265,1972,649,115869,7052,140925,6275,1678,732,136359,7808,40951,3769,27051,3713,30492,3299,339,270,18237,2697,19056,2884,233,191,70427,5133,28413,2905,13581,2341,21020,3014,0,274,2152,944,5261,1594,0,274,52884,4729,16252,2261,11890,1711,12778,2229,313,256,5995,2163,5582,1181,74,124,54183,3413,28824,2833,7313,1467,13630,1648,336,241,2042,802,2038,591,0,274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,145626,4968,58394,4768,102106,4992,3299,1120,41474,2803,45221,3648,913,446,318734,5922,122080,4631,40814,3623,83596,5019,1923,712,33623,2718,35836,3414,862,437,42058,3003,11529,1692,8819,1785,9624,1267,782,618,6122,1008,5182,1300,0,262,8588,1576,2014,616,2763,768,2516,955,0,262,536,468,759,394,0,262,13101,2349,3595,804,3037,1049,2262,897,540,435,927,493,2689,1145,51,83,14552,2167,6408,1286,2961,845,4108,1301,54,90,266,201,755,387,0,262,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,141429,4115,37954,3309,46730,3128,86,145,11670,2081,11664,1845,332,230,93803,3992,52889,3675,11067,1811,18805,1889,86,145,5243,1416,5507,1305,206,173,19246,2459,10109,1376,2921,966,2776,941,0,286,2042,843,1398,784,0,286,94260,4338,50349,3468,18206,2505,18691,2270,0,286,3706,1153,3182,1043,126,155,31446,2664,20486,1885,4444,997,4873,1026,0,286,387,388,1256,673,0,286,11110,1973,7596,1636,1316,587,1585,611,0,286,292,263,321,319,0,286,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,2432713,22867,1369917,27722,2195393,26723,51317,6714,892502,19449,737302,17500,21741,2513,6158873,32660,2032792,21992,1024527,21041,1823993,23776,24494,3482,648803,16569,587395,15495,16869,2180,851610,19203,200946,7584,179816,8991,188560,8209,17028,3344,177008,9588,85216,6072,3036,1136,138505,8946,20281,2969,55895,5397,35518,3995,1732,790,10521,2108,14511,2344,47,76,272572,11036,55356,4274,77401,6828,54559,4140,7152,4425,36519,3770,39843,4621,1742,627,279325,9541,123338,6512,32278,3610,92763,5042,911,559,19651,3339,10337,2172,47,79,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
