GEO_ID,B14001A_001E,B14001A_001M,B14001A_002E,B14001A_002M,B14001A_003E,B14001A_003M,B14001A_004E,B14001A_004M,B14001A_005E,B14001A_005M,B14001A_006E,B14001A_006M,B14001A_007E,B14001A_007M,NAME,B14001A_001EA,B14001A_001MA,B14001A_002MA,B14001A_002EA,B14001A_003MA,B14001A_003EA,B14001A_004MA,B14001A_004EA,B14001A_005EA,B14001A_005MA,B14001A_006EA,B14001A_006MA,B14001A_007MA,B14001A_007EA,state
0400000US39,9071733,10315,2274089,14817,250845,7935,964897,7254,517922,5848,540425,11166,6797644,11335,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2492813,7363,594535,6991,68811,3950,245001,4355,130964,3587,149759,5047,1898278,7183,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2979265,11243,718865,9502,72532,4126,300035,4946,163636,3725,182662,7396,2260400,11848,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9802226,12582,2324025,11465,250075,7332,979966,8299,542464,6139,551520,10444,7478201,14529,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,828444,6527,202869,4801,18820,2262,81992,3208,45071,1975,56986,3901,625575,6287,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2673940,6259,623597,8024,75417,4132,270940,4224,136625,3348,140615,6391,2050343,8837,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,632522,2089,152013,2457,17692,1596,64322,1618,35141,1448,34858,2307,480509,3021,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4463619,7010,1000732,10195,112231,4986,438965,6083,232456,4849,217080,8479,3462887,11729,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15277429,47662,4227561,30330,522655,15502,1846167,18023,934392,12600,924347,17982,11049868,35840,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2052615,7708,668932,8190,80005,3814,265623,3781,135746,3154,187558,6471,1383683,8834,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,564801,1260,138403,3385,13095,1309,57200,1432,33192,1321,34916,3018,426398,3333,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5062041,11732,1266905,11068,148559,6815,525035,7049,277353,5189,315958,8221,3795136,13370,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4819606,12482,1181132,12190,122791,6032,489768,6806,275095,5556,293478,7976,3638474,14257,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1628358,3650,362166,6281,35127,3167,159838,3612,82384,2904,84817,4363,1266192,5979,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4574447,7507,1138483,8969,118270,3315,460127,4212,270054,3852,290032,7206,3435964,10400,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,441071,2582,105316,3286,12415,1262,41816,1675,25840,1455,25245,2547,335755,3227,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2840815,19602,855588,11184,93778,4735,358931,6430,182365,4373,220514,6127,1985227,15493,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
