GEO_ID,C15001_001E,C15001_001M,C15001_002E,C15001_002M,C15001_003E,C15001_003M,C15001_004E,C15001_004M,C15001_005E,C15001_005M,C15001_006E,C15001_006M,C15001_007E,C15001_007M,C15001_008E,C15001_008M,C15001_009E,C15001_009M,C15001_010E,C15001_010M,C15001_011E,C15001_011M,C15001_012E,C15001_012M,C15001_013E,C15001_013M,C15001_014E,C15001_014M,C15001_015E,C15001_015M,C15001_016E,C15001_016M,C15001_017E,C15001_017M,C15001_018E,C15001_018M,C15001_019E,C15001_019M,C15001_020E,C15001_020M,C15001_021E,C15001_021M,C15001_022E,C15001_022M,C15001_023E,C15001_023M,C15001_024E,C15001_024M,C15001_025E,C15001_025M,C15001_026E,C15001_026M,C15001_027E,C15001_027M,C15001_028E,C15001_028M,C15001_029E,C15001_029M,C15001_030E,C15001_030M,C15001_031E,C15001_031M,C15001_032E,C15001_032M,C15001_033E,C15001_033M,C15001_034E,C15001_034M,C15001_035E,C15001_035M,C15001_036E,C15001_036M,C15001_037E,C15001_037M,C15001_038E,C15001_038M,C15001_039E,C15001_039M,C15001_040E,C15001_040M,C15001_041E,C15001_041M,C15001_042E,C15001_042M,C15001_043E,C15001_043M,C15001_044E,C15001_044M,C15001_045E,C15001_045M,C15001_046E,C15001_046M,C15001_047E,C15001_047M,C15001_048E,C15001_048M,C15001_049E,C15001_049M,C15001_050E,C15001_050M,C15001_051E,C15001_051M,C15001_052E,C15001_052M,C15001_053E,C15001_053M,NAME,C15001_001EA,C15001_001MA,C15001_002EA,C15001_002MA,C15001_003EA,C15001_003MA,C15001_004MA,C15001_004EA,C15001_005MA,C15001_005EA,C15001_006EA,C15001_006MA,C15001_007EA,C15001_007MA,C15001_008EA,C15001_008MA,C15001_009MA,C15001_009EA,C15001_010MA,C15001_010EA,C15001_011MA,C15001_011EA,C15001_012EA,C15001_012MA,C15001_013EA,C15001_013MA,C15001_014EA,C15001_014MA,C15001_015MA,C15001_015EA,C15001_016MA,C15001_016EA,C15001_017EA,C15001_017MA,C15001_018EA,C15001_018MA,C15001_019EA,C15001_019MA,C15001_020MA,C15001_020EA,C15001_021MA,C15001_021EA,C15001_022MA,C15001_022EA,C15001_023MA,C15001_023EA,C15001_024EA,C15001_024MA,C15001_025MA,C15001_025EA,C15001_026MA,C15001_026EA,C15001_027MA,C15001_027EA,C15001_028MA,C15001_028EA,C15001_029EA,C15001_029MA,C15001_030EA,C15001_030MA,C15001_031MA,C15001_031EA,C15001_032MA,C15001_032EA,C15001_033MA,C15001_033EA,C15001_034EA,C15001_034MA,C15001_035EA,C15001_035MA,C15001_036MA,C15001_036EA,C15001_037MA,C15001_037EA,C15001_038MA,C15001_038EA,C15001_039EA,C15001_039MA,C15001_040EA,C15001_040MA,C15001_041EA,C15001_041MA,C15001_042MA,C15001_042EA,C15001_043MA,C15001_043EA,C15001_044MA,C15001_044EA,C15001_045EA,C15001_045MA,C15001_046EA,C15001_046MA,C15001_047EA,C15001_047MA,C15001_048MA,C15001_048EA,C15001_049MA,C15001_049EA,C15001_050EA,C15001_050MA,C15001_051EA,C15001_051MA,C15001_052EA,C15001_052MA,C15001_053MA,C15001_053EA,state
0400000US01,3356850,1478,1590060,1971,209763,2910,52498,3546,77508,4631,68910,4091,10847,1551,281258,3463,51329,3797,84351,5079,85663,3881,59915,3591,309428,2783,50871,4006,108488,5150,80230,4450,69839,3855,549548,3091,98849,4320,170938,5415,144727,5030,135034,5127,240063,1556,81100,3348,65117,2581,48950,2796,44896,2256,1766790,1807,202453,3158,39945,3052,63203,4197,81671,4045,17634,2469,302433,4276,40926,3958,85763,4536,95960,4557,79784,3912,331126,3962,45926,3911,103302,5382,102619,5025,79279,4095,598157,3074,89566,4183,210620,6595,172736,5211,125235,5196,332621,1795,122339,4380,113404,3888,60252,3092,36626,2347,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,454226,326,230483,951,35165,1063,8342,1380,17248,1689,8472,1451,1103,487,37454,1534,2670,845,13839,1470,14213,1541,6732,1008,49509,1435,3623,927,16982,1750,17071,1740,11833,1385,88280,1503,6651,1260,24738,2081,30443,2182,26448,1945,20075,623,4351,629,5519,739,5451,712,4754,697,223743,885,31452,1216,7029,1245,11755,1456,11011,1354,1657,519,38824,1392,2511,790,9704,1364,15841,1381,10768,1355,48581,1102,2895,781,12625,1275,17079,1695,15982,1378,82805,1303,5999,813,22243,2053,29472,1971,25091,1691,22081,715,6034,849,6452,860,5462,715,4133,763,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4255951,1004,2096532,1331,281593,2199,72929,4958,102391,5827,92688,4977,13585,2355,431755,2796,84064,3928,121562,5606,133157,6349,92972,4338,409945,2177,71563,5307,98509,5826,130744,5385,109129,5284,642581,1635,86283,3907,137886,6122,217108,7076,201304,6256,330658,990,64936,3282,79843,3614,88356,4104,97523,4471,2159419,1278,271003,2024,50515,3775,88400,4889,110395,5318,21693,2627,403073,2140,62771,5060,105510,5219,131346,6024,103446,4792,396670,1722,55462,3479,97132,5290,141101,5882,102975,5215,683934,1852,86667,4490,168967,6221,256194,6530,172106,5416,404739,919,86786,3893,139487,4429,111209,4132,67257,3798,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2029097,1377,972070,2098,126737,2543,27982,2970,51378,3383,40859,3195,6518,1412,174080,2504,29516,2957,62983,3556,49169,3445,32412,3162,186492,2622,26920,2535,71409,3974,52727,3601,35436,2924,328457,2413,57217,3215,119208,4705,85227,4020,66805,3480,156304,1399,51249,2388,46043,2367,30353,1921,28659,2043,1057027,1776,125118,2537,21635,2105,46132,3028,47615,3340,9736,1564,178495,3267,23512,2505,57521,3579,54975,3418,42487,2785,195973,2460,21535,1937,69754,4248,62794,3061,41890,2999,350104,2303,54633,3781,129550,4963,97893,4363,68028,3783,207337,1252,72952,2806,75385,3118,39400,2381,19600,1810,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25623626,2156,12554595,3194,1691886,3680,390496,12402,595281,13771,596510,12910,109599,6620,2554471,4813,540995,14424,642950,15727,682335,13978,688191,14652,2709803,4298,589553,12682,587324,13964,704042,14078,828884,13223,4003355,4370,665384,11520,754128,14185,1202451,17271,1381392,16408,1595080,2522,378280,8832,337659,8585,396618,8438,482523,7284,13069031,2605,1632699,2990,287123,9412,513553,12986,674019,12605,158004,6699,2456032,4189,441895,11421,515109,12319,723407,12770,775621,11700,2674812,2935,505825,10245,549785,15720,799295,13641,819907,14454,4199464,3374,726954,14328,869916,16359,1364572,19351,1238022,16182,2106024,2291,593312,10605,611559,11100,529733,9477,371420,8067,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3386081,1418,1686317,2057,217038,2251,47902,3377,79131,5177,72642,4772,17363,2611,367608,2857,54410,3802,83460,5558,106596,5735,123142,5228,355565,2414,40533,3123,85706,4431,101804,4041,127522,4467,551784,2718,42035,2915,121292,5529,165715,4857,222742,5534,194322,1179,34806,2312,51423,2900,42182,2393,65911,2741,1699764,1877,204270,2595,34465,3185,63022,3105,80301,3905,26482,2869,339582,3039,40493,3584,67170,4313,100962,4792,130957,4742,346186,2585,32808,3347,74273,4422,108548,4619,130557,3887,561151,2742,41908,3476,133122,5160,185034,4957,201087,4721,248575,1162,48807,2905,90227,3532,60282,2922,49259,2934,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2563861,808,1220616,1198,133602,1081,22723,2355,53052,3272,41671,2849,16156,2181,192637,1235,20942,3031,59736,3864,46960,3438,64999,3483,264758,1233,22689,2770,83928,3968,58193,3338,99948,3901,445669,1570,43210,3199,124341,5208,100462,3854,177656,5533,183950,948,45696,2570,56796,2879,29718,2220,51740,3033,1343245,1043,129694,809,18170,2356,40190,2963,49904,3415,21430,2466,197485,1263,16410,2506,43776,3190,51345,3272,85954,3200,280249,1297,22156,2804,65583,3778,80482,4173,112028,3570,477188,1401,42674,3477,137394,5135,130005,4284,167115,5154,258629,803,64696,3172,104147,3811,46011,2497,43775,2614,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,623124,352,297565,546,37042,600,10183,1476,13164,1735,10433,1621,3262,770,51627,763,7537,1582,15942,1961,12201,1534,15947,1573,61636,823,7977,1424,20974,1727,15149,1796,17536,1455,100278,940,13361,1702,33204,2107,24681,1934,29032,2035,46982,542,12634,1405,12971,1361,9333,1134,12044,1370,325559,402,35003,568,6744,1382,12510,1584,11135,1717,4614,978,55916,887,5156,1172,17374,1947,15404,1557,17982,1354,64542,861,6468,1239,19514,1984,18935,1778,19625,1734,110289,710,11293,1721,39034,2324,28797,2020,31165,1935,59809,404,14901,1421,22818,1771,13542,1463,8548,1110,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,403579,97,186773,191,16208,493,3663,907,3651,925,3977,1251,4917,803,48686,598,6919,1567,7062,1582,8371,1281,26334,1685,38753,567,4856,1005,7540,1338,6657,1282,19700,1326,58462,800,9202,1481,13043,1349,8242,1308,27975,1497,24664,463,8176,986,5305,883,2903,768,8280,888,216806,188,15439,533,1689,535,3615,782,3764,734,6371,732,56920,538,4184,1215,12025,1875,8370,1307,32341,1970,39788,499,5161,970,8862,1405,7324,1453,18441,1384,66829,637,10722,1583,14362,1655,16075,1662,25670,1456,37830,382,11859,1133,9965,1171,6439,1030,9567,1023,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13335661,2220,6397720,4050,754518,3766,174466,7332,293144,8080,242665,8105,44243,3387,1033846,5373,164807,7742,323225,11497,304183,11069,241631,9561,1232740,4434,164322,7089,391649,10903,354512,9979,322257,9215,2101913,5105,279305,9769,575301,14101,616988,12036,630319,11975,1274703,2355,287390,6577,356637,7082,290926,7535,339750,6987,6937941,3333,730361,4681,132133,6637,249711,7633,281644,7692,66873,5229,1050529,4795,121142,6437,279727,8090,348449,9206,301211,7797,1264479,4335,130561,6197,359650,10272,427167,10082,347101,8502,2286062,4435,278691,8091,721619,12658,730249,11690,555503,10821,1606510,2493,399611,8919,611815,9481,354268,8712,240816,7601,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
