GEO_ID,B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,NAME,B19326_001EA,B19326_001MA,B19326_002MA,B19326_002EA,B19326_003MA,B19326_003EA,B19326_004MA,B19326_004EA,B19326_005EA,B19326_005MA,B19326_006EA,B19326_006MA,B19326_007MA,B19326_007EA,state
0400000US01,20494,226,27413,383,38780,970,14036,354,14994,263,27327,433,9402,182,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26161,661,34487,1355,51660,944,17027,1154,19732,1092,40230,1322,11066,416,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,24528,248,30181,321,40519,352,17830,417,19123,398,33296,627,11417,178,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19509,321,24179,402,35018,680,13410,345,15029,350,26783,369,9365,165,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25955,117,32309,147,46081,274,17689,228,20172,125,38280,406,11727,72,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,27233,277,34213,582,45786,560,19139,535,21433,285,35536,471,12061,221,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,31249,287,40364,396,54398,1232,20385,519,24185,472,41547,426,13677,272,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,27911,673,35279,972,47145,1368,20008,1139,21787,518,36193,1111,12311,457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,31643,895,35834,1498,52618,2904,16680,1157,29063,1272,47573,2014,13415,1125,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,23214,160,29311,267,38358,516,17783,295,18063,180,31224,195,11310,104,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,24762,245,31029,245,41491,315,15035,349,19112,271,32168,306,10289,150,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,26753,438,33794,1057,42168,822,20229,1078,21183,492,33865,1332,12187,349,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21034,326,27738,697,37608,1062,16546,702,14964,449,27600,778,9927,248,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,26261,156,33950,371,47252,417,17495,330,20008,242,35591,280,11445,104,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23940,229,31420,252,42159,356,17007,294,17660,286,30766,271,10751,129,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,24013,264,30882,290,40356,338,16723,365,18182,350,30288,335,11202,172,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23353,334,30429,377,40513,541,15855,463,17553,339,30552,430,10461,180,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20674,220,26745,338,40180,437,13928,389,15404,257,29899,459,9743,169,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19930,308,27073,430,40163,508,13963,452,14507,253,27374,518,9238,159,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22375,277,29509,723,40550,680,16429,525,17242,402,30231,656,10847,265,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,31532,255,39943,575,51975,384,19476,574,25304,358,41701,417,12933,323,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,29813,336,38184,774,52295,445,18397,439,22516,346,40937,362,12762,315,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,24561,183,32404,213,48654,615,17959,276,17854,204,34241,379,11162,97,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,27281,200,35084,342,46400,395,18708,505,21068,228,35160,354,12131,153,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18479,331,24534,461,34792,745,12532,457,13963,362,26377,457,8622,177,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,22785,209,29602,327,41059,259,15862,319,17366,174,29803,350,10664,168,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20785,380,27431,688,36870,634,17457,733,15024,494,26063,583,10181,323,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23410,315,30086,312,38047,886,15851,474,17913,408,29828,615,10648,238,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26769,302,31859,417,40654,503,19608,825,21937,395,31797,488,12209,293,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28478,514,37003,618,48611,1569,19123,912,21433,402,35206,822,12081,296,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,30821,248,40444,297,54783,632,19701,485,22567,341,40973,302,12569,229,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20378,341,25397,532,37221,747,13576,536,15695,386,28517,1010,10081,316,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,26504,158,32821,383,46927,375,16893,199,20925,170,37287,249,11606,100,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22377,149,28083,379,38949,502,15077,278,17494,219,30498,221,10590,142,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22563,435,29964,584,38109,1171,16891,928,17254,506,26804,668,10421,394,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,23822,148,31143,190,43387,443,16693,211,17787,189,32215,243,10839,108,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,20865,226,26819,332,37090,507,14594,435,15496,309,28043,492,9657,167,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,22842,311,30157,422,41844,454,17006,373,17082,286,32194,478,11442,192,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,23668,152,31403,172,44186,405,17016,207,17507,184,32466,275,10739,82,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26851,493,34089,972,47112,1119,18735,749,20830,632,36536,820,12167,349,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,21801,213,28031,546,37861,1092,14843,434,16678,260,28391,521,10265,196,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22074,357,27935,742,36280,626,14983,757,17499,476,26690,584,10267,364,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21514,185,27712,360,39181,664,14337,397,16395,260,29319,484,9746,147,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22378,131,28475,266,39692,461,14140,229,16905,130,31182,207,9642,102,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22218,259,31064,383,42039,452,15944,481,14969,472,29464,666,9390,243,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,24589,470,30762,545,41691,814,16234,775,20098,553,32050,558,11953,388,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,28235,270,35927,290,47661,762,18057,429,21535,237,36258,363,11396,164,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,26311,255,34384,553,48735,735,19481,457,19719,349,36475,420,11858,180,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18683,311,25269,455,38296,1318,15114,486,13576,344,25846,634,9277,239,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25507,166,32469,264,42705,528,18243,421,19453,259,31961,194,11594,126,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,22590,675,32306,996,44336,1798,18963,1165,15574,589,26791,1001,10324,488,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10574,123,11912,144,20132,409,7204,123,8845,188,19972,382,5534,102,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
