GEO_ID,B08515_001E,B08515_001M,B08515_002E,B08515_002M,B08515_003E,B08515_003M,B08515_004E,B08515_004M,B08515_005E,B08515_005M,B08515_006E,B08515_006M,B08515_007E,B08515_007M,B08515_008E,B08515_008M,B08515_009E,B08515_009M,B08515_010E,B08515_010M,B08515_011E,B08515_011M,B08515_012E,B08515_012M,B08515_013E,B08515_013M,B08515_014E,B08515_014M,B08515_015E,B08515_015M,B08515_016E,B08515_016M,B08515_017E,B08515_017M,B08515_018E,B08515_018M,B08515_019E,B08515_019M,B08515_020E,B08515_020M,B08515_021E,B08515_021M,B08515_022E,B08515_022M,B08515_023E,B08515_023M,B08515_024E,B08515_024M,B08515_025E,B08515_025M,B08515_026E,B08515_026M,B08515_027E,B08515_027M,B08515_028E,B08515_028M,B08515_029E,B08515_029M,B08515_030E,B08515_030M,B08515_031E,B08515_031M,B08515_032E,B08515_032M,B08515_033E,B08515_033M,B08515_034E,B08515_034M,B08515_035E,B08515_035M,B08515_036E,B08515_036M,B08515_037E,B08515_037M,B08515_038E,B08515_038M,B08515_039E,B08515_039M,B08515_040E,B08515_040M,B08515_041E,B08515_041M,B08515_042E,B08515_042M,NAME,B08515_001EA,B08515_001MA,B08515_002EA,B08515_002MA,B08515_003MA,B08515_003EA,B08515_004MA,B08515_004EA,B08515_005MA,B08515_005EA,B08515_006EA,B08515_006MA,B08515_007EA,B08515_007MA,B08515_008MA,B08515_008EA,B08515_009MA,B08515_009EA,B08515_010MA,B08515_010EA,B08515_011EA,B08515_011MA,B08515_012EA,B08515_012MA,B08515_013MA,B08515_013EA,B08515_014MA,B08515_014EA,B08515_015MA,B08515_015EA,B08515_016MA,B08515_016EA,B08515_017EA,B08515_017MA,B08515_018EA,B08515_018MA,B08515_019MA,B08515_019EA,B08515_020MA,B08515_020EA,B08515_021MA,B08515_021EA,B08515_022EA,B08515_022MA,B08515_023EA,B08515_023MA,B08515_024MA,B08515_024EA,B08515_025MA,B08515_025EA,B08515_026MA,B08515_026EA,B08515_027MA,B08515_027EA,B08515_028EA,B08515_028MA,B08515_029EA,B08515_029MA,B08515_030MA,B08515_030EA,B08515_031MA,B08515_031EA,B08515_032MA,B08515_032EA,B08515_033MA,B08515_033EA,B08515_034MA,B08515_034EA,B08515_035EA,B08515_035MA,B08515_036EA,B08515_036MA,B08515_037EA,B08515_037MA,B08515_038MA,B08515_038EA,B08515_039MA,B08515_039EA,B08515_040EA,B08515_040MA,B08515_041EA,B08515_041MA,B08515_042EA,B08515_042MA,state
0400000US13,4096689,20052,1074232,18225,2371496,27634,482838,11938,89723,5798,78400,4658,3286627,21694,816578,17019,1936298,24573,398981,10358,68223,5291,66547,4143,458753,14342,140363,8081,257021,10467,43260,3694,12442,1978,5667,1266,91139,6343,47322,4953,27673,3862,11034,2781,3659,1341,1451,609,52638,4999,24872,3648,20738,2674,4487,978,1600,812,941,508,61544,4817,24479,3050,26440,2786,6844,1425,2245,900,1536,647,145988,6413,20618,2833,103326,5490,18232,2643,1554,746,2258,711,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,585016,7207,173388,6391,331261,9084,61296,4056,7745,1430,11326,1519,400334,7857,119665,5622,223037,7695,45140,3515,5568,1243,6924,1194,91739,4305,23378,2855,58893,3677,7264,1549,929,488,1275,485,33096,3109,13388,1757,14005,2117,3295,758,710,448,1698,759,19295,2481,7656,1415,8480,1744,2318,662,257,277,584,350,13876,2004,5292,1229,7575,1402,866,400,62,93,81,109,26676,2873,4009,1187,19271,2372,2413,762,219,296,764,314,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,640463,8582,142379,6234,400300,8935,79757,5144,8912,1690,9115,1512,489270,8530,107788,5516,303970,8859,63274,4495,6756,1412,7482,1404,77734,4290,19533,2332,49517,3602,6616,1283,1290,712,778,361,5579,1274,1685,720,3051,824,565,289,253,328,25,43,21968,2963,6905,1689,10791,2065,3579,1280,342,332,351,214,13573,2355,4019,1135,7379,1395,1977,1071,60,104,138,166,32339,2911,2449,736,25592,3030,3746,959,211,217,341,227,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5777753,24231,1641948,20370,3333156,24075,576532,12722,108961,6362,117156,5006,4324440,27526,1134072,17403,2568155,23058,457634,11643,77218,5287,87361,4026,543256,13820,169999,7936,315608,10775,38211,3048,10738,2280,8700,1793,479584,13143,210095,9815,208923,8181,37331,3568,12494,2266,10741,1757,150557,8548,66925,5612,61621,4364,14524,2149,3881,1714,3606,887,85086,5437,31530,3688,41261,3627,9002,1636,1348,488,1945,746,194830,7714,29327,3263,137588,5854,19830,2459,3282,1017,4803,1045,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2794139,16998,676582,13281,1665375,17871,352570,9766,43666,4121,55946,3385,2324810,18148,539694,12870,1403487,18075,298471,9324,35441,3549,47717,3109,264456,8352,77221,4699,149549,5846,29900,3021,4409,1099,3377,790,20881,3364,10879,2179,5438,1555,3012,958,709,401,843,614,53947,4022,22762,2929,22559,2043,5816,1311,1391,1085,1419,869,43478,4535,17316,3788,17190,2203,7589,1379,950,575,433,351,86567,5021,8710,1678,67152,4649,7782,1223,766,368,2157,626,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1470173,10519,362797,10189,906378,12633,158531,6694,16719,2259,25748,1826,1178182,12459,284608,9347,728349,11972,132406,5912,12753,1779,20066,1601,147233,5541,38455,3139,90788,4695,13965,1917,2431,844,1594,509,11327,1733,5984,1418,3494,852,1025,490,522,547,302,242,45997,3464,17783,2366,21212,1969,4725,943,525,286,1752,499,23800,2742,8765,1875,12326,1514,2262,811,89,103,358,251,63634,3067,7202,1108,50209,2899,4148,885,399,252,1676,490,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1343607,10976,319679,8559,817929,11419,159558,6240,24252,2986,22189,2129,1110172,12208,263340,7514,674120,11313,135517,6036,18393,2409,18802,1856,122320,5726,30376,2654,74786,4345,13139,1774,2884,792,1135,577,5122,1166,2472,780,1717,689,430,276,444,394,59,61,33252,3383,12126,1939,16395,2044,3190,867,547,458,994,383,20047,2324,6216,1448,9773,1637,2645,1035,1168,701,245,266,52694,4116,5149,1329,41138,3347,4637,1108,816,525,954,375,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1770840,13867,390623,10075,1090036,13842,219515,8938,35908,3186,34758,2903,1468709,13082,308633,8884,912098,12520,189675,8258,28907,3005,29396,2946,192218,6715,51459,3656,117045,5860,17321,2188,4328,1118,2065,520,14417,2377,6869,1823,4425,1006,1803,602,1051,609,269,198,29573,3639,11871,2224,12568,2198,3846,1079,529,501,759,427,16921,1970,6113,1157,7623,1365,2036,613,398,254,751,510,49002,3169,5678,1402,36277,3007,4834,1016,695,401,1518,489,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1870598,14803,509704,14492,1033565,15944,230524,10059,52842,4321,43963,3789,1514556,16158,381502,13022,863420,14818,194435,10152,41128,3453,34071,3441,209395,9711,71040,5577,107731,6701,20546,2721,5834,1549,4244,1303,35458,4699,19931,3079,7462,2445,4331,1229,1522,924,2212,1513,32234,3933,15226,2509,11487,2664,2973,907,1832,709,716,423,36494,3708,16273,2448,13850,2290,3934,1164,1731,685,706,365,42461,3382,5732,1159,29615,2674,4305,1156,795,439,2014,720,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,627734,6467,158694,5774,365778,8399,85689,5058,7492,1388,10081,1522,500153,7913,121612,6003,296826,8666,67603,4500,5893,1214,8219,1377,64017,4291,20348,2417,34011,3003,8245,1455,772,457,641,367,3929,876,1658,553,1086,397,764,414,371,384,50,92,23229,3060,8221,1517,11428,2053,3158,939,81,111,341,238,7103,1245,2796,808,2847,697,1221,494,13,21,226,361,29303,2788,4059,994,19580,2346,4698,1073,362,245,604,274,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2454466,16186,721061,15842,1361969,16657,248780,9405,74735,5966,47921,4194,1873304,14373,497701,13302,1083039,15514,201308,7918,54620,4498,36636,3429,262939,10074,97205,7344,134865,6695,18994,2516,7980,1740,3895,975,127146,7151,67457,5150,37631,3903,11460,1953,7458,1909,3140,898,56290,4776,28397,3420,19595,2733,5391,1557,1885,700,1022,577,34295,4252,16281,2924,12804,1752,3522,1240,944,535,744,429,100492,6490,14020,2299,74035,5085,8105,1763,1848,721,2484,853,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3105432,18785,954949,16525,1735993,18817,294036,10585,63764,5370,56690,3783,2335422,20782,645496,16360,1357218,15833,239450,9287,48875,4749,44383,3525,260776,10472,96830,6804,139708,6428,16727,2472,4147,1184,3364,863,252148,9210,114040,7122,110155,6114,17479,2520,6067,1463,4407,950,115847,7856,63248,6307,39433,4032,8818,1583,2365,956,1983,652,38516,3764,18140,2801,16653,2405,2770,912,496,359,457,246,102723,5345,17195,2503,72826,4371,8792,1779,1814,1103,2096,778,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4358915,19377,1196187,14628,2512695,20826,510337,11779,65321,4956,74375,3931,3673648,19357,970638,13334,2148120,21232,441701,11413,51201,4300,61988,3550,377830,11035,122438,6182,208890,7519,34932,2913,7102,1769,4468,1048,49186,4469,28565,3713,11318,2217,6577,1854,1707,705,1019,484,77791,3817,36568,3011,30024,2427,7910,1376,1591,711,1698,508,43681,3095,17429,1871,19325,2157,5457,1109,850,517,620,362,136779,5919,20549,2362,95018,4674,13760,1558,2870,862,4582,1290,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2618412,12539,732701,12254,1556683,15899,257870,8449,32485,2818,38673,2405,2068695,13705,554421,11407,1244560,14895,214165,7768,25830,2660,29719,2065,250687,7999,83310,4991,143555,4719,18110,2307,3060,817,2652,699,72965,5510,33747,4126,30349,2893,6705,1281,934,403,1230,517,69932,4306,30005,3450,31238,2408,6450,1370,1003,508,1236,452,34855,2858,14897,1957,15821,2069,3033,819,733,479,371,232,121278,4397,16321,1679,91160,3566,9407,1480,925,414,3465,745,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1143315,11454,282486,8552,654241,11449,135666,6905,44382,4760,26540,2224,943957,11774,221068,8036,553419,10424,111359,6242,36719,4014,21392,1974,139268,6946,44899,4379,70682,4299,15937,2511,5001,1275,2749,971,5074,1476,2616,1084,1208,600,784,404,170,211,296,270,15537,2216,5422,1268,7227,1659,1816,659,291,307,781,511,17437,2729,6198,1707,6580,1433,2692,1164,1516,1116,451,359,22042,2747,2283,842,15125,1961,3078,976,685,527,871,504,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2731050,15826,683958,12946,1608146,17200,333690,10376,52851,4330,52405,2852,2232849,17295,540398,12283,1327153,15456,280761,9691,41358,3844,43179,2832,281936,9963,78395,6447,165979,7245,27401,3115,5989,1417,4172,947,38062,3357,19001,2634,11175,1767,4923,1207,1963,685,1000,546,48091,3960,20992,2594,19689,2426,4896,1136,1325,650,1189,431,32936,2922,11123,1914,14017,1752,6139,1994,856,472,801,499,97176,4559,14049,1919,70133,4292,9570,1701,1360,609,2064,505,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,454500,5423,107047,4327,271382,6761,61832,4269,6711,1482,7528,1097,341194,5940,78378,3892,202555,6475,49151,3592,5572,1390,5538,921,50994,4263,12491,1975,32836,3358,4379,1064,686,511,602,324,2879,838,1278,637,1290,565,311,220,0,268,0,268,20728,2240,7610,1508,9455,1292,2955,776,148,128,560,265,11557,1704,4872,1244,5049,972,1473,745,19,33,144,169,27148,2156,2418,652,20197,1844,3563,892,286,205,684,243,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
