GEO_ID,C18031_001E,C18031_001M,C18031_002E,C18031_002M,C18031_003E,C18031_003M,C18031_004E,C18031_004M,C18031_005E,C18031_005M,C18031_006E,C18031_006M,C18031_007E,C18031_007M,C18031_008E,C18031_008M,C18031_009E,C18031_009M,C18031_010E,C18031_010M,C18031_011E,C18031_011M,C18031_012E,C18031_012M,C18031_013E,C18031_013M,C18031_014E,C18031_014M,C18031_015E,C18031_015M,C18031_016E,C18031_016M,C18031_017E,C18031_017M,C18031_018E,C18031_018M,C18031_019E,C18031_019M,C18031_020E,C18031_020M,C18031_021E,C18031_021M,C18031_022E,C18031_022M,C18031_023E,C18031_023M,C18031_024E,C18031_024M,C18031_025E,C18031_025M,C18031_026E,C18031_026M,C18031_027E,C18031_027M,C18031_028E,C18031_028M,C18031_029E,C18031_029M,C18031_030E,C18031_030M,C18031_031E,C18031_031M,C18031_032E,C18031_032M,C18031_033E,C18031_033M,C18031_034E,C18031_034M,C18031_035E,C18031_035M,C18031_036E,C18031_036M,C18031_037E,C18031_037M,C18031_038E,C18031_038M,C18031_039E,C18031_039M,C18031_040E,C18031_040M,C18031_041E,C18031_041M,C18031_042E,C18031_042M,C18031_043E,C18031_043M,NAME,C18031_001EA,C18031_001MA,C18031_002MA,C18031_002EA,C18031_003MA,C18031_003EA,C18031_004MA,C18031_004EA,C18031_005EA,C18031_005MA,C18031_006EA,C18031_006MA,C18031_007MA,C18031_007EA,C18031_008MA,C18031_008EA,C18031_009MA,C18031_009EA,C18031_010MA,C18031_010EA,C18031_011EA,C18031_011MA,C18031_012EA,C18031_012MA,C18031_013MA,C18031_013EA,C18031_014MA,C18031_014EA,C18031_015MA,C18031_015EA,C18031_016EA,C18031_016MA,C18031_017EA,C18031_017MA,C18031_018MA,C18031_018EA,C18031_019MA,C18031_019EA,C18031_020MA,C18031_020EA,C18031_021EA,C18031_021MA,C18031_022EA,C18031_022MA,C18031_023EA,C18031_023MA,C18031_024MA,C18031_024EA,C18031_025MA,C18031_025EA,C18031_026MA,C18031_026EA,C18031_027EA,C18031_027MA,C18031_028EA,C18031_028MA,C18031_029MA,C18031_029EA,C18031_030MA,C18031_030EA,C18031_031MA,C18031_031EA,C18031_032MA,C18031_032EA,C18031_033EA,C18031_033MA,C18031_034EA,C18031_034MA,C18031_035MA,C18031_035EA,C18031_036MA,C18031_036EA,C18031_037MA,C18031_037EA,C18031_038EA,C18031_038MA,C18031_039EA,C18031_039MA,C18031_040MA,C18031_040EA,C18031_041MA,C18031_041EA,C18031_042MA,C18031_042EA,C18031_043MA,C18031_043EA,state
0400000US01,4128322,3736,253851,8626,132517,6205,6682,1462,2822,1032,3860,877,73654,4825,14421,2379,59233,4483,52181,2611,6280,1104,45901,2296,121334,5716,4860,1268,1848,765,3012,933,55199,3998,17614,2534,37585,2961,61275,3534,15224,1885,46051,2930,3874471,8966,1848256,6781,333298,4191,76812,5735,256486,6120,1327076,6366,149449,6975,1177627,9659,187882,2784,14335,2079,173547,3202,2026215,6000,316622,4192,75171,5286,241451,5637,1438247,5349,253441,8912,1184806,9407,271346,4088,39650,2491,231696,4093,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582471,1870,29520,2233,17538,1805,685,303,15,24,670,301,11566,1574,1991,721,9575,1315,5287,738,510,288,4777,723,11982,1460,538,335,67,68,471,331,6405,1083,1411,468,4994,937,5039,771,552,266,4487,727,552951,3145,275205,2854,56905,1594,8726,1607,48179,2046,203512,2429,19335,2363,184177,3034,14788,969,881,389,13907,980,277746,2022,55197,1400,8608,1577,46589,1931,205507,1598,21543,2467,183964,2945,17042,811,1012,312,16030,863,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5332488,5579,231100,7686,128566,6438,6686,1515,1151,599,5535,1295,63587,5052,12118,2032,51469,4887,58293,3339,5266,1128,53027,3166,102534,4614,4519,1125,1576,703,2943,973,42061,3476,10294,1680,31767,3164,55954,2837,8268,1262,47686,2769,5101388,8307,2515117,6422,472948,4070,90244,6172,382704,7576,1769804,6099,190575,8476,1579229,10342,272365,3243,15348,1665,257017,3246,2586271,6373,445111,4960,85431,5868,359680,6320,1792375,5666,263313,11510,1529062,11497,348785,3171,31636,2906,317149,3551,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2501447,3200,165690,5704,89963,3945,4007,1422,1800,1101,2207,913,47863,3335,9333,1650,38530,3152,38093,2433,4846,1016,33247,2201,75727,4043,3756,1007,1869,934,1887,644,33027,3037,10786,2038,22241,2336,38944,2393,8795,1247,30149,2302,2335757,6279,1122792,5141,200697,3185,47586,3363,153111,3584,803884,4183,101977,6179,701907,6848,118211,2843,8937,1162,109274,2910,1212965,5020,191122,3071,45266,3450,145856,3892,853450,4362,143368,5567,710082,6923,168393,2622,25980,2106,142413,2868,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32405596,10568,1184828,18992,613087,15058,40904,3716,11159,1859,29745,3093,294797,11494,55757,5035,239040,9930,277386,7845,19209,2364,258177,7243,571741,12137,27831,2913,7088,1373,20743,2681,223822,8798,51800,5033,172022,7293,320088,9075,40143,3842,279945,7461,31220768,20600,15377612,16612,2921604,11739,528921,19858,2392683,19961,11138314,14290,1156288,24088,9982026,27693,1317694,8217,88626,6996,1229068,9732,15843156,13107,2807846,10755,517002,19171,2290844,21215,11249374,11967,1526374,31216,9723000,31838,1785936,9314,152250,6528,1633686,9680,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4201306,3189,158880,7270,86557,5010,2954,1074,629,472,2325,905,50682,3920,7645,1710,43037,3676,32921,1966,2630,682,30291,1927,72323,4527,4153,1100,437,256,3716,1068,28854,2951,7021,1194,21833,2603,39316,2629,6056,1307,33260,2659,4042426,7416,2009746,6178,355069,3695,47240,3974,307829,5055,1493276,4878,133438,6559,1359838,7781,161401,2405,9247,1626,152154,2599,2032680,5557,342729,3664,44525,4218,298204,5522,1480692,4525,167283,7409,1313409,8330,209259,2973,20149,2193,189110,3167,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3171028,2325,118103,5117,55988,3851,2403,709,282,231,2121,741,26619,2860,3301,959,23318,2677,26966,2101,2335,633,24631,1891,62115,3570,2937,1488,1016,725,1921,1368,23784,2764,5452,1581,18332,2255,35394,2291,5438,1332,29956,2183,3052925,5387,1473455,4479,259190,2807,26177,3544,233013,4314,1057281,3772,64914,5883,992367,7295,156984,2212,6852,1376,150132,2648,1579470,3941,248481,2910,27083,3537,221398,3892,1107754,3622,91438,6263,1016316,6845,223235,2343,18789,2132,204446,2849,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,758376,1366,30390,1879,15642,1338,1168,504,39,68,1129,492,7305,1103,1400,719,5905,1076,7169,1085,554,382,6615,1022,14748,1782,1101,593,116,132,985,573,5913,1341,1318,702,4595,1029,7734,1164,1045,429,6689,1072,727986,2414,350271,1732,58197,1140,6690,1394,51507,1620,252261,1591,19944,2729,232317,3158,39813,1105,2023,656,37790,1267,377715,1850,55849,1395,8081,1725,47768,1928,269791,1892,29925,3042,239866,3467,52075,1192,4084,879,47991,1422,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,475387,808,16695,2010,7460,1431,297,252,83,134,214,216,3920,1070,1258,694,2662,852,3243,838,1063,473,2180,705,9235,1527,124,148,83,133,41,68,4317,1048,1435,613,2882,920,4794,1066,1306,697,3488,973,458692,2307,214636,1676,31136,778,9292,1780,21844,1946,162079,1539,20036,2438,142043,2538,21421,840,2589,747,18832,1102,244056,1739,31668,1013,10778,1782,20890,1774,179352,1025,31235,2571,148117,2633,33036,1120,5923,1344,27113,1706,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16172060,7467,763094,16333,403837,10124,14954,2587,4494,1485,10460,2011,167792,6630,31360,3364,136432,6173,221091,6865,21206,2859,199885,6640,359257,10163,14681,2351,4034,1080,10647,1950,128204,6493,32850,3542,95354,5876,216372,6713,36148,3175,180224,6660,15408966,17397,7428842,12863,1217356,7449,204378,9056,1012978,11670,5157874,10460,489669,16038,4668205,19802,1053612,7352,76954,4843,976658,7626,7980124,12543,1164811,6852,196309,10099,968502,10818,5425175,9895,737074,17608,4688101,18882,1390138,7695,155305,6137,1234833,9419,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
