GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001MA,B19037A_001EA,B19037A_002EA,B19037A_002MA,B19037A_003EA,B19037A_003MA,B19037A_004EA,B19037A_004MA,B19037A_005MA,B19037A_005EA,B19037A_006MA,B19037A_006EA,B19037A_007MA,B19037A_007EA,B19037A_008EA,B19037A_008MA,B19037A_009EA,B19037A_009MA,B19037A_010MA,B19037A_010EA,B19037A_011MA,B19037A_011EA,B19037A_012MA,B19037A_012EA,B19037A_013EA,B19037A_013MA,B19037A_014EA,B19037A_014MA,B19037A_015MA,B19037A_015EA,B19037A_016MA,B19037A_016EA,B19037A_017MA,B19037A_017EA,B19037A_018MA,B19037A_018EA,B19037A_019EA,B19037A_019MA,B19037A_020EA,B19037A_020MA,B19037A_021MA,B19037A_021EA,B19037A_022MA,B19037A_022EA,B19037A_023MA,B19037A_023EA,B19037A_024MA,B19037A_024EA,B19037A_025EA,B19037A_025MA,B19037A_026MA,B19037A_026EA,B19037A_027MA,B19037A_027EA,B19037A_028MA,B19037A_028EA,B19037A_029MA,B19037A_029EA,B19037A_030MA,B19037A_030EA,B19037A_031MA,B19037A_031EA,B19037A_032EA,B19037A_032MA,B19037A_033EA,B19037A_033MA,B19037A_034MA,B19037A_034EA,B19037A_035MA,B19037A_035EA,B19037A_036MA,B19037A_036EA,B19037A_037EA,B19037A_037MA,B19037A_038EA,B19037A_038MA,B19037A_039EA,B19037A_039MA,B19037A_040MA,B19037A_040EA,B19037A_041MA,B19037A_041EA,B19037A_042EA,B19037A_042MA,B19037A_043EA,B19037A_043MA,B19037A_044EA,B19037A_044MA,B19037A_045MA,B19037A_045EA,B19037A_046MA,B19037A_046EA,B19037A_047EA,B19037A_047MA,B19037A_048EA,B19037A_048MA,B19037A_049EA,B19037A_049MA,B19037A_050MA,B19037A_050EA,B19037A_051MA,B19037A_051EA,B19037A_052EA,B19037A_052MA,B19037A_053EA,B19037A_053MA,B19037A_054EA,B19037A_054MA,B19037A_055MA,B19037A_055EA,B19037A_056MA,B19037A_056EA,B19037A_057EA,B19037A_057MA,B19037A_058EA,B19037A_058MA,B19037A_059EA,B19037A_059MA,B19037A_060MA,B19037A_060EA,B19037A_061MA,B19037A_061EA,B19037A_062MA,B19037A_062EA,B19037A_063EA,B19037A_063MA,B19037A_064EA,B19037A_064MA,B19037A_065MA,B19037A_065EA,B19037A_066MA,B19037A_066EA,B19037A_067MA,B19037A_067EA,B19037A_068EA,B19037A_068MA,B19037A_069EA,B19037A_069MA,state
0400000US01,1291280,8686,70894,3790,18795,2194,7236,1370,6740,1629,7041,1565,5884,1323,4403,1624,3163,942,5004,1728,4212,1392,4881,1143,1848,558,769,438,652,545,216,148,50,85,0,270,431593,6334,27403,3351,17906,2377,19246,2501,27650,3352,25019,2935,29685,3137,24345,2240,27963,2620,23314,2912,45248,3763,55578,4705,53359,3455,28111,2820,10913,1558,8810,1296,7043,1349,486151,6132,29402,2509,22951,2159,22796,2688,26309,2383,21787,2329,25552,2287,26316,2604,24684,2266,24137,2201,40700,2760,56705,3685,66185,3886,42033,2853,21101,2264,17354,2202,18139,2135,302642,3969,37698,2444,40839,2682,33247,1834,30819,2372,23941,2010,21256,1892,17680,1808,14515,1699,11197,1340,18911,1610,17745,1573,16855,1724,7601,1231,3762,903,3665,816,2911,665,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175622,2739,10691,1320,859,435,271,257,1186,627,1455,688,1170,590,1130,689,718,451,1101,550,496,326,632,429,427,247,963,655,115,139,124,204,44,70,0,233,67250,1993,2757,747,1394,486,1468,583,2702,893,2586,836,2512,681,2708,709,2967,833,3227,830,7892,1298,9350,1402,11826,1471,7023,1140,3899,1021,3086,937,1853,635,78811,2181,3760,773,2569,797,2239,679,2557,767,1806,487,2884,892,2895,800,3668,949,3503,887,6501,1225,8919,1376,12480,1364,10310,1424,5925,981,5090,953,3705,732,18870,993,1607,488,2323,600,1448,404,1374,435,790,286,1008,375,695,270,1002,367,1171,411,1409,439,2014,507,1717,501,1538,466,105,86,548,317,121,132,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1793084,10722,112539,5041,18133,2281,11345,2456,9270,1687,10872,2007,10293,2275,7629,1829,7657,2000,6952,2005,5172,1483,7739,1909,7670,2727,7090,1789,1769,1213,249,339,317,298,382,354,625351,8762,30020,3418,21978,2798,31208,4095,33631,3853,34597,4580,36452,3836,35165,3692,43079,4420,33117,3531,59129,4921,76933,4462,85832,4424,46711,3451,21265,2312,20639,2485,15595,1797,627799,7454,35471,3272,24137,2205,26241,3080,26969,2559,28778,2955,31779,2715,29314,2566,32209,2843,27619,2316,56164,4047,75473,4399,87104,4930,54327,3176,29851,2314,31698,2545,30665,2591,427395,5692,34913,2882,43751,3442,42785,3510,41131,2736,34400,2989,32890,2640,28430,2138,23872,2251,23176,2405,31605,2742,32332,2643,28949,2407,13441,1585,6073,954,5196,1024,4451,1033,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,881282,7445,49234,3239,9137,1934,5742,1262,5895,1628,6251,1483,6161,1443,3280,966,3857,1188,2954,885,981,422,2134,773,1421,572,1266,613,135,158,20,33,0,260,0,260,297868,5157,18716,2277,15185,2111,15399,2134,18869,2630,23357,2690,22588,2881,21640,2460,19234,1890,16946,1772,28857,2882,34613,2906,32366,2565,14905,1787,6141,1245,5266,1105,3786,840,323009,4920,28260,2215,17810,1803,16747,2138,20557,2184,17644,1860,20360,2107,16207,1726,17291,1759,16669,1812,31898,2418,36735,2816,38853,3132,19595,1891,8331,1101,8585,1375,7467,1102,211171,3560,29656,2259,29708,1961,23168,1750,23807,2029,15614,1404,15310,1229,11682,1357,9399,1209,7595,1200,14297,1606,11994,1415,10481,1247,3935,908,2453,619,1220,451,852,342,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8083976,26836,349497,9982,46642,4163,29692,3103,26967,3163,31836,3739,24906,3180,25568,3237,20886,2493,24892,3295,21262,3069,29906,4146,30756,3248,22003,2787,8146,1947,2907,914,2087,796,1041,526,2886213,21943,129778,7641,98525,5629,103348,5992,135835,7280,124929,8349,139921,7642,130374,6782,143836,7168,130239,7464,256660,10221,333086,10489,415425,14512,282897,10879,153491,5990,153709,5916,154160,6947,3101482,16294,157038,6357,98753,6011,94977,4680,106063,5655,106384,5925,121468,6088,108862,5045,125779,5683,114545,5897,236944,8198,338251,9362,440698,10973,340345,9768,219772,6983,232845,8684,258758,6948,1746784,11095,145939,6036,177524,8157,160690,5196,150300,5659,120553,4931,106761,4621,93772,4838,86542,4291,73764,4393,126904,4925,137155,5027,142779,5147,84496,3838,43340,3188,44102,3129,52163,3398,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1567507,9017,100537,3889,16346,2326,9528,1785,11866,1942,10413,1815,8787,1790,8809,1525,6221,1356,5924,1297,3386,1093,7550,1852,6285,1734,3516,1039,1082,497,426,305,281,342,117,140,619045,7449,30426,2650,22241,3343,20547,2536,32442,3443,27051,3002,36677,3159,32413,3325,35078,3121,31134,3165,60915,3998,80492,5016,92060,4889,49577,2973,26971,2457,23767,2532,17254,1775,584413,7151,29840,2630,19279,2043,19583,2855,22864,2424,21265,2068,23736,2625,25138,2248,27720,2429,25484,2565,46971,2777,69990,3456,88599,4329,61074,3160,37802,2681,32184,2474,32884,3119,263512,3688,25754,2700,30062,2195,24756,1915,23364,2083,20743,1918,17227,1715,15700,1781,14598,1706,11083,1362,18230,1645,18990,2128,19416,1800,8266,1284,5893,1051,4291,884,5139,1020,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1111113,8202,30746,2670,3958,1216,1757,679,1900,823,1854,748,2834,1139,2530,1064,2104,787,2461,1198,1270,655,3217,1111,2490,745,2322,910,1051,633,625,487,161,187,212,348,364737,6663,12847,2382,8423,2024,5803,1379,9712,1950,11292,2054,13361,2001,14260,2572,17859,2413,13850,2232,31873,3070,45302,3492,66160,3881,43072,2800,24577,2545,21477,2168,24869,2274,451119,5542,18312,2764,11181,1583,7611,1340,10771,1421,12937,2244,12356,1543,14222,1873,17149,1877,15460,1979,34394,2709,48556,3492,77987,3904,53721,3574,35759,2745,38232,2877,42471,3097,264511,3320,23477,2363,28986,3100,25974,2679,21261,1774,19446,1589,18723,2105,12983,1501,12995,1527,11361,1515,19453,2018,20189,2011,20429,1839,10418,1525,5108,883,5834,967,7874,1396,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,244107,3359,11996,1158,1673,684,776,411,937,460,1186,627,1562,793,622,442,1504,705,372,246,1088,594,853,500,887,412,354,228,61,105,0,262,121,198,0,262,83217,2232,2372,755,1951,682,2803,977,3188,913,2426,852,3058,723,5278,1197,4475,1092,4883,1272,8270,1241,12089,1521,14514,1739,8456,1382,3644,854,3208,683,2602,755,91294,2182,3635,913,2869,861,1759,629,2411,632,3487,915,4033,691,2981,703,4260,855,4378,950,8679,1100,10338,1457,14822,1320,10594,1284,5858,989,5844,922,5346,1216,57600,1404,4360,919,5272,887,6298,1027,5040,858,4597,817,3105,607,3279,726,3812,782,2509,738,4582,805,5353,1181,4100,835,2495,596,1323,474,803,343,672,325,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,93997,2617,6446,761,1631,561,431,270,297,253,320,180,440,366,163,140,339,227,508,343,186,160,950,481,508,267,284,169,228,257,161,197,0,286,0,286,48385,1859,2002,752,1034,616,782,404,954,456,703,391,1604,806,1331,487,1871,702,2406,735,3408,887,5959,1155,7249,1190,5339,1160,3339,890,4910,1034,5494,986,26172,1399,878,421,630,325,622,387,1110,495,702,416,1088,621,406,215,947,450,447,264,1594,475,2151,569,2234,593,2231,575,1600,474,2890,706,6642,845,12994,959,1059,494,783,450,442,267,846,417,524,343,592,327,149,186,283,229,657,345,675,373,1094,469,1221,495,1132,489,753,359,1201,529,1583,552,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5677510,19793,244346,7967,39387,3534,20609,2928,20972,2943,26339,3703,18345,2806,20822,2749,16798,2612,16658,2446,15778,3035,19682,3021,16598,2438,8532,1895,2355,886,459,297,678,460,334,331,1750085,14514,74668,5299,56943,4963,69209,5404,91804,6536,97927,6611,114180,6262,100602,5694,107348,5764,95268,6026,183936,8355,230336,6515,239848,8784,128348,7228,54254,3939,53737,3727,51677,3677,2048913,13859,128201,6545,83533,5429,87449,5416,96547,5245,102254,5181,116076,6079,106513,5339,105423,5299,99575,5597,180464,6629,226580,7151,268150,7475,170359,6531,93549,4686,85240,4120,99000,4173,1634166,12010,163148,6699,188886,6944,161637,6352,150968,5740,130584,6075,111584,5257,107118,4821,86894,4157,72263,3295,108541,5042,118744,5571,103683,4905,49791,3394,26575,2296,23653,2060,30097,2225,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
