GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,C08501_043E,C08501_043M,C08501_044E,C08501_044M,C08501_045E,C08501_045M,C08501_046E,C08501_046M,C08501_047E,C08501_047M,C08501_048E,C08501_048M,C08501_049E,C08501_049M,C08501_050E,C08501_050M,C08501_051E,C08501_051M,C08501_052E,C08501_052M,C08501_053E,C08501_053M,C08501_054E,C08501_054M,NAME,C08501_001EA,C08501_001MA,C08501_002EA,C08501_002MA,C08501_003EA,C08501_003MA,C08501_004MA,C08501_004EA,C08501_005EA,C08501_005MA,C08501_006EA,C08501_006MA,C08501_007EA,C08501_007MA,C08501_008EA,C08501_008MA,C08501_009EA,C08501_009MA,C08501_010EA,C08501_010MA,C08501_011EA,C08501_011MA,C08501_012EA,C08501_012MA,C08501_013MA,C08501_013EA,C08501_014MA,C08501_014EA,C08501_015MA,C08501_015EA,C08501_016EA,C08501_016MA,C08501_017EA,C08501_017MA,C08501_018EA,C08501_018MA,C08501_019EA,C08501_019MA,C08501_020EA,C08501_020MA,C08501_021MA,C08501_021EA,C08501_022MA,C08501_022EA,C08501_023EA,C08501_023MA,C08501_024EA,C08501_024MA,C08501_025EA,C08501_025MA,C08501_026MA,C08501_026EA,C08501_027MA,C08501_027EA,C08501_028EA,C08501_028MA,C08501_029EA,C08501_029MA,C08501_030EA,C08501_030MA,C08501_031EA,C08501_031MA,C08501_032MA,C08501_032EA,C08501_033EA,C08501_033MA,C08501_034EA,C08501_034MA,C08501_035EA,C08501_035MA,C08501_036EA,C08501_036MA,C08501_037MA,C08501_037EA,C08501_038EA,C08501_038MA,C08501_039EA,C08501_039MA,C08501_040EA,C08501_040MA,C08501_041EA,C08501_041MA,C08501_042EA,C08501_042MA,C08501_043EA,C08501_043MA,C08501_044EA,C08501_044MA,C08501_045EA,C08501_045MA,C08501_046EA,C08501_046MA,C08501_047EA,C08501_047MA,C08501_048MA,C08501_048EA,C08501_049EA,C08501_049MA,C08501_050EA,C08501_050MA,C08501_051EA,C08501_051MA,C08501_052EA,C08501_052MA,C08501_053EA,C08501_053MA,C08501_054EA,C08501_054MA,state
0400000US01,1902128,16556,75782,3653,187760,5959,872384,12487,451412,6431,161357,4463,41617,2971,45900,2747,65916,3629,1599861,17665,59920,3528,150481,6063,732248,12429,388489,6370,140152,4570,35668,2685,38908,2687,53995,3238,205436,9440,12566,1748,27307,3208,98335,5740,42594,3249,13139,1571,2945,811,3629,844,4921,1221,7827,1923,468,334,644,471,3217,1578,1579,651,531,297,571,351,163,177,654,342,45585,3770,2201,778,7873,1950,20699,2857,7393,1326,3003,755,733,382,1595,513,2088,777,43419,3740,627,470,1455,738,17885,2412,11357,1704,4532,907,1700,618,1605,523,4258,982,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,15807,1845,29975,1858,130247,3919,79700,2565,24516,2168,7013,983,5508,1015,6157,821,201624,5975,9172,1567,18987,2040,86673,3771,56499,2230,17675,1892,4720,902,3829,911,4069,670,44617,3248,4005,1121,5594,1228,20749,2023,11155,1596,1573,538,722,369,351,204,468,216,3701,987,175,200,854,499,1344,608,502,289,446,275,204,175,143,116,33,54,36914,2837,2355,621,4203,1040,15973,1806,8279,1033,3267,757,1006,426,856,361,975,388,12067,1657,100,105,337,316,5508,1254,3265,730,1555,563,361,242,329,169,612,298,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,124157,5067,276811,5717,1216059,10834,548586,6885,191510,6164,54628,3856,61252,3934,83541,4857,1932189,18646,78524,4310,198371,5444,916598,13398,430806,7888,154518,6353,43936,3541,47742,3651,61694,3975,363623,11781,28995,3203,54585,4139,184276,8119,61221,4661,16939,2025,5174,1077,5498,1022,6935,1734,48737,5031,3964,1279,6765,1774,24031,3485,8841,1898,2765,929,852,528,558,320,961,502,107973,6340,10653,2197,14032,2158,49636,4027,18865,2653,6551,1267,1684,560,2318,1191,4234,961,104022,5974,2021,1069,3058,864,41518,3838,28853,3359,10737,1616,2982,737,5136,1037,9717,1829,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,58856,3972,118959,5116,548914,8009,268279,5056,100205,3986,26911,2168,30859,2730,47875,3128,980236,12802,44249,3097,93569,5063,443921,7536,225753,5594,84315,3316,22774,2111,26457,2525,39198,2786,150065,7767,9900,1762,20080,2464,75356,4583,29976,3331,7860,1311,1578,572,2020,678,3295,742,3750,1331,187,222,306,236,2406,1188,167,132,505,410,0,268,131,163,48,87,35555,3406,3660,998,4053,1302,15882,2295,5867,1134,2836,879,795,286,1122,469,1340,434,31252,3349,860,482,951,462,11349,2189,6516,1255,4689,1256,1764,785,1129,444,3994,849,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,584575,11554,1548808,14141,7519524,24380,3499216,19773,1229680,15850,322107,8435,345988,11919,497457,10168,11508503,41760,360062,9474,1088651,16492,5586786,29980,2682268,22272,943902,13781,243557,7700,255467,9632,347810,7797,1949509,26101,125303,6026,248270,9575,985021,18210,376501,9563,114800,6092,27669,2845,30324,3669,41621,3815,733206,18253,39307,4889,92199,5724,364961,12078,137136,7207,47850,3491,16102,3115,14977,2422,20674,3450,693624,17713,53677,3816,100354,6128,316384,10890,125260,5900,46566,3689,10597,1419,16785,2320,24001,2803,662513,13426,6226,1832,19334,2984,266372,9007,178051,7138,76562,4357,24182,2429,28435,2706,63351,4312,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,88147,3755,223971,5635,1098087,10432,525909,5771,179255,5999,44241,2497,45908,3389,70647,3565,1740733,15175,60881,3285,162318,5810,841355,12314,415493,6929,140725,5430,33613,2301,33401,2831,52947,3277,228894,10199,14440,1890,34461,4095,114993,7067,43507,3906,10504,1540,2561,756,4537,1023,3891,837,61559,4764,3252,950,8202,1823,29515,3461,12062,1487,5786,1269,691,298,658,333,1393,479,107948,5047,7640,1450,15375,2386,50038,3766,20731,2132,6858,1329,1885,524,2366,975,3055,807,137031,6572,1934,790,3615,1448,62186,5043,34116,2433,15382,1829,5491,1418,4946,1075,9361,1430,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,63161,3239,131477,3940,714521,9677,422009,7162,157608,5218,42250,2805,46687,2835,70570,3161,1357015,16525,40728,2810,100857,4439,592829,11044,355598,6576,134983,4910,34667,2844,40497,2844,56856,2885,137578,7316,11573,2132,14510,2119,62507,4194,30526,3181,8891,1658,3146,1086,2371,678,4054,1074,48737,4664,4203,959,7466,1816,22168,3100,8751,1564,3266,850,1019,405,709,337,1155,446,50770,4593,6088,1365,7958,1873,20143,2820,9338,1703,3462,1014,1013,376,781,464,1987,542,54183,3413,569,310,686,365,16874,2235,17796,2182,7006,1209,2405,773,2329,655,6518,1277,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,15694,1706,37809,2383,190349,4249,95703,3758,32163,2028,9556,1403,9921,1314,14573,1584,328212,6410,10240,1331,28212,2434,155120,4185,80271,3859,26939,2082,7812,1175,8037,1249,11581,1434,42603,3539,3736,905,5934,1395,19949,2389,8010,1515,2379,649,620,368,940,408,1035,599,7511,1408,283,257,1708,750,2795,744,1852,689,594,319,55,91,50,84,174,178,12890,2269,1230,779,1570,662,5684,1344,2323,660,798,366,482,422,256,206,547,309,14552,2167,205,258,385,322,6801,1532,3247,809,1453,690,587,364,638,306,1236,530,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,5111,1262,42172,3936,329626,8038,170907,6149,64436,4089,17380,1968,16453,1989,22983,2573,290822,9233,947,487,12653,2034,141134,6733,77364,4298,30669,2693,8069,1641,7703,1283,12283,1878,86128,6647,1136,598,4401,1342,40666,4116,24709,3714,9620,1721,2180,622,1697,586,1719,589,243180,7521,2359,951,21680,2528,122100,5432,59723,3715,20033,2180,5934,920,5502,1110,5849,1291,37828,2597,571,351,2684,771,20836,2184,6668,1320,3087,762,989,448,1058,467,1935,687,11110,1973,98,76,754,640,4890,1370,2443,698,1027,398,208,175,493,256,1197,510,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,311589,8724,726369,9956,3480052,17861,1791891,13083,645373,12574,185468,5827,207134,8336,326949,9490,6145295,33344,205648,7408,539889,10082,2811781,20237,1483802,15393,527108,11693,154089,5483,169681,7404,253297,8764,853275,18966,67371,5199,117192,6562,398479,13510,163342,7183,53753,3750,13128,1859,14355,1726,25655,3066,136085,8558,11046,2394,18441,3973,56033,5147,28711,3460,9626,1642,2987,960,2732,923,6509,2022,260845,11012,24695,2831,40738,4948,106001,8166,45692,3884,19863,2417,4834,1112,6203,1348,12819,1623,279325,9541,2829,916,10109,2186,107758,6765,70344,4704,35023,3294,10430,1693,14163,1849,28669,2386,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
