GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025E,B08406_025M,B08406_026E,B08406_026M,B08406_027E,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,B08406_049E,B08406_049M,B08406_050E,B08406_050M,B08406_051E,B08406_051M,B08406_052E,B08406_052M,B08406_053E,B08406_053M,B08406_054E,B08406_054M,B08406_055E,B08406_055M,B08406_056E,B08406_056M,B08406_057E,B08406_057M,B08406_058E,B08406_058M,B08406_059E,B08406_059M,B08406_060E,B08406_060M,B08406_061E,B08406_061M,B08406_062E,B08406_062M,B08406_063E,B08406_063M,NAME,B08406_001MA,B08406_001EA,B08406_002MA,B08406_002EA,B08406_003MA,B08406_003EA,B08406_004EA,B08406_004MA,B08406_005MA,B08406_005EA,B08406_006MA,B08406_006EA,B08406_007MA,B08406_007EA,B08406_008MA,B08406_008EA,B08406_009MA,B08406_009EA,B08406_010EA,B08406_010MA,B08406_011EA,B08406_011MA,B08406_012EA,B08406_012MA,B08406_013MA,B08406_013EA,B08406_014MA,B08406_014EA,B08406_015EA,B08406_015MA,B08406_016EA,B08406_016MA,B08406_017EA,B08406_017MA,B08406_018EA,B08406_018MA,B08406_019MA,B08406_019EA,B08406_020MA,B08406_020EA,B08406_021EA,B08406_021MA,B08406_022EA,B08406_022MA,B08406_023EA,B08406_023MA,B08406_024MA,B08406_024EA,B08406_025MA,B08406_025EA,B08406_026EA,B08406_026MA,B08406_027EA,B08406_027MA,B08406_028EA,B08406_028MA,B08406_029MA,B08406_029EA,B08406_030MA,B08406_030EA,B08406_031EA,B08406_031MA,B08406_032EA,B08406_032MA,B08406_033EA,B08406_033MA,B08406_034MA,B08406_034EA,B08406_035MA,B08406_035EA,B08406_036EA,B08406_036MA,B08406_037EA,B08406_037MA,B08406_038EA,B08406_038MA,B08406_039MA,B08406_039EA,B08406_040MA,B08406_040EA,B08406_041EA,B08406_041MA,B08406_042EA,B08406_042MA,B08406_043EA,B08406_043MA,B08406_044MA,B08406_044EA,B08406_045MA,B08406_045EA,B08406_046EA,B08406_046MA,B08406_047EA,B08406_047MA,B08406_048EA,B08406_048MA,B08406_049MA,B08406_049EA,B08406_050MA,B08406_050EA,B08406_051EA,B08406_051MA,B08406_052EA,B08406_052MA,B08406_053EA,B08406_053MA,B08406_054EA,B08406_054MA,B08406_055MA,B08406_055EA,B08406_056MA,B08406_056EA,B08406_057EA,B08406_057MA,B08406_058EA,B08406_058MA,B08406_059EA,B08406_059MA,B08406_060EA,B08406_060MA,B08406_061EA,B08406_061MA,B08406_062EA,B08406_062MA,B08406_063EA,B08406_063MA,state
0400000US01,1902128,16556,1805297,17169,1599861,17665,205436,9440,159647,8354,27666,3425,9010,1544,4978,1640,4135,1101,7827,1923,7550,1943,52,88,63,72,72,116,90,109,1284,634,1879,530,1963,803,22998,3159,17461,2428,43419,3740,1030831,10275,973318,10617,859810,10938,113508,6172,86531,5255,14119,2094,5963,1238,4192,1624,2703,874,3014,861,2868,883,0,268,27,36,72,116,47,78,481,409,1782,540,1668,772,14584,2226,12683,2146,23301,2345,871297,10956,831979,10871,740051,10705,91928,5568,73116,5162,13547,2033,3047,871,786,471,1432,609,4813,1749,4682,1757,52,88,36,63,0,268,43,73,803,543,97,105,295,219,8414,1992,4778,1027,20118,2421,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,246241,6100,201624,5975,44617,3248,35257,2959,6389,1494,1536,629,1071,773,364,239,3701,987,2938,912,133,180,0,268,0,268,630,422,1754,854,798,437,2720,692,19766,1970,11876,1618,12067,1657,163988,3741,133075,4071,110137,3891,22938,2248,17333,1915,3677,1063,1113,563,581,351,234,175,1993,743,1458,660,0,268,0,268,0,268,535,414,647,357,590,331,1995,598,11190,1433,9859,1478,4639,951,134935,3164,113166,3102,91487,3259,21679,2157,17924,1974,2712,882,423,224,490,512,130,160,1708,567,1480,548,133,180,0,268,0,268,95,121,1107,782,208,266,725,332,8576,1021,2017,601,7428,1111,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,2295812,16080,1932189,18646,363623,11781,277104,9909,50509,4452,19272,5212,8969,1852,7769,2602,48737,5031,48079,4974,168,225,0,268,374,488,116,164,1020,688,10382,1759,20014,2323,53420,4515,23137,4255,104022,5974,1436220,9953,1287893,11277,1069870,13362,218023,9142,158590,7419,33447,3638,13453,3394,6867,1669,5666,2157,22811,2935,22469,2967,168,225,0,268,174,251,0,268,359,293,9727,1818,15673,2044,31473,3521,14644,3230,53640,4154,1120324,11546,1007919,11661,862319,12531,145600,6846,118514,6347,17062,2177,5819,2386,2102,784,2103,792,25926,3625,25610,3556,0,268,0,268,200,250,116,164,661,611,655,392,4341,983,21947,2657,8493,2651,50382,3458,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,1130301,12586,980236,12802,150065,7767,117040,6760,19079,2384,9122,2366,2350,769,2474,1055,3750,1331,3735,1328,0,268,0,268,0,268,15,25,496,358,3180,1122,2040,779,18668,2396,11171,1650,31252,3349,647966,8419,608063,8409,522034,8797,86029,5727,65252,4948,11373,1784,6180,1955,1924,700,1300,537,1275,623,1260,619,0,268,0,268,0,268,15,25,187,193,2662,904,1603,754,11179,1599,6150,1286,16847,2140,552892,8946,522238,8588,458202,8201,64036,4009,51788,3608,7706,1427,2942,879,426,293,1174,840,2475,1138,2475,1138,0,268,0,268,0,268,0,268,309,301,518,646,437,337,7489,1422,5021,1101,14405,1957,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,13458012,39397,11508503,41760,1949509,26101,1458859,25545,297172,11539,101880,8033,51753,6287,39845,4334,733206,18253,551381,16840,22024,2866,106075,5866,47672,3478,6054,1292,6982,1922,46403,3743,109537,5985,383022,11896,147680,9588,662513,13426,8744379,29513,7626193,28411,6511154,29296,1115039,19569,819403,17398,175546,9333,64119,6505,30689,4286,25282,3431,366749,12022,270198,10970,10917,1901,56121,4232,26013,2791,3500,927,4381,1556,42936,3571,89540,5645,201746,8873,84258,6338,328576,10665,6802976,27820,5831819,28466,4997349,30062,834470,17372,639456,16054,121626,6995,37761,4111,21064,4501,14563,1962,366457,11979,281183,10887,11107,1906,49954,3943,21659,2827,2554,1027,2601,944,3467,881,19997,2499,181276,7917,63422,5865,333937,9270,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,1969627,13295,1740733,15175,228894,10199,182430,8790,29037,3270,9598,1976,5202,1800,2627,1033,61559,4764,57012,4711,512,435,2204,549,1562,523,269,189,747,343,6717,1366,21195,2580,66179,4096,13110,1925,137031,6572,1254617,8658,1081048,9310,944304,9747,136744,7164,107312,6292,17954,2624,6381,1697,3603,1594,1494,772,35391,3923,32520,3827,421,404,1409,414,815,428,226,178,513,326,6369,1332,15793,2214,36388,3484,8873,1720,70242,4483,1021548,9741,888579,10942,796429,12235,92150,4997,75118,4167,11083,1627,3217,1046,1599,633,1133,631,26168,2885,24492,2850,91,106,795,304,747,312,43,72,234,172,348,191,5402,1190,29791,2787,4237,1051,66789,3781,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,1494593,15920,1357015,16525,137578,7316,110050,6565,14497,1876,6868,1976,1991,1071,4172,1429,48737,4664,37470,4254,404,292,1237,552,9575,1323,51,83,1411,771,1119,415,4413,1113,32626,4057,11201,2029,54183,3413,864016,10418,786538,11190,713009,11094,73529,4590,57776,3731,8296,1549,3831,1416,1544,1062,2082,1172,20684,2790,14813,2475,176,177,728,407,4916,1057,51,83,733,502,949,383,3822,980,17840,3286,7816,1799,25634,2389,784267,9571,708055,10343,644006,10449,64049,5032,52274,4601,6201,1221,3037,1059,447,264,2090,836,28053,3445,22657,3147,228,200,509,378,4659,1052,0,268,678,497,170,170,591,397,14786,1893,3385,869,28549,2286,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,370815,6337,328212,6410,42603,3539,33945,3067,5530,1200,816,547,1175,812,1137,581,7511,1408,6488,1239,0,268,176,203,847,480,0,268,0,268,207,156,1130,601,7393,1632,4160,1181,14552,2167,213337,4614,195195,4535,172007,4656,23188,2429,17697,1998,3210,1054,597,501,1061,799,623,421,3220,936,2693,818,0,268,88,146,439,315,0,268,0,268,207,156,1037,597,4492,1303,2697,1022,6489,1606,192431,4761,175620,4773,156205,4737,19415,2011,16248,2025,2320,631,219,208,114,135,514,349,4291,932,3795,844,0,268,88,144,408,375,0,268,0,268,0,268,93,109,2901,773,1463,727,8063,1315,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,376950,11095,290822,9233,86128,6647,60696,5672,15324,2125,6319,1652,514,303,3275,837,243180,7521,69644,5222,2275,1009,154578,6517,16670,2230,13,21,1633,565,760,355,6254,1369,25990,2306,3191,753,11110,1973,350861,8970,208279,7509,163382,6485,44897,4111,29469,3096,8460,1845,4371,1457,355,258,2242,759,115125,5690,29270,3560,1134,540,75252,4652,9456,1762,13,21,671,404,760,355,4956,1158,13180,1533,2260,647,5630,1404,318207,7942,168671,6205,127440,5416,41231,3558,31227,3287,6864,1194,1948,807,159,161,1033,401,128055,5305,40374,3642,1141,690,79326,4637,7214,1360,0,268,962,403,0,268,1298,511,12810,1734,931,493,5480,1246,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,6998570,29128,6145295,33344,853275,18966,646472,18546,120821,7445,41937,5583,27592,5354,16453,2863,136085,8558,126421,8231,1360,1155,4806,1113,3384,1207,114,134,7939,1909,18285,2341,33624,3688,118815,8668,82182,6120,279325,9541,4155680,22351,3772566,23803,3279592,26898,492974,14308,354477,12969,75042,6425,28797,4880,22425,4835,12233,2568,62843,6689,57171,6426,1239,1142,2510,769,1923,797,0,268,3592,1095,16880,2307,27679,3593,66434,6445,57376,5427,148310,6750,3519145,19986,3226004,20616,2865703,20931,360301,9878,291995,9318,45779,3467,13140,2509,5167,1626,4220,1153,73242,4992,69250,4651,121,149,2296,775,1461,887,114,134,4347,1459,1405,651,5945,1200,52381,4394,24806,2911,131015,5362,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
