GEO_ID,C08515_001E,C08515_001M,C08515_002E,C08515_002M,C08515_003E,C08515_003M,C08515_004E,C08515_004M,C08515_005E,C08515_005M,C08515_006E,C08515_006M,C08515_007E,C08515_007M,C08515_008E,C08515_008M,C08515_009E,C08515_009M,C08515_010E,C08515_010M,C08515_011E,C08515_011M,C08515_012E,C08515_012M,C08515_013E,C08515_013M,C08515_014E,C08515_014M,C08515_015E,C08515_015M,C08515_016E,C08515_016M,C08515_017E,C08515_017M,C08515_018E,C08515_018M,C08515_019E,C08515_019M,C08515_020E,C08515_020M,C08515_021E,C08515_021M,C08515_022E,C08515_022M,C08515_023E,C08515_023M,C08515_024E,C08515_024M,C08515_025E,C08515_025M,C08515_026E,C08515_026M,C08515_027E,C08515_027M,C08515_028E,C08515_028M,C08515_029E,C08515_029M,C08515_030E,C08515_030M,NAME,C08515_001EA,C08515_001MA,C08515_002EA,C08515_002MA,C08515_003EA,C08515_003MA,C08515_004EA,C08515_004MA,C08515_005EA,C08515_005MA,C08515_006MA,C08515_006EA,C08515_007MA,C08515_007EA,C08515_008MA,C08515_008EA,C08515_009EA,C08515_009MA,C08515_010EA,C08515_010MA,C08515_011MA,C08515_011EA,C08515_012MA,C08515_012EA,C08515_013MA,C08515_013EA,C08515_014EA,C08515_014MA,C08515_015EA,C08515_015MA,C08515_016EA,C08515_016MA,C08515_017MA,C08515_017EA,C08515_018MA,C08515_018EA,C08515_019EA,C08515_019MA,C08515_020EA,C08515_020MA,C08515_021EA,C08515_021MA,C08515_022MA,C08515_022EA,C08515_023MA,C08515_023EA,C08515_024EA,C08515_024MA,C08515_025EA,C08515_025MA,C08515_026EA,C08515_026MA,C08515_027EA,C08515_027MA,C08515_028MA,C08515_028EA,C08515_029EA,C08515_029MA,C08515_030EA,C08515_030MA,state
0400000US01,1902128,16556,442237,10349,1133348,16540,283400,11127,43143,3779,1599861,17665,356317,9927,965916,15645,241188,10793,36440,3482,205436,9440,59682,4721,113268,6964,28672,3185,3814,979,7827,1923,3286,1430,2096,719,2037,1099,408,299,45585,3770,17471,2178,20160,2815,6823,1445,1131,592,43419,3740,5481,1378,31908,3112,4680,1126,1350,487,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,77855,4160,169806,5803,46695,3236,4567,880,201624,5975,47075,3397,117619,4584,34147,2535,2783,686,44617,3248,12790,2179,26117,2605,5071,1280,639,453,3701,987,1675,717,1062,442,832,454,132,132,36914,2837,14918,1893,16362,1725,5096,925,538,236,12067,1657,1397,610,8646,1517,1549,618,475,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,735478,14805,1394205,18832,387425,12562,39436,3130,1932189,18646,529357,12942,1065595,15884,306173,12029,31064,2693,363623,11781,123617,7628,192409,9609,44129,5199,3468,1318,48737,5031,22097,3063,16853,3016,8240,1702,1547,1138,107973,6340,46170,4526,47306,3580,13566,2285,931,403,104022,5974,14237,2162,72042,4997,15317,2418,2426,717,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,248475,7694,733145,11676,191778,8405,27460,2710,980236,12802,192850,7093,604388,11199,159877,8268,23121,2578,150065,7767,37979,4165,88594,5147,21138,2613,2354,785,3750,1331,2558,1160,756,523,365,268,71,120,35555,3406,11785,1867,16498,2039,6283,1581,989,501,31252,3349,3303,846,22909,2910,4115,1293,925,419,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,4713106,44213,8591310,48825,1994216,26088,248723,8404,11508503,41760,3343329,35297,6453542,44443,1531401,23471,180231,7164,1949509,26101,608902,17590,1131804,21585,187042,9446,21761,2690,733206,18253,334714,14015,291506,11477,91974,5779,15012,2185,693624,17713,296036,12558,301567,9766,83759,6454,12262,2304,662513,13426,130125,8063,412891,12536,100040,6433,19457,2006,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,615891,13224,1317530,17554,311268,11220,31476,2739,1740733,15175,452801,12754,1018167,15872,244360,8962,25405,2616,228894,10199,70463,5556,133083,7180,23715,3034,1633,691,61559,4764,26882,3380,22273,2547,11478,2045,926,485,107948,5047,45379,3498,46288,3974,15237,2569,1044,502,137031,6572,20366,3346,97719,5819,16478,2268,2468,814,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,442619,10824,966990,13931,206821,8168,31853,3263,1357015,16525,342939,11140,811921,12220,174878,7478,27277,3161,137578,7316,43802,3803,76969,5978,14957,2626,1850,627,48737,4664,24250,3579,17976,2656,5461,1206,1050,495,50770,4593,24508,3042,21808,2743,3883,819,571,326,54183,3413,7120,1239,38316,3098,7642,1562,1105,429,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,108354,5040,236951,6578,52623,3498,7840,1165,328212,6410,83217,4610,194825,6664,43502,3022,6668,1135,42603,3539,13234,1979,24003,2556,5033,1281,333,306,7511,1408,3538,946,2314,795,1293,563,366,266,12890,2269,6463,1697,4676,1227,1527,572,224,242,14552,2167,1902,722,11133,2001,1268,531,249,180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,217150,7375,350481,9221,89231,4810,12206,1929,290822,9233,77089,4817,166515,6253,41994,3215,5224,1041,86128,6647,19963,2957,56973,5327,7445,1898,1747,717,243180,7521,96168,5387,108746,5091,34061,3234,4205,1109,37828,2597,19909,2256,12718,1734,4457,1003,744,509,11110,1973,4021,1266,5529,1203,1274,500,286,288,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,2054000,25251,4172644,31001,1288731,18121,159450,6669,6145295,33344,1546189,24980,3396194,28216,1071362,16584,131550,6436,853275,18966,282700,11712,453865,13815,105731,6098,10979,1880,136085,8558,70092,6287,36479,4316,26309,3199,3205,906,260845,11012,114895,7008,97408,6319,42222,4361,6320,1608,279325,9541,40124,3302,188698,7624,43107,4329,7396,1507,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
