GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,NAME,B17001_001EA,B17001_001MA,B17001_002MA,B17001_002EA,B17001_003MA,B17001_003EA,B17001_004MA,B17001_004EA,B17001_005MA,B17001_005EA,B17001_006EA,B17001_006MA,B17001_007EA,B17001_007MA,B17001_008MA,B17001_008EA,B17001_009MA,B17001_009EA,B17001_010MA,B17001_010EA,B17001_011EA,B17001_011MA,B17001_012EA,B17001_012MA,B17001_013MA,B17001_013EA,B17001_014MA,B17001_014EA,B17001_015MA,B17001_015EA,B17001_016MA,B17001_016EA,B17001_017EA,B17001_017MA,B17001_018EA,B17001_018MA,B17001_019MA,B17001_019EA,B17001_020MA,B17001_020EA,B17001_021MA,B17001_021EA,B17001_022EA,B17001_022MA,B17001_023EA,B17001_023MA,B17001_024MA,B17001_024EA,B17001_025MA,B17001_025EA,B17001_026MA,B17001_026EA,B17001_027EA,B17001_027MA,B17001_028EA,B17001_028MA,B17001_029MA,B17001_029EA,B17001_030MA,B17001_030EA,B17001_031MA,B17001_031EA,B17001_032EA,B17001_032MA,B17001_033EA,B17001_033MA,B17001_034MA,B17001_034EA,B17001_035MA,B17001_035EA,B17001_036MA,B17001_036EA,B17001_037EA,B17001_037MA,B17001_038EA,B17001_038MA,B17001_039MA,B17001_039EA,B17001_040MA,B17001_040EA,B17001_041MA,B17001_041EA,B17001_042EA,B17001_042MA,B17001_043EA,B17001_043MA,B17001_044EA,B17001_044MA,B17001_045EA,B17001_045MA,B17001_046MA,B17001_046EA,B17001_047EA,B17001_047MA,B17001_048EA,B17001_048MA,B17001_049EA,B17001_049MA,B17001_050EA,B17001_050MA,B17001_051EA,B17001_051MA,B17001_052MA,B17001_052EA,B17001_053MA,B17001_053EA,B17001_054MA,B17001_054EA,B17001_055EA,B17001_055MA,B17001_056EA,B17001_056MA,B17001_057MA,B17001_057EA,B17001_058MA,B17001_058EA,B17001_059MA,B17001_059EA,state
0400000US01,4429774,2525,754258,23298,307112,12497,42810,3238,6486,1314,43671,3685,23626,3469,5851,1323,10858,1602,47507,3932,29558,2923,30407,3360,26845,2629,18878,2010,12862,1975,7753,1381,447146,13553,44198,3604,7018,1413,41723,2985,22612,2710,5666,1465,11991,1691,64110,3638,69674,5122,54018,4224,38922,2921,32340,2138,24506,2157,30368,2296,3675516,23494,1829380,12743,102544,3382,23976,2629,133206,5724,75518,5078,27646,2186,50240,3043,162256,4198,251700,4309,279021,4196,287778,3800,216047,2506,133703,2405,85745,1566,1846136,13832,99725,3509,21618,2256,128528,4122,70781,4744,23536,2421,49096,2533,138343,3984,232759,4828,277108,4571,299281,3349,227614,2310,154161,2569,123586,2430,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,637581,1207,71266,6418,35324,3825,3745,887,918,443,4600,1153,2139,582,1084,475,1551,593,5221,1406,3052,732,5032,1148,3813,731,2778,712,785,356,606,269,35942,3620,2749,863,877,437,4448,1105,2464,933,886,402,1162,419,5479,1057,4804,1037,5107,801,4210,744,2192,560,568,247,996,308,566315,6680,288135,4121,20424,1328,3950,1020,27103,2114,13560,1602,4236,811,9666,917,29944,1635,34402,1530,44477,1525,50037,1436,31652,1078,12885,726,5799,510,278180,4364,20935,1367,4635,1046,24276,1778,13466,1500,4683,771,9798,827,25973,1458,34020,1575,43474,1311,48496,1346,27907,930,12164,648,8353,710,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5802691,5462,824008,28218,370153,14158,55279,4452,9038,1925,49342,4095,25274,2799,7741,1611,13977,1792,52102,4475,47452,5028,37694,3440,28730,2629,22910,2437,11094,1499,9520,1365,453855,18001,53258,5871,8458,1605,49751,4829,22122,3035,6676,1470,13742,2290,71797,5435,74153,5437,49158,3703,34182,3442,30654,2716,20002,2012,19902,1969,4978683,28826,2520258,14863,176904,5088,34700,2986,205022,6619,109919,5112,38598,2896,68085,3462,229491,5176,384303,4802,372251,3268,338261,2976,252680,2568,181803,1875,128241,1785,2458425,18065,167807,6113,33266,3128,195671,6772,100237,4641,33449,2936,68424,3434,199206,5327,328920,5556,347512,3907,346744,3564,272354,2913,194325,2116,170510,2142,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2690029,2483,461842,16207,197828,8867,23295,2424,3375,740,28106,2812,13802,2018,4103,987,7559,1387,28527,3131,22845,2336,18926,2139,17944,2015,15563,1779,7094,1196,6689,1111,264014,9621,27868,2857,3757,974,26065,3030,12729,1714,4584,1047,9267,1432,36119,2942,38374,3198,29103,2581,23604,2281,17769,1910,16041,1607,18734,1834,2228187,15989,1111501,9283,69187,2201,13622,1907,84504,4185,41353,2419,15839,1699,32514,2469,98210,3509,151235,2942,167566,2733,167529,2477,127421,2064,88009,1790,54512,1117,1116686,9842,62915,2855,11918,1721,77401,3686,45002,2888,13422,1513,28745,1676,88999,2732,140121,3654,166870,3366,169625,2616,139106,2014,95680,1894,76882,1814,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35121550,12411,4673274,85899,2124994,44726,263960,12709,50441,4036,290430,12165,149128,8755,50081,4305,93556,6024,291722,10448,268459,10706,246339,9896,191749,8390,121294,5426,58148,4492,49687,4453,2548280,48751,253549,10660,51320,5249,280963,10330,143827,9956,47980,4660,91412,5552,356344,13025,384691,12321,347082,10150,231101,10438,167618,7248,84597,4496,107796,5168,30448276,87199,15288361,45322,1088057,12770,199436,9161,1291152,18001,704756,14056,227084,6984,450679,8039,1400164,11394,2286012,11417,2463464,10552,2209674,9083,1480638,6100,836766,5084,650479,4697,15159915,50097,1030209,11147,200962,9150,1222196,16660,666323,15099,222106,7606,428317,8851,1276355,13167,2071341,12735,2327730,10524,2238825,10751,1561920,7167,962432,4891,951199,5240,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4549942,2666,504106,18664,230057,9556,28807,3125,4701,1516,26671,3412,12198,2090,4299,1017,8677,1525,41354,3717,33091,3786,23450,2704,20130,2478,14802,1983,5712,1156,6165,1362,274049,11729,28578,3481,5204,1175,26164,3392,9719,1625,3875,909,6693,1326,47576,3720,48090,3935,32118,2896,21673,2422,18154,2202,10990,1634,15215,1857,4045836,19514,2047771,10303,140727,3492,29147,2755,161251,4694,91710,4101,28046,2077,55277,2351,175684,4143,334517,4565,332115,3030,313558,3331,203294,2484,110522,1566,71923,1701,1998065,12735,136385,4033,26870,2584,160484,5045,84632,4162,29934,2404,53812,2693,156694,4177,291492,4292,314068,3733,315856,3294,205468,2411,117672,1957,104698,2028,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3383920,2408,281408,16801,117278,8476,13417,2214,3172,1024,14059,2598,6801,1835,2427,846,6380,1708,12752,2309,14824,3094,15051,2436,11540,1865,7668,1577,4161,940,5026,1025,164130,9912,14914,2206,2973,1147,14441,2541,7681,1423,3004,829,5640,1216,19032,2474,24633,2944,20434,2617,14428,1906,12723,2050,9876,1623,14351,2084,3102512,16564,1522864,8654,93189,2449,20031,2111,124638,4324,67372,3622,23093,1984,44947,2136,120850,2394,177813,3440,249707,2455,251745,2192,174716,1626,90364,1300,84399,1134,1579648,9529,86888,2247,16503,1521,117672,4380,66376,3916,22768,2046,41673,2368,110662,2440,172852,2772,259815,2711,262225,2355,187812,2282,106880,1815,127522,2189,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,815074,1229,84811,6636,35771,3999,5121,1263,350,281,3670,921,1877,618,832,383,1589,688,6163,1356,3746,986,4258,1166,2803,845,2785,759,1454,542,1123,441,49040,4149,4471,1259,629,424,4349,945,2375,921,844,391,1673,731,10057,2055,6433,1322,5699,1071,3794,1025,3587,854,2570,725,2559,711,730263,6677,359906,3878,22469,1254,4583,1228,27545,1725,14924,1563,5584,799,9568,875,30879,1434,47881,1269,57378,1440,55011,1048,39679,886,25903,780,18502,686,370357,4243,22292,1416,3665,879,27354,1904,12731,1455,5003,950,8452,1208,24946,2093,49483,1438,58843,1337,58869,1162,44039,966,28629,904,26051,711,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,513137,1066,97617,7636,39722,4186,5401,1267,799,461,4547,1168,3142,932,887,372,1476,533,4498,823,5507,1472,3229,846,3882,1102,2702,779,2249,640,1403,430,57895,4444,7135,1161,1253,524,5797,1281,2726,872,1085,429,1062,445,4951,809,8380,1550,7800,1347,5269,978,5208,1116,3269,1003,3960,979,415520,7756,202142,4259,13379,1350,2233,711,11267,1452,6731,1213,1827,642,3402,693,11710,947,43179,1646,35524,1002,29589,1356,22289,935,11620,761,9392,560,213378,4488,10675,1310,1383,575,10999,1668,6583,1178,1966,743,3803,753,10488,909,48540,1509,31988,1427,30964,1111,25388,1134,14771,973,15830,964,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17308881,8459,2214381,48347,940802,24158,111960,7827,20247,2634,111604,6250,58246,4708,18775,2597,41987,3975,128779,7765,89802,6977,94701,6541,86991,6125,79550,5373,52738,4067,45422,3470,1273579,29084,111760,6801,18629,2520,105828,7593,54716,5472,21170,2287,38240,4566,172388,6380,168050,7503,146486,7295,128757,6998,116102,5189,88917,4622,102536,5700,15094500,50210,7488327,27393,444530,7801,85536,6661,534763,12025,304783,10460,98356,4644,200622,5244,625739,8335,944044,8441,1138039,7171,1099220,7322,836152,6032,640872,4291,535671,3686,7606173,28750,421940,6902,85394,5072,516188,10542,282028,8329,95539,5058,190379,5784,557973,6510,882479,8321,1117993,6983,1126028,7356,915175,5348,706733,4380,708324,5694,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
