GEO_ID,B19301F_001E,B19301F_001M,NAME,B19301F_001MA,B19301F_001EA,state
0400000US01,11093,1494,Alabama,null,null,01
0400000US02,17395,4257,Alaska,null,null,02
0400000US04,13199,490,Arizona,null,null,04
0400000US05,10155,1247,Arkansas,null,null,05
0400000US06,14217,176,California,null,null,06
0400000US08,15452,673,Colorado,null,null,08
0400000US09,16741,2074,Connecticut,null,null,09
0400000US10,13081,3015,Delaware,null,null,10
0400000US11,19583,2813,District of Columbia,null,null,11
0400000US12,15306,530,Florida,null,null,12
0400000US13,12464,485,Georgia,null,null,13
0400000US15,21913,3243,Hawaii,null,null,15
0400000US16,10773,847,Idaho,null,null,16
0400000US17,13441,449,Illinois,null,null,17
0400000US18,12549,1034,Indiana,null,null,18
0400000US19,12019,953,Iowa,null,null,19
0400000US20,12689,994,Kansas,null,null,20
0400000US21,11551,1864,Kentucky,null,null,21
0400000US22,15881,2060,Louisiana,null,null,22
0400000US23,10995,3911,Maine,null,null,23
0400000US24,18117,2463,Maryland,null,null,24
0400000US25,14474,1017,Massachusetts,null,null,25
0400000US26,14682,959,Michigan,null,null,26
0400000US27,13230,1224,Minnesota,null,null,27
0400000US28,10600,1457,Mississippi,null,null,28
0400000US29,12520,1084,Missouri,null,null,29
0400000US30,15755,4433,Montana,null,null,30
0400000US31,13720,2191,Nebraska,null,null,31
0400000US32,14367,966,Nevada,null,null,32
0400000US33,19922,4459,New Hampshire,null,null,33
0400000US34,14865,631,New Jersey,null,null,34
0400000US35,15728,906,New Mexico,null,null,35
0400000US36,14389,402,New York,null,null,36
0400000US37,10954,626,North Carolina,null,null,37
0400000US38,30554,27895,North Dakota,null,null,38
0400000US39,13727,830,Ohio,null,null,39
0400000US40,11976,740,Oklahoma,null,null,40
0400000US41,11912,891,Oregon,null,null,41
0400000US42,12102,848,Pennsylvania,null,null,42
0400000US44,13335,1424,Rhode Island,null,null,44
0400000US45,10867,1266,South Carolina,null,null,45
0400000US46,11321,2546,South Dakota,null,null,46
0400000US47,11296,1038,Tennessee,null,null,47
0400000US48,12600,231,Texas,null,null,48
0400000US49,12587,785,Utah,null,null,49
0400000US50,17964,10656,Vermont,null,null,50
0400000US51,18205,836,Virginia,null,null,51
0400000US53,13331,903,Washington,null,null,53
0400000US54,10214,3497,West Virginia,null,null,54
0400000US55,12816,919,Wisconsin,null,null,55
0400000US56,14177,2636,Wyoming,null,null,56
0400000US72,8380,354,Puerto Rico,null,null,72
