GEO_ID,B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,B08006_052E,B08006_052M,B08006_053E,B08006_053M,B08006_054E,B08006_054M,B08006_055E,B08006_055M,B08006_056E,B08006_056M,B08006_057E,B08006_057M,B08006_058E,B08006_058M,B08006_059E,B08006_059M,B08006_060E,B08006_060M,B08006_061E,B08006_061M,B08006_062E,B08006_062M,B08006_063E,B08006_063M,NAME,B08006_001MA,B08006_001EA,B08006_002EA,B08006_002MA,B08006_003EA,B08006_003MA,B08006_004MA,B08006_004EA,B08006_005MA,B08006_005EA,B08006_006MA,B08006_006EA,B08006_007EA,B08006_007MA,B08006_008EA,B08006_008MA,B08006_009MA,B08006_009EA,B08006_010MA,B08006_010EA,B08006_011MA,B08006_011EA,B08006_012EA,B08006_012MA,B08006_013EA,B08006_013MA,B08006_014MA,B08006_014EA,B08006_015MA,B08006_015EA,B08006_016MA,B08006_016EA,B08006_017EA,B08006_017MA,B08006_018EA,B08006_018MA,B08006_019MA,B08006_019EA,B08006_020MA,B08006_020EA,B08006_021MA,B08006_021EA,B08006_022EA,B08006_022MA,B08006_023EA,B08006_023MA,B08006_024EA,B08006_024MA,B08006_025MA,B08006_025EA,B08006_026MA,B08006_026EA,B08006_027MA,B08006_027EA,B08006_028MA,B08006_028EA,B08006_029EA,B08006_029MA,B08006_030MA,B08006_030EA,B08006_031MA,B08006_031EA,B08006_032MA,B08006_032EA,B08006_033MA,B08006_033EA,B08006_034MA,B08006_034EA,B08006_035EA,B08006_035MA,B08006_036MA,B08006_036EA,B08006_037MA,B08006_037EA,B08006_038MA,B08006_038EA,B08006_039MA,B08006_039EA,B08006_040EA,B08006_040MA,B08006_041MA,B08006_041EA,B08006_042MA,B08006_042EA,B08006_043MA,B08006_043EA,B08006_044MA,B08006_044EA,B08006_045MA,B08006_045EA,B08006_046EA,B08006_046MA,B08006_047MA,B08006_047EA,B08006_048MA,B08006_048EA,B08006_049MA,B08006_049EA,B08006_050MA,B08006_050EA,B08006_051EA,B08006_051MA,B08006_052MA,B08006_052EA,B08006_053MA,B08006_053EA,B08006_054MA,B08006_054EA,B08006_055MA,B08006_055EA,B08006_056MA,B08006_056EA,B08006_057EA,B08006_057MA,B08006_058MA,B08006_058EA,B08006_059MA,B08006_059EA,B08006_060MA,B08006_060EA,B08006_061MA,B08006_061EA,B08006_062EA,B08006_062MA,B08006_063MA,B08006_063EA,state
0400000US01,1941250,15984,1841189,17016,1629930,17410,211259,9675,164371,8553,28353,3493,9956,1885,4433,1513,4146,1107,8368,1974,8016,1992,52,88,185,195,72,116,43,73,1388,655,2095,565,1814,751,23230,3224,19747,2768,43419,3740,1055195,9461,995285,9716,878346,10602,116939,5794,88802,4990,14935,2095,6783,1512,3704,1475,2715,873,3185,914,3086,932,0,270,27,36,72,116,0,270,481,409,2011,577,1519,714,14546,2213,14867,2342,23301,2345,886055,10946,845904,11097,751584,10635,94320,5929,75569,5378,13418,2114,3173,896,729,438,1431,617,5183,1820,4930,1831,52,88,158,191,0,270,43,73,907,570,84,100,295,219,8684,2038,4880,1091,20118,2421,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,245507,5976,200952,5850,44555,3263,35297,2969,6367,1494,1536,629,991,761,364,239,3573,956,2865,891,133,180,0,233,0,233,575,408,1388,508,798,437,2629,688,19368,1892,9360,1224,12067,1657,160549,3279,132379,3918,109446,3735,22933,2284,17430,1982,3655,1062,1113,563,501,322,234,175,1920,730,1385,645,0,233,0,233,0,233,535,414,709,360,590,331,1995,598,10778,1333,7539,1177,4639,951,134141,3142,113128,3117,91506,3259,21622,2174,17867,1987,2712,882,423,224,490,512,130,160,1653,553,1480,548,133,180,0,233,0,233,40,67,679,374,208,266,634,309,8590,1024,1821,475,7428,1111,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,2311322,16048,1945061,18773,366261,11954,279972,10021,50515,4562,19178,5259,8789,1835,7807,2599,48964,5040,48197,5020,168,225,266,365,158,165,175,192,976,685,10499,1764,20014,2323,54084,4378,25183,4011,104022,5974,1446763,10128,1296352,11223,1077154,13062,219198,9224,159975,7607,33327,3766,13399,3429,6793,1679,5704,2151,23004,2838,22546,2892,168,225,266,365,24,41,0,291,315,287,9844,1825,15673,2044,32017,3523,15918,3076,53640,4154,1128301,11257,1014970,11384,867907,12282,147063,6845,119997,6313,17188,2198,5779,2389,1996,750,2103,792,25960,3612,25651,3556,0,291,0,291,134,159,175,192,661,611,655,392,4341,983,22067,2634,9265,2560,50382,3458,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,1129122,12312,981220,13090,147902,7532,115700,6692,18284,2274,9061,2324,2248,761,2609,1062,4007,1402,3992,1399,0,260,0,260,0,260,15,25,496,358,3213,1134,2040,779,19301,2403,11455,1538,31252,3349,643018,7202,602701,7738,518686,8496,84015,5183,64066,4538,10538,1698,6196,1856,1780,699,1435,615,1295,691,1280,685,0,260,0,260,0,260,15,25,187,193,2680,909,1603,754,11690,1637,6015,1218,16847,2140,557868,8708,526421,8391,462534,8259,63887,4161,51634,3746,7746,1384,2865,869,468,302,1174,840,2712,1196,2712,1196,0,260,0,260,0,260,0,260,309,301,533,649,437,337,7611,1438,5440,1067,14405,1957,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,13449923,38627,11503746,41684,1946177,25740,1456000,24948,297663,11595,101936,8111,51130,6018,39448,4387,734704,18065,552043,16900,22475,2863,106108,5868,48006,3447,6072,1293,8106,1996,45952,3767,109912,6026,384989,11849,151235,10166,662513,13426,8744873,29320,7620246,27837,6508201,29211,1112045,19099,816996,16760,175917,9485,64179,6479,30029,4036,24924,3463,367509,11926,270765,11094,11192,1904,55829,4196,26205,2794,3518,928,4931,1561,42485,3597,89855,5672,203358,8864,87913,6970,328576,10665,6802461,27369,5829677,28334,4995545,30037,834132,17366,639004,15938,121746,6960,37757,4134,21101,4478,14524,1961,367195,11939,281278,10866,11283,1911,50279,3949,21801,2802,2554,1027,3175,939,3467,881,20057,2516,181631,8029,63322,5738,333937,9270,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,1970613,13191,1741595,15152,229018,10071,182508,8757,29208,3289,9479,2049,5147,1814,2676,1049,61884,4755,57019,4725,512,435,2577,607,1507,526,269,189,805,349,6853,1360,21344,2576,66273,3958,15458,1919,137031,6572,1256826,8335,1081095,8924,944352,9318,136743,7027,107439,6233,18042,2625,6254,1754,3486,1588,1522,775,35522,3927,32470,3836,421,404,1590,459,815,428,226,178,571,330,6445,1336,16017,2245,36420,3420,10514,1661,70242,4483,1023435,9723,889518,10939,797243,12209,92275,5052,75069,4198,11166,1650,3225,1049,1661,659,1154,634,26362,2891,24549,2858,91,106,987,350,692,298,43,72,234,172,408,200,5327,1178,29853,2691,4944,1104,66789,3781,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,1479848,15198,1343489,15545,136359,7808,110158,7063,13665,1707,6745,2013,1890,1039,3901,1422,70427,5133,38549,4320,398,302,2383,897,28994,2574,103,117,1558,763,1081,417,4398,1081,33775,3949,12072,2102,54183,3413,871769,8446,777127,10263,704638,10302,72489,4825,57359,4096,7293,1364,3921,1414,1476,1031,2440,1355,36841,3099,15619,2544,229,232,1312,633,19578,1878,103,117,835,506,1001,396,3747,960,18325,3188,8259,1846,25634,2389,785573,9261,702721,9529,638851,9374,63870,5004,52799,4561,6372,1268,2824,1041,414,265,1461,536,33586,3423,22930,3068,169,172,1071,536,9416,1492,0,274,723,483,80,95,651,393,15450,1930,3813,965,28549,2286,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,360792,5985,318734,5922,42058,3003,33539,2827,5432,1160,1269,644,727,514,1091,576,8588,1576,6489,1267,0,262,157,126,1942,884,0,262,85,137,243,187,1186,620,7159,1598,4428,1322,14552,2167,208428,3111,190215,3678,166939,3696,23276,2229,18135,1992,3017,961,1013,600,563,473,548,409,3367,887,2644,814,0,262,0,262,723,348,0,262,85,137,243,187,1037,597,4236,1255,2756,1176,6489,1606,188605,4256,170577,4534,151795,4443,18782,1846,15404,1783,2415,660,256,202,164,158,543,365,5221,1194,3845,884,0,262,157,126,1219,819,0,262,0,262,0,262,149,145,2923,759,1672,781,8063,1315,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,113049,4494,93803,3992,19246,2459,15833,2221,1918,839,1282,914,115,140,98,122,94260,4338,39435,3250,1451,969,52144,4161,1230,539,0,286,874,347,124,142,4336,1245,24905,2353,1207,579,11110,1973,126559,2736,60601,3243,51446,2785,9155,1687,7432,1454,931,660,735,852,0,286,57,99,43089,3055,15718,2255,449,400,26241,2899,681,417,0,286,265,195,124,142,3388,996,12884,1597,578,357,5630,1404,123306,3603,52448,3058,42357,2983,10091,1550,8401,1445,987,498,547,303,115,140,41,69,51171,3216,23717,2440,1002,668,25903,2497,549,358,0,286,609,329,0,286,948,449,12021,1712,629,485,5480,1246,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,7010483,28637,6158873,32660,851610,19203,646689,18704,119566,7511,41471,5628,27480,5311,16404,2766,138505,8946,127494,8501,1360,1155,5801,1261,3736,1206,114,134,8420,1877,18248,2331,33705,3738,121370,8867,90829,5957,279325,9541,4177320,20968,3783656,23753,3291506,26785,492150,14744,354887,13198,74074,6492,28733,4922,22233,4799,12223,2486,63819,6868,57292,6484,1239,1142,3189,821,2099,805,0,301,3986,1074,16830,2293,27632,3635,68335,6585,64752,5327,148310,6750,3523565,20350,3226827,20610,2867367,20788,359460,9806,291802,9292,45492,3514,12738,2438,5247,1632,4181,1134,74686,5140,70202,4863,121,149,2612,853,1637,929,114,134,4434,1470,1418,650,6073,1245,53035,4403,26077,2915,131015,5362,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
