GEO_ID,B15004_001E,B15004_001M,B15004_002E,B15004_002M,B15004_003E,B15004_003M,B15004_004E,B15004_004M,B15004_005E,B15004_005M,B15004_006E,B15004_006M,B15004_007E,B15004_007M,B15004_008E,B15004_008M,B15004_009E,B15004_009M,B15004_010E,B15004_010M,B15004_011E,B15004_011M,B15004_012E,B15004_012M,B15004_013E,B15004_013M,B15004_014E,B15004_014M,B15004_015E,B15004_015M,B15004_016E,B15004_016M,B15004_017E,B15004_017M,B15004_018E,B15004_018M,B15004_019E,B15004_019M,B15004_020E,B15004_020M,B15004_021E,B15004_021M,B15004_022E,B15004_022M,B15004_023E,B15004_023M,B15004_024E,B15004_024M,B15004_025E,B15004_025M,B15004_026E,B15004_026M,B15004_027E,B15004_027M,B15004_028E,B15004_028M,B15004_029E,B15004_029M,B15004_030E,B15004_030M,B15004_031E,B15004_031M,B15004_032E,B15004_032M,B15004_033E,B15004_033M,B15004_034E,B15004_034M,B15004_035E,B15004_035M,B15004_036E,B15004_036M,B15004_037E,B15004_037M,B15004_038E,B15004_038M,B15004_039E,B15004_039M,NAME,B15004_001EA,B15004_001MA,B15004_002MA,B15004_002EA,B15004_003MA,B15004_003EA,B15004_004EA,B15004_004MA,B15004_005EA,B15004_005MA,B15004_006EA,B15004_006MA,B15004_007MA,B15004_007EA,B15004_008MA,B15004_008EA,B15004_009MA,B15004_009EA,B15004_010EA,B15004_010MA,B15004_011EA,B15004_011MA,B15004_012MA,B15004_012EA,B15004_013MA,B15004_013EA,B15004_014MA,B15004_014EA,B15004_015EA,B15004_015MA,B15004_016EA,B15004_016MA,B15004_017MA,B15004_017EA,B15004_018MA,B15004_018EA,B15004_019EA,B15004_019MA,B15004_020MA,B15004_020EA,B15004_021EA,B15004_021MA,B15004_022EA,B15004_022MA,B15004_023MA,B15004_023EA,B15004_024MA,B15004_024EA,B15004_025MA,B15004_025EA,B15004_026MA,B15004_026EA,B15004_027EA,B15004_027MA,B15004_028EA,B15004_028MA,B15004_029MA,B15004_029EA,B15004_030MA,B15004_030EA,B15004_031MA,B15004_031EA,B15004_032MA,B15004_032EA,B15004_033EA,B15004_033MA,B15004_034EA,B15004_034MA,B15004_035MA,B15004_035EA,B15004_036EA,B15004_036MA,B15004_037MA,B15004_037EA,B15004_038EA,B15004_038MA,B15004_039EA,B15004_039MA,state
0400000US13,5632169,7719,607692,15391,244093,10625,201624,7928,117231,6927,32025,3368,12719,1984,5024477,16516,726359,17854,1468061,23194,1345939,21122,960804,17348,523314,13172,2698075,5619,222263,8409,94616,5817,70087,4783,39489,4337,12979,2357,5092,1105,2475812,9791,391459,13206,719757,14388,627253,13721,479221,11838,258122,7361,2934094,5023,385429,10137,149477,6830,131537,6125,77742,5107,19046,2741,7627,1562,2548665,11044,334900,9383,748304,13397,718686,13034,481583,12715,265192,9441,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,828917,1805,69107,4556,16513,2383,26045,3228,17297,1986,6562,1470,2690,990,759810,5107,82446,3978,227071,7952,227904,6813,149296,5916,73093,3978,399825,1598,27813,2472,5935,1364,11922,1821,6187,1265,3029,936,740,339,372012,2884,35945,2584,113788,4662,113063,4907,70990,3733,38226,2354,429092,1186,41294,3027,10578,1711,14123,1881,11110,1621,3533,851,1950,897,387798,3380,46501,2713,113283,4832,114841,4013,78306,3833,34867,2456,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,877031,1805,90038,4730,27214,2889,28742,2822,26049,2639,5273,1027,2760,946,786993,5224,89212,4263,231251,7532,270190,7066,134323,5873,62017,4258,431115,1614,37562,3099,10501,1688,12271,1817,11203,1796,2018,671,1569,819,393553,3330,49529,3058,111815,4923,127629,4552,68106,3506,36474,2767,445916,1725,52476,2961,16713,2024,16471,1894,14846,1644,3255,777,1191,568,393440,3469,39683,2545,119436,4393,142561,4305,66217,3620,25543,2342,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8079881,3333,727116,18296,239154,9481,240508,11343,170086,8031,53193,3828,24175,2760,7352765,18341,914628,19801,2042523,20157,2111045,25840,1426918,19062,857651,15259,3866410,2945,275331,9672,87316,5155,95099,6718,58961,4658,22220,2338,11735,1679,3591079,10181,473208,12551,990577,13856,978662,15946,700598,13080,448034,10251,4213471,2805,451785,11973,151838,7328,145409,7518,111125,5747,30973,3109,12440,1837,3761686,11970,441420,11877,1051946,13284,1132383,15161,726320,11942,409617,10355,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3956723,3837,355480,12438,118111,6655,141584,6007,69580,4328,17014,2161,9191,1350,3601243,13138,462556,9710,1326758,13871,997258,12424,517537,10897,297134,8139,1901244,2684,137203,6572,47544,3735,54402,3623,23036,2657,8077,1470,4144,913,1764041,6993,232336,5926,648017,10888,470814,8280,264187,7163,148687,5514,2055479,2614,218277,8269,70567,4335,87182,4505,46544,3652,8937,1490,5047,1021,1837202,8937,230220,7108,678741,9135,526444,9826,253350,7504,148447,5338,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1927018,2798,147007,5681,38755,3489,59854,4036,35444,2692,9375,1472,3579,784,1780011,6302,162490,4650,632587,9831,539181,9563,307789,7593,137964,4983,930684,2186,55096,3079,15194,1948,21478,2320,12314,1735,4488,1160,1622,507,875588,3648,87141,3116,322048,6840,245568,6365,145908,4574,74923,3829,996334,2230,91911,4517,23561,2660,38376,2851,23130,2028,4887,988,1957,601,904423,4647,75349,3394,310539,6108,293613,6723,161881,4990,63041,2756,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1725825,3170,146416,6256,42807,3804,52623,3822,37052,2907,9341,1484,4593,1283,1579409,7431,151606,5903,468087,10466,487688,9476,311015,7814,161013,5253,838503,2543,59606,4215,16596,2242,23807,2781,12370,1702,4876,1029,1957,819,778897,4730,81552,3917,228627,7902,229203,6257,155695,5488,83820,3288,887322,2558,86810,3860,26211,2633,28816,2210,24682,1993,4465,1081,2636,869,800512,4839,70054,3659,239460,5428,258485,6623,155320,4728,77193,3742,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2715805,3811,368799,11203,163598,8673,128344,7423,58385,4117,14118,2483,4354,1007,2347006,11470,407085,8777,813149,13981,621389,10927,298366,7597,207017,7263,1295357,2760,147967,6329,73220,4944,48638,4127,19653,2548,4575,1045,1881,662,1147390,6544,218298,6738,401650,7898,285301,7795,147015,4570,95126,5017,1420448,2830,220832,7049,90378,5966,79706,4656,38732,2957,9543,2047,2473,747,1199616,7637,188787,5318,411499,9126,336088,7420,151351,5931,111891,4415,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2791859,4729,412341,12869,168262,9140,149922,7820,74481,4935,13399,1947,6277,1268,2379518,13282,376238,11043,827707,15944,620866,12353,361689,9889,193018,7875,1306458,3675,143460,7708,63636,4552,47758,4038,23568,2973,5252,1221,3246,999,1162998,7880,206268,8295,406312,10490,288451,8305,168332,6440,93635,4352,1485401,3264,268881,8094,104626,6581,102164,5707,50913,3974,8147,1530,3031,891,1216520,8389,169970,5788,421395,9518,332415,8182,193357,7221,99383,5435,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,899536,1216,90272,4922,23587,2555,37811,2981,20472,2002,6488,1215,1914,656,809264,5020,75457,3804,287494,7411,224378,5319,146256,5674,75679,3602,430329,1289,35651,2731,10313,1495,14797,1879,7317,1310,2429,767,795,402,394678,3054,41469,2389,142306,4100,103849,4013,68607,3257,38447,2432,469207,1110,54621,3171,13274,1919,23014,2139,13155,1726,4059,917,1119,476,414586,3283,33988,2750,145188,4534,120529,3452,77649,4013,37232,2148,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3583616,3177,234505,11866,79399,7083,79723,5702,48364,4776,18205,2732,8814,2394,3349111,12124,385019,12503,875372,16030,877779,15330,673566,12982,537375,11778,1671878,2416,84073,5795,30359,3946,26704,3820,16105,2590,7445,1504,3460,1130,1587805,5910,200302,8679,404782,10140,387900,9858,318782,8329,276039,7642,1911738,2177,150432,8113,49040,4373,53019,4415,32259,3573,10760,1852,5354,1860,1761306,8277,184717,7364,470590,10888,489879,9717,354784,9013,261336,7656,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4243260,2740,354590,12682,107670,7558,114967,7198,70770,5168,40099,4287,21084,2288,3888670,12675,401704,10282,1049099,18985,934892,14422,855872,13696,647103,13073,2004903,2422,131106,8264,42518,4752,40635,4557,22019,2547,15871,2302,10063,1987,1873797,8580,211476,7631,511682,12658,419270,10236,407580,8911,323789,8040,2238357,2380,223484,7972,65152,4737,74332,5628,48751,4631,24228,3716,11021,1470,2014873,8062,190228,6409,537417,10387,515622,9937,448292,9464,323314,7766,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6454327,3337,627233,14624,186343,8651,227251,8485,161534,6550,35439,3559,16666,2069,5827094,15217,650839,13112,1799208,21401,1837646,18462,941874,14353,597527,11759,3084861,2979,243314,8120,77813,4548,86543,5176,54898,4032,15750,2337,8310,1192,2841547,8123,338637,8245,850516,12898,877495,14105,463052,10146,311847,7698,3369466,2604,383919,10836,108530,6139,140708,6405,106636,5805,19689,2119,8356,1529,2985547,11100,312202,8805,948692,14287,960151,12222,478822,9102,285680,7054,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3292174,3075,225346,8284,59590,4679,78142,4259,60268,3848,20261,2420,7085,1095,3066828,9670,238950,7485,845410,9674,998956,10964,670221,11069,313291,8030,1607238,2411,91616,4336,23256,2517,30907,2600,24333,2165,9772,1820,3348,736,1515622,5465,132602,4555,415393,7157,470246,7396,331886,6467,165495,5154,1684936,2038,133730,6052,36334,3612,47235,3157,35935,2978,10489,1522,3737,710,1551206,6348,106348,4817,430017,6476,528710,6423,338335,6736,147796,4993,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1797084,4807,291685,9440,123705,6250,99429,6334,55986,5289,9366,1621,3199,1057,1505399,9908,263526,7830,476132,11678,442746,11537,208985,7028,114010,5283,836882,3684,100800,6060,47748,3697,30773,3716,17554,3251,3765,1084,960,482,736082,6277,143953,5572,234921,7729,201166,6854,101681,5101,54361,3398,960202,2912,190885,6557,75957,4689,68656,4349,38432,3822,5601,1138,2239,822,769317,6979,119573,4912,241211,7303,241580,7597,107304,4956,59649,3858,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3729604,3097,371744,12467,125825,7026,137236,6620,80465,5189,20565,2224,7653,1433,3357860,12469,432147,11811,1112515,18220,946931,16168,552184,12154,314083,8233,1774983,3417,141832,6703,49644,4165,52417,4268,27860,2834,8433,1382,3478,1049,1633151,6884,220310,7118,544083,9826,436899,9000,273670,8572,158189,4797,1954621,2942,229912,7806,76181,4603,84819,4738,52605,3839,12132,1622,4175,965,1724709,8212,211837,7510,568432,11567,510032,10683,278514,6307,155894,5617,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,619546,1414,66219,4571,14133,2145,23316,2613,21330,2298,6081,1149,1359,502,553327,4695,43266,3025,174557,5704,179035,5301,107986,4513,48483,3510,303558,1768,27221,2495,5765,1458,9869,1645,8089,1225,2818,663,680,344,276337,3216,23708,2013,88320,3691,83788,3530,51923,3309,28598,2157,315988,1370,38998,3126,8368,1317,13447,1716,13241,1914,3263,796,679,327,276990,3179,19558,1999,86237,3473,95247,3539,56063,2434,19885,2186,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1109836,2394,89646,5340,23162,2582,29825,2591,26438,2556,8285,1348,1936,591,1020190,5694,93371,4004,310313,6830,323899,7000,200579,5325,92028,3844,537831,2329,34720,2992,8793,1388,10874,1514,10556,1918,3602,880,895,319,503111,3517,52481,3222,154198,4500,152700,4998,96053,3617,47679,2651,572005,1459,54926,3528,14369,1861,18951,1997,15882,1545,4683,810,1041,502,517079,3683,40890,2471,156115,4352,171199,4400,104526,3347,44349,2317,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
