GEO_ID,B01002B_001E,B01002B_001M,B01002B_002E,B01002B_002M,B01002B_003E,B01002B_003M,NAME,B01002B_001MA,B01002B_001EA,B01002B_002EA,B01002B_002MA,B01002B_003EA,B01002B_003MA,state
0400000US01,31.6,0.2,28.9,0.5,33.6,0.4,Alabama,null,null,null,null,null,null,01
0400000US02,27.9,2.9,27.2,3.9,30.0,4.7,Alaska,null,null,null,null,null,null,02
0400000US04,30.4,0.7,30.3,1.0,30.5,0.7,Arizona,null,null,null,null,null,null,04
0400000US05,29.5,0.5,27.9,1.1,31.1,0.8,Arkansas,null,null,null,null,null,null,05
0400000US06,32.5,0.3,30.6,0.4,33.9,0.4,California,null,null,null,null,null,null,06
0400000US08,31.2,0.7,31.5,1.1,30.9,0.8,Colorado,null,null,null,null,null,null,08
0400000US09,31.7,0.8,29.4,0.5,33.7,0.6,Connecticut,null,null,null,null,null,null,09
0400000US10,32.1,0.5,29.7,0.6,33.4,1.2,Delaware,null,null,null,null,null,null,10
0400000US11,37.6,0.5,34.7,0.4,39.6,0.5,District of Columbia,null,null,null,null,null,null,11
0400000US12,29.2,0.2,27.0,0.4,31.0,0.3,Florida,null,null,null,null,null,null,12
0400000US13,30.5,0.2,28.4,0.3,32.2,0.2,Georgia,null,null,null,null,null,null,13
0400000US15,27.2,1.6,28.2,2.1,24.8,3.4,Hawaii,null,null,null,null,null,null,15
0400000US16,29.8,7.6,31.7,12.4,29.1,7.1,Idaho,null,null,null,null,null,null,16
0400000US17,30.8,0.3,28.3,0.3,33.1,0.4,Illinois,null,null,null,null,null,null,17
0400000US18,30.3,0.3,28.2,0.9,31.7,0.5,Indiana,null,null,null,null,null,null,18
0400000US19,27.1,2.1,27.7,2.6,26.1,3.1,Iowa,null,null,null,null,null,null,19
0400000US20,29.8,1.9,27.9,2.2,31.4,2.3,Kansas,null,null,null,null,null,null,20
0400000US21,32.8,0.7,29.8,1.5,34.6,1.2,Kentucky,null,null,null,null,null,null,21
0400000US22,29.0,0.3,26.6,0.3,31.3,0.3,Louisiana,null,null,null,null,null,null,22
0400000US23,23.3,5.3,23.4,8.2,22.7,12.9,Maine,null,null,null,null,null,null,23
0400000US24,33.4,0.3,30.9,0.4,35.0,0.2,Maryland,null,null,null,null,null,null,24
0400000US25,30.5,0.5,28.3,0.6,32.9,0.9,Massachusetts,null,null,null,null,null,null,25
0400000US26,30.7,0.2,28.2,0.3,32.8,0.3,Michigan,null,null,null,null,null,null,26
0400000US27,25.8,0.8,26.3,1.5,25.1,1.0,Minnesota,null,null,null,null,null,null,27
0400000US28,29.2,0.2,27.0,0.6,31.0,0.3,Mississippi,null,null,null,null,null,null,28
0400000US29,30.9,0.4,28.6,0.8,32.8,0.6,Missouri,null,null,null,null,null,null,29
0400000US30,20.1,9.6,25.2,9.2,17.3,15.3,Montana,null,null,null,null,null,null,30
0400000US31,28.8,1.5,27.1,1.5,30.6,1.8,Nebraska,null,null,null,null,null,null,31
0400000US32,31.3,0.9,31.5,1.4,31.2,1.4,Nevada,null,null,null,null,null,null,32
0400000US33,32.4,3.2,31.7,7.8,32.5,3.3,New Hampshire,null,null,null,null,null,null,33
0400000US34,32.6,0.3,29.9,0.3,34.5,0.3,New Jersey,null,null,null,null,null,null,34
0400000US35,33.3,3.4,35.8,5.8,30.9,4.8,New Mexico,null,null,null,null,null,null,35
0400000US36,33.1,0.2,30.0,0.3,35.3,0.2,New York,null,null,null,null,null,null,36
0400000US37,32.6,0.3,30.3,0.3,34.3,0.3,North Carolina,null,null,null,null,null,null,37
0400000US38,22.5,1.3,23.0,7.6,20.3,3.7,North Dakota,null,null,null,null,null,null,38
0400000US39,31.6,0.3,29.2,0.3,33.5,0.3,Ohio,null,null,null,null,null,null,39
0400000US40,30.7,0.9,28.4,1.4,32.1,1.1,Oklahoma,null,null,null,null,null,null,40
0400000US41,29.7,1.3,30.0,2.8,29.6,1.5,Oregon,null,null,null,null,null,null,41
0400000US42,31.8,0.5,28.9,0.4,34.2,0.4,Pennsylvania,null,null,null,null,null,null,42
0400000US44,28.9,1.6,28.5,1.8,30.0,3.0,Rhode Island,null,null,null,null,null,null,44
0400000US45,32.0,0.3,29.3,0.3,34.4,0.4,South Carolina,null,null,null,null,null,null,45
0400000US46,23.1,1.7,24.9,2.8,20.7,2.0,South Dakota,null,null,null,null,null,null,46
0400000US47,31.2,0.3,29.0,0.4,33.2,0.3,Tennessee,null,null,null,null,null,null,47
0400000US48,31.1,0.2,29.3,0.3,32.7,0.3,Texas,null,null,null,null,null,null,48
0400000US49,26.3,2.8,28.4,4.4,24.6,3.4,Utah,null,null,null,null,null,null,49
0400000US50,23.1,11.2,22.7,12.3,30.2,12.8,Vermont,null,null,null,null,null,null,50
0400000US51,33.8,0.3,31.8,0.7,35.4,0.3,Virginia,null,null,null,null,null,null,51
0400000US53,31.8,0.6,32.1,0.9,31.5,0.9,Washington,null,null,null,null,null,null,53
0400000US54,41.0,4.1,37.4,4.1,43.1,3.7,West Virginia,null,null,null,null,null,null,54
0400000US55,26.6,0.6,23.7,0.5,28.7,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,33.2,14.8,21.6,20.9,34.4,9.9,Wyoming,null,null,null,null,null,null,56
0400000US72,34.1,1.4,32.6,1.3,35.6,1.7,Puerto Rico,null,null,null,null,null,null,72
