GEO_ID,C17004_001E,C17004_001M,C17004_002E,C17004_002M,C17004_003E,C17004_003M,C17004_004E,C17004_004M,C17004_005E,C17004_005M,C17004_006E,C17004_006M,C17004_007E,C17004_007M,C17004_008E,C17004_008M,C17004_009E,C17004_009M,NAME,C17004_001EA,C17004_001MA,C17004_002MA,C17004_002EA,C17004_003MA,C17004_003EA,C17004_004EA,C17004_004MA,C17004_005EA,C17004_005MA,C17004_006EA,C17004_006MA,C17004_007MA,C17004_007EA,C17004_008MA,C17004_008EA,C17004_009MA,C17004_009EA,state
0400000US18,4675844,4185,505010,15953,35563,3523,224352,9782,245095,9670,4170834,16998,1936275,19084,1172033,16335,1062526,12579,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2274774,2651,227193,7952,17990,2378,113464,4900,95739,4973,2047581,8115,989771,9906,594577,9912,463233,6905,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2066579,2700,218188,8669,22044,2515,102970,5260,93174,4993,1848391,9004,895495,10154,530758,9511,422138,7988,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3190892,3466,483023,13240,31233,3085,164994,8705,286796,10073,2707869,13500,1181565,12176,738184,12994,788120,10689,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3381306,3944,577182,17845,58076,5368,212727,10605,306379,11619,2804124,17707,1220225,15812,774001,16703,809898,11790,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1044172,1920,118678,6215,5827,1304,50770,3958,62081,3757,925494,6370,406829,6914,294009,6893,224656,5686,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4226872,3803,314222,16156,17322,2624,129336,8801,167564,9786,3912650,16496,1923341,16478,1085374,15990,903935,14768,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4902825,3933,462546,14347,19863,3242,167577,8688,275106,10947,4440279,15188,2030886,18013,1337489,17001,1071904,12826,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7648988,4913,887631,18278,62136,4271,369484,11316,456011,14094,6761357,19289,2832008,18341,2041915,22812,1887434,15921,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3909618,3185,330165,11874,27049,2239,155205,6422,147911,7656,3579453,12285,1676989,12988,1169470,14000,732994,9938,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2165089,3541,397383,11038,32904,3316,132375,7564,232104,8756,1767706,10741,800424,13134,463279,12554,504003,8221,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4417605,3908,520056,16129,45960,4017,217938,8556,256158,11008,3897549,16375,1826696,13907,1064141,16162,1006712,12626,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,733004,1838,94708,5901,8744,1439,48117,3828,37847,3362,638296,6096,275126,6265,212440,6470,150730,4388,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1326972,1847,129641,6748,13290,1758,58092,3823,58259,4631,1197331,6745,597425,7842,354596,6711,245310,5662,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1824808,2776,181379,10906,16434,2999,67370,5108,97575,8590,1643429,11055,826540,10976,415515,10018,401374,7827,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1008002,1799,70322,5386,4131,1097,29318,3040,36873,3819,937680,5327,443930,6866,290230,6517,203520,4716,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6612823,3954,512272,18856,45675,5090,163672,8471,302925,13464,6100551,19549,2780795,23830,1698015,22605,1621741,16941,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1461552,2899,236641,9705,24102,3435,95906,5746,116633,6502,1224911,9856,525149,10669,355822,9713,343940,8964,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,14657158,7243,1796339,30727,126558,6884,548649,16572,1121132,22208,12860819,29436,5783190,36560,3460667,31170,3616962,22645,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6509817,4651,859010,18343,74817,4678,350022,11811,434171,11012,5650807,18583,2638237,19240,1555124,20663,1457446,14945,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,491701,950,52333,3504,4159,786,27557,2901,20617,1765,439368,3710,215643,4443,135906,4208,87819,2868,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8726275,5564,993683,21578,63637,4176,408877,14399,521169,14138,7732592,22132,3468554,20393,2224242,21792,2039796,16615,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2681385,3387,390680,11473,36297,3217,158609,6499,195774,8278,2290705,12021,1053941,13584,608940,10642,627824,6862,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2811107,3127,360950,12217,27087,2907,174199,8472,159664,7416,2450157,11906,1013274,12234,774153,12915,662730,8598,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9524795,4925,1009500,20491,59527,4072,369222,11867,580751,15932,8515295,21018,3757134,20530,2357566,20545,2400595,16413,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,816796,1987,84019,6056,4131,1116,32258,3907,47630,4219,732777,6155,331771,7074,215515,6671,185491,4763,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3210268,3548,432572,11574,34961,3437,158380,7749,239231,8783,2777696,12562,1279673,14677,723020,14120,775003,10766,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,581470,1340,71068,4601,5754,1107,33907,2695,31407,2904,510402,4535,255854,4320,150243,5214,104305,3163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4581198,4278,636395,18620,46728,4677,229175,10679,360492,12575,3944803,19148,1823783,17046,1062692,16027,1058328,12917,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16635988,9169,2490499,39761,314045,11176,938447,25337,1238007,24245,14145489,41864,6716765,37226,3820572,33583,3608152,28622,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1761685,2337,171891,8573,16863,2447,92211,5875,62817,4494,1589794,8897,692901,9404,544160,9770,352733,6670,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,487737,1105,50682,3809,2954,662,23183,2442,24545,2348,437055,4086,206008,4692,140281,4464,90766,3152,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5724719,5370,513313,15605,39251,4079,200190,8398,273872,11536,5211406,15556,2590514,19027,1380734,18351,1240158,13573,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4843069,4348,532860,14626,31240,3263,239841,8860,261779,10236,4310209,16460,1823704,18219,1381201,19223,1105304,12569,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1436566,2413,232567,10481,15037,2082,73205,5139,144325,7945,1203999,10795,486903,7229,291279,9288,425817,7662,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4242791,2861,387926,10698,28536,2338,184196,7161,175194,6753,3854865,11627,1787070,15542,1188378,13320,879417,9882,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,396693,1379,35623,3260,3137,739,18830,2363,13656,2002,361070,3653,165424,4082,119279,4566,76367,2859,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2956779,2573,1238531,21451,108735,5563,247655,9169,882141,17044,1718248,21579,741615,12208,324668,8775,651965,12328,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
