GEO_ID,B23009_001E,B23009_001M,B23009_002E,B23009_002M,B23009_003E,B23009_003M,B23009_004E,B23009_004M,B23009_005E,B23009_005M,B23009_006E,B23009_006M,B23009_007E,B23009_007M,B23009_008E,B23009_008M,B23009_009E,B23009_009M,B23009_010E,B23009_010M,B23009_011E,B23009_011M,B23009_012E,B23009_012M,B23009_013E,B23009_013M,B23009_014E,B23009_014M,B23009_015E,B23009_015M,B23009_016E,B23009_016M,B23009_017E,B23009_017M,B23009_018E,B23009_018M,B23009_019E,B23009_019M,B23009_020E,B23009_020M,B23009_021E,B23009_021M,B23009_022E,B23009_022M,B23009_023E,B23009_023M,B23009_024E,B23009_024M,B23009_025E,B23009_025M,B23009_026E,B23009_026M,B23009_027E,B23009_027M,B23009_028E,B23009_028M,B23009_029E,B23009_029M,B23009_030E,B23009_030M,B23009_031E,B23009_031M,B23009_032E,B23009_032M,B23009_033E,B23009_033M,B23009_034E,B23009_034M,B23009_035E,B23009_035M,B23009_036E,B23009_036M,B23009_037E,B23009_037M,B23009_038E,B23009_038M,B23009_039E,B23009_039M,B23009_040E,B23009_040M,B23009_041E,B23009_041M,B23009_042E,B23009_042M,B23009_043E,B23009_043M,NAME,B23009_001MA,B23009_001EA,B23009_002EA,B23009_002MA,B23009_003EA,B23009_003MA,B23009_004MA,B23009_004EA,B23009_005MA,B23009_005EA,B23009_006MA,B23009_006EA,B23009_007EA,B23009_007MA,B23009_008EA,B23009_008MA,B23009_009EA,B23009_009MA,B23009_010MA,B23009_010EA,B23009_011MA,B23009_011EA,B23009_012EA,B23009_012MA,B23009_013EA,B23009_013MA,B23009_014EA,B23009_014MA,B23009_015MA,B23009_015EA,B23009_016MA,B23009_016EA,B23009_017EA,B23009_017MA,B23009_018EA,B23009_018MA,B23009_019EA,B23009_019MA,B23009_020EA,B23009_020MA,B23009_021MA,B23009_021EA,B23009_022EA,B23009_022MA,B23009_023EA,B23009_023MA,B23009_024EA,B23009_024MA,B23009_025EA,B23009_025MA,B23009_026EA,B23009_026MA,B23009_027EA,B23009_027MA,B23009_028EA,B23009_028MA,B23009_029EA,B23009_029MA,B23009_030EA,B23009_030MA,B23009_031EA,B23009_031MA,B23009_032EA,B23009_032MA,B23009_033EA,B23009_033MA,B23009_034MA,B23009_034EA,B23009_035EA,B23009_035MA,B23009_036EA,B23009_036MA,B23009_037EA,B23009_037MA,B23009_038EA,B23009_038MA,B23009_039MA,B23009_039EA,B23009_040EA,B23009_040MA,B23009_041EA,B23009_041MA,B23009_042EA,B23009_042MA,B23009_043EA,B23009_043MA,state
0400000US01,1223725,12107,543566,8744,356092,8189,4737,1458,91552,4617,214236,6553,201840,6500,12396,1977,45567,3533,42543,3583,3024,670,187474,7844,33659,3650,2994,991,23939,3028,6151,1462,575,304,153815,7045,26096,3691,102935,6204,20424,2523,4360,1062,680159,10375,535065,8525,131947,4299,141520,4808,209611,6658,187466,6850,22145,2500,51987,3693,47366,3418,4621,1114,145094,6880,37367,3444,6176,1193,13067,2187,15373,2281,2751,713,107727,5842,26278,2713,37083,2861,36199,3754,8167,1532,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,83842,2864,57334,2706,288,155,12149,1546,34197,2600,32100,2573,2097,509,10700,1408,9849,1340,851,345,26508,2291,8527,1340,502,313,6012,1099,1731,649,282,201,17981,2030,1597,698,12497,1658,3244,842,643,313,73345,2984,59019,2851,8342,1080,13392,1583,31070,2137,29822,2088,1248,385,6215,1033,5461,994,754,369,14326,1599,4646,943,279,174,1717,581,1988,669,662,360,9680,1310,1554,544,2803,809,4313,843,1010,414,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,689999,8481,462206,9628,5900,1386,137391,6902,249526,6965,232355,6909,17171,1995,69389,3931,60334,3250,9055,2074,227793,7715,61869,4103,2572,887,49203,3958,8360,2132,1734,688,165924,6724,23841,3228,110816,6123,25736,2895,5531,1173,769461,12431,616247,9699,187087,5334,140438,5179,235953,7759,215887,7496,20066,2286,52769,3866,46491,3536,6278,1162,153214,7456,48364,4129,5302,1404,13182,1818,23124,2602,6756,1844,104850,6065,16035,2005,37693,3292,41301,4000,9821,1517,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,332323,7054,220408,6592,3830,1044,45708,3358,139429,5145,132749,4869,6680,1545,31441,2286,30029,2212,1412,613,111915,5220,24921,2858,2378,872,18263,2600,3168,912,1112,603,86994,4390,11570,2271,60660,3417,11586,1683,3178,978,410121,6897,335137,6777,83078,3741,86951,3550,138179,5416,126851,5275,11328,1637,26929,2356,24602,2234,2327,625,74984,4470,21396,1978,3496,806,6085,1081,10134,1644,1681,701,53588,3738,11093,1702,17585,1710,21391,2992,3519,896,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,4204800,27261,2969746,26812,45556,4612,870041,14832,1600501,23800,1451976,22331,148525,6448,453648,11761,397209,11019,56439,4803,1235054,18094,342975,11472,19075,2418,247661,10185,56319,4618,19920,2801,892079,16740,135540,7272,575790,14860,136231,6448,44518,3730,4076319,26086,3041375,26462,643597,11612,705471,11205,1272063,16595,1114210,15274,157853,6872,420244,11993,339289,9795,80955,5875,1034944,16238,370898,10707,34890,2765,104823,6126,162897,8454,68288,4916,664046,13072,90381,4863,233109,8848,246131,9056,94425,5852,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,574525,9012,413056,8446,4202,1058,97061,4601,253058,7345,242649,7510,10409,1543,58735,3793,55862,3840,2873,828,161469,7806,43911,4227,1065,540,33342,3598,7969,1587,1535,641,117558,5715,12511,2147,84037,4817,16938,2424,4072,1040,589696,9821,494777,9221,87678,3304,105369,3828,257546,7817,243322,7924,14224,1647,44184,3140,40962,2951,3222,959,94919,5189,36066,3022,3137,815,10413,1825,19574,2494,2942,955,58853,3662,7661,1213,20086,2345,26814,2825,4292,901,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,416870,7047,295307,6377,2451,744,68400,3564,177567,5345,169179,5459,8388,1268,46889,3021,43575,2795,3314,1031,121563,5340,24624,3116,1512,859,16858,2112,4992,1945,1262,701,96939,5422,11418,1808,64560,4700,18093,3286,2868,807,476418,8219,379837,8207,75381,3450,76807,4109,175776,6171,161057,5784,14719,2014,51873,3386,48550,3240,3323,793,96581,5138,31771,2974,2774,879,10083,1730,13398,2071,5516,1375,64810,4052,7182,1174,24145,2779,26517,2862,6966,1506,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,100262,3156,65537,3483,381,351,12775,1720,41921,2608,39842,2638,2079,595,10460,1674,10177,1693,283,193,34725,2752,6858,1170,197,192,5615,1114,963,369,83,96,27867,2463,2238,764,20019,2363,4987,1107,623,307,115920,3742,94101,3549,21155,1549,22059,2053,40336,2520,36735,2397,3601,779,10551,1201,9070,1129,1481,567,21819,2102,7154,1331,578,274,2163,895,3493,960,920,419,14665,1583,1907,649,4888,985,5980,993,1890,741,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,46920,2820,18943,1833,588,405,3778,1020,12571,1556,11957,1534,614,279,2006,582,1830,562,176,148,27977,2270,4431,1153,56,89,3736,1108,438,327,201,258,23546,2053,5802,1322,15459,1919,2067,677,218,224,61563,3560,35269,3097,5832,1217,8158,1249,18873,2082,17709,1989,1164,545,2406,881,1718,699,688,473,26294,2284,5647,1187,912,422,1891,724,2524,784,320,290,20647,2081,3724,995,8482,1306,7037,1432,1404,486,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,1919568,19369,1250776,14402,16609,2487,310883,8888,754213,13683,710099,12561,44114,4177,169071,6308,157382,6076,11689,1787,668792,14625,151314,8710,9357,1699,118050,7929,19464,2690,4443,1167,517478,12667,56054,5038,370638,11723,72693,4917,18093,2494,2675235,20031,2128497,17923,685495,10882,487073,11572,779762,12277,711111,11299,68651,3963,176167,7082,157602,6875,18565,2276,546738,14144,171638,7535,17257,2071,54005,3817,74847,5629,25529,3709,375100,11820,64029,4541,136629,6806,139128,7108,35314,3224,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
