GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002MA,B17016_002EA,B17016_003MA,B17016_003EA,B17016_004EA,B17016_004MA,B17016_005EA,B17016_005MA,B17016_006EA,B17016_006MA,B17016_007MA,B17016_007EA,B17016_008MA,B17016_008EA,B17016_009EA,B17016_009MA,B17016_010EA,B17016_010MA,B17016_011EA,B17016_011MA,B17016_012MA,B17016_012EA,B17016_013MA,B17016_013EA,B17016_014EA,B17016_014MA,B17016_015EA,B17016_015MA,B17016_016EA,B17016_016MA,B17016_017MA,B17016_017EA,B17016_018MA,B17016_018EA,B17016_019EA,B17016_019MA,B17016_020EA,B17016_020MA,B17016_021EA,B17016_021MA,B17016_022MA,B17016_022EA,B17016_023MA,B17016_023EA,B17016_024MA,B17016_024EA,B17016_025EA,B17016_025MA,B17016_026EA,B17016_026MA,B17016_027MA,B17016_027EA,B17016_028MA,B17016_028EA,B17016_029MA,B17016_029EA,B17016_030EA,B17016_030MA,B17016_031EA,B17016_031MA,B17016_032MA,B17016_032EA,B17016_033MA,B17016_033EA,B17016_034MA,B17016_034EA,B17016_035MA,B17016_035EA,B17016_036EA,B17016_036MA,B17016_037EA,B17016_037MA,B17016_038MA,B17016_038EA,B17016_039MA,B17016_039EA,B17016_040MA,B17016_040EA,B17016_041EA,B17016_041MA,B17016_042EA,B17016_042MA,B17016_043MA,B17016_043EA,B17016_044MA,B17016_044EA,B17016_045MA,B17016_045EA,B17016_046MA,B17016_046EA,B17016_047EA,B17016_047MA,state
0400000US01,1223725,12107,167857,7451,51803,4304,10643,1891,528,307,2577,1023,7538,1547,13163,2024,1346,618,5631,1395,6186,1218,27997,3104,2347,800,6649,1405,19001,2544,116054,6123,14187,2348,2046,849,5884,1566,6257,1490,101867,5836,19270,3081,40041,2960,42556,4412,1055868,11879,839354,12087,469170,9647,228843,7828,121215,5348,119112,4925,157960,5516,66839,4364,52236,3186,38885,2665,212224,5991,55975,3912,24863,1970,131386,4601,216514,8572,56839,4071,35656,3055,11320,1742,9863,1643,159675,7718,83166,6143,35873,3735,40636,3057,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12968,1619,4110,1011,431,256,95,122,205,215,131,122,2208,655,65,55,1092,550,1051,345,1471,461,157,144,663,338,651,289,8858,1340,1869,755,54,94,1179,623,636,317,6989,1213,455,253,3816,919,2718,774,144219,3896,112243,3721,59792,3213,25934,2333,21182,2379,12676,1583,35206,2298,12120,1434,16539,1526,6547,1052,17245,1610,4423,817,3662,783,9160,1057,31976,2732,11304,1432,6421,1086,4098,892,785,344,20672,2356,11252,1707,7048,1251,2372,599,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,158604,7054,65939,4404,15187,2042,579,442,3385,1193,11223,1595,19606,2492,1115,520,8511,1575,9980,1914,31146,3514,5717,1421,6008,1555,19421,2700,92665,5147,15767,2345,2848,1067,8223,1520,4696,1132,76898,4846,10756,2153,31982,3273,34160,3516,1300856,13424,1012514,13510,516468,9273,234303,7286,145887,6152,136278,5698,218056,7750,81985,5299,79302,3678,56769,4211,277990,7603,57314,4331,34544,2934,186132,5227,288342,9478,94466,6107,64617,4496,19836,3193,10013,1803,193876,6957,109290,5629,48939,3507,35647,2843,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,99721,4887,38842,3070,6961,1332,469,302,2982,938,3510,837,12956,1725,1497,646,6452,1399,5007,1055,18925,2210,2461,856,3198,944,13266,1844,60879,4015,8869,1678,1007,570,4008,1102,3854,1071,52010,3848,7218,1341,26311,2480,18481,2724,642723,8963,516703,9085,281473,7289,145088,5707,77766,3677,58619,3839,105916,4585,43754,3181,36223,2458,25939,2226,129314,5086,31698,3155,17801,1841,79815,3731,126020,6721,37448,2959,23824,2710,7659,1432,5965,1032,88572,5383,48968,4033,20864,2304,18740,2191,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,850405,19044,372605,12436,89746,5701,6011,1751,14568,1773,69167,5496,118305,6349,9051,1923,44328,4057,64926,4576,164554,8965,30943,4098,35034,3942,98577,7333,477800,13770,91101,5874,22983,2803,35347,3632,32771,3661,386699,12438,50212,4506,155978,8661,180509,7488,7430714,33196,5638516,35492,2994640,29222,1321806,18647,835082,17318,837752,14693,1407505,20301,521833,12102,550005,12121,335667,9638,1236371,17980,344474,13181,189473,6628,702424,12315,1792198,22028,622772,15068,393711,11557,153484,7527,75577,4633,1169426,17304,590217,16968,327658,9650,251551,8565,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,96785,5476,39241,3411,7849,1508,715,345,2101,684,5033,1339,14420,2074,1601,729,6437,1253,6382,1502,16972,2288,3447,1567,3820,947,9705,1724,57544,4424,9334,2240,2965,1945,4185,1247,2184,810,48210,3748,5174,1468,26247,2731,16789,2463,1067436,11611,868592,11797,487300,8936,238840,7125,153414,5727,95046,4339,222526,7358,90422,4255,89265,4974,42839,3025,158766,5252,43957,3860,27095,2196,87714,3335,198844,7621,70643,4738,47705,4528,15947,2113,6991,1293,128201,5541,69840,4393,39897,3561,18464,2136,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,55456,4438,16864,2562,1068,494,97,116,340,287,631,372,6266,1537,348,228,2401,934,3517,1203,9530,1634,1427,1093,1675,610,6428,1237,38592,3755,3952,1391,369,416,2072,997,1511,632,34640,3505,3686,1461,15242,2362,15712,2467,837832,10251,658280,9529,360383,8254,177695,6368,111843,4991,70845,3262,157202,5098,75499,3683,54138,3071,27565,2323,140695,5946,40415,3403,19895,1984,80385,3509,179552,6452,52443,4114,32570,3284,12776,2414,7097,1413,127109,5391,70898,4309,34895,2932,21316,2255,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,16516,1825,4927,1231,993,499,200,200,220,181,573,417,1900,763,55,91,477,436,1368,623,2034,817,223,256,472,342,1339,650,11589,1553,1408,646,342,358,805,530,261,194,10181,1522,1198,641,5628,1210,3355,1015,199666,4286,154711,4499,85235,4191,45807,3117,22453,2115,16975,1902,33362,2318,15791,1742,10821,1393,6750,983,36114,2103,8149,1372,5356,923,22609,1616,44955,3174,12604,1671,8542,1442,2156,656,1906,770,32351,2605,20346,2247,6915,1272,5090,906,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,18159,2336,3086,890,436,360,0,286,155,178,281,298,494,323,112,139,237,204,145,167,2156,898,94,111,0,286,2062,883,15073,2088,1535,704,256,302,640,458,639,433,13538,1969,644,376,3968,964,8926,1624,90324,3841,51126,3254,30088,2468,16735,1918,6840,1040,6513,1295,11894,1412,4576,931,4559,968,2759,627,9144,1458,2208,565,1343,577,5593,1192,39198,3171,8543,1591,4464,1163,2090,832,1989,692,30655,2617,17146,2232,6054,1144,7455,1232,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,445037,12690,172052,8304,28555,3758,2392,1226,5162,1252,21001,3002,46570,3848,3980,994,19865,2392,22725,2857,96927,5660,13001,2681,12301,1638,71625,4906,272985,8965,40462,4217,9369,2029,16131,2681,14962,1967,232523,8451,35773,3986,104852,6175,91898,5890,4149766,25646,3207221,23352,1569717,16552,801525,13247,402999,10372,365193,10977,663770,10876,262047,8227,238224,7874,163499,5307,973734,14895,192543,7606,109545,4945,671646,11576,942545,16940,282490,10060,183022,9399,60634,4553,38834,3472,660055,13887,366006,11820,165564,7194,128485,6936,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
