GEO_ID,B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,NAME,B15002I_001MA,B15002I_001EA,B15002I_002EA,B15002I_002MA,B15002I_003EA,B15002I_003MA,B15002I_004EA,B15002I_004MA,B15002I_005EA,B15002I_005MA,B15002I_006MA,B15002I_006EA,B15002I_007MA,B15002I_007EA,B15002I_008EA,B15002I_008MA,B15002I_009EA,B15002I_009MA,B15002I_010EA,B15002I_010MA,B15002I_011MA,B15002I_011EA,B15002I_012MA,B15002I_012EA,B15002I_013EA,B15002I_013MA,B15002I_014EA,B15002I_014MA,B15002I_015EA,B15002I_015MA,B15002I_016MA,B15002I_016EA,B15002I_017MA,B15002I_017EA,state
0400000US13,331183,3674,196465,3023,61969,5569,29308,3525,53991,5032,19789,2998,5428,1566,18084,2870,7896,1741,134718,2609,32605,3398,18515,2387,38222,3673,17369,2569,6246,1294,15275,2420,6486,1475,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,47974,1135,24297,978,1918,921,1812,750,10214,1606,6549,990,1529,624,1791,741,484,271,23677,578,1203,485,2248,633,9575,1149,4969,954,2530,873,2385,676,767,408,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,62005,1709,32646,1422,12550,1775,6057,1042,6086,1204,3888,1015,1073,506,1870,681,1122,544,29359,1303,8771,1022,6113,1263,7272,1242,4595,962,875,426,1358,673,375,239,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,956359,2131,510325,1864,140802,7804,80168,6529,146697,6960,70029,5290,20914,3265,31972,3971,19743,3346,446034,1785,119611,7044,60035,4465,120901,6588,68629,3919,23452,2788,38365,3646,15041,1816,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,147898,2316,82256,1755,21573,2564,13211,2092,24322,2922,10641,1649,3603,1028,5995,1424,2911,876,65642,1433,14471,1982,10496,1762,20240,2309,9523,1343,3176,1047,5669,1152,2067,721,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,51750,1374,27825,1385,7997,1650,5486,1186,8193,1310,2633,784,853,399,1734,654,929,494,23925,1353,6416,1153,3737,1005,7318,1348,2821,768,1594,661,1318,542,721,452,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,112263,2209,59680,2015,14936,2266,11691,2074,17974,2624,7666,1362,3126,1155,3014,816,1273,484,52583,1423,12918,1994,10183,2182,15475,2355,7101,1395,1362,581,4483,1083,1061,425,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34994,1781,21155,1578,7478,1302,2726,934,4791,1308,1909,624,785,484,2269,861,1197,491,13839,1129,3285,1101,2506,762,3461,847,1359,431,595,324,1699,612,934,413,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75349,1834,37441,1701,4549,1121,5424,1184,11579,1920,5804,1088,2383,829,5355,1214,2347,843,37908,1362,4843,779,5193,1126,10601,1485,8115,1415,2834,953,3877,919,2445,800,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6878,740,3243,724,238,193,272,221,1595,541,279,218,98,148,641,293,120,109,3635,596,435,221,99,104,1004,447,901,466,221,193,706,454,269,205,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,177158,1758,91825,1472,24127,2776,15510,2770,20502,2718,11348,1663,4018,1220,8323,1397,7997,1408,85333,1043,18764,2369,10299,2382,19285,2119,12610,1802,5613,1435,12209,1893,6553,1225,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,264424,1459,125992,1342,27285,3549,20048,2463,37420,3993,16839,2942,4810,1872,10345,1872,9245,1652,138432,1122,26630,3320,15980,2204,39959,4035,22577,2845,9171,1833,15460,2402,8655,1828,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,193023,1817,101079,1576,21610,2380,17876,2130,27037,2535,16226,2173,4039,892,8092,1350,6199,1001,91944,1522,15071,1505,13847,1738,25742,2311,18115,2200,4697,986,10333,1781,4139,889,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,93346,1915,51184,1537,12478,2180,10963,1714,12303,1811,6607,1257,2077,767,4462,1266,2294,709,42162,1377,7154,1481,6812,1548,12942,1713,6489,1332,2219,767,4255,1076,2291,671,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25163,1987,13833,1951,3836,1246,2200,780,3992,895,2097,773,721,412,667,414,320,272,11330,1175,1283,511,2018,641,3942,977,1421,574,1041,589,1257,548,368,254,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,79554,1796,42182,1638,8519,1408,6579,1584,13740,1905,4727,1124,1231,450,5148,1149,2238,721,37372,1448,6287,1336,5438,1132,10681,1953,5645,1036,2679,852,4106,829,2536,736,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,11428,936,5249,927,144,144,458,488,1400,662,1836,719,541,435,586,363,284,313,6179,973,238,190,257,177,2305,752,1416,550,779,450,1034,552,150,205,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,60788,1419,33563,1356,10995,1446,7320,1484,8154,1239,2918,784,1879,813,1767,477,530,363,27225,1008,8990,1345,5155,1232,6414,1107,3393,656,1092,497,1600,570,581,350,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,296510,946,158524,865,42465,4414,29466,2927,48174,4539,20306,2641,6228,1632,8805,1756,3080,1042,137986,907,36605,3324,27340,2899,37399,3294,20561,2108,4909,1212,8077,1391,3095,844,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15134,1101,6762,884,160,184,293,228,1934,838,1344,689,580,557,1149,653,1302,743,8372,656,973,815,698,454,2033,661,1663,588,664,508,1462,731,879,647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,768058,1026,382828,1035,66876,5675,61244,4957,122153,6572,59042,5028,16861,2386,41103,3779,15549,2249,385230,1275,68704,4433,55344,4867,112583,6010,63482,4552,20697,2699,48270,3879,16150,2432,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,474999,2417,229287,1761,36394,3422,33570,3687,79706,4219,39381,3207,13091,2006,16616,2265,10529,1838,245712,1203,32385,2650,39399,3390,80009,4227,49006,3936,14165,1916,20098,2206,10650,1436,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1799715,2110,858272,1795,171676,6957,137320,7539,264007,9528,118379,6321,48706,4571,78970,5908,39214,3475,941443,1743,182017,7042,156518,7704,252781,8114,130823,6413,66707,3620,102232,6146,50365,4508,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,275648,3368,163440,3318,55692,4843,29808,3235,40548,3787,14792,2490,5288,1219,12895,2149,4417,1161,112208,2455,33676,3144,18701,2230,28540,3195,12594,1584,3952,951,9334,1677,5411,1323,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4051,747,1821,400,283,162,247,197,401,282,468,265,184,224,90,113,148,152,2230,713,245,227,356,299,430,223,496,483,237,145,386,340,80,92,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,135757,1922,71231,1883,10793,1607,11582,1560,23347,2656,10302,1537,3789,991,7416,1509,4002,1031,64526,1611,7719,1170,9621,1488,19228,1858,11348,1485,6134,1393,5857,1012,4619,942,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,112881,1731,60324,1653,18371,2251,10674,1782,15813,1759,7958,1268,1708,558,4136,1310,1664,733,52557,1518,12355,1639,9710,1615,15601,1411,7339,1302,2591,780,2499,641,2462,746,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,177264,1785,97984,1558,30273,3206,17632,2846,24135,2614,15142,2431,2843,853,4791,1439,3168,814,79280,1227,19432,2204,15395,2340,16896,2241,15099,2318,4012,1002,5225,1043,3221,989,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,251894,2165,123531,1904,19603,2471,21828,2530,46698,4157,15843,2170,4090,1092,9922,1680,5547,999,128363,1423,21116,2268,24032,2724,41151,3440,17449,1958,5472,1138,11252,1831,7891,1442,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,58925,708,27750,593,8580,1806,3240,1202,7613,1404,2916,1082,1908,945,3035,958,458,353,31175,694,5835,1344,5761,1177,8698,1656,3436,1150,2244,954,3714,1094,1487,603,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,72021,1689,40947,1514,10683,1670,7532,1564,12683,1660,5522,1337,1655,625,1943,687,929,407,31074,1428,7813,1317,4042,1054,7973,1275,5221,1291,1437,679,3309,1049,1279,530,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6673,805,3723,659,702,333,871,412,1309,555,452,258,27,38,230,191,132,128,2950,488,643,335,497,243,611,395,227,151,755,352,128,148,89,137,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,91594,2986,51702,2108,16718,2598,8824,1826,14270,2549,4468,1148,1439,690,3889,1400,2094,734,39892,2227,7122,1538,6737,1498,11354,1736,7149,1432,1770,796,4165,910,1595,608,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4195816,4496,2105475,4092,578945,14082,376730,10788,539064,11920,302041,9698,90495,5089,151940,6795,66260,4591,2090341,3129,569745,11318,360966,10034,537599,12204,314598,9189,88553,5265,160762,7961,58118,3869,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,133010,904,71149,781,12673,1912,13576,1718,22157,2803,11902,1797,2973,951,5761,1454,2107,679,61861,850,11139,1633,10062,1755,19333,2355,10764,1577,3479,1120,5422,1189,1662,738,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3051,486,1497,312,34,44,187,186,322,226,303,187,40,66,237,194,374,220,1554,389,36,71,20,25,275,179,463,232,102,117,307,230,351,229,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,245451,3125,130023,2816,28131,3071,20711,2661,31696,3720,20691,2690,7011,1637,12341,1982,9442,1598,115428,1920,20218,2243,11822,2392,28492,2469,20321,2297,8941,1451,15465,2039,10169,1539,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,267303,2289,140997,1992,42502,3317,21485,2869,32945,3097,22316,2503,6556,1525,10624,1701,4569,1217,126306,1744,34848,2755,16397,1868,30739,3195,20772,2302,8439,1648,10380,1727,4731,1140,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5137,1084,2507,828,84,170,723,457,366,300,728,474,73,131,291,233,242,208,2630,621,168,161,420,292,764,359,423,206,187,240,389,236,279,225,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,123913,1813,67690,1456,16849,1979,13078,1731,19195,2251,8624,1275,2624,723,4246,996,3074,876,56223,1400,12607,1437,9713,1488,14006,1950,8326,1277,3393,877,5850,1221,2328,603,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,18674,1056,9027,1048,1325,615,1240,500,4430,677,1449,664,455,369,128,180,0,258,9647,934,658,443,1355,540,3815,827,2422,801,732,433,429,275,236,236,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2391435,3811,1098716,2458,252316,6541,131958,4315,290166,7543,134758,5188,93566,4779,142669,5122,53283,3362,1292719,2439,289668,6176,133486,5166,287306,7849,150874,6003,134228,5034,227030,7297,70127,3537,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
