GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001EA,B25101_001MA,B25101_002MA,B25101_002EA,B25101_003MA,B25101_003EA,B25101_004MA,B25101_004EA,B25101_005MA,B25101_005EA,B25101_006EA,B25101_006MA,B25101_007EA,B25101_007MA,B25101_008MA,B25101_008EA,B25101_009MA,B25101_009EA,B25101_010EA,B25101_010MA,B25101_011EA,B25101_011MA,B25101_012EA,B25101_012MA,B25101_013EA,B25101_013MA,B25101_014MA,B25101_014EA,B25101_015MA,B25101_015EA,B25101_016MA,B25101_016EA,B25101_017EA,B25101_017MA,B25101_018EA,B25101_018MA,B25101_019MA,B25101_019EA,B25101_020MA,B25101_020EA,B25101_021MA,B25101_021EA,B25101_022MA,B25101_022EA,B25101_023EA,B25101_023MA,B25101_024EA,B25101_024MA,B25101_025MA,B25101_025EA,B25101_026MA,B25101_026EA,B25101_027MA,B25101_027EA,B25101_028EA,B25101_028MA,B25101_029EA,B25101_029MA,B25101_030MA,B25101_030EA,B25101_031MA,B25101_031EA,B25101_032EA,B25101_032MA,B25101_033MA,B25101_033EA,B25101_034EA,B25101_034MA,B25101_035MA,B25101_035EA,B25101_036EA,B25101_036MA,B25101_037EA,B25101_037MA,B25101_038MA,B25101_038EA,B25101_039EA,B25101_039MA,B25101_040EA,B25101_040MA,B25101_041MA,B25101_041EA,B25101_042MA,B25101_042EA,B25101_043MA,B25101_043EA,B25101_044MA,B25101_044EA,B25101_045EA,B25101_045MA,state
0400000US01,1261475,13183,763484,12694,83175,4769,373,244,4352,1142,78450,4712,115725,4933,11665,1978,37676,2934,66384,4020,127702,5724,40214,3721,54811,3858,32677,2423,178131,8195,97265,5235,61139,4558,19727,2473,255180,6048,204318,6011,42532,3086,8330,1245,3571,985,497991,8961,151051,6027,54883,3449,39576,3305,56592,3698,117160,4889,102625,4307,12433,1496,2102,824,76097,3742,74729,3707,1024,440,344,339,72973,3298,72744,3295,229,195,0,270,74853,3715,74788,3728,65,106,0,270,5857,1032,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,147019,3283,104525,3187,5260,847,64,67,114,82,5082,848,7074,975,446,241,524,217,6104,943,11650,1595,1476,522,3319,862,6855,1034,22740,1992,5621,1096,8669,1351,8450,1467,57448,2783,34396,2338,17473,1569,5579,1139,353,328,42494,2205,8376,961,2100,452,1476,422,4800,781,6948,1115,4591,807,1584,509,773,416,6361,895,5558,877,754,356,49,49,8686,1092,8323,1093,363,258,0,233,11903,1353,11903,1353,0,233,0,233,220,176,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1502457,13503,1065145,13204,82910,4763,560,432,1398,555,80952,4875,135949,6487,7531,1165,21363,2374,107055,5425,166840,6827,20499,2387,61583,4652,84758,4827,255139,7154,78419,4403,117680,5357,59040,3899,419966,8185,282218,7173,110333,4836,27415,2355,4341,1498,437312,8419,114538,4496,43349,2994,23885,2236,47304,3237,105039,4786,86061,4040,14704,2293,4274,1456,72883,4586,70061,4525,2147,494,675,468,66504,4019,65698,4038,628,329,178,175,72896,3705,72655,3660,241,323,0,291,5452,1317,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,736825,11065,432085,9252,48410,2829,84,101,2159,710,46167,2842,68188,3535,5681,994,24956,2374,37551,2964,77704,4404,29827,2895,34057,2967,13820,1697,104468,4910,66143,3755,28456,2057,9869,1392,131655,4818,108278,4505,20008,2109,3369,920,1660,771,304740,6694,92964,3472,31834,2183,25593,2377,35537,2345,76981,3761,68043,3435,7063,980,1875,636,47127,2959,46586,2917,494,241,47,76,48801,3097,48702,3102,99,101,0,260,36588,2793,36588,2793,0,260,0,260,2279,614,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7070138,36338,5371404,34180,280023,8818,836,424,3181,839,276006,8740,461538,11870,12276,1752,36766,3325,412496,11193,575047,12787,29778,2804,98903,4968,446366,11593,1086496,16126,131919,6293,285641,8315,668936,13198,2942907,25705,1165538,18192,1021351,17215,756018,13376,25393,3330,1698734,14717,359284,9153,90919,4455,77828,4691,190537,7860,347383,7150,224354,6166,77469,4423,45560,3326,252157,6607,220596,6920,25577,2248,5984,1101,281548,7555,268567,7210,9815,1767,3166,962,439127,10840,435344,10694,2981,732,802,529,19235,2463,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233695,10904,944408,9968,52309,4114,156,115,784,427,51369,4162,99708,6013,2475,629,12209,1812,85024,5538,126604,4801,9491,1217,36196,2932,80917,4887,221904,6544,42882,2996,93054,4535,85968,4862,440647,8954,241794,7579,153780,5565,45073,3199,3236,718,289287,6657,63530,3381,13156,1655,17224,1749,33150,2743,60706,3563,45028,2846,11523,1486,4155,864,46373,2735,41853,2625,4066,1244,454,222,47616,3397,46909,3416,617,366,90,144,68419,3501,68123,3529,296,181,0,274,2643,669,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,919943,9808,659870,9679,22240,2202,98,119,251,266,21891,2169,39130,3487,539,408,2551,876,36040,3387,64352,4440,3428,830,11093,1641,49831,4112,135727,5548,20175,2040,48852,3451,66700,4291,396570,8030,200634,6361,141021,5559,54915,3387,1851,726,260073,5398,46118,2783,1687,613,6013,1116,38418,2667,50371,2775,12740,1480,20776,1706,16855,1832,37380,2483,24250,1792,10231,1302,2899,753,46290,2796,41072,2615,4121,911,1097,484,78346,3803,76009,3744,1871,573,466,285,1568,593,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,229860,4042,159799,3920,8928,1427,0,262,33,53,8895,1426,15025,1467,252,183,2615,642,12158,1505,19336,1912,2660,813,5702,1206,10974,1428,36646,2530,11055,1412,15803,1625,9788,1336,79426,3055,55546,2633,19963,1931,3917,863,438,315,70061,2788,15688,1617,4647,837,3508,885,7533,1203,14990,1546,11047,1435,2830,715,1113,384,11832,1506,11075,1456,624,267,133,142,12535,1618,12506,1623,15,25,14,22,14603,1541,14603,1541,0,262,0,262,413,277,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105518,3324,79491,2672,3627,769,0,286,109,131,3518,764,6665,1087,128,154,560,285,5977,1016,8964,1634,417,280,2472,957,6075,1104,14004,1577,2436,611,5635,1194,5933,1282,45641,2476,26417,2065,14253,1402,4971,978,590,341,26027,2018,4689,882,499,318,609,296,3581,786,4887,1011,2904,732,1012,461,971,465,3725,1023,3475,1031,140,140,110,123,3264,811,3033,777,231,196,0,286,9113,1263,8943,1239,116,134,54,90,349,229,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4903949,29804,3213520,24943,298723,9997,1294,507,5107,981,292322,10078,464164,14111,20118,2363,75260,3811,368786,12416,508844,10855,66136,4733,164286,7587,278422,8878,735884,15529,220214,8818,288012,8467,227658,8613,1187835,15963,708772,13857,340894,7806,138169,5521,18070,2815,1690429,16973,436072,10175,105808,4859,93343,4134,236921,8156,387270,9845,255962,7904,90056,4525,41252,2977,278654,7547,245741,7122,24998,2482,7915,1393,256755,8288,242377,7751,10271,1753,4107,902,306230,8119,300213,8098,4767,1031,1250,489,25448,2758,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
