GEO_ID,C05008_001E,C05008_001M,C05008_002E,C05008_002M,C05008_003E,C05008_003M,C05008_004E,C05008_004M,C05008_005E,C05008_005M,C05008_006E,C05008_006M,C05008_007E,C05008_007M,C05008_008E,C05008_008M,C05008_009E,C05008_009M,C05008_010E,C05008_010M,C05008_011E,C05008_011M,C05008_012E,C05008_012M,C05008_013E,C05008_013M,C05008_014E,C05008_014M,C05008_015E,C05008_015M,C05008_016E,C05008_016M,C05008_017E,C05008_017M,C05008_018E,C05008_018M,C05008_019E,C05008_019M,C05008_020E,C05008_020M,C05008_021E,C05008_021M,C05008_022E,C05008_022M,C05008_023E,C05008_023M,C05008_024E,C05008_024M,C05008_025E,C05008_025M,C05008_026E,C05008_026M,C05008_027E,C05008_027M,C05008_028E,C05008_028M,C05008_029E,C05008_029M,C05008_030E,C05008_030M,C05008_031E,C05008_031M,C05008_032E,C05008_032M,C05008_033E,C05008_033M,C05008_034E,C05008_034M,C05008_035E,C05008_035M,C05008_036E,C05008_036M,C05008_037E,C05008_037M,C05008_038E,C05008_038M,C05008_039E,C05008_039M,C05008_040E,C05008_040M,C05008_041E,C05008_041M,C05008_042E,C05008_042M,C05008_043E,C05008_043M,C05008_044E,C05008_044M,C05008_045E,C05008_045M,C05008_046E,C05008_046M,C05008_047E,C05008_047M,C05008_048E,C05008_048M,C05008_049E,C05008_049M,C05008_050E,C05008_050M,C05008_051E,C05008_051M,NAME,C05008_001EA,C05008_001MA,C05008_002EA,C05008_002MA,C05008_003EA,C05008_003MA,C05008_004MA,C05008_004EA,C05008_005MA,C05008_005EA,C05008_006MA,C05008_006EA,C05008_007MA,C05008_007EA,C05008_008EA,C05008_008MA,C05008_009EA,C05008_009MA,C05008_010MA,C05008_010EA,C05008_011MA,C05008_011EA,C05008_012EA,C05008_012MA,C05008_013EA,C05008_013MA,C05008_014EA,C05008_014MA,C05008_015MA,C05008_015EA,C05008_016MA,C05008_016EA,C05008_017EA,C05008_017MA,C05008_018MA,C05008_018EA,C05008_019EA,C05008_019MA,C05008_020EA,C05008_020MA,C05008_021MA,C05008_021EA,C05008_022EA,C05008_022MA,C05008_023EA,C05008_023MA,C05008_024EA,C05008_024MA,C05008_025EA,C05008_025MA,C05008_026MA,C05008_026EA,C05008_027MA,C05008_027EA,C05008_028EA,C05008_028MA,C05008_029EA,C05008_029MA,C05008_030EA,C05008_030MA,C05008_031EA,C05008_031MA,C05008_032EA,C05008_032MA,C05008_033EA,C05008_033MA,C05008_034EA,C05008_034MA,C05008_035EA,C05008_035MA,C05008_036EA,C05008_036MA,C05008_037MA,C05008_037EA,C05008_038MA,C05008_038EA,C05008_039EA,C05008_039MA,C05008_040EA,C05008_040MA,C05008_041EA,C05008_041MA,C05008_042EA,C05008_042MA,C05008_043EA,C05008_043MA,C05008_044EA,C05008_044MA,C05008_045EA,C05008_045MA,C05008_046EA,C05008_046MA,C05008_047MA,C05008_047EA,C05008_048MA,C05008_048EA,C05008_049MA,C05008_049EA,C05008_050EA,C05008_050MA,C05008_051MA,C05008_051EA,state
0400000US01,120773,6618,62197,3199,8347,1707,2257,894,2388,1170,3702,853,15463,1694,5434,1240,4403,741,5626,1365,34962,2385,15848,2232,12366,1667,6748,1322,23936,2591,11816,2061,9020,1457,3100,842,11026,2044,4032,1236,3346,999,3648,1038,3425,1082,1247,765,1101,533,1077,387,58576,4886,12782,2395,3468,1647,3108,1372,6206,1254,16717,1619,3674,936,5015,901,8028,1489,23139,2303,10375,1978,7040,1135,5724,1157,12352,1939,6033,1413,4697,1001,1622,669,10787,1827,4342,1351,2343,697,4102,997,5938,2739,3725,2618,1010,505,1203,451,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34368,2341,15073,1743,3001,979,857,705,751,483,1393,493,6829,700,760,420,2288,701,3781,704,3427,1032,402,307,870,580,2155,787,607,395,0,233,176,224,431,317,2820,955,402,307,694,556,1724,686,1816,650,139,110,614,488,1063,403,19295,1416,3995,819,847,443,687,418,2461,803,9533,774,1853,666,2336,572,5344,643,3392,880,556,483,882,412,1954,726,1227,571,0,233,522,360,705,437,2165,798,556,483,360,234,1249,617,2375,689,455,325,494,353,1426,467,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,843296,21013,434985,12951,30542,3370,4241,1421,7750,1901,18551,2303,46808,3145,13706,2408,12131,2151,20971,1950,331436,11085,104498,8752,112032,7300,114906,5791,310217,10977,99630,8350,106287,7162,104300,5599,21219,3534,4868,1662,5745,1704,10606,1868,26199,3277,11109,2526,4001,1064,11089,1957,408311,11023,39510,3378,3611,927,8891,1932,27008,2446,55518,2691,12749,1878,14943,1973,27826,2022,285765,9032,79443,7664,102263,8328,104059,5959,260904,8723,74530,7607,95046,8247,91328,5501,24861,3296,4913,1371,7217,2331,12731,2059,27518,3114,9785,2062,5698,1467,12035,1782,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,101169,5206,52497,3162,3390,859,745,533,901,422,1744,447,9410,1349,2213,1153,2833,891,4364,974,36358,2362,10838,1821,17178,1843,8342,1421,27142,2545,7547,1743,14171,1910,5424,1081,9216,1657,3291,1018,3007,1119,2918,818,3339,1098,1948,871,477,333,914,704,48672,3347,6018,1131,714,490,717,413,4587,1012,10214,1392,2721,894,3020,749,4473,1005,30116,3006,12367,2394,12001,1688,5748,1142,21985,3159,8565,2201,10014,1897,3406,1061,8131,1712,3802,1106,1987,885,2342,854,2324,809,405,174,611,572,1308,550,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9611356,53997,4771389,35221,318508,11618,47819,6944,90953,6070,179736,7533,1522871,15002,251180,13488,447097,13064,824594,11329,2761855,28935,510601,22011,776734,18086,1474520,19992,2248040,26816,412176,20087,652366,15648,1183498,19039,513815,17082,98425,9885,124368,7454,291022,11877,168155,9023,32725,4490,44580,4424,90850,6230,4839967,28554,366479,13167,53779,6909,89569,6170,223131,8761,1741432,15160,305352,14692,521849,13545,914231,14762,2557209,25538,422872,17004,783263,23018,1351074,20961,2002847,25859,340427,14846,645994,21140,1016426,19706,554362,17907,82445,7745,137269,9921,334648,13379,174847,8331,33927,4328,42300,3665,98620,5764,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,460294,12187,240802,8022,27339,2802,6411,1512,6668,1508,14260,1867,39712,2836,9169,1801,11952,2271,18591,1970,156105,6559,50350,5443,62438,5710,43317,3322,141238,6905,46790,5466,55917,5719,38531,3379,14867,2596,3560,1278,6521,1999,4786,1198,17646,2413,5673,1400,5978,1336,5995,1082,219492,6482,36715,2898,6930,1830,7920,1405,21865,1970,48165,2595,9882,1682,15254,2364,23029,2228,115743,6163,36014,4419,49345,4543,30384,3239,99516,5921,30625,4344,44497,4369,24394,2851,16227,2588,5389,1635,4848,1806,5990,1576,18869,2612,5034,1209,7140,1882,6695,1313,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,423254,14638,208909,8409,61848,4330,7521,1814,15715,2217,38612,3371,44768,2331,11698,1813,14471,2086,18599,1934,86858,6787,28709,4981,28484,3938,29665,3335,13700,3841,5957,2752,6330,2099,1413,605,73158,5880,22752,4301,22154,2991,28252,3340,15435,2383,3003,1065,4766,1262,7666,1729,214345,8346,73237,5278,9505,2279,17194,2670,46538,3561,44084,1870,10109,1678,15027,2028,18948,1858,78983,6300,21108,3147,24970,3665,32905,4301,7255,1427,2635,1113,3380,1298,1240,673,71728,6358,18473,3051,21590,3372,31665,4156,18041,2794,2713,986,4100,1431,11228,2246,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,62867,3735,30840,2600,4888,1600,1438,1245,974,502,2476,619,7923,564,2523,666,2409,644,2991,513,13992,1532,4754,1336,5037,1093,4201,912,8976,1400,3650,1264,3051,913,2275,757,5016,1157,1104,444,1986,746,1926,600,4037,1357,2050,1236,978,395,1009,391,32027,2517,7210,1499,851,543,1587,802,4772,1046,9137,638,2694,747,3081,822,3362,744,12107,1925,4309,1283,4342,1143,3456,935,5553,1592,2749,1301,2203,725,601,399,6554,1352,1560,703,2139,880,2855,771,3573,1064,1519,777,772,484,1282,549,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,67717,3880,32966,2661,6006,1379,2667,994,1279,515,2060,608,4854,1395,1157,749,815,459,2882,864,17757,1675,3429,1316,6502,1455,7826,1416,1537,1138,992,1033,341,322,204,336,16220,1976,2437,1114,6161,1478,7622,1395,4349,1053,1336,717,1683,591,1330,598,34751,2438,6606,1206,2158,615,1636,721,2812,702,7388,1239,1728,761,2406,1145,3254,743,16375,1713,2978,1305,5572,1074,7825,1332,1635,1109,673,831,400,419,562,501,14740,1464,2305,950,5172,1086,7263,1338,4382,1058,1730,816,789,416,1863,819,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3212955,29437,1557052,16846,169845,7624,28325,3392,45261,5202,96259,5164,135466,5326,30030,3780,41628,4005,63808,4249,1169355,15288,304089,13951,355805,13141,509461,11652,178993,10587,79342,8053,61540,6503,38111,4144,990362,14984,224747,12425,294265,11632,471350,10551,82386,5749,18299,3187,24429,2543,39658,3877,1655903,18898,213173,8140,30712,3387,43703,3804,138758,6680,164209,5021,38642,3920,48055,3628,77512,3817,1188538,16742,257913,11193,346524,13914,584101,13272,100667,7050,36124,4349,37217,4443,27326,3799,1087871,16380,221789,10787,309307,13644,556775,12821,89983,4606,19926,2935,21616,2384,48441,2991,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
