GEO_ID,B18026_001E,B18026_001M,B18026_002E,B18026_002M,B18026_003E,B18026_003M,B18026_004E,B18026_004M,B18026_005E,B18026_005M,B18026_006E,B18026_006M,B18026_007E,B18026_007M,B18026_008E,B18026_008M,B18026_009E,B18026_009M,B18026_010E,B18026_010M,B18026_011E,B18026_011M,B18026_012E,B18026_012M,B18026_013E,B18026_013M,B18026_014E,B18026_014M,B18026_015E,B18026_015M,B18026_016E,B18026_016M,B18026_017E,B18026_017M,B18026_018E,B18026_018M,B18026_019E,B18026_019M,B18026_020E,B18026_020M,B18026_021E,B18026_021M,B18026_022E,B18026_022M,B18026_023E,B18026_023M,B18026_024E,B18026_024M,B18026_025E,B18026_025M,B18026_026E,B18026_026M,B18026_027E,B18026_027M,B18026_028E,B18026_028M,B18026_029E,B18026_029M,B18026_030E,B18026_030M,B18026_031E,B18026_031M,NAME,B18026_001EA,B18026_001MA,B18026_002EA,B18026_002MA,B18026_003EA,B18026_003MA,B18026_004MA,B18026_004EA,B18026_005MA,B18026_005EA,B18026_006EA,B18026_006MA,B18026_007EA,B18026_007MA,B18026_008EA,B18026_008MA,B18026_009MA,B18026_009EA,B18026_010MA,B18026_010EA,B18026_011EA,B18026_011MA,B18026_012EA,B18026_012MA,B18026_013EA,B18026_013MA,B18026_014MA,B18026_014EA,B18026_015MA,B18026_015EA,B18026_016MA,B18026_016EA,B18026_017EA,B18026_017MA,B18026_018EA,B18026_018MA,B18026_019MA,B18026_019EA,B18026_020MA,B18026_020EA,B18026_021MA,B18026_021EA,B18026_022EA,B18026_022MA,B18026_023EA,B18026_023MA,B18026_024MA,B18026_024EA,B18026_025MA,B18026_025EA,B18026_026MA,B18026_026EA,B18026_027MA,B18026_027EA,B18026_028EA,B18026_028MA,B18026_029EA,B18026_029MA,B18026_030EA,B18026_030MA,B18026_031EA,B18026_031MA,state
0400000US01,2894176,5043,1400730,3580,154451,4947,5887,1499,947,617,4940,1286,148564,4723,66441,4639,82123,4282,1246279,4903,141855,6085,19707,2298,122148,5075,1104424,7424,941315,8729,163109,6124,1493446,3663,145227,4698,4777,1148,305,247,4472,1132,140450,4870,52339,3736,88111,4233,1348219,3736,143910,5106,15212,1800,128698,4817,1204309,5791,818478,10263,385831,9686,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426990,1889,215078,1716,27122,1748,665,407,103,164,562,375,26457,1687,10687,1692,15770,1380,187956,2081,11315,1462,2820,646,8495,1236,176641,2441,144122,3204,32519,2395,211912,1410,25619,1545,581,329,71,84,510,315,25038,1590,11531,1451,13507,1355,186293,1536,12210,1630,2115,631,10095,1420,174083,2196,124282,2966,49801,3020,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3667827,4564,1833391,4074,193224,4655,4037,1083,958,601,3079,929,189187,4641,91613,4627,97574,4477,1640167,4257,108000,5694,22873,3222,85127,4859,1532167,6781,1300161,9420,232006,8227,1834436,4195,188009,4855,5034,1139,1066,532,3968,1066,182975,5195,78315,4501,104660,5052,1646427,3297,119593,5194,19579,2149,100014,4757,1526834,6475,1025983,10656,500851,11234,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1738224,3831,851747,3173,100146,3917,3493,903,611,387,2882,850,96653,3977,44605,3302,52048,3512,751601,3397,89082,3868,16711,2253,72371,3602,662519,5231,565123,5614,97396,4338,886477,2695,89849,3787,3283,922,962,590,2321,795,86566,3830,40337,3239,46229,2859,796628,3182,97879,4802,12847,1879,85032,4665,698749,6038,501341,8408,197408,6893,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22906307,11669,11433111,9799,1252948,14043,28164,3245,5024,1663,23140,2873,1224784,14735,445961,10624,778823,13528,10180163,10416,587194,14372,122068,6437,465126,12248,9592969,19089,8034086,26810,1558883,20959,11473196,9456,1205889,13406,22088,2967,4654,1838,17434,2275,1183801,12817,427361,10399,756440,12551,10267307,10518,671838,13301,121502,6308,550336,11098,9595469,16245,6330064,27166,3265405,25692,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3053504,4420,1543958,3372,151306,4137,3734,888,654,368,3080,859,147572,4083,68619,4145,78953,3464,1392652,4168,72064,4559,17178,1925,54886,4287,1320588,5659,1147059,7153,173529,6673,1509546,3490,137337,4594,2016,705,729,507,1287,521,135321,4606,60472,3527,74849,3824,1372209,3657,75435,3937,16417,2006,59018,3689,1296774,5492,949611,9072,347163,10062,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2215438,3697,1083900,2348,108940,3511,2892,791,908,565,1984,596,106048,3605,43079,2601,62969,3021,974960,2898,54776,4401,14357,2819,40419,3746,920184,5460,790993,7544,129191,6447,1131538,2943,98561,3249,2400,928,799,481,1601,740,96161,3309,41200,3060,54961,2935,1032977,2639,59855,3635,13958,2117,45897,3295,973122,4483,725548,7598,247574,6644,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,535270,1881,259566,1407,25690,1789,579,335,15,27,564,329,25111,1782,11450,1515,13661,1431,233876,1507,15046,1710,3384,807,11662,1426,218830,2218,187107,2886,31723,2381,275704,1312,25525,2370,249,191,59,100,190,163,25276,2392,10723,1546,14553,2308,250179,2076,17213,2134,3174,826,14039,2031,232966,2899,173275,4056,59691,2876,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,349668,1304,165999,999,10245,1286,361,360,39,64,322,354,9884,1284,2093,735,7791,1076,155754,982,9570,1923,2570,1066,7000,1675,146184,1917,117001,3036,29183,2564,183669,761,7734,781,358,251,97,112,261,237,7376,790,1365,427,6011,719,175935,674,9983,1366,1306,540,8677,1353,165952,1454,119411,3666,46541,3481,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10879045,9146,5325666,7920,558293,8504,13145,2406,1657,903,11488,2148,545148,8953,234026,7309,311122,7560,4767373,8306,348987,9221,63879,5031,285108,8617,4418386,13211,3746263,20001,672123,16456,5553379,6540,527425,8299,11256,1798,1923,674,9333,1755,516169,8255,211145,6872,305024,7971,5025954,7712,384998,10532,58920,4452,326078,9266,4640956,13403,3228611,17474,1412345,17275,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5874074,7456,2879370,5821,300678,7799,8197,1412,1140,455,7057,1356,292481,8043,114101,6128,178380,6796,2578692,7220,184347,7375,32201,2811,152146,6629,2394345,9959,2042106,11982,352239,10616,2994704,6142,288725,7788,7404,1853,939,502,6465,1720,281321,8042,105923,6023,175398,7350,2705979,7451,215575,8277,32412,3546,183163,7778,2490404,11190,1735271,13983,755133,11684,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,781052,2984,385631,2387,38661,1930,1041,538,132,136,909,516,37620,2019,15430,1866,22190,1895,346970,2371,22731,2249,4478,886,18253,2121,324239,2723,272810,4052,51429,3777,395421,1874,35186,1978,680,462,68,108,612,463,34506,1976,14868,1530,19638,1861,360235,2194,18264,1843,4011,1057,14253,1965,341971,2709,247618,4282,94353,3956,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
