GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,NAME,B15002H_001MA,B15002H_001EA,B15002H_002MA,B15002H_002EA,B15002H_003EA,B15002H_003MA,B15002H_004EA,B15002H_004MA,B15002H_005EA,B15002H_005MA,B15002H_006MA,B15002H_006EA,B15002H_007MA,B15002H_007EA,B15002H_008EA,B15002H_008MA,B15002H_009EA,B15002H_009MA,B15002H_010EA,B15002H_010MA,B15002H_011EA,B15002H_011MA,B15002H_012MA,B15002H_012EA,B15002H_013MA,B15002H_013EA,B15002H_014EA,B15002H_014MA,B15002H_015EA,B15002H_015MA,B15002H_016EA,B15002H_016MA,B15002H_017MA,B15002H_017EA,state
0400000US22,1843974,1787,888180,1291,53754,3534,92076,5296,303160,7700,188255,6030,37713,3818,135056,5160,78166,3786,955794,966,46103,3003,93818,4435,345563,8719,198709,5929,49673,3488,149392,5343,72536,4197,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,870715,613,416452,366,17949,1532,31647,2342,151827,4164,74658,3856,33411,2840,68817,3460,38143,2364,454263,479,15319,1515,28896,2396,164500,4177,82606,3028,46388,2901,79186,3925,37368,2238,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2232253,1574,1064910,762,31432,2681,83539,5644,262916,6528,197694,5417,59094,3912,230842,5377,199393,5077,1167343,1110,31544,2677,80812,3968,324307,7457,228991,7179,82014,3692,240452,6614,179223,6409,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3512836,5283,1657341,3751,59600,5331,113029,5616,456132,10519,263729,9065,110015,5195,374376,8406,280460,7208,1855495,2475,59974,4274,109681,5493,512359,10313,306879,8346,170891,6342,411482,8760,284229,7008,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5226007,1739,2525210,1207,75911,3194,217467,6296,765822,11750,596874,10229,190933,6785,417060,8677,261143,7508,2700797,989,71647,3642,219474,6004,900252,12942,610966,10922,243356,6446,418050,8046,237052,6504,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2940468,2922,1429497,1779,37710,1788,73591,3363,401270,6592,320481,6297,132312,4980,316165,5984,147968,4309,1510971,1439,31798,1813,65751,3611,432487,6224,361218,6899,158479,5092,324323,6157,136915,4565,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1162451,2517,559530,1812,34966,2997,67880,4038,168272,5731,118533,4277,37300,3560,86563,4542,46016,3066,602921,1539,29348,2957,66928,3955,194350,6222,127496,4540,57297,4009,81164,4452,46338,3407,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3183844,1409,1528964,1040,68514,3976,145059,5990,516686,8828,322703,7946,80372,4128,253575,7646,142055,4808,1654880,742,70991,3497,155671,6255,563744,9997,365312,8346,108009,4735,255060,6212,136093,5271,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,566058,503,278712,378,7687,1228,18397,2008,90309,3716,64945,2886,17493,1746,51958,3083,27923,2068,287346,415,6220,1113,17418,1718,92436,3413,75357,3740,20959,1833,55890,2443,19066,2240,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,980854,1078,473112,823,11035,950,27096,2088,148815,4221,104969,4148,44062,2749,93075,3720,44060,2444,507742,572,12253,1438,22017,1850,158963,3973,125009,3919,46032,2481,101343,3157,42125,2322,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1017676,1790,510741,1077,8985,1464,37104,3279,152908,6225,140241,5248,37555,2856,88815,4615,45133,2824,506935,1165,6743,1247,45809,3894,169981,6308,135765,5214,39935,3108,73765,4164,34937,2539,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,822271,1200,397854,1058,12909,1899,31178,2547,124515,4005,70777,3439,30092,2530,79803,3947,48580,2709,424417,497,10020,1539,28189,2542,132400,4211,81470,4079,45237,3210,83666,3561,43435,2662,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3762392,2794,1781886,1848,52841,4296,116383,5548,503863,10015,307202,8113,94656,4813,435593,8852,271348,6888,1980506,1492,64844,3937,132268,5713,641630,9533,320015,8300,145118,5673,440308,7751,236323,7219,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,591918,2127,282564,1228,5622,1233,15204,1834,66629,3403,66514,3567,18812,2258,58001,3447,51782,2805,309354,1631,6214,1413,16626,2142,74578,3826,77137,3546,23470,2227,63479,3108,47850,3346,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8033421,3069,3816926,1721,124130,5699,270073,7696,1084142,16589,634571,10654,307538,9067,785931,13803,610541,12277,4216495,2049,134157,6241,276921,7772,1290502,15255,655271,13236,402645,9810,777639,12972,679360,12585,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4025616,3519,1932273,2449,90834,3958,205448,7310,557671,10106,367793,9784,143884,5969,376541,8302,190102,5696,2093343,2207,80487,4469,190752,6253,603931,9831,442768,8764,205835,6463,396423,7657,173147,5737,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,386199,484,190303,343,11547,1082,11212,1490,56070,2688,41511,2158,20376,1931,35312,2196,14275,1556,195896,393,10670,1129,9869,1131,57130,2939,45416,2569,22650,1732,38810,2232,11351,1443,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6336507,1623,3032420,1071,96123,4627,289371,7173,1105218,11864,586754,10297,191028,5548,488987,9624,274939,6280,3304087,1186,97154,4862,308143,6989,1261434,11870,628173,10123,257435,7643,485061,9723,266687,7237,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1724866,2065,826043,1476,29232,2519,76789,4527,261220,6502,190546,6363,54701,3472,143926,5341,69629,3587,898823,1180,27310,2453,92034,4295,302059,6213,212130,6640,63816,4026,139780,4920,61694,3649,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2027522,1300,977748,709,20516,2209,76387,4577,254621,6150,256502,6983,74754,4218,184780,5353,110188,4631,1049774,866,17420,1878,75118,4362,290066,7931,297326,7807,79106,3852,194161,5087,96577,4029,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,6993220,2271,3325661,1510,106443,4464,288971,8265,1263696,13353,497664,8482,222563,5807,585055,10793,361269,8143,3667559,1278,121761,4652,311090,8200,1491220,14244,556282,8807,279416,7734,578651,10408,329139,8392,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,588669,1727,275366,1095,11186,1807,24599,2452,81834,4362,48324,3489,20230,2241,54874,3602,34319,2642,313303,1002,14518,1794,30240,2540,92942,4343,54066,3280,28794,2692,55430,3310,37313,2781,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1897633,1698,910820,1119,40121,2867,95207,5118,258732,7206,175090,6160,74484,4079,172436,5306,94750,4343,986813,1121,40819,3035,99528,4139,303272,6609,196348,6471,95324,5155,167370,6175,84152,4037,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,442900,1177,215426,838,12727,1401,12112,1290,74431,2627,42733,2563,18282,1350,36146,2370,18995,1796,227474,853,9133,931,10948,1281,70922,2622,53180,3072,23888,1838,45685,2659,13718,1380,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3167111,2840,1520796,1933,105032,4957,178268,5850,511472,9287,278648,7134,72039,4425,242500,7747,132837,4855,1646315,1746,108687,4138,174549,6132,584897,9526,324551,7787,102862,6011,231647,7058,119122,4661,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7502298,4905,3619590,3048,85706,5072,243417,7659,893570,15138,858784,12599,242965,7774,846727,11442,448421,9665,3882708,3564,91169,4453,291439,8975,1067212,14876,982773,13339,278893,7215,825902,13116,345320,8466,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1184316,805,579467,585,6148,1615,32521,3080,132040,4656,160824,4637,50419,3261,125502,4409,72013,3478,604849,394,4748,1134,34442,3200,171099,5364,174534,5367,64700,3411,118382,4797,36944,2471,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,404787,268,195586,286,9288,1369,14866,1617,68199,2695,29233,2338,14731,1411,36606,2288,22663,1862,209201,91,6025,979,12149,1554,62549,2153,37704,2379,19404,1608,45052,2329,26318,1807,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3467942,3702,1666023,2633,78009,4660,129689,5432,430784,8373,298278,7195,94839,4765,354597,7959,279827,6344,1801919,2035,72422,3674,137353,5196,483857,8525,350027,8668,132992,5485,398010,8182,227258,6301,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3277952,3530,1597263,1797,24637,2322,100558,4558,404931,9560,384122,7639,145589,6118,344377,7632,193049,5897,1680689,2208,26137,2547,107079,6140,439322,9168,455450,8642,160639,5729,324498,6173,167564,6023,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1181763,1881,566181,1090,43644,2788,65668,3838,243425,6236,91050,4299,24314,2375,59544,3451,38536,2744,615582,1242,40190,2501,74326,3552,253971,6703,107069,4715,40381,2712,60237,3764,39408,2591,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3192395,2142,1552740,1169,44826,2418,113403,3697,542105,6705,316957,6497,133246,4165,268851,5369,133352,4527,1639655,1046,44905,2603,96416,4398,582966,7672,340337,5500,156674,4574,290824,6616,127533,4426,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,301336,1094,149831,890,2928,615,9410,1501,50823,2445,37870,2247,10728,1281,24443,2094,13629,1505,151505,559,2212,646,8153,1289,48813,2474,43452,2725,13185,1310,24771,2150,10919,1593,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,30955,2897,16278,1894,2059,693,1307,486,3788,854,2136,739,1372,601,3244,761,2372,810,14677,1924,1560,614,1113,460,3726,1033,1852,734,2060,724,3023,756,1343,604,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
