GEO_ID,B17009_001E,B17009_001M,B17009_002E,B17009_002M,B17009_003E,B17009_003M,B17009_004E,B17009_004M,B17009_005E,B17009_005M,B17009_006E,B17009_006M,B17009_007E,B17009_007M,B17009_008E,B17009_008M,B17009_009E,B17009_009M,B17009_010E,B17009_010M,B17009_011E,B17009_011M,B17009_012E,B17009_012M,B17009_013E,B17009_013M,B17009_014E,B17009_014M,B17009_015E,B17009_015M,B17009_016E,B17009_016M,B17009_017E,B17009_017M,B17009_018E,B17009_018M,B17009_019E,B17009_019M,B17009_020E,B17009_020M,B17009_021E,B17009_021M,NAME,B17009_001MA,B17009_001EA,B17009_002MA,B17009_002EA,B17009_003EA,B17009_003MA,B17009_004EA,B17009_004MA,B17009_005MA,B17009_005EA,B17009_006MA,B17009_006EA,B17009_007EA,B17009_007MA,B17009_008EA,B17009_008MA,B17009_009EA,B17009_009MA,B17009_010MA,B17009_010EA,B17009_011MA,B17009_011EA,B17009_012EA,B17009_012MA,B17009_013MA,B17009_013EA,B17009_014EA,B17009_014MA,B17009_015MA,B17009_015EA,B17009_016MA,B17009_016EA,B17009_017EA,B17009_017MA,B17009_018EA,B17009_018MA,B17009_019EA,B17009_019MA,B17009_020MA,B17009_020EA,B17009_021MA,B17009_021EA,state
0400000US01,713653,15493,207494,8871,8725,1935,4932,1501,3793,1201,71121,5461,39572,3693,31549,3637,127648,5471,101217,4608,26431,2888,506159,12260,260390,9807,208375,8419,52015,4424,99920,5819,81394,4727,18526,2610,145849,5103,141248,4989,4601,1016,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,115568,5564,23968,2748,658,368,382,266,276,256,11541,1712,5675,1053,5866,1309,11769,2044,5204,1028,6565,1743,91600,5035,45467,3580,34143,2847,11324,1665,33558,2677,21210,2102,12348,1748,12575,1528,11021,1350,1554,506,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1080856,21021,229879,10440,11525,2500,6590,1797,4935,1451,93044,6280,43147,3649,49897,4216,125310,7048,72481,4540,52829,4886,850977,19282,453602,13936,316807,11072,136795,6690,210423,10503,149792,7203,60631,5065,186952,6888,173399,6624,13553,1806,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,452994,10934,131619,6469,5725,1173,2729,957,2996,887,50852,4323,28277,2997,22575,2825,75042,3998,58435,3757,16607,2154,321375,9521,156467,7381,121919,5862,34548,3938,73990,4616,54934,3969,19056,2159,90918,4116,87234,4002,3684,832,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5906493,53325,1257664,28172,46542,4808,23894,3564,22648,3190,496000,18257,208200,9047,287800,12757,715122,19252,374650,12131,340472,12126,4648829,45723,2361996,33343,1575986,24675,786010,17217,1258118,19971,850195,15088,407923,11955,1028715,17856,940591,15398,88124,5727,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,912544,16227,180501,6930,10456,1818,6555,1426,3901,1288,85285,4677,43241,3102,42044,3721,84760,5185,54253,3649,30507,3118,732043,14898,401992,11078,294788,9305,107204,6374,210564,8034,152176,5608,58388,5031,119487,4567,112940,4485,6547,1425,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,583522,14280,99403,5760,2368,933,1742,759,626,407,30263,4188,13767,2324,16496,3102,66772,4268,49123,3509,17649,2777,484119,12929,239104,8119,175299,6557,63805,4460,121121,7376,84542,5161,36579,3953,123894,5023,118467,4937,5427,1109,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,148410,6195,30398,2700,788,565,172,150,616,537,11011,1854,4419,1182,6592,1195,18599,2682,10105,1493,8494,1975,118012,5339,64174,4437,47372,3443,16802,2096,25012,2242,17299,1635,7713,1230,28826,2216,26592,2157,2234,621,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,184592,6449,34078,2829,325,304,325,304,0,286,13889,1966,8676,1651,5213,1184,19864,2118,14709,1798,5155,1323,150514,6114,90797,4476,71004,3507,19793,2320,39036,3110,27850,2698,11186,1909,20681,1899,19141,1834,1540,537,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3401789,33162,730563,16739,34471,4059,19019,2627,15452,2793,258412,10184,124811,5695,133601,7542,437680,13075,298016,10942,139664,8475,2671226,28434,1383125,21769,976867,16821,406258,13470,589756,14923,418074,12459,171682,8402,698345,12111,649160,11769,49185,3039,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1453082,22351,352913,14170,15481,2794,10075,2285,5406,1513,142578,8554,70425,5133,72153,5945,194854,8450,133799,6553,61055,4707,1100169,19976,633105,16734,471480,12428,161625,8269,257974,10863,189096,8760,68878,5627,209090,8211,197634,7632,11456,2026,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,193482,7553,43391,3591,1876,891,973,668,903,588,14657,2408,6825,1394,7832,1628,26858,2830,14130,1916,12728,2151,150091,6706,82049,5552,52482,4034,29567,3166,38845,3189,25422,2225,13423,1949,29197,2415,25915,2224,3282,809,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,229414,7767,63745,4979,4003,1096,2090,881,1913,612,32737,3613,13423,1724,19314,2860,27005,2686,19989,2320,7016,1337,165669,7161,78549,5041,57174,3807,21375,2673,46541,3599,32109,2923,14432,1800,40579,2433,37507,2426,3072,1033,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2100386,26533,448420,13025,18748,2481,10687,1754,8061,1615,182655,8383,95173,5913,87482,5853,247017,9645,168812,7065,78205,5990,1651966,24745,848982,19309,647460,14144,201522,10160,405526,11300,303037,9032,102489,5604,397458,8019,383019,8211,14439,1678,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1070539,19592,250796,10027,8572,1720,5537,1272,3035,1061,113962,6769,55871,4795,58091,4201,128262,7385,84802,5028,43460,4591,819743,15910,418783,11610,314479,8757,104304,5205,191103,8683,143412,6600,47691,4480,209857,5644,200688,5572,9169,1380,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,549461,10972,125963,5673,4751,1115,3293,992,1458,574,69062,4686,32871,2267,36191,3663,52150,2575,37868,2533,14282,1636,423498,9508,212915,8301,162310,6211,50605,3939,101719,4966,75178,4067,26541,2104,108864,4020,105476,3924,3388,647,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,473933,10974,116236,5564,5657,1176,4520,1060,1137,457,59441,4245,31393,2918,28048,2390,51138,3491,35112,2546,16026,2324,357697,9107,184402,7487,142254,6124,42148,3582,85085,4451,63901,3568,21184,2457,88210,3386,85296,3281,2914,676,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,688311,14386,204143,7633,8507,2158,4724,1312,3783,1391,65626,4746,36358,3653,29268,2901,130010,6584,101927,5253,28083,2965,484168,11625,232936,8361,184894,6812,48042,3821,112994,6051,86401,5187,26593,2891,138238,5197,132377,5230,5861,1112,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,725341,16995,226873,9870,10974,2508,7193,1736,3781,1630,84646,6020,45839,4227,38807,3615,131253,7078,98756,6122,32497,3051,498468,15178,246261,10855,192301,8908,53960,5142,120944,5750,89929,4852,31015,3159,131263,5481,124121,5363,7142,1323,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,266327,8954,66175,4160,2505,938,1385,562,1120,592,29277,2546,13546,1749,15731,1906,34393,2730,24336,2318,10057,1428,200152,7357,96900,5004,66861,3834,30039,2872,51089,3481,35374,2594,15715,2062,52163,2937,48716,2762,3447,783,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,966574,19914,168277,9084,5569,1279,3845,1021,1724,687,64579,5644,26892,3330,37687,3692,98129,5375,61757,4360,36372,3842,798297,18231,452319,14800,327756,11079,124563,6785,183240,7911,131429,6647,51811,3816,162738,6270,152863,5770,9875,1818,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1238821,19312,259752,10944,5130,1258,2612,889,2518,815,94521,6780,48180,4218,46341,4803,160101,8079,111696,6514,48405,5077,979069,17992,507176,15229,353679,11048,153497,7763,243569,8745,166960,7432,76609,4434,228324,7897,214666,7222,13658,2080,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1739894,23768,422837,12527,16184,2345,11503,1980,4681,1193,179763,8186,85820,5340,93943,5418,226890,9592,149505,7212,77385,5111,1317057,21510,633445,15216,490775,12402,142670,6183,319451,9747,237402,8043,82049,5260,364161,8834,349059,8375,15102,1706,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,952885,17261,190945,6858,9243,1348,5227,969,4016,876,96192,4990,43731,3012,52461,3787,85510,5157,61102,3962,24408,2306,761940,14817,398504,11267,291265,8298,107239,6003,205034,7921,146604,6192,58430,4092,158402,4779,151923,4518,6479,1131,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,425521,11321,150165,6596,5530,1214,3885,1019,1645,644,52468,4579,28163,3099,24305,2910,92167,5040,71272,4405,20895,2429,275356,9276,135302,6938,107022,6060,28280,3014,64173,4897,47573,4527,16600,2364,75881,4214,72905,4190,2976,577,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1031196,18210,252761,8385,13757,2473,8154,2116,5603,1525,106878,4960,55452,2992,51426,3963,132126,6413,96111,4885,36015,3265,778435,14914,410489,12990,310942,9921,99547,5948,173164,6360,126004,5621,47160,3326,194782,5090,185824,4823,8958,1758,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,189486,7018,46462,3620,2287,645,1369,565,918,373,25959,2779,13820,1919,12139,1695,18216,2006,13922,1697,4294,1052,143024,6514,67422,5228,50481,4187,16941,2220,42405,2856,30331,2107,12074,1687,33197,2114,31865,2047,1332,482,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,318804,9856,67102,4999,4607,1083,2229,785,2378,745,30880,3080,17489,1938,13391,1769,31615,3350,24830,2940,6785,1324,251702,8218,134559,5697,101426,4064,33133,2932,59505,3599,43611,2714,15894,2207,57638,3136,55822,3056,1816,411,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,465151,12418,83948,5683,2712,998,1349,741,1363,731,33932,3814,16359,2489,17573,2546,47304,4881,28376,3050,18928,3191,381203,11978,217957,9664,147612,7155,70345,5541,93011,5649,64598,4384,28413,3494,70235,4141,64455,3788,5780,1249,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,232595,8119,40634,3163,1232,548,710,459,522,268,17690,2353,8736,1562,8954,1549,21712,2502,13606,1711,8106,1656,191961,8366,104230,6531,69765,4540,34465,3577,47555,4098,32952,3419,14603,2167,40176,3253,37343,3057,2833,855,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1319949,22246,232180,11787,10865,2388,8135,2175,2730,857,74449,5245,36280,4126,38169,3808,146866,9516,101191,6785,45675,5188,1087769,18766,574119,13646,414431,10886,159688,7792,234184,8847,168734,7190,65450,4627,279466,7393,264729,6992,14737,2196,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,346680,10790,101355,5975,5316,1683,3186,1000,2130,1064,44423,4361,23641,3245,20782,2535,51616,4123,35072,3074,16544,2619,245325,7800,126631,6507,93256,5301,33375,3770,60040,4811,45041,3826,14999,2411,58654,3921,54516,3201,4138,1507,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3468083,33548,778311,15743,22465,3256,14209,2619,8256,1568,237005,10348,121511,7233,115494,6327,518841,11749,368282,9227,150559,6454,2689772,27994,1404203,22587,1018265,17313,385938,12252,624361,14467,458841,11923,165520,9132,661208,13467,619170,12825,42038,3688,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1483217,20624,377576,12017,14171,2423,7607,1608,6564,1436,159169,8044,84666,5196,74503,5481,204236,7542,144978,6111,59258,4333,1105641,17376,591360,12350,453839,10194,137521,6928,272623,10521,207051,7917,65572,5219,241658,7786,230675,7743,10983,1795,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,132301,5370,31627,2174,1427,523,1329,531,98,76,16920,1781,9733,1416,7187,1204,13280,1294,11329,1151,1951,628,100674,4667,55593,3510,44412,3060,11181,1354,24267,2227,18278,1933,5989,1233,20814,1369,19872,1324,942,400,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2023379,26535,482693,14293,15081,1706,9924,1315,5157,1035,203024,10576,102192,6110,100832,7231,264588,8859,186353,6669,78235,6417,1540686,23072,777907,17834,600606,14262,177301,7952,340175,10227,251603,7432,88572,5400,422604,7626,404787,7174,17817,2159,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,589554,12426,172510,6832,7261,1367,4598,1023,2663,763,71318,4898,38987,3717,32331,3262,93931,4895,67125,3650,26806,3239,417044,9896,209106,8381,167172,6911,41934,3876,91867,4643,71375,3883,20492,2341,116071,4238,112047,4097,4024,951,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,754595,15772,198304,9027,10029,2537,5786,1865,4243,1291,101880,6030,50663,3717,51217,4273,86395,5390,53063,3331,33332,3711,556291,12066,262909,8244,183411,6082,79498,5080,158178,7356,113810,5548,44368,4078,135204,5067,126057,4972,9147,1566,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2191500,27053,517262,13457,19006,2756,10342,1419,8664,2447,194068,8524,94833,4893,99235,5783,304188,10358,218771,7051,85417,6716,1674238,21680,808556,14267,612384,11740,196172,6983,365191,11735,270551,9176,94640,6010,500491,9553,479623,9136,20868,1994,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,208988,8459,42094,3866,1319,559,858,447,461,340,15623,2580,7977,1392,7646,1848,25152,2743,18287,2130,6865,1836,166894,7640,82518,5809,57405,4133,25113,3090,40700,3663,29531,2744,11169,2114,43676,3225,41417,3023,2259,889,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,707317,14301,178835,8848,6290,1530,3879,1109,2411,885,63679,5312,33025,3156,30654,3399,108866,6309,84184,5219,24682,2768,528482,11850,281962,9055,210790,6992,71172,5026,117457,6175,91094,5131,26363,2475,129063,5501,122659,5223,6404,1471,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,141172,5154,35628,2675,2020,625,1255,442,765,476,18219,1762,9594,1270,8625,1405,15389,1736,11583,1291,3806,1029,105544,4376,57907,3385,43162,2382,14745,1798,24368,2372,19629,1871,4739,1001,23269,1896,22997,1853,272,187,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,997778,19589,269218,9629,11277,2414,7334,1935,3943,1109,98404,6638,52765,4427,45639,4331,159537,6776,121759,5568,37778,3592,728560,16655,390617,12389,302666,9607,87951,6297,164347,6630,125709,5537,38638,3422,173596,6679,164570,6440,9026,1380,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3303029,40379,843311,22486,42720,4145,24621,2962,18099,2990,362502,14270,195017,8692,167485,8722,438089,14232,296017,9469,142072,8182,2459718,33506,1413407,26792,1077442,21582,335965,11768,572306,13850,421792,11417,150514,8458,474005,9278,452246,9263,21759,2663,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,312211,12864,79975,6058,3119,1061,2119,869,1000,545,49150,4752,20071,2408,29079,3002,27706,2885,15646,1588,12060,2083,232236,11403,116660,7537,83268,5847,33392,3655,70492,6356,41593,3253,28899,4769,45084,3169,43574,3035,1510,560,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,134557,5579,30837,2714,1162,410,667,308,495,259,13994,1848,7346,1076,6648,1094,15681,1687,10549,1447,5132,1010,103720,4810,53200,3634,36024,2580,17176,1897,29706,2439,20990,1885,8716,1285,20814,1771,19655,1761,1159,362,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1309856,25356,262278,10762,11577,2495,6576,1783,5001,1439,108258,6539,52286,4374,55972,4114,142443,7637,100902,5815,41541,3973,1047578,21063,608154,16136,442973,12322,165181,8525,228103,8932,169232,7148,58871,4714,211321,5691,199508,5587,11813,1845,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1260335,22825,291470,10451,8896,1687,5215,1209,3681,1061,135052,7120,65734,4266,69318,5250,147522,7558,92090,5842,55432,4139,968865,19811,478768,14096,343826,9826,134942,7289,284410,9427,198531,6485,85879,5204,205687,6352,191787,5834,13900,1724,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,313347,8167,101814,4877,3133,910,1415,473,1718,726,33168,2875,18700,2208,14468,1670,65513,4228,46051,3459,19462,2575,211533,7120,89145,5031,70153,3991,18992,2273,39130,3753,28590,2682,10540,1921,83258,3640,78765,3582,4493,967,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
