GEO_ID,B07004A_001E,B07004A_001M,B07004A_002E,B07004A_002M,B07004A_003E,B07004A_003M,B07004A_004E,B07004A_004M,B07004A_005E,B07004A_005M,B07004A_006E,B07004A_006M,NAME,B07004A_001MA,B07004A_001EA,B07004A_002EA,B07004A_002MA,B07004A_003EA,B07004A_003MA,B07004A_004MA,B07004A_004EA,B07004A_005MA,B07004A_005EA,B07004A_006MA,B07004A_006EA,state
0400000US01,3113929,5682,2644052,17019,277408,13038,100460,8556,80356,6760,11653,2305,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,439080,2556,357744,5762,42109,5035,12112,2540,25249,4214,1866,866,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4378163,21413,3470783,25720,589768,22491,66552,7483,217591,13235,33469,5788,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2108257,7649,1740470,17615,221764,12716,71678,6491,69564,6401,4781,1870,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21195322,79208,17905027,88765,2226658,50161,621537,25140,306114,13944,135986,12666,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3750894,16342,3016592,25363,382146,16415,183383,14467,142543,9598,26230,4766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2728842,10467,2445412,17295,175707,11096,39769,4687,56687,5897,11267,2703,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,596992,3317,504553,7884,58604,5961,4165,1260,26082,3809,3588,1743,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,164391,2859,123955,4256,14059,2191,0,286,21896,2420,4481,1267,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13194016,25249,10850269,42248,1338200,35753,406570,17227,499537,19740,99440,9401,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5440500,16231,4594962,27968,406243,16847,249629,13337,171758,15768,17908,3009,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,304819,3786,236788,5727,33422,4605,2609,1628,28125,3983,3875,1672,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1263346,5338,1011315,12125,143061,9423,45519,5782,58626,5692,4825,1692,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8874568,26609,7711472,38193,720968,22788,251513,13019,155048,10065,35567,5797,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5185669,9616,4429577,22756,482975,16744,164594,10028,96640,6528,11883,2088,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2643859,5724,2253700,14136,236161,10803,80907,5753,68629,6889,4462,1023,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2241463,7614,1864471,15995,231740,12960,77288,5788,60495,5815,7469,1792,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3602197,5699,3054764,23791,339180,17813,115577,8588,84099,6223,8577,2075,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2765424,5385,2375632,16007,220822,11821,109210,9684,55760,5662,4000,1135,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1226415,2289,1052371,9045,107621,7116,29838,3809,34376,4701,2209,714,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3315559,11493,2893384,16055,210666,13135,99209,8111,93472,7102,18828,4057,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5099331,16786,4484086,23534,381281,15803,122430,9332,84775,8904,26759,4136,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7797244,10529,6826362,25238,607883,20053,241839,10791,97782,7562,23378,3208,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4336041,7538,3771253,18134,297603,12697,180891,10144,75126,5740,11168,2686,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1695200,3694,1435220,11326,140561,9867,64530,7413,50976,5824,3913,1535,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4705378,7039,3967368,21412,409442,15262,198730,12003,119886,7981,9952,2022,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,815032,2129,665689,8329,91215,7173,24086,3180,31996,4484,2046,649,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1507893,4372,1277268,9952,138216,8849,53568,4997,33659,4089,5182,1457,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1787841,14205,1413115,21401,239617,14998,25677,5842,94623,7419,14809,3849,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1202362,3229,1045499,10423,84959,7810,24091,3409,42728,4893,5085,1633,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5886700,19372,5314554,28942,312920,16011,132602,11207,100279,6622,26345,4563,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1297936,12562,1057550,17696,145376,13189,27936,5740,57308,5279,9766,2857,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12366536,32904,11039575,42699,843993,27080,271374,15332,157820,8024,53774,6659,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
