GEO_ID,B25116_001E,B25116_001M,B25116_002E,B25116_002M,B25116_003E,B25116_003M,B25116_004E,B25116_004M,B25116_005E,B25116_005M,B25116_006E,B25116_006M,B25116_007E,B25116_007M,B25116_008E,B25116_008M,B25116_009E,B25116_009M,B25116_010E,B25116_010M,B25116_011E,B25116_011M,B25116_012E,B25116_012M,B25116_013E,B25116_013M,B25116_014E,B25116_014M,B25116_015E,B25116_015M,B25116_016E,B25116_016M,B25116_017E,B25116_017M,B25116_018E,B25116_018M,B25116_019E,B25116_019M,B25116_020E,B25116_020M,B25116_021E,B25116_021M,B25116_022E,B25116_022M,B25116_023E,B25116_023M,NAME,B25116_001MA,B25116_001EA,B25116_002EA,B25116_002MA,B25116_003EA,B25116_003MA,B25116_004EA,B25116_004MA,B25116_005EA,B25116_005MA,B25116_006EA,B25116_006MA,B25116_007EA,B25116_007MA,B25116_008EA,B25116_008MA,B25116_009MA,B25116_009EA,B25116_010EA,B25116_010MA,B25116_011MA,B25116_011EA,B25116_012EA,B25116_012MA,B25116_013MA,B25116_013EA,B25116_014MA,B25116_014EA,B25116_015EA,B25116_015MA,B25116_016EA,B25116_016MA,B25116_017EA,B25116_017MA,B25116_018EA,B25116_018MA,B25116_019MA,B25116_019EA,B25116_020EA,B25116_020MA,B25116_021EA,B25116_021MA,B25116_022MA,B25116_022EA,B25116_023EA,B25116_023MA,state
0400000US01,1788692,9253,1261475,13183,296604,8759,107847,5271,58699,3640,59076,3315,70982,3202,964871,11768,585997,9550,190313,4862,117317,4052,71244,2516,527217,11869,199124,8110,125370,7518,28593,2694,19579,1984,25582,2403,328093,9877,286286,9456,22118,2635,11872,1411,7817,1265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,26542,2156,13023,1382,7278,1155,3428,726,2813,564,120477,3433,85124,2844,21995,1586,9207,907,4151,704,86233,3244,30870,2736,22553,2229,4427,962,1335,530,2555,574,55363,2842,49929,2689,3365,848,1447,538,622,256,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,337948,10651,132655,7895,68774,3826,58643,3827,77876,3332,1164509,13639,699706,11702,202288,5238,160116,4962,102399,3977,701556,12519,243110,9472,165950,8466,30763,2789,17625,2176,28772,2382,458446,12527,407666,11364,29086,3426,12214,1472,9480,1253,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,166241,5539,54932,3732,35722,2918,32923,2178,42664,2712,570584,10832,336166,8184,110632,3684,80366,2873,43420,2312,350717,8790,129544,5649,81711,5813,17932,2041,12314,1369,17587,1783,221173,7588,195691,6809,13175,2031,6310,1064,5997,880,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,1391072,18964,498915,14668,301382,8401,237037,7224,353738,7697,5679066,32875,3543509,26710,1056425,14375,616194,10279,462938,8438,5027756,31936,1568242,19762,990792,18734,219107,8149,146809,6808,211534,6870,3459514,27839,2970682,24480,280451,8396,121598,5428,86783,5284,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,276017,8658,132862,6565,58377,3279,36623,2397,48155,2633,957678,11100,647157,9630,166308,4573,87280,3047,56933,2722,585342,11059,237424,8263,165957,7000,27766,2785,16773,1853,26928,1832,347918,9145,314655,8771,20142,2367,7486,1300,5635,923,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,190652,6062,70412,4164,36507,2678,29018,2147,54715,3085,729291,9782,454742,8301,140029,3876,73875,2943,60645,2740,403895,8863,168686,6735,91731,4688,25000,2716,17969,2297,33986,2595,235209,7736,197666,6947,19282,2287,9994,1592,8267,1404,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,51055,2820,20010,2315,10122,1268,9917,1024,11006,1343,178805,4516,109903,3515,32646,1881,21042,1513,15214,1408,87780,3942,30309,2759,18413,2481,4079,929,2928,718,4889,872,57471,3145,50624,2843,3803,951,1580,532,1464,556,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,43222,2773,23075,2305,8325,1194,5104,949,6718,1013,62296,2844,34422,2091,12416,1298,7552,1114,7906,1048,142695,3688,73822,3793,50128,3299,10016,1186,5964,924,7714,1139,68873,3452,56924,3054,6115,1057,3891,1043,1943,644,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,1211626,18482,415617,12338,233820,7957,226597,6493,335592,7114,3692323,26914,2026366,20165,698720,12211,548634,8838,418603,8619,2144851,23516,751052,16001,471014,12618,100812,5860,70510,5107,108716,5097,1393799,20281,1186159,19650,103503,5536,56710,4393,47427,3328,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
