GEO_ID,B06002_001E,B06002_001M,B06002_002E,B06002_002M,B06002_003E,B06002_003M,B06002_004E,B06002_004M,B06002_005E,B06002_005M,NAME,B06002_001EA,B06002_001MA,B06002_002EA,B06002_002MA,B06002_003EA,B06002_003MA,B06002_004MA,B06002_004EA,B06002_005MA,B06002_005EA,state
0400000US01,37.4,0.1,35.6,0.3,41.4,0.4,34.6,2.0,34.0,1.1,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.9,0.3,17.0,0.4,43.1,0.5,31.0,7.7,44.6,1.1,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,34.5,0.2,16.2,0.3,46.4,0.2,35.4,1.9,35.3,0.4,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37.0,0.2,33.1,0.4,42.3,0.4,33.8,3.0,32.4,1.1,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34.4,0.2,20.4,0.1,51.3,0.2,38.0,1.0,40.0,0.2,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34.7,0.2,21.7,0.3,43.4,0.3,33.3,1.7,34.5,0.4,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39.3,0.2,32.3,0.4,45.9,0.4,41.7,1.8,41.6,0.5,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,37.9,0.3,27.3,0.7,45.4,0.6,36.5,5.3,37.8,1.2,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,35.9,0.2,26.7,0.8,42.2,0.9,35.1,5.6,37.6,1.6,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,39.5,0.2,17.7,0.2,49.8,0.2,39.6,1.0,43.1,0.3,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,34.3,0.1,28.5,0.3,40.1,0.3,31.7,1.3,34.7,0.3,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.5,0.3,32.9,0.7,40.8,0.6,32.5,1.7,45.8,0.9,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34.6,0.2,24.5,0.4,42.7,0.5,33.8,3.6,33.5,1.3,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35.6,0.2,30.7,0.2,44.6,0.3,41.7,1.3,38.9,0.4,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,36.1,0.1,32.5,0.2,43.6,0.4,37.3,2.5,35.0,0.8,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.6,0.2,38.2,0.3,40.8,0.5,34.4,3.3,34.3,0.7,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.1,0.2,31.3,0.4,41.8,0.5,31.8,2.2,34.6,1.0,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37.5,0.2,36.5,0.3,39.6,0.4,31.3,3.7,37.4,1.7,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,35.4,0.1,32.5,0.3,44.2,0.5,35.8,3.1,41.9,1.1,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,41.2,0.2,38.5,0.4,44.5,0.6,38.6,4.5,49.2,2.0,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,37.1,0.1,27.1,0.3,43.3,0.4,35.1,1.9,39.5,0.4,Maryland,null,null,null,null,null,null,null,null,null,null,24
