GEO_ID,B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,NAME,B19001H_001MA,B19001H_001EA,B19001H_002MA,B19001H_002EA,B19001H_003MA,B19001H_003EA,B19001H_004EA,B19001H_004MA,B19001H_005EA,B19001H_005MA,B19001H_006MA,B19001H_006EA,B19001H_007MA,B19001H_007EA,B19001H_008MA,B19001H_008EA,B19001H_009MA,B19001H_009EA,B19001H_010MA,B19001H_010EA,B19001H_011EA,B19001H_011MA,B19001H_012EA,B19001H_012MA,B19001H_013EA,B19001H_013MA,B19001H_014MA,B19001H_014EA,B19001H_015MA,B19001H_015EA,B19001H_016EA,B19001H_016MA,B19001H_017EA,B19001H_017MA,state
0400000US13,2101393,11078,144059,6736,100989,4430,95522,4184,110913,4670,106616,6573,112683,6227,104659,5450,115068,6234,98267,5512,192747,6727,237233,6569,270986,7660,162448,5998,80604,3989,83760,4554,84839,4165,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,133017,3085,7002,1252,5683,1108,4393,954,4640,1073,5854,1087,8096,1189,6536,1239,6321,1224,5805,1122,10180,1471,16045,2103,18107,1909,13878,1886,6698,1165,7976,1190,5803,1070,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,478624,3916,37008,2940,29793,2595,31109,2892,33307,2551,30958,2247,31585,2548,28702,2248,28338,2583,26983,2479,47658,3529,53888,3244,52061,2879,22115,2112,9910,1252,7654,1158,7555,1151,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3372437,11152,193613,7029,172873,6200,165412,5433,172681,6354,168447,7090,176649,6286,159125,6214,165585,6288,155937,6127,302466,9326,381278,8265,446402,10208,282527,7643,145382,4915,144150,5803,139910,5618,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2101279,10736,147279,5905,123921,4972,119966,4666,131382,5364,129550,5224,133810,5461,122179,4743,118341,4776,106119,5148,202911,5996,242490,6264,254323,7389,123220,4555,61471,3598,46252,3136,38065,2607,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1122882,6560,75295,3342,71329,3130,70724,4006,74338,3493,68050,3134,72324,3937,66013,2882,70583,3759,58005,3223,113824,3875,128327,4239,129229,4683,57812,2964,26806,1856,21429,2184,18794,2222,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,909368,6624,64410,4299,56471,3117,51419,2954,63310,3850,56148,3477,56178,3067,50655,3928,52592,3054,46101,3284,84473,3545,96602,3152,105155,4443,56308,3569,28203,2205,21807,2261,19536,1729,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1482291,8359,171415,6751,121171,5737,99333,5048,102345,4906,97407,6196,91768,4337,79170,4860,78310,3911,74680,4729,127184,5067,143027,4763,145467,5313,74107,3850,29838,2473,26152,2697,20917,2014,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1092075,8564,102502,5040,76165,4320,65899,4031,67972,4598,59569,4529,63338,3736,61006,4658,56585,3321,50708,3553,89444,5107,117549,5479,124438,4647,71692,3382,32926,2972,25639,2388,26643,2363,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,524458,4640,45749,3544,36975,2212,33272,2766,31725,2614,33558,2451,33453,3050,27595,2287,29524,2194,27493,2427,48549,2465,60820,3561,54890,3129,26854,2643,12945,1912,10771,1309,10285,1395,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1311089,7587,53715,3791,49893,3273,42896,3251,49490,3598,51631,3870,50685,3324,50978,3634,58842,3825,54713,4104,104191,5920,145563,5636,197980,6370,143132,5392,88390,3995,85047,3805,83943,3870,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2032335,10529,133699,7082,100088,5820,86312,4375,90110,4733,79936,4217,87885,5178,86289,4819,85194,4524,76949,5206,169906,7355,216381,8327,288919,8054,203089,7688,112093,5789,111669,4895,103816,4430,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3125943,11083,204137,6212,181123,6558,172436,6044,183847,6307,179625,5116,183258,5952,165262,6352,170697,5649,144479,5649,273568,7893,355790,8254,395858,8197,226745,5870,111914,4009,97762,4462,79442,4036,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1815413,7765,98488,4523,89955,4449,84395,3609,91249,3978,87343,3461,100035,4016,95124,3983,99719,4620,87376,3804,173573,5886,217059,5018,252561,7409,145942,4715,74902,4109,63121,3396,54571,2958,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,681510,6330,65258,4274,50627,3088,42592,3467,43337,3457,43904,3290,46095,3921,38382,3058,35216,3125,34303,3161,63003,4229,68323,4093,70283,3969,38364,2682,14860,1708,14631,1898,12332,1690,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1932873,9929,150243,6067,122400,5182,119405,5391,129248,5249,120431,5043,121651,6207,105018,5271,112846,4452,96578,4714,176190,6024,212749,6894,214444,7326,111139,4996,53979,3278,45483,3000,41069,2230,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,336070,3043,29225,2620,25118,2215,23807,2149,24381,1992,23721,1952,20710,1970,19146,1585,19842,2176,18615,1851,32539,2308,37824,2224,30910,2301,14748,1631,6251,1204,4419,891,4814,924,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,614944,4019,44016,3136,36358,2103,38409,2206,36314,2322,39827,3208,40839,2623,33835,2674,32959,2276,31015,2342,61958,3122,71957,3135,72944,3641,34381,2241,17568,1715,11908,1218,10656,1390,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,615200,6364,40215,3901,29305,3159,26036,2598,35289,3199,31198,2929,32021,3141,32434,3146,30258,3491,29268,2587,57786,4239,68580,4195,85455,5357,49800,3393,28324,2842,19477,2310,19754,2083,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,472572,4609,25819,2411,21426,2608,19362,2537,20602,2587,23217,2274,23881,2468,25567,2407,22984,1992,21009,1937,43911,3192,60939,3508,70783,3776,39762,2831,21152,1880,17836,2008,14322,1604,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2132886,10157,91568,5272,89118,4232,85922,3934,81308,4237,75997,4108,83410,4713,85823,4516,82269,4441,81991,4913,161246,6425,226358,7714,306924,8101,228010,7228,147673,5931,147616,4752,157653,5919,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,371904,4555,25939,2724,23896,2447,24642,2589,22227,2541,20717,2351,24048,2668,18104,2145,20429,1930,15745,1878,31970,3093,45507,3201,41206,2980,22190,2044,12870,1419,11448,1537,10966,1463,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4681581,15312,304518,7876,251193,7423,235102,7647,240079,6435,216902,7138,223128,8046,205875,7487,219283,6756,201006,6360,380985,10495,498084,9794,587635,10478,400745,9599,231083,8027,220424,7053,265539,7540,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2447454,13964,189450,7199,146944,6784,146599,6567,147952,6237,146150,6694,153550,5787,133694,6501,138862,5786,117045,5882,221515,6303,263503,8873,276713,9025,152662,5441,75294,3955,71000,4354,66521,4016,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,253002,2208,21478,1525,16477,1754,16381,1918,17293,1656,17880,1857,15049,1635,15616,1508,16510,1293,13248,1624,26443,2051,26975,1759,25165,1725,11936,1267,5195,1003,3495,787,3861,774,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3792256,13523,269756,8683,228137,6803,215954,7075,240116,7253,224224,7188,228406,6750,213992,6340,213827,6897,187389,6159,351137,7631,433787,9322,453905,9619,250223,6159,114933,4709,90205,3943,76265,3395,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1045251,8369,101766,5423,77664,4136,70223,3910,73048,4200,68052,4188,70404,4099,59374,3131,60375,3648,52679,3595,92808,4693,103376,5093,102756,4948,51345,3064,20952,1798,21251,2514,19178,1903,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1231978,7543,102304,4470,81187,4236,72028,3764,79148,5775,73399,4080,73058,3787,71295,4625,69735,4292,58375,4413,115799,5644,130174,5697,139646,5405,72532,3971,35026,2615,32352,2483,25920,2239,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4129850,13491,281579,8512,256163,6689,249605,6583,263353,8119,237007,6216,236055,6672,223645,6366,220764,7469,197428,7330,376699,8004,457268,11288,494625,9891,270221,7170,134876,5729,121297,5044,109265,4794,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,339653,3110,22517,2350,21302,1890,14889,1826,16062,1985,17204,2297,15332,1759,16510,2309,16116,2036,13906,1952,29316,2466,38918,2786,46244,2992,29957,2602,15215,1746,15681,1592,10484,1394,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1125901,9202,88016,5221,66336,4187,67589,3784,67707,3720,68357,4365,70080,3772,57035,3439,62550,3533,55731,4022,105626,4729,127765,5515,130178,5409,71474,3874,33129,2705,28523,2219,25805,2094,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,283673,2782,23015,1817,19301,1798,20554,1969,19093,1736,18668,1768,17802,1906,17196,1745,16890,1828,14870,1506,27459,2138,32320,2202,28440,2066,13681,1413,5042,739,4298,943,5044,846,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1883810,11615,181894,7109,131528,6366,119539,4728,122542,5171,114365,4642,123396,6821,107543,5351,106258,5281,87737,4653,173218,5638,190788,7004,191267,6779,99837,4853,46247,3082,42821,3545,44830,2954,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4476126,15148,303813,10051,231462,7270,220654,8236,233586,6516,224571,7627,234473,7509,229774,8018,229105,6930,204817,7522,374270,9546,494844,11120,577114,12079,356638,8019,194304,6554,184632,6835,182069,5633,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,686019,5178,38530,3337,30555,2855,30120,2343,41096,3155,41112,3104,43584,2978,36778,3005,41354,3418,39937,2941,70204,3875,82823,4139,87674,4177,47625,3402,22311,1788,17140,1659,15176,1489,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,240581,2197,18764,1965,15795,1749,14024,1850,12905,1508,13720,1485,15780,1558,13654,1499,13392,1334,11406,1200,22212,1856,27158,2198,26352,1963,17221,1500,7599,1194,5974,929,4625,885,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2069595,11080,118484,5068,89925,4190,89012,5150,92493,4482,94025,4647,101121,4714,93043,5259,101347,4920,91179,4442,173766,5722,233510,7179,276096,6986,181947,5359,109166,5215,110035,4190,114446,4495,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2003977,8721,137537,6696,104635,5404,103208,4937,110494,6263,97071,4467,111473,4778,102887,4936,109315,5437,95830,5199,173760,6406,232299,6915,257055,7494,154524,6202,78902,3863,76866,4260,58121,3404,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,703795,5935,87798,4769,62340,3409,61500,3638,53384,3304,48539,3209,47770,3074,40398,3239,35757,3212,34704,2899,57124,3814,64245,4003,56334,3583,26586,2590,10551,1385,8346,1283,8419,1556,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1974830,7890,111723,4715,109789,4421,101501,4087,118475,4624,114028,4925,117850,4348,110065,4141,113476,4941,98554,3942,196828,6389,240771,6369,269027,5523,129640,5027,56352,2454,45082,2705,41669,2077,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,187067,2475,11551,1607,10926,1525,9132,1321,12838,1827,10391,1351,10705,1542,12027,1550,10759,1446,9531,1435,18507,1935,22516,1975,24728,2339,12473,1401,4249,862,3282,706,3452,896,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16816,1852,3869,1069,1342,503,1950,627,1445,591,859,453,1342,701,854,380,865,449,614,308,807,389,573,323,619,306,814,478,272,213,119,142,472,332,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
