GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,NAME,B08528_001EA,B08528_001MA,B08528_002MA,B08528_002EA,B08528_003MA,B08528_003EA,B08528_004MA,B08528_004EA,B08528_005EA,B08528_005MA,B08528_006EA,B08528_006MA,B08528_007MA,B08528_007EA,B08528_008MA,B08528_008EA,B08528_009MA,B08528_009EA,B08528_010EA,B08528_010MA,B08528_011EA,B08528_011MA,B08528_012EA,B08528_012MA,B08528_013MA,B08528_013EA,B08528_014MA,B08528_014EA,B08528_015EA,B08528_015MA,B08528_016EA,B08528_016MA,B08528_017EA,B08528_017MA,B08528_018MA,B08528_018EA,B08528_019MA,B08528_019EA,B08528_020EA,B08528_020MA,B08528_021EA,B08528_021MA,B08528_022MA,B08528_022EA,B08528_023EA,B08528_023MA,B08528_024MA,B08528_024EA,B08528_025MA,B08528_025EA,B08528_026EA,B08528_026MA,B08528_027MA,B08528_027EA,B08528_028EA,B08528_028MA,B08528_029MA,B08528_029EA,B08528_030MA,B08528_030EA,B08528_031EA,B08528_031MA,B08528_032EA,B08528_032MA,B08528_033EA,B08528_033MA,B08528_034EA,B08528_034MA,B08528_035MA,B08528_035EA,B08528_036MA,B08528_036EA,B08528_037EA,B08528_037MA,B08528_038EA,B08528_038MA,B08528_039EA,B08528_039MA,B08528_040EA,B08528_040MA,B08528_041MA,B08528_041EA,B08528_042MA,B08528_042EA,B08528_043EA,B08528_043MA,B08528_044MA,B08528_044EA,B08528_045EA,B08528_045MA,B08528_046EA,B08528_046MA,B08528_047MA,B08528_047EA,B08528_048MA,B08528_048EA,B08528_049EA,B08528_049MA,B08528_050EA,B08528_050MA,B08528_051EA,B08528_051MA,B08528_052MA,B08528_052EA,B08528_053MA,B08528_053EA,B08528_054EA,B08528_054MA,B08528_055EA,B08528_055MA,B08528_056EA,B08528_056MA,B08528_057MA,B08528_057EA,B08528_058MA,B08528_058EA,B08528_059MA,B08528_059EA,B08528_060EA,B08528_060MA,B08528_061EA,B08528_061MA,B08528_062MA,B08528_062EA,B08528_063MA,B08528_063EA,B08528_064MA,B08528_064EA,B08528_065EA,B08528_065MA,B08528_066EA,B08528_066MA,B08528_067EA,B08528_067MA,B08528_068MA,B08528_068EA,B08528_069MA,B08528_069EA,B08528_070EA,B08528_070MA,state
0400000US01,1902128,16556,1360386,16367,1297941,17365,62445,3956,114018,6766,136388,6168,93600,5345,71247,5049,121856,5945,4633,1044,1599861,17665,1151393,15942,1104800,16203,46593,3147,98458,6030,119894,5960,81014,5458,64774,4702,81142,4684,3186,956,205436,9440,152246,8499,144625,8280,7621,1815,10973,1718,13452,1859,8768,1500,5150,1117,14350,2041,497,277,7827,1923,3384,977,3303,961,81,139,850,507,1109,521,1219,852,158,143,1027,1090,80,126,22998,3159,14531,2775,13018,2549,1513,829,2217,968,947,397,1343,564,327,232,3602,1098,31,44,22587,2713,18277,2598,17292,2582,985,463,540,379,650,326,579,353,451,289,1931,765,159,242,43419,3740,20555,2413,14903,1962,5652,1227,980,422,336,209,677,426,387,301,19804,2527,680,348,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,163600,5305,153490,5285,10110,1811,28723,2558,26507,2127,25273,2092,29640,2506,24561,2393,619,272,201624,5975,112744,4697,106954,4853,5790,1224,19541,2181,17141,1671,15462,1669,24731,2366,11647,1612,358,206,44617,3248,25246,2899,23445,2732,1801,772,4024,1035,3594,851,5037,1222,3641,940,2977,1015,98,142,3701,987,2731,896,2731,896,0,268,340,210,43,75,500,373,0,268,87,143,0,268,19766,1970,7295,1280,6863,1233,432,323,2698,607,4255,631,3416,798,718,346,1384,433,0,268,17148,2055,11300,1763,10677,1617,623,707,1846,632,1230,446,606,286,530,199,1636,648,0,268,12067,1657,4284,885,2820,768,1464,586,274,175,244,179,252,152,20,35,6830,1384,163,165,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,1860924,16715,1759574,16201,101350,5970,138637,7362,208322,8690,105627,5840,77372,4785,160256,7055,5406,1230,1932189,18646,1420753,17818,1354047,16381,66706,4742,109347,6362,167600,7750,79392,4906,63181,4496,89469,4937,2447,774,363623,11781,274683,11116,265541,11194,9142,1592,16877,2018,25637,2803,14335,1968,9495,1940,21222,2663,1374,732,48737,5031,36119,4716,36119,4716,0,268,2840,1036,3813,1374,4047,1342,1085,585,833,494,0,268,53420,4515,35482,3965,32293,3776,3189,1257,3559,1052,4199,1107,2938,833,1521,558,5721,1299,0,268,54553,5021,39664,4637,37764,4102,1900,1167,2693,1033,4178,1066,3992,1030,1701,642,2256,803,69,91,104022,5974,54223,3798,33810,3077,20413,2588,3321,1132,2895,1765,923,430,389,243,40755,4065,1516,669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,830900,11184,788270,11561,42630,3251,81095,4778,80161,4242,83296,4382,33788,3073,87925,4132,3693,1001,980236,12802,686153,10139,654539,10338,31614,2871,67411,4335,68430,3868,70822,4252,31106,3044,54410,3258,1904,624,150065,7767,105317,5985,101458,5876,3859,891,10364,1890,9028,1501,10312,1818,2355,753,12148,2088,541,405,3750,1331,2205,876,2205,876,0,268,931,973,407,281,126,113,67,112,14,24,0,268,18668,2396,11612,2048,9603,1755,2009,829,1383,577,837,515,980,545,121,115,3528,822,207,215,16887,2166,12858,1848,11952,1784,906,455,175,240,1066,526,618,450,78,98,2012,830,80,137,31252,3349,12755,2274,8513,2178,4242,1044,831,408,393,255,438,275,61,83,15813,2176,961,474,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,10971076,42029,10452426,39863,518650,14862,918152,20091,1284421,20282,543838,12995,396442,11471,1401227,22078,32199,3312,11508503,41760,8227143,40800,7863156,40262,363987,11211,688551,17377,1051449,16665,389934,9352,315941,10964,820590,15491,14895,2066,1949509,26101,1434201,25111,1383504,25009,50697,4363,107477,7205,132172,6816,64171,4792,44937,3774,160693,7909,5858,1418,733206,18253,545979,16138,540446,16098,5533,1301,54862,5279,39560,3163,35548,3171,16920,1983,39905,4675,432,297,383022,11896,264539,10199,253056,10137,11483,1694,29698,3043,22436,2610,17333,2099,5530,1134,41743,3911,1743,548,310602,13093,221263,10438,212493,10316,8770,1873,18041,2104,16440,2292,14749,1987,9182,1540,30557,4897,370,189,662513,13426,277951,8703,199771,7338,78180,5187,19523,2137,22364,2862,22103,2985,3932,1043,307739,9155,8901,1510,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,1620181,16791,1496339,17020,123842,6439,152313,7197,167984,7457,74730,4476,79806,5038,174862,7477,6289,1452,1740733,15175,1266577,16314,1186793,16646,79784,4345,121494,6461,140804,6679,53376,3505,64339,5081,91357,4889,2786,676,228894,10199,164497,9042,153363,8740,11134,2042,14113,1828,17838,2219,8821,1859,7520,1719,15479,2267,626,353,61559,4764,47629,4544,47117,4444,512,386,3270,811,2039,806,4452,828,2974,1038,1195,614,0,268,66179,4096,43999,3800,40015,3444,3984,1052,5880,1495,4132,1167,3845,1133,1396,593,5882,1299,1045,878,41769,3442,28353,3069,26579,3002,1774,650,3797,1024,2022,552,2974,1020,1641,607,2982,820,0,268,137031,6572,69126,4244,42472,3345,26654,3235,3759,849,1149,505,1262,604,1936,1099,57967,4973,1832,684,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,1167653,15830,1107289,15715,60364,4040,141380,6500,120210,5670,63816,4724,32392,3539,120512,6285,2320,733,1357015,16525,969892,15802,924368,15811,45524,3323,112378,5190,109635,5297,56795,4567,28274,3348,78989,5672,1052,473,137578,7316,100149,6292,95859,6171,4290,1279,13654,2610,7035,1414,4343,1245,2478,944,9516,1859,403,305,48737,4664,38369,4006,37828,3953,541,413,5557,1832,893,417,889,528,980,466,1725,1227,324,356,32626,4057,21947,3614,19720,3380,2227,968,5445,1639,1448,667,890,501,205,330,2649,743,42,71,18144,2222,13518,2051,13260,2021,258,273,1470,597,554,303,685,399,408,308,1509,720,0,268,54183,3413,23778,2390,16254,1827,7524,1272,2876,808,645,328,214,221,47,79,26124,2710,499,247,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,299388,6147,283644,5927,15744,2094,30746,2929,16947,1883,27568,2972,8541,1444,21798,2832,780,429,328212,6410,245386,5650,233514,5543,11872,1785,24511,2667,15056,1705,23455,2955,7629,1284,11997,2002,178,213,42603,3539,32644,3166,31337,3101,1307,378,3444,1031,1232,458,2848,1053,573,439,1687,754,175,134,7511,1408,6176,1232,6176,1232,0,268,600,400,212,202,325,292,0,268,198,172,0,268,7393,1632,4974,1246,4578,1216,396,266,1123,573,216,184,418,222,0,268,494,308,168,164,5497,1413,3789,1032,3682,1044,107,127,433,366,0,268,417,369,281,372,577,376,0,268,14552,2167,6419,1244,4357,1074,2062,692,635,304,231,192,105,115,58,95,6845,1422,259,275,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,287328,9131,273307,9154,14021,1772,108122,5294,34625,3704,9681,1534,203796,7786,25415,2688,101,119,290822,9233,131020,6346,122832,6240,8188,1321,43339,3512,20341,2562,4941,1202,77783,4544,13341,1797,57,93,86128,6647,34657,4077,33789,4099,868,424,11575,1936,4513,1663,1011,449,31439,3327,2933,963,0,268,243180,7521,97763,5334,95831,5386,1932,654,43313,4127,8734,1720,3130,886,86770,5026,3470,1062,0,268,25990,2306,13204,1571,12539,1459,665,395,5912,1055,665,412,168,163,5026,1213,971,417,44,73,11838,1680,5777,1160,5087,1119,690,395,2538,750,241,208,297,245,2445,753,540,480,0,268,11110,1973,4907,1197,3229,912,1678,568,1445,629,131,135,134,174,333,253,4160,1129,0,268,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,5736576,32394,5253179,34982,483397,13872,425019,12133,575969,13373,231160,8761,204027,7614,486414,14394,15660,1946,6145295,33344,4600519,34334,4265029,36638,335490,11973,353402,10418,501674,11457,195879,7992,178915,7260,307873,10955,7033,1275,853275,18966,658090,16835,594645,16822,63445,5141,44442,3770,55549,4626,23099,3138,17190,2587,51626,4851,3279,1005,136085,8558,111518,7857,110181,7838,1337,654,6070,1115,6892,1698,3111,964,2516,1384,5819,1311,159,129,118815,8668,91444,7565,85952,7219,5492,1404,7591,1695,3755,1026,3609,1491,1475,605,10642,1831,299,209,142030,7773,112285,7469,105095,7444,7190,1545,5882,1706,5555,1468,4140,1405,3298,945,10669,1652,201,173,279325,9541,162720,6604,92277,5057,70443,4841,7632,1992,2544,998,1322,518,633,370,99785,6541,4689,1092,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
