GEO_ID,B19119_001E,B19119_001M,B19119_002E,B19119_002M,B19119_003E,B19119_003M,B19119_004E,B19119_004M,B19119_005E,B19119_005M,B19119_006E,B19119_006M,B19119_007E,B19119_007M,NAME,B19119_001MA,B19119_001EA,B19119_002EA,B19119_002MA,B19119_003EA,B19119_003MA,B19119_004MA,B19119_004EA,B19119_005MA,B19119_005EA,B19119_006MA,B19119_006EA,B19119_007EA,B19119_007MA,state
0400000US01,46086,694,41853,849,46505,1490,53690,1990,51519,2577,47070,4776,55028,8091,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,67084,2192,60983,3465,68041,5004,76560,7175,73891,6005,56616,9987,66696,13612,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,51458,583,48630,1045,51575,1034,61102,1625,52272,2743,52220,3433,51202,3251,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,43134,747,39463,1028,43826,1148,52217,1864,47824,4543,46008,4564,43101,3239,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,61476,280,57237,574,62112,736,70712,980,61008,821,56374,1368,62510,1760,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,62470,758,58880,1208,61619,1662,70300,2018,65721,3967,61662,5340,63673,5048,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,75541,1039,63867,1760,76362,2295,92205,2662,90776,4197,90510,5182,81821,8588,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,63863,1969,57384,2520,63328,2895,76288,5019,76424,6731,55891,12436,68818,13815,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51411,4400,53693,4849,54628,9562,50248,8366,44680,9489,46085,13767,33840,13944,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,50465,334,45446,444,51001,808,62269,1050,60818,1225,56796,3689,53276,4263,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,53744,637,48800,885,53563,1478,64427,1530,60196,2345,55609,3192,54208,5010,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,66472,1675,53284,2576,67551,3985,79240,4515,76670,5532,87095,5439,100278,10062,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,48775,1089,45584,1421,48874,2849,52470,1767,51456,2725,54148,5746,56636,7718,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,61174,480,52891,680,62176,1188,72368,1014,72561,1760,64978,3160,62332,4358,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,54077,584,47313,662,55496,1425,64564,1195,61996,2094,64304,4624,56378,6411,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,54971,598,48854,762,56925,1477,65575,1746,62211,3130,62799,5046,52804,6924,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
