GEO_ID,B21006_001E,B21006_001M,B21006_002E,B21006_002M,B21006_003E,B21006_003M,B21006_004E,B21006_004M,B21006_005E,B21006_005M,B21006_006E,B21006_006M,B21006_007E,B21006_007M,B21006_008E,B21006_008M,B21006_009E,B21006_009M,B21006_010E,B21006_010M,B21006_011E,B21006_011M,B21006_012E,B21006_012M,B21006_013E,B21006_013M,B21006_014E,B21006_014M,B21006_015E,B21006_015M,B21006_016E,B21006_016M,B21006_017E,B21006_017M,B21006_018E,B21006_018M,B21006_019E,B21006_019M,B21006_020E,B21006_020M,B21006_021E,B21006_021M,B21006_022E,B21006_022M,B21006_023E,B21006_023M,B21006_024E,B21006_024M,B21006_025E,B21006_025M,B21006_026E,B21006_026M,B21006_027E,B21006_027M,B21006_028E,B21006_028M,B21006_029E,B21006_029M,B21006_030E,B21006_030M,B21006_031E,B21006_031M,B21006_032E,B21006_032M,B21006_033E,B21006_033M,B21006_034E,B21006_034M,B21006_035E,B21006_035M,B21006_036E,B21006_036M,B21006_037E,B21006_037M,B21006_038E,B21006_038M,B21006_039E,B21006_039M,B21006_040E,B21006_040M,B21006_041E,B21006_041M,B21006_042E,B21006_042M,B21006_043E,B21006_043M,B21006_044E,B21006_044M,B21006_045E,B21006_045M,B21006_046E,B21006_046M,B21006_047E,B21006_047M,B21006_048E,B21006_048M,B21006_049E,B21006_049M,B21006_050E,B21006_050M,B21006_051E,B21006_051M,B21006_052E,B21006_052M,B21006_053E,B21006_053M,B21006_054E,B21006_054M,B21006_055E,B21006_055M,B21006_056E,B21006_056M,B21006_057E,B21006_057M,B21006_058E,B21006_058M,B21006_059E,B21006_059M,B21006_060E,B21006_060M,B21006_061E,B21006_061M,NAME,B21006_001MA,B21006_001EA,B21006_002EA,B21006_002MA,B21006_003EA,B21006_003MA,B21006_004MA,B21006_004EA,B21006_005MA,B21006_005EA,B21006_006MA,B21006_006EA,B21006_007MA,B21006_007EA,B21006_008MA,B21006_008EA,B21006_009EA,B21006_009MA,B21006_010EA,B21006_010MA,B21006_011MA,B21006_011EA,B21006_012MA,B21006_012EA,B21006_013MA,B21006_013EA,B21006_014EA,B21006_014MA,B21006_015EA,B21006_015MA,B21006_016MA,B21006_016EA,B21006_017MA,B21006_017EA,B21006_018MA,B21006_018EA,B21006_019EA,B21006_019MA,B21006_020EA,B21006_020MA,B21006_021MA,B21006_021EA,B21006_022MA,B21006_022EA,B21006_023MA,B21006_023EA,B21006_024EA,B21006_024MA,B21006_025EA,B21006_025MA,B21006_026MA,B21006_026EA,B21006_027MA,B21006_027EA,B21006_028MA,B21006_028EA,B21006_029EA,B21006_029MA,B21006_030EA,B21006_030MA,B21006_031EA,B21006_031MA,B21006_032MA,B21006_032EA,B21006_033MA,B21006_033EA,B21006_034EA,B21006_034MA,B21006_035EA,B21006_035MA,B21006_036EA,B21006_036MA,B21006_037MA,B21006_037EA,B21006_038MA,B21006_038EA,B21006_039EA,B21006_039MA,B21006_040EA,B21006_040MA,B21006_041EA,B21006_041MA,B21006_042EA,B21006_042MA,B21006_043MA,B21006_043EA,B21006_044MA,B21006_044EA,B21006_045EA,B21006_045MA,B21006_046EA,B21006_046MA,B21006_047EA,B21006_047MA,B21006_048MA,B21006_048EA,B21006_049MA,B21006_049EA,B21006_050EA,B21006_050MA,B21006_051EA,B21006_051MA,B21006_052EA,B21006_052MA,B21006_053EA,B21006_053MA,B21006_054MA,B21006_054EA,B21006_055MA,B21006_055EA,B21006_056EA,B21006_056MA,B21006_057EA,B21006_057MA,B21006_058EA,B21006_058MA,B21006_059MA,B21006_059EA,B21006_060EA,B21006_060MA,B21006_061EA,B21006_061MA,state
0400000US01,3344721,2320,989923,5026,33070,3447,4199,1177,1016,564,3183,1131,28871,3148,2403,847,26468,3052,956853,5952,206565,8952,32748,2997,173817,8049,750288,9296,59471,3702,690817,9788,1287880,4448,125099,5367,11163,2944,4700,1170,6463,2642,113936,5109,20418,2876,93518,4617,1162781,7577,138931,7050,58047,4443,80884,5795,1023850,9336,145826,6062,878024,10652,494234,2571,97695,3980,6430,1171,3899,918,2531,785,91265,3837,27931,2329,63334,3701,396539,4481,44788,3209,28756,2575,16032,1634,351751,4753,98424,4524,253327,5323,572684,2434,148086,2937,8402,1549,4344,872,4058,1072,139684,3159,58984,2707,80700,3186,424598,3923,67087,3327,42649,2874,24438,2249,357511,5427,167843,4822,189668,5254,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,446969,1207,138421,1810,9921,1584,469,345,9,18,460,345,9452,1550,640,386,8812,1486,128500,2310,18007,2243,2410,708,15597,2163,110493,2735,8134,1271,102359,2801,201863,1756,31272,2453,1672,662,520,339,1152,467,29600,2432,4140,1005,25460,2240,170591,2947,16449,1756,5840,1063,10609,1512,154142,3140,18446,1769,135696,3356,64529,1111,19417,1356,1256,460,574,342,682,284,18161,1428,5270,876,12891,1449,45112,1509,3714,764,1623,445,2091,649,41398,1547,9885,1362,31513,1759,42156,1002,13872,941,1012,388,576,289,436,336,12860,894,6741,917,6119,804,28284,1141,1943,461,1139,366,804,358,26341,1164,11485,1012,14856,1400,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4238996,2490,1376250,3156,43012,3893,3128,1169,136,170,2992,1131,39884,3599,3076,1107,36808,3559,1333238,4703,242125,11952,23010,3340,219115,11396,1091113,12365,62973,5975,1028140,12103,1549074,2629,144762,7150,9985,1687,4270,971,5715,1541,134777,7042,18324,2246,116453,6844,1404312,7574,139779,7534,38572,3803,101207,6526,1264533,10460,129385,5866,1135148,10470,578275,1189,125954,4064,8251,1712,3394,1043,4857,1453,117703,3948,29003,2159,88700,3579,452321,4086,45313,3448,18936,1978,26377,2477,407008,4862,81816,4450,325192,5591,735397,1442,225152,4272,10807,1385,5595,1108,5212,1049,214345,4377,74412,3685,139933,3993,510245,4108,49711,3148,25033,2248,24678,2826,460534,5075,161668,5454,298866,6022,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2023819,1664,601456,4266,23203,2685,3186,1087,118,134,3068,1074,20017,2483,2072,716,17945,2466,578253,5059,122543,5891,19100,2631,103443,5408,455710,7577,41213,3046,414497,7854,759172,3922,76590,4292,7493,1456,3019,915,4474,1290,69097,4287,14744,2344,54353,3627,682582,5716,82084,4685,39745,3590,42339,3265,600498,6185,84645,5009,515853,7255,299550,1760,62182,3041,4970,947,3353,829,1617,527,57212,3264,18982,1829,38230,2850,237368,3612,28362,2464,17780,2004,10582,1582,209006,4217,62701,3613,146305,4293,363641,1868,97329,2758,6629,1160,3963,839,2666,796,90700,2729,42054,2255,48646,2539,266312,3004,41929,2883,27340,2246,14589,1687,224383,4139,104653,3873,119730,3419,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25543447,4959,8280110,7277,190592,8840,12479,2324,1453,596,11026,2216,178113,8366,13160,1768,164953,8298,8089518,10997,1287901,25623,113357,8705,1174544,24370,6801617,28275,335437,11228,6466180,29460,10231273,6104,566943,12770,30026,2959,13863,2201,16163,2011,536917,12968,75788,5603,461129,12370,9664330,14841,985933,25473,240189,11196,745744,20740,8678397,27431,803409,18336,7874988,30906,3330960,3126,553167,10922,27358,2543,13219,1893,14139,1889,525809,11019,105272,5510,420537,9810,2777793,11119,261554,10038,109564,6579,151990,7826,2516239,13496,473966,9932,2042273,14527,3701104,2855,882634,9421,35591,2852,15437,1739,20154,2458,847043,8840,318969,8145,528074,8080,2818470,9768,264637,11225,133348,7197,131289,8627,2553833,13932,1013871,13520,1539962,14054,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3371999,2223,1120749,3806,40103,4203,3117,1215,534,392,2583,1129,36986,3963,2652,887,34334,3687,1080646,5994,166573,8678,16530,2296,150043,8138,914073,9184,44735,3639,869338,9464,1367005,3574,127493,5529,6390,1230,2106,617,4284,1061,121103,5131,14824,2304,106279,4773,1239512,6227,90981,5574,28969,2761,62012,5320,1148531,8369,100230,5093,1048301,8974,441348,2077,103193,3190,4757,966,2159,817,2598,654,98436,3016,19035,2110,79401,3249,338155,3834,28199,3109,11729,1799,16470,2060,309956,4432,48115,2957,261841,5020,442897,1640,131302,3001,6526,1289,2772,823,3754,970,124776,3230,41728,2331,83048,3241,311595,3411,31556,3069,16994,1933,14562,2111,280039,3870,102977,3680,177062,3838,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2559377,1446,651205,1909,15725,2258,636,387,50,81,586,389,15089,2225,1715,1002,13374,2009,635480,2865,70605,6643,9527,2171,61078,6378,564875,6961,31231,3088,533644,7423,1082674,2094,60341,3402,2675,952,1248,570,1427,625,57666,3231,6428,1609,51238,2996,1022333,3551,58778,4717,20776,3019,38002,3898,963555,5911,74237,4718,889318,6812,382919,910,69663,3133,2943,1273,1930,1209,1013,401,66720,3161,11296,1667,55424,3509,313256,3185,17448,2259,9293,1926,8155,1411,295808,3926,42821,3119,252987,5018,442579,1234,115565,2950,3473,848,1714,548,1759,642,112092,3000,36644,2104,75448,3078,327014,2937,29941,2905,15855,2238,14086,2237,297073,4025,101094,4105,195979,4594,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,620779,875,178206,1196,6491,1569,248,215,41,74,207,206,6243,1589,498,384,5745,1541,171715,1817,26151,2841,3641,1400,22510,2673,145564,3177,10567,1840,134997,3578,245743,1147,22390,2332,456,253,258,186,198,179,21934,2350,2849,879,19085,2223,223353,2565,16098,2435,5164,1228,10934,1902,207255,3772,21428,2395,185827,3860,90039,746,19696,1404,1357,598,713,534,644,302,18339,1375,3699,735,14640,1439,70343,1624,5015,1050,2158,809,2857,752,65328,1720,11576,1376,53752,2209,106791,727,30574,1494,1120,536,280,180,840,482,29454,1635,9527,1099,19927,1633,76217,1677,6586,1199,3586,869,3000,711,69631,1911,24712,1821,44919,2067,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,402419,486,136787,565,3251,1116,380,312,0,286,380,312,2871,1040,138,169,2733,1058,133536,1262,22956,2826,1957,805,20999,2679,110580,3060,5250,1514,105330,3356,147590,506,8592,1486,1023,695,709,578,314,315,7569,1375,703,382,6866,1328,138998,1577,19157,1891,6065,1326,13092,1576,119841,2435,12671,1711,107170,2755,55548,563,6737,1064,590,430,163,267,427,340,6147,1038,1019,435,5128,1031,48811,1178,7320,1383,3405,763,3915,1307,41491,1742,6198,1091,35293,1766,62494,605,13379,1062,1349,460,571,253,778,397,12030,1135,3104,672,8926,1069,49115,1112,9532,1602,5485,1121,4047,1176,39583,1940,14213,1632,25370,2033,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13289030,4038,3540211,7309,122532,6253,7582,2036,954,570,6628,1846,114950,5579,8398,1763,106552,5250,3417679,9249,550748,15316,63293,5784,487455,15657,2866931,18336,155015,8047,2711916,19202,4921513,6620,435976,10598,26015,3000,10533,1642,15482,2867,409961,10748,57269,3683,352692,10251,4485537,12588,430800,14558,134326,7283,296474,11749,4054737,18170,409172,11449,3645565,20092,1946093,3504,381340,8009,23138,2417,10420,1535,12718,1718,358202,7582,86986,4876,271216,6816,1564753,8582,172443,7694,80930,5861,91513,5462,1392310,11055,278163,8504,1114147,12430,2881213,3403,777953,8078,35330,2745,18303,2175,17027,1819,742623,8099,280211,6858,462412,8450,2103260,8657,254283,8520,125512,6175,128771,6237,1848977,10975,657961,9651,1191016,11479,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
