GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001MA,C17012_001EA,C17012_002EA,C17012_002MA,C17012_003EA,C17012_003MA,C17012_004MA,C17012_004EA,C17012_005MA,C17012_005EA,C17012_006MA,C17012_006EA,C17012_007EA,C17012_007MA,C17012_008EA,C17012_008MA,C17012_009MA,C17012_009EA,C17012_010MA,C17012_010EA,C17012_011MA,C17012_011EA,state
0400000US01,1223725,12107,167857,7451,35065,3165,93102,5545,36565,3946,3125,951,1055868,11879,575339,9014,407024,8973,68306,4966,5199,1046,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12968,1619,2636,728,6108,1180,3413,772,811,397,144219,3896,63545,3066,63752,2842,14873,1572,2049,586,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,158604,7054,31958,2532,74359,4655,43541,4773,8746,1807,1300856,13424,672850,11300,488715,9819,128511,6341,10780,1920,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,99721,4887,22596,2279,52166,3924,21963,2247,2996,897,642723,8963,355042,6930,239581,6160,44751,3803,3349,1043,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,850405,19044,162446,8287,410171,14731,230632,10763,47156,4339,7430714,33196,3506777,26048,3118042,30516,743759,16589,62136,4895,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,96785,5476,20218,2510,53295,4079,20598,2912,2674,809,1067436,11611,535793,9422,434108,9243,92232,5081,5303,1638,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,55456,4438,11511,1901,31638,3049,10310,2451,1997,798,837832,10251,439768,8447,326836,6698,67611,4082,3617,952,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,16516,1825,2915,743,10019,1645,3275,772,307,282,199666,4286,104357,3352,79087,2926,15230,2162,992,457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,18159,2336,4144,1146,8210,1337,4444,1181,1361,639,90324,3841,49333,3107,34514,2895,5356,1197,1121,637,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,445037,12690,125823,6164,224200,8936,82016,5525,12998,2640,4149766,25646,2351276,18971,1521514,20504,259715,9728,17261,3167,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
