GEO_ID,C18030_001E,C18030_001M,C18030_002E,C18030_002M,C18030_003E,C18030_003M,C18030_004E,C18030_004M,C18030_005E,C18030_005M,C18030_006E,C18030_006M,C18030_007E,C18030_007M,C18030_008E,C18030_008M,C18030_009E,C18030_009M,C18030_010E,C18030_010M,C18030_011E,C18030_011M,C18030_012E,C18030_012M,C18030_013E,C18030_013M,C18030_014E,C18030_014M,C18030_015E,C18030_015M,C18030_016E,C18030_016M,C18030_017E,C18030_017M,C18030_018E,C18030_018M,C18030_019E,C18030_019M,C18030_020E,C18030_020M,C18030_021E,C18030_021M,C18030_022E,C18030_022M,C18030_023E,C18030_023M,C18030_024E,C18030_024M,C18030_025E,C18030_025M,C18030_026E,C18030_026M,C18030_027E,C18030_027M,C18030_028E,C18030_028M,C18030_029E,C18030_029M,C18030_030E,C18030_030M,C18030_031E,C18030_031M,C18030_032E,C18030_032M,C18030_033E,C18030_033M,C18030_034E,C18030_034M,C18030_035E,C18030_035M,C18030_036E,C18030_036M,C18030_037E,C18030_037M,C18030_038E,C18030_038M,C18030_039E,C18030_039M,C18030_040E,C18030_040M,C18030_041E,C18030_041M,C18030_042E,C18030_042M,C18030_043E,C18030_043M,NAME,C18030_001EA,C18030_001MA,C18030_002MA,C18030_002EA,C18030_003MA,C18030_003EA,C18030_004EA,C18030_004MA,C18030_005EA,C18030_005MA,C18030_006EA,C18030_006MA,C18030_007MA,C18030_007EA,C18030_008MA,C18030_008EA,C18030_009EA,C18030_009MA,C18030_010EA,C18030_010MA,C18030_011EA,C18030_011MA,C18030_012MA,C18030_012EA,C18030_013MA,C18030_013EA,C18030_014EA,C18030_014MA,C18030_015EA,C18030_015MA,C18030_016EA,C18030_016MA,C18030_017MA,C18030_017EA,C18030_018MA,C18030_018EA,C18030_019MA,C18030_019EA,C18030_020MA,C18030_020EA,C18030_021EA,C18030_021MA,C18030_022EA,C18030_022MA,C18030_023MA,C18030_023EA,C18030_024MA,C18030_024EA,C18030_025MA,C18030_025EA,C18030_026EA,C18030_026MA,C18030_027EA,C18030_027MA,C18030_028MA,C18030_028EA,C18030_029MA,C18030_029EA,C18030_030MA,C18030_030EA,C18030_031MA,C18030_031EA,C18030_032EA,C18030_032MA,C18030_033EA,C18030_033MA,C18030_034MA,C18030_034EA,C18030_035MA,C18030_035EA,C18030_036MA,C18030_036EA,C18030_037EA,C18030_037MA,C18030_038EA,C18030_038MA,C18030_039MA,C18030_039EA,C18030_040MA,C18030_040EA,C18030_041MA,C18030_041EA,C18030_042MA,C18030_042EA,C18030_043EA,C18030_043MA,state
0400000US01,4128322,3736,823793,12718,392677,10474,37287,3123,15299,2403,21988,2721,248557,8984,55957,4911,192600,7863,106833,3201,12058,1503,94775,3298,431116,8474,18943,2495,6969,1670,11974,1849,245186,6695,75737,4166,169449,5992,166987,4032,34935,2650,132052,4132,3304529,12294,1588096,9654,302693,4895,64335,5392,238358,6083,1152173,9351,107913,6699,1044260,11289,133230,3053,8557,1841,124673,2960,1716433,8198,302539,4326,70050,5068,232489,5651,1248260,6973,195318,7479,1052942,9888,165634,4194,19939,1834,145695,4088,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582471,1870,85926,4068,45058,3113,5066,1338,773,501,4293,1210,30845,2260,5061,1073,25784,2122,9147,997,751,333,8396,1006,40868,2448,2008,688,220,178,1788,661,28066,2053,6255,1168,21811,1664,10794,1055,964,338,9830,1022,496545,4272,247685,3602,52524,1857,7968,1466,44556,2082,184233,2749,16265,2079,167968,3080,10928,1109,640,363,10288,1093,248860,2555,53727,1539,8455,1606,45272,1890,183846,2268,16699,2214,167147,2988,11287,1014,600,269,10687,1006,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5332488,5579,746497,15499,362535,10368,35859,3130,8551,1630,27308,2918,210134,8669,39972,3376,170162,8762,116542,3744,10161,1442,106381,3783,383962,8967,19414,2490,5074,1367,14340,1992,214382,7574,50485,3588,163897,7366,150166,4467,20467,2082,129699,4587,4585991,15352,2281148,9961,443775,4688,82844,6140,360931,7798,1623257,9218,162721,7895,1460536,11266,214116,3651,10453,1344,203663,3698,2304843,9632,430216,4936,81933,5641,348283,6397,1620054,8973,223122,10499,1396932,11719,254573,4537,19437,2616,235136,4669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2501447,3200,530645,11065,254879,6627,23561,2247,8201,1638,15360,2018,156716,5633,36479,3470,120237,4921,74602,2710,8805,1264,65797,2639,275766,7312,15024,1934,6379,1828,8645,1566,157334,5913,48920,3585,108414,5062,103408,3105,22498,2026,80910,3053,1970802,11442,957876,7579,181143,3135,41185,3284,139958,3437,695031,6114,74831,5610,620200,7098,81702,2699,4978,891,76724,2700,1012926,7932,179854,3204,40756,3209,139098,3913,729143,6910,105234,4855,623909,7871,103929,3059,12277,1481,91652,2990,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32405596,10568,4113052,37296,1903053,26049,171738,7350,38450,3821,133288,5910,1137366,21082,223106,10019,914260,18125,593949,10378,46398,4273,547551,10197,2209999,22679,102616,5899,26521,2945,76095,5178,1219707,19126,281088,10684,938619,15729,887676,11039,102387,5686,785289,10225,28292544,35952,14087646,25703,2790770,12345,501630,19944,2289140,20224,10295745,22978,988939,21392,9306806,30502,1001131,10390,61437,5631,939694,9966,14204898,23633,2733061,11261,497569,18585,2235492,20991,10253489,21319,1297086,27472,8956403,34396,1218348,10907,90006,5299,1128342,10300,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4201306,3189,496637,9781,242353,7879,21551,1919,4602,966,16949,1784,155682,6447,29289,2700,126393,6187,65120,2842,5014,927,60106,2840,254284,6570,13277,1813,1615,473,11662,1721,141656,5148,33494,3252,108162,4593,99351,2868,14752,1906,84599,3170,3704669,10316,1853950,8873,336472,3857,43267,3768,293205,5008,1388276,7595,111794,6537,1276482,9382,129202,3093,6863,1442,122339,3134,1850719,7704,333605,3981,43347,4236,290258,5764,1367890,6501,140810,6855,1227080,8752,149224,3056,11453,1512,137771,2956,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3171028,2325,401529,9647,181558,6732,17341,2139,3620,1214,13721,1744,105665,5575,17964,2667,87701,4630,58552,2478,4474,854,54078,2374,219971,6783,10719,2442,2618,1435,8101,1947,112497,4595,25988,2954,86509,4184,96755,3823,13095,1928,83660,3723,2769499,9759,1347885,6936,244252,3581,22839,3327,221413,4476,978235,6033,50251,5031,927984,8820,125398,2696,4713,1183,120685,2999,1421614,6844,240699,3466,25481,3448,215218,3927,1019041,5341,70902,5853,948139,7771,161874,3700,11132,1850,150742,3676,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,758376,1366,111862,4002,53144,2839,6409,1158,1026,574,5383,1196,30828,2347,6026,1566,24802,2270,15907,1345,1150,442,14757,1305,58718,3079,3248,986,248,183,3000,978,33272,2658,6209,1403,27063,2278,22198,1704,2716,759,19482,1502,646514,4309,312769,3115,52956,1480,5703,1370,47253,1696,228738,2595,15318,2355,213420,3159,31075,1388,1427,546,29648,1511,333745,3291,53702,1589,7949,1702,45753,2010,242432,2985,25034,2916,217398,4083,37611,1763,2413,673,35198,1724,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,475387,808,66893,4024,28568,2647,3373,716,1678,563,1695,569,17152,2204,4643,1248,12509,1852,8043,1080,1834,592,6209,1043,38325,2612,1157,627,501,334,656,510,21838,2004,7754,1393,14084,1878,15330,1435,4222,1021,11108,1301,408494,4178,193528,2800,28060,1002,7697,1630,20363,1921,148847,2521,16651,2244,132196,3167,16621,1070,1818,627,14803,1072,214966,2762,30635,1296,10360,1711,20275,1715,161831,2111,24916,2307,136915,2983,22500,1516,3007,1064,19493,1674,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16172060,7467,2562992,24548,1207502,15717,98304,6333,25864,3106,72440,5249,643482,13256,131432,7728,512050,11668,465716,7544,46301,3919,419415,6951,1355490,18537,58277,4368,16878,2676,41399,3747,680942,13648,175810,8740,505132,12798,616271,8684,97514,5241,518757,8230,13609068,24987,6625177,18515,1134006,8702,183008,8750,950998,11558,4682184,16634,389597,15451,4292587,22843,808987,7989,51859,3676,757128,7667,6983891,21166,1121215,7397,183465,9532,937750,10290,4872437,15024,594114,15246,4278323,19983,990239,8677,93939,4973,896300,8231,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
