GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001MA,B08113_001EA,B08113_002MA,B08113_002EA,B08113_003EA,B08113_003MA,B08113_004EA,B08113_004MA,B08113_005EA,B08113_005MA,B08113_006EA,B08113_006MA,B08113_007EA,B08113_007MA,B08113_008EA,B08113_008MA,B08113_009MA,B08113_009EA,B08113_010EA,B08113_010MA,B08113_011EA,B08113_011MA,B08113_012EA,B08113_012MA,B08113_013EA,B08113_013MA,B08113_014MA,B08113_014EA,B08113_015MA,B08113_015EA,B08113_016EA,B08113_016MA,B08113_017EA,B08113_017MA,B08113_018EA,B08113_018MA,B08113_019EA,B08113_019MA,B08113_020MA,B08113_020EA,B08113_021MA,B08113_021EA,B08113_022EA,B08113_022MA,B08113_023EA,B08113_023MA,B08113_024EA,B08113_024MA,B08113_025MA,B08113_025EA,B08113_026MA,B08113_026EA,B08113_027EA,B08113_027MA,B08113_028EA,B08113_028MA,B08113_029EA,B08113_029MA,B08113_030MA,B08113_030EA,B08113_031MA,B08113_031EA,B08113_032MA,B08113_032EA,B08113_033EA,B08113_033MA,B08113_034EA,B08113_034MA,B08113_035MA,B08113_035EA,B08113_036MA,B08113_036EA,B08113_037MA,B08113_037EA,B08113_038EA,B08113_038MA,B08113_039EA,B08113_039MA,B08113_040MA,B08113_040EA,B08113_041MA,B08113_041EA,B08113_042MA,B08113_042EA,B08113_043EA,B08113_043MA,B08113_044EA,B08113_044MA,B08113_045MA,B08113_045EA,B08113_046MA,B08113_046EA,B08113_047MA,B08113_047EA,B08113_048EA,B08113_048MA,B08113_049EA,B08113_049MA,B08113_050MA,B08113_050EA,B08113_051MA,B08113_051EA,B08113_052MA,B08113_052EA,B08113_053EA,B08113_053MA,B08113_054EA,B08113_054MA,B08113_055EA,B08113_055MA,B08113_056EA,B08113_056MA,state
0400000US01,1941250,15984,1849016,16540,52775,3210,21693,2699,31082,2640,39459,4190,27877,3657,11582,1594,1629930,17410,1568379,16853,31695,3201,16754,2395,14941,2020,29856,3349,21470,2957,8386,1367,211259,9675,187262,9282,17687,2479,3752,1120,13935,2312,6310,1948,4109,1869,2201,688,8368,1974,8175,1987,56,98,56,98,0,270,137,135,0,270,137,135,23230,3224,19939,2879,1403,649,452,359,951,484,1888,1115,1231,908,657,457,25044,3018,23127,2836,1301,719,126,175,1175,698,616,363,559,364,57,72,43419,3740,42134,3679,633,447,553,445,80,83,652,478,508,326,144,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,258175,5458,7493,1268,5712,1138,1781,594,29022,2132,19765,1853,9257,1407,200952,5850,182194,5840,4543,948,3638,940,905,384,14215,1736,9428,1579,4787,950,44555,3263,35849,2892,2426,862,1592,773,834,490,6280,1423,4299,1172,1981,687,3573,956,2728,829,84,107,84,107,0,233,761,485,160,158,601,442,19368,1892,14458,1664,67,76,58,70,9,15,4843,792,3939,665,904,313,14175,1633,12366,1569,131,170,131,170,0,233,1678,525,1082,421,596,305,12067,1657,10580,1441,242,222,209,212,33,52,1245,468,857,373,388,286,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,1870966,15680,556800,10428,269547,10298,287253,11226,147298,6635,111376,6208,35922,3451,1945061,18773,1469522,16096,370947,9545,203726,8877,167221,8212,104592,6036,81948,5558,22644,2802,366261,11954,206435,9328,134484,9036,45290,4853,89194,7724,25342,3650,16699,2892,8643,1965,48964,5040,26205,3365,17708,3609,4267,1162,13441,3353,5051,1678,3441,1314,1610,852,54084,4378,37153,3744,12606,2443,5525,1400,7081,1848,4325,1101,3114,996,1211,589,56672,4726,42301,3473,11676,3287,5347,2413,6329,2204,2695,787,1740,657,955,512,104022,5974,89350,5389,9379,1815,5392,1210,3987,1338,5293,1226,4434,1116,859,435,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,1124208,12238,55479,3503,23256,3017,32223,2369,21199,2550,14027,2435,7172,1283,981220,13090,931816,13276,33822,3294,17115,2798,16707,1893,15582,2045,10571,2097,5011,1071,147902,7532,126500,6637,17006,2501,5022,1395,11984,1814,4396,1506,2585,1053,1811,843,4007,1402,3675,1330,261,304,7,13,254,303,71,120,0,260,71,120,19301,2403,16767,2166,2023,1109,220,176,1803,1071,511,402,403,374,108,132,17204,2074,15822,2064,1169,483,331,302,838,443,213,154,102,120,111,142,31252,3349,29628,3210,1198,674,561,426,637,442,426,314,366,299,60,96,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,9117306,47518,4231108,33625,1914746,27994,2316362,32620,2198920,28809,1331605,24497,867315,20084,11503746,41684,7110087,42788,2792033,26458,1461689,21246,1330344,21949,1601626,23643,998976,20163,602650,17696,1946177,25740,836580,17968,809327,18634,267176,11491,542151,16874,300270,10605,163518,8537,136752,7588,734704,18065,314190,10666,298504,13291,71630,5449,226874,12946,122010,9463,65729,5418,56281,6121,384989,11849,201779,8896,129357,6747,40914,4564,88443,6088,53853,4039,28683,3079,25170,2982,315205,13778,173215,9264,104456,7733,27080,3534,77376,7384,37534,5141,23342,3357,14192,3146,662513,13426,481455,10746,97431,7947,46257,4428,51174,5458,83627,5751,51357,4763,32270,2824,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,1914830,14754,258316,9291,120631,7812,137685,8251,107115,6945,73362,6283,33753,4172,1741595,15152,1484761,14188,179185,9281,89792,6655,89393,7718,77649,6233,53626,5954,24023,3404,229018,10071,166123,8028,50621,4455,16696,2458,33925,3718,12274,2201,6695,1383,5579,1549,61884,4755,48221,4163,9069,2114,3589,1188,5480,1812,4594,1371,3005,980,1589,1073,66273,3958,52116,3193,10273,2350,4450,1428,5823,1966,3884,1007,2863,938,1021,511,44460,3360,38343,3305,3606,1109,1958,957,1648,698,2511,589,1876,530,635,335,137031,6572,125266,5990,5562,1145,4146,1109,1416,524,6203,1515,5297,1429,906,487,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,1345822,14295,147053,4527,84798,4887,62255,5527,164467,8024,100716,4912,63751,5692,1343489,15545,1122773,15266,99627,4509,63376,4828,36251,3586,121089,6687,78226,4884,42863,4167,136359,7808,91362,5909,23757,3445,11179,2182,12578,2510,21240,3053,10271,1641,10969,2603,70427,5133,48783,3734,11476,2325,4978,1086,6498,1854,10168,2245,5015,1278,5153,1648,33775,3949,24502,3007,5545,2183,2608,836,2937,2018,3728,888,2169,657,1559,663,19109,2349,11596,1833,3866,1341,1122,616,2744,1133,3647,1423,1300,570,2347,1367,54183,3413,46806,2907,2782,945,1535,633,1247,689,4595,1301,3735,1304,860,335,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,348938,5912,25362,2147,10918,2042,14444,1737,22733,2457,16941,2067,5792,1287,318734,5922,286260,6494,16197,2106,7989,1766,8208,1552,16277,1987,13022,1930,3255,839,42058,3003,32207,2557,6015,1326,1517,760,4498,1143,3836,1152,2276,841,1560,582,8588,1576,7085,1343,476,346,321,292,155,162,1027,486,517,313,510,370,7159,1598,5289,1216,1552,906,507,423,1045,792,318,231,107,129,211,175,5942,1601,4869,1409,399,273,160,151,239,274,674,433,617,421,57,94,14552,2167,13228,2078,723,442,424,369,299,195,601,362,402,307,199,197,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,204908,3915,24107,2137,12449,2069,11658,1709,20850,2298,16137,1828,4713,1463,93803,3992,81426,3781,6381,1285,4167,1207,2214,768,5996,1085,5073,1037,923,538,19246,2459,15700,1782,2005,1090,697,525,1308,916,1541,787,1034,542,507,569,94260,4338,74774,3770,11625,1792,4561,1469,7064,1365,7861,1480,5528,1154,2333,969,24905,2353,19399,1914,2904,1021,2253,969,651,432,2602,817,2164,737,438,395,6541,1395,4947,1193,676,471,372,357,304,307,918,486,457,294,461,375,11110,1973,8662,1593,516,302,399,269,117,135,1932,725,1881,705,51,83,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,5640011,26841,1523696,15649,799594,14259,724102,15724,537178,14816,325822,11909,211356,10338,6158873,32660,4621043,30075,1131510,17516,653770,12717,477740,13238,406320,13442,257822,11053,148498,8303,851610,19203,536420,15722,243641,12565,85818,5651,157823,11038,71549,6034,34209,3370,37340,4339,138505,8946,71354,5508,44049,5294,13741,2949,30308,4389,23102,4524,10079,3446,13023,2608,121370,8867,78649,5560,32639,5282,13092,3199,19547,4462,10082,2503,6263,1658,3819,1436,151202,7702,101367,5782,39683,4806,13348,2316,26335,4182,10152,2222,5149,1325,5003,1901,279325,9541,231178,9081,32174,3683,19825,2558,12349,2474,15973,2525,12300,2290,3673,1087,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
