GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001EA,B12006_001MA,B12006_002EA,B12006_002MA,B12006_003MA,B12006_003EA,B12006_004MA,B12006_004EA,B12006_005MA,B12006_005EA,B12006_006EA,B12006_006MA,B12006_007EA,B12006_007MA,B12006_008EA,B12006_008MA,B12006_009MA,B12006_009EA,B12006_010EA,B12006_010MA,B12006_011EA,B12006_011MA,B12006_012EA,B12006_012MA,B12006_013EA,B12006_013MA,B12006_014MA,B12006_014EA,B12006_015EA,B12006_015MA,B12006_016MA,B12006_016EA,B12006_017MA,B12006_017EA,B12006_018EA,B12006_018MA,B12006_019EA,B12006_019MA,B12006_020MA,B12006_020EA,B12006_021EA,B12006_021MA,B12006_022MA,B12006_022EA,B12006_023EA,B12006_023MA,B12006_024EA,B12006_024MA,B12006_025MA,B12006_025EA,B12006_026EA,B12006_026MA,B12006_027MA,B12006_027EA,B12006_028MA,B12006_028EA,B12006_029EA,B12006_029MA,B12006_030EA,B12006_030MA,B12006_031MA,B12006_031EA,B12006_032MA,B12006_032EA,B12006_033MA,B12006_033EA,B12006_034EA,B12006_034MA,B12006_035EA,B12006_035MA,B12006_036MA,B12006_036EA,B12006_037MA,B12006_037EA,B12006_038MA,B12006_038EA,B12006_039MA,B12006_039EA,B12006_040EA,B12006_040MA,B12006_041EA,B12006_041MA,B12006_042MA,B12006_042EA,B12006_043MA,B12006_043EA,B12006_044MA,B12006_044EA,B12006_045EA,B12006_045MA,B12006_046EA,B12006_046MA,B12006_047MA,B12006_047EA,B12006_048MA,B12006_048EA,B12006_049MA,B12006_049EA,B12006_050EA,B12006_050MA,B12006_051EA,B12006_051MA,B12006_052EA,B12006_052MA,B12006_053MA,B12006_053EA,B12006_054MA,B12006_054EA,B12006_055EA,B12006_055MA,B12006_056EA,B12006_056MA,state
0400000US01,3479035,4246,820164,12804,430762,8078,295828,7519,253563,7271,42265,3476,134934,6049,389402,7431,245827,6454,209448,6589,36379,3019,143575,5627,1919972,16732,972865,10174,707088,10990,686601,11116,20487,2640,265777,6261,947107,9235,527899,9400,502829,9528,25070,2549,419208,8391,86285,5711,32593,3672,23524,3170,21522,3077,2002,766,9069,1714,53692,4132,33411,3756,29093,3574,4318,1044,20281,2331,253251,5960,45878,3293,10718,1716,9960,1613,758,388,35160,2771,207373,5002,37073,3312,35218,3385,1855,652,170300,4202,399363,10784,169060,7087,116564,6101,107666,6257,8898,1532,52496,4233,230303,6935,151872,6998,140542,7036,11330,2302,78431,4352,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,476403,1190,132392,4485,77653,2744,56046,3033,46364,2983,9682,1342,21607,1783,54739,2619,37799,2481,32848,2315,4951,1017,16940,1724,257866,5932,129335,3174,104333,3264,99392,3250,4941,1018,25002,1565,128531,3766,81885,3405,77860,3218,4025,801,46646,2609,10021,1732,3593,862,2879,801,2456,719,423,279,714,364,6428,1305,4917,1147,4283,1029,634,418,1511,540,17331,1755,3517,620,1065,359,943,349,122,120,2452,498,13814,1535,4505,1084,4293,1103,212,196,9309,1143,58793,3583,27602,2249,21160,1994,18781,1788,2379,696,6442,1186,31191,2635,23340,2248,22344,2259,996,409,7851,1383,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4420179,4360,1168281,18742,644966,11084,488934,10450,439820,9994,49114,4193,156032,6255,523315,10960,352819,9830,317475,9632,35344,3861,170496,7903,2402363,22956,1227347,12174,884918,11843,855725,11065,29193,4127,342429,7100,1175016,13810,619272,10590,587754,10848,31518,3287,555744,10350,84543,5582,33723,3718,26316,3311,23646,3058,2670,1231,7407,1358,50820,4119,34948,3852,30345,3577,4603,1511,15872,2147,243115,6236,53275,3385,12031,2206,10992,2161,1039,520,41244,3019,189840,5196,33790,2585,31405,2430,2385,997,156050,4557,521877,14059,219283,8219,161102,6818,150984,6846,10118,1786,58181,4137,302594,9397,210123,8058,198681,7746,11442,1682,92471,5284,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2107182,3122,449236,9253,243579,5787,168618,5498,144406,5666,24212,2553,74961,4465,205657,5699,131922,5340,114047,4982,17875,2469,73735,4108,1194792,13034,602229,7307,434969,7026,422239,6864,12730,1732,167260,4451,592563,7756,346591,7917,329782,7617,16809,2537,245972,6311,54342,4406,23074,3179,15238,2491,13366,2475,1872,716,7836,1449,31268,2764,20514,2560,17625,2570,2889,1002,10754,1849,149213,5527,29829,2548,9448,1771,8012,1810,1436,650,20381,1731,119384,4313,22371,2147,21187,2008,1184,551,97013,3788,259599,9079,113432,5429,77698,5448,71098,5208,6600,1338,35734,2972,146167,6368,102014,5669,95833,5501,6181,1466,44153,3644,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26687590,10833,8011082,50013,4356079,27155,3088257,29468,2734900,27801,353357,13483,1267822,19491,3655003,30159,2380935,26192,2113210,24458,267725,10312,1274068,16068,14075671,59898,7193192,34400,5540722,35277,5319277,34456,221445,9194,1652470,18330,6882479,33905,3805998,29574,3589165,29151,216833,8439,3076481,27363,637500,17036,246290,9393,186782,8400,170760,7873,16022,2423,59508,5023,391210,12401,262064,9699,233241,8883,28823,3498,129146,7274,1395637,17058,270410,8207,69094,3510,64469,3533,4625,1176,201316,7885,1125227,14256,209128,8473,195289,7951,13839,2218,916099,13503,2567700,29763,1032859,18293,740990,16464,690230,15729,50760,4412,291869,10070,1534841,21044,1040859,17117,978182,16444,62677,4109,493982,12497,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3510540,3741,930819,14446,518323,8530,397155,8478,357962,8383,39193,3721,121168,5373,412496,9785,308478,8224,276957,7878,31521,2776,104018,5182,1967004,19042,1003880,11561,805150,12115,779467,11833,25683,3041,198730,4912,963124,11220,608824,9552,581003,9540,27821,2588,354300,8325,59487,4841,23918,2769,19000,2570,17404,2408,1596,773,4918,1092,35569,3402,27141,3235,23583,2941,3558,1269,8428,1368,157645,4948,33401,2732,10435,1818,9778,1726,657,364,22966,2139,124244,3982,25919,2360,23406,2163,2513,1132,98325,3595,395585,12206,170749,7459,134439,6829,123580,6752,10859,1676,36310,2802,224836,8274,165276,6757,154592,6874,10684,1729,59560,4142,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2662501,3336,713216,9631,370099,6452,270633,6834,236084,6939,34549,2861,99466,5182,343117,7251,242173,6744,213854,6733,28319,3528,100944,5509,1470535,14610,740588,8325,580303,7924,559983,8470,20320,2171,160285,4375,729947,9026,467198,7980,450513,7791,16685,1931,262749,6067,42115,4164,15169,2384,11743,2124,11101,2079,642,317,3426,1006,26946,3343,18351,2489,16464,2407,1887,1099,8595,1650,170005,6148,33953,2608,9037,1360,8445,1330,592,361,24916,2156,136052,5294,26271,3320,24853,3153,1418,638,109781,4099,266630,8697,112134,5103,82198,4304,78150,4247,4048,911,29936,3069,154496,5951,114966,4590,108465,4610,6501,1311,39530,3088,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,644406,1460,166865,5487,86575,3251,63914,2934,56349,2668,7565,1382,22661,1977,80290,3698,54978,3231,49983,3005,4995,1196,25312,2753,355265,6747,181262,4128,135901,4040,132081,3938,3820,888,45361,2451,174003,3910,107166,3491,103914,3435,3252,801,66837,2872,14966,1774,5111,1253,4277,1134,4062,1122,215,273,834,339,9855,1501,7466,1380,6169,1409,1297,728,2389,816,40208,2225,9321,1309,2405,743,2307,733,98,128,6916,1107,30887,2005,6367,1182,6143,1179,224,152,24520,1853,67102,3513,26453,2165,19632,1913,18215,1733,1417,679,6821,1073,40649,2589,29412,2155,28200,2139,1212,655,11237,1715,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,413322,983,198942,5262,95323,3598,72767,3560,64170,3389,8597,1531,22556,2273,103619,3416,73975,3506,65767,3295,8208,1421,29644,2511,129731,6400,66463,3573,50832,2997,48239,2671,2593,1145,15631,1727,63268,3668,40241,2570,37898,2458,2343,798,23027,2379,14851,1922,7187,1432,5218,1279,4850,1210,368,307,1969,686,7664,1332,4530,1122,4080,1104,450,252,3134,868,28864,2111,5596,981,1194,489,879,387,315,304,4402,887,23268,1802,5983,1091,5235,995,748,472,17285,1509,40934,3359,17082,2196,12300,1925,11241,1820,1059,578,4782,1025,23852,2293,15149,1936,14186,1841,963,542,8703,1457,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13806889,7724,3402489,25388,1841061,17817,1331614,17247,1188151,18176,143463,7366,509447,10343,1561428,16881,1040908,16358,924477,16050,116431,6719,520520,12514,7404626,33885,3760821,19877,2564379,20588,2489629,21187,74750,4617,1196442,12708,3643805,21301,1929948,19557,1839215,19188,90733,4862,1713857,16756,332119,13517,135144,8526,104453,7564,95476,7086,8977,1911,30691,3229,196975,8996,137515,6897,125441,6804,12074,2439,59460,4996,976706,14266,196004,7870,41949,3521,38706,3401,3243,985,154055,6680,780702,11717,136874,6931,128205,6654,8669,1555,643828,10486,1690949,20604,707299,13717,503570,11526,475576,10629,27994,3761,203729,7481,983650,14419,681546,11125,638405,11343,43141,3985,302104,9260,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
