GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001MA,B20017I_001EA,B20017I_002MA,B20017I_002EA,B20017I_003EA,B20017I_003MA,B20017I_004EA,B20017I_004MA,B20017I_005EA,B20017I_005MA,B20017I_006MA,B20017I_006EA,B20017I_007MA,B20017I_007EA,state
0400000US27,18875,1292,20664,1548,23959,2903,12112,1749,16388,1400,25823,1782,9494,1617,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,15233,1402,15845,1528,19326,5571,9765,1988,12717,2966,20813,5318,10059,2476,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18719,1263,20692,1273,26068,2278,9867,1430,16289,1380,20911,1187,9184,1933,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,19709,2824,23415,10147,33533,10420,14772,6253,17902,2429,27421,3450,6736,3090,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19678,1072,22445,1341,25402,993,11841,1720,15848,2349,21729,940,8773,1911,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22063,459,24351,1046,26784,799,13746,2429,18691,1160,22625,972,9965,966,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28495,5181,41977,10144,50277,8873,11202,19180,19876,5200,30091,4214,8323,3215,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,22974,888,26051,607,31199,751,13530,1584,19757,996,27478,1273,10502,480,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18481,747,21857,628,28237,1562,8977,887,15329,607,22866,1200,7624,664,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,22427,331,25557,388,31100,551,12221,476,19693,598,28999,770,10089,403,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,16813,350,18020,616,21176,432,12662,858,13350,1012,18348,1319,6873,817,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18686,2356,19883,4426,21972,16001,18058,13209,13589,5534,23184,3915,7349,5890,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,19821,1254,21721,1288,29530,1777,10276,1433,16056,1501,26960,1528,7619,1156,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,17600,647,20509,1007,24552,1434,10460,1318,12298,850,19199,1227,6306,769,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16435,708,18511,1230,23797,1966,10151,1159,13058,1223,20461,1858,7167,1211,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20019,846,22718,1199,31154,1213,9837,1393,15972,900,23692,1389,7207,899,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19336,2233,21746,1647,25810,3475,13394,5239,15331,2649,23877,2987,8771,2108,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,16424,807,18351,972,21113,1638,10473,1008,11237,1158,19556,3215,5565,1007,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18264,4988,21781,1799,25478,4674,6613,5338,12471,2111,19612,6528,10231,2020,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16675,603,17635,1090,20838,1373,11694,1462,12689,1833,22177,2335,6246,1046,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18081,307,21242,279,26060,321,10613,273,13880,278,21770,364,7163,162,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18085,1202,21477,727,25659,1655,11384,492,13487,1322,20368,2219,7813,1274,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,21059,4737,17104,11822,60631,31949,10856,1326,22190,6515,28780,2304,7619,1519,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,24520,867,26662,933,29932,1306,15423,2003,19489,1626,30783,946,9702,1130,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,17375,663,20123,763,25473,1280,12091,712,13621,1153,26124,1607,8127,674,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19781,4594,22288,7151,26152,2844,6966,2302,12011,5364,20620,1353,6857,2402,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18983,1155,21542,988,27429,3186,12708,2145,14098,1297,25691,1911,7400,853,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,18657,3068,25274,4718,29618,6750,12560,7185,12326,3911,19665,3326,9020,2649,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14085,207,14229,237,19568,342,6144,184,13898,315,19383,342,6138,239,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
