GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001MA,B20017I_001EA,B20017I_002MA,B20017I_002EA,B20017I_003EA,B20017I_003MA,B20017I_004EA,B20017I_004MA,B20017I_005EA,B20017I_005MA,B20017I_006MA,B20017I_006EA,B20017I_007MA,B20017I_007EA,state
0400000US01,16562,967,17684,1337,20534,1015,10268,1111,13530,2524,21495,3194,6013,2371,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24853,3917,29743,3498,32312,4584,14678,8569,18209,4564,37107,7753,8827,5790,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,20376,547,22841,667,26991,572,11185,557,16159,756,24177,639,8071,692,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16005,1215,17350,1426,20103,1664,10772,1261,12884,1808,19970,2041,6322,1337,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20501,163,23160,244,28375,503,12763,389,16052,239,25006,411,9006,243,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,21547,567,24004,938,29573,1449,12405,1290,17412,1046,26405,1018,8862,864,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,22663,1133,25471,1589,32909,2233,12320,1723,20142,1256,28066,1491,10896,821,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20263,2452,22095,2185,29016,4816,8278,3765,14320,3004,24758,3809,6047,1438,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,25120,3131,26995,3450,33417,6361,15538,5422,21769,4502,35530,13830,13659,3683,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21316,225,23658,464,27902,830,12015,429,17857,510,24806,489,10020,396,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,20145,603,21093,579,23329,864,13129,1460,16378,993,22812,1535,9194,982,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,25226,2583,31418,3272,36961,2414,10760,4184,20360,1592,30698,2942,8014,2374,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,16116,1255,20290,1335,24189,1492,13189,2306,10641,1657,21940,2639,6676,1228,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20880,399,22946,876,27746,1044,12456,851,16755,510,25487,669,8622,615,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,18867,1230,21045,956,25863,1247,11619,1001,15140,965,22501,1809,8109,1050,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20074,1253,21475,1465,25582,1704,10397,2058,16723,2887,22687,1789,8280,2198,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18817,960,21315,920,24839,1821,9787,1866,14132,1453,21064,1323,6330,623,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17685,2826,20446,1666,22836,3012,11829,1904,12935,2532,23203,3469,8317,1669,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19926,1603,24915,3813,30593,1610,11388,1536,16220,2434,21664,1845,9206,1258,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20394,5732,29917,7561,35996,4014,9093,3812,12477,10060,24116,3097,10387,1877,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,24443,1345,27537,1636,31905,926,14059,2080,18195,1567,27908,2753,11043,769,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,21275,911,25188,1832,31771,1444,12503,1382,17100,877,26503,1499,9446,1113,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20786,603,23109,1332,30960,892,11439,769,15944,1504,26755,1972,7876,1097,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
