GEO_ID,B13004A_001E,B13004A_001M,B13004A_002E,B13004A_002M,B13004A_003E,B13004A_003M,B13004A_004E,B13004A_004M,B13004A_005E,B13004A_005M,B13004A_006E,B13004A_006M,B13004A_007E,B13004A_007M,NAME,B13004A_001MA,B13004A_001EA,B13004A_002MA,B13004A_002EA,B13004A_003MA,B13004A_003EA,B13004A_004EA,B13004A_004MA,B13004A_005EA,B13004A_005MA,B13004A_006MA,B13004A_006EA,B13004A_007MA,B13004A_007EA,state
0400000US01,770474,3088,44004,3516,33149,3062,10855,2033,726470,4596,433279,6819,293191,6970,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,116802,1299,5302,1096,4012,950,1290,554,111500,1587,61500,2757,50000,2768,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1056519,7331,67645,4462,48291,4022,19354,2794,988874,7470,502386,10151,486488,10316,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,514797,3543,29914,2167,23263,2137,6651,1296,484883,4166,283088,5338,201795,5667,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5299112,27728,291642,10853,223091,8348,68551,5269,5007470,30457,2537564,25284,2469906,26571,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,983302,5876,55683,4993,42073,4004,13610,2467,927619,7055,499349,8037,428270,9058,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,673263,4842,29536,2744,23668,2290,5868,1359,643727,5385,344326,6425,299401,6607,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,148728,1410,5960,1137,4860,1039,1100,483,142768,1641,77484,3020,65284,3030,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52178,1209,2850,760,2470,714,380,318,49328,1350,14948,1400,34380,1710,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3043371,7911,152036,6713,110878,5002,41158,4315,2891335,9370,1507035,14619,1384300,16490,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1420502,5808,79829,4896,64779,4402,15050,2082,1340673,7025,789497,10142,551176,9500,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,71762,1338,4096,1059,3440,873,656,455,67666,1474,38188,2611,29478,2225,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,323458,2794,18859,2012,14666,1582,4193,1129,304599,3175,171599,4693,133000,4118,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2252736,9112,124165,5918,95345,5548,28820,3091,2128571,10787,1151667,12789,976904,11071,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1305977,3870,69556,3997,50542,3413,19014,2469,1236421,5245,679689,8328,556732,8023,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,659662,2334,38141,2891,27713,2293,10428,1531,621521,4005,340833,6290,280688,6394,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,570117,3110,32328,2712,24173,2094,8155,1513,537789,3707,298965,5141,238824,5575,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,929652,3251,51823,3703,37919,3597,13904,2006,877829,4471,507300,7173,370529,6980,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,708068,3037,34388,3012,25523,2613,8865,1561,673680,4199,369389,6861,304291,6758,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,310072,1414,14212,1847,10628,1623,3584,824,295860,2430,150919,4593,144941,3806,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,833684,4447,42823,3285,34071,2631,8752,1648,790861,5569,432208,6942,358653,6026,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1311003,6586,59952,4173,48000,3791,11952,1902,1251051,7880,622196,11045,628855,10763,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1969880,4490,107066,5182,79183,4365,27883,3219,1862814,6947,994628,8959,868186,8297,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1130688,3481,62639,3786,50396,3236,12243,1837,1068049,5452,568660,6900,499389,7543,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,417477,2376,23590,2758,18365,2437,5225,1439,393887,3469,237406,5255,156481,5338,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1197085,3171,63941,4003,46028,3463,17913,2301,1133144,5551,628067,9528,505077,8594,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,202875,1634,11024,1636,7841,1250,3183,1058,191851,2011,105197,3039,86654,3368,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,378124,1835,25277,2018,20220,1881,5057,1074,352847,2610,193906,4131,158941,3808,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,438736,4370,23765,2579,18567,2342,5198,1339,414971,4769,227611,5989,187360,5847,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,311558,1850,13325,1543,9915,1430,3410,840,298233,2457,155779,3751,142454,3470,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1437693,7244,71109,4515,60368,4261,10741,1958,1366584,7834,735099,10035,631485,9355,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,321389,4604,15686,2089,10738,1859,4948,1206,305703,4640,149814,5626,155889,6296,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3069281,11536,152316,6005,119642,5823,32674,3161,2916965,13819,1475886,14088,1441079,15653,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1492585,4928,72247,4103,56484,3495,15763,2139,1420338,6082,845880,8770,574458,8427,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,137631,945,7676,1302,5992,1155,1684,661,129955,1566,71920,2053,58035,1991,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2348377,4722,127463,5564,92968,4999,34495,3396,2220914,7179,1196375,11865,1024539,11052,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,640507,3020,36584,2878,27527,2557,9057,1740,603923,4165,344232,6532,259691,6301,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,766835,3848,41610,3732,33815,3247,7795,1635,725225,5426,366525,6476,358700,6125,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2458075,5965,119466,5031,88751,4300,30715,2753,2338609,7885,1254713,12990,1083896,11699,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,217391,2765,10209,1947,7342,1558,2867,928,207182,3468,102934,3698,104248,3240,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,681460,3227,35656,2955,28232,2728,7424,1592,645804,4305,380392,6834,265412,6178,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,161846,1265,8756,1377,6874,1291,1882,585,153090,1908,85707,2909,67383,2990,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1168893,3811,68038,4556,51128,3863,16910,2434,1100855,4353,632803,8193,468052,8353,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4089237,15332,267111,8408,199844,8049,67267,5085,3822126,16677,2160166,16750,1661960,16723,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,578520,3397,49542,3324,43127,3084,6415,1443,528978,4260,298867,6595,230111,6586,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,147101,1006,6238,1020,4272,825,1966,663,140863,1514,69920,2576,70943,2723,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1320886,5181,70323,4724,58558,4338,11765,1645,1250563,6833,714604,8608,535959,8589,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1271217,4997,65178,4511,49162,3769,16016,2662,1206039,6536,623516,10311,582523,9516,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,408737,2077,16597,1953,10797,1724,5800,1250,392140,2848,216383,5265,175757,4666,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1194122,3412,61840,3360,46954,2830,14886,1813,1132282,4562,602375,6642,529907,6654,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,113590,1539,6677,1031,5079,942,1598,607,106913,1770,61168,2498,45745,2310,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,763410,7156,38877,3115,24570,2533,14307,2016,724533,7370,331464,7166,393069,7067,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
